label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73
0.03	north6_all	80	6701	1574	1585	1008	1227	399	426	299	181	212	155	146	222	105	66	199	59	74	33	30	65	14	23	15	20	8	8	18	8	11	5	4	21	3	9	15	5	2	2	3	2	0	1	1	6	3	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	4167	727	959	621	808	213	232	174	95	125	97	91	144	62	30	120	34	47	14	17	45	5	13	7	11	3	4	11	7	8	2	2	8	3	5	7	1	0	0	2	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6709	1570	1589	1121	1206	410	415	285	187	234	165	145	213	106	58	191	62	79	34	20	65	14	17	14	11	11	12	14	12	10	8	8	26	5	6	12	4	1	4	3	3	0	5	1	5	3	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north7_active	80	4201	727	979	692	777	221	220	168	91	137	107	83	150	60	25	123	35	51	16	11	41	4	9	8	6	4	6	8	11	7	4	3	13	4	3	6	1	0	2	2	2	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6668	1611	1595	1136	1239	413	409	291	186	259	189	136	235	104	59	176	70	74	37	23	56	15	19	17	13	15	12	11	15	12	7	12	18	5	5	7	4	1	3	3	3	1	6	0	2	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north8_active	80	4086	756	996	678	777	217	230	167	89	154	122	74	174	54	28	117	42	48	18	8	37	6	11	9	8	8	6	6	12	10	4	4	16	4	3	2	1	1	2	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6779	1639	1600	1127	1207	416	394	289	191	241	198	133	216	102	56	178	65	73	39	27	50	23	21	21	5	16	12	10	16	10	8	11	18	2	5	6	4	2	3	2	2	2	6	2	3	2	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0
0.03	north9_active	80	4177	780	977	662	749	209	215	162	91	135	116	72	164	50	28	129	34	43	21	11	33	14	12	13	5	9	5	7	12	7	5	4	15	1	4	2	2	1	2	0	1	1	1	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6675	1661	1585	1039	1169	393	404	285	189	231	218	152	209	104	51	185	66	68	40	28	58	29	19	20	6	11	7	8	10	10	10	10	14	0	4	12	3	3	1	2	2	2	1	2	3	2	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	0	1	0	0	1	0	0	2	0	1	0	0
0.03	north10_active	80	4082	755	952	594	713	210	222	160	88	139	124	80	151	53	25	143	36	45	20	12	37	18	9	13	3	7	1	4	7	7	5	4	10	0	3	1	2	2	0	1	0	1	0	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north11_all	80	6798	1594	1529	1075	1135	387	415	278	188	224	173	175	222	97	67	192	68	69	35	24	67	22	18	22	10	10	13	19	8	6	5	5	7	6	4	20	3	2	3	8	3	2	10	0	0	0	2	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	4176	771	911	664	750	198	235	155	75	127	82	106	157	62	27	136	33	43	14	11	49	11	6	10	2	5	4	14	5	5	2	2	5	5	3	20	2	1	1	5	1	2	6	0	0	0	1	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6860	1531	1503	1067	1214	360	390	308	187	210	161	153	221	99	69	141	62	70	29	26	69	26	26	29	9	10	14	15	11	6	3	6	7	5	6	18	5	6	4	10	4	4	5	0	0	0	3	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	4224	738	876	664	812	190	213	181	77	114	83	87	149	65	30	86	32	42	12	12	40	14	10	14	4	4	8	13	5	5	1	2	3	4	4	16	3	2	2	8	2	2	3	0	0	0	2	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6791	1543	1524	1072	1175	381	405	304	194	223	156	157	206	106	64	170	57	60	26	34	51	25	25	28	10	12	13	15	8	10	1	7	8	0	4	23	5	6	3	4	3	5	5	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	4226	746	897	662	771	204	223	177	87	130	82	93	135	71	25	106	31	29	11	13	22	17	13	14	4	5	8	12	4	6	1	2	4	0	3	16	4	2	2	4	2	2	3	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6677	1568	1541	1108	1210	394	416	319	207	231	157	145	179	115	69	213	57	60	25	33	55	28	29	21	11	15	15	17	12	8	3	6	15	3	6	17	6	6	3	4	2	4	3	1	1	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	4144	735	900	678	805	204	226	191	96	121	89	84	107	77	33	138	29	34	13	13	28	19	15	9	6	10	9	14	6	4	3	0	5	3	3	10	5	2	1	3	2	1	1	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6569	1593	1599	1079	1236	428	424	304	200	225	161	145	198	110	72	205	56	56	28	40	54	27	24	21	13	16	15	14	9	13	4	5	16	7	9	8	6	2	6	4	0	4	2	1	1	1	1	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	4084	740	940	656	818	220	239	173	94	115	99	80	125	73	34	138	31	29	15	22	27	17	14	11	6	12	6	13	4	3	4	0	9	5	5	1	5	1	0	2	0	2	0	1	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6494	1575	1612	1086	1143	442	435	310	210	217	175	150	200	110	70	181	71	60	31	36	50	29	21	14	14	14	13	14	10	16	5	6	18	7	7	12	2	7	7	3	0	2	0	1	1	3	0	0	0	1	2	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	3974	727	953	633	726	219	244	174	96	102	108	87	127	71	31	133	42	33	17	21	32	17	11	9	7	9	3	13	3	5	4	1	11	5	3	4	2	5	1	1	0	1	0	1	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6592	1502	1615	1047	1167	421	445	312	188	202	187	142	208	96	70	189	79	59	29	30	60	28	22	17	15	16	9	11	11	18	7	7	12	7	7	14	1	10	7	3	0	1	0	0	2	3	0	0	1	1	2	1	4	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	4028	700	974	567	750	213	249	178	95	99	112	88	126	59	34	142	48	35	14	18	42	15	12	14	8	8	1	10	4	5	6	2	8	5	4	5	1	6	1	2	0	1	0	0	2	1	0	0	0	0	2	0	4	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6626	1462	1599	1064	1168	391	437	309	203	210	203	144	197	97	69	233	68	61	32	30	70	33	22	18	16	18	7	14	11	16	8	8	8	6	5	24	1	10	2	3	1	0	1	0	2	3	0	0	1	1	0	1	4	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	4026	694	970	591	755	199	246	176	100	115	112	94	116	57	30	171	41	36	14	19	57	17	11	13	7	7	2	11	6	4	6	2	4	4	4	10	1	6	1	2	0	0	1	0	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6631	1486	1607	1102	1217	396	440	324	194	205	201	163	171	99	69	232	59	61	32	28	77	24	20	14	16	19	7	14	11	16	9	9	6	5	3	19	1	5	1	3	2	0	1	0	2	0	0	0	1	0	0	1	4	0	1	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0
0.03	north19_active	80	4074	702	989	644	785	192	265	182	101	113	115	100	101	55	31	169	38	39	16	20	60	11	10	10	8	9	2	8	8	6	6	1	2	5	3	6	1	2	1	3	0	0	1	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	6669	1539	1701	1160	1187	410	386	304	202	217	198	168	183	107	64	217	60	74	38	26	71	19	21	11	16	20	9	15	11	15	6	10	10	5	1	18	1	2	0	5	3	0	2	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	1
0.03	north20_active	80	4139	736	1041	698	753	204	230	176	114	128	114	96	113	61	30	150	39	51	19	19	54	9	9	6	6	10	5	7	7	5	2	3	6	5	1	6	1	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	south21_all	80	4643	1911	3302	655	940	389	347	229	261	179	194	133	90	167	59	87	80	42	19	32	30	19	17	25	27	39	28	6	2	2	13	3	13	3	6	9	6	1	1	5	1	1	3	2	2	2	0	1	0	0	2	0	1	1	0	0	0	7	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south21_active	80	2515	986	2229	335	634	207	201	112	169	93	112	71	43	109	24	46	44	23	9	13	18	4	11	11	16	24	15	1	1	1	7	1	11	0	3	6	3	1	0	4	0	1	2	1	2	0	0	0	0	0	2	0	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_all	80	4611	1861	3230	654	955	383	370	232	256	162	209	123	95	193	67	89	92	40	21	27	32	22	17	26	32	47	26	7	3	4	12	0	12	2	5	8	4	2	2	5	1	0	2	1	1	3	0	2	0	0	2	0	1	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south22_active	80	2503	957	2138	349	619	204	210	115	157	89	120	65	40	121	29	47	51	18	8	10	17	7	7	10	20	34	14	2	3	1	7	0	9	0	3	5	1	2	0	4	0	0	1	0	1	0	0	2	0	0	2	0	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_all	80	4585	1815	3220	654	924	365	384	232	249	156	204	130	94	159	77	81	92	46	28	23	30	25	15	27	36	47	40	9	4	6	18	2	5	3	6	7	8	2	4	2	1	2	3	0	1	2	0	7	0	1	4	0	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south23_active	80	2473	929	2108	339	610	197	227	119	144	84	130	65	45	101	37	45	51	23	11	8	15	9	4	12	23	32	14	3	3	3	10	0	2	2	4	6	4	2	2	2	0	0	2	0	1	1	0	7	0	0	2	0	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_all	80	4473	1713	2874	658	867	332	370	227	251	142	212	118	84	152	68	83	88	38	32	23	28	25	18	21	28	39	39	12	7	12	16	3	6	4	3	11	6	5	3	2	1	3	1	1	4	2	0	7	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south24_active	80	2386	858	1866	323	530	169	223	113	147	74	133	55	46	98	34	47	53	20	12	11	14	11	6	9	18	25	13	4	2	5	11	1	3	3	2	3	3	4	2	1	0	1	1	1	4	1	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4261	1657	2456	649	805	347	358	226	229	144	193	118	78	120	59	67	94	37	28	24	28	25	17	17	19	25	30	12	7	12	14	7	5	3	5	12	5	6	2	1	0	3	1	1	5	4	0	12	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2215	823	1610	306	484	178	201	108	136	68	122	54	43	85	28	37	60	21	12	12	11	12	7	9	12	14	10	4	1	6	9	4	3	3	2	4	3	5	2	0	0	1	1	1	5	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4132	1655	2170	637	724	347	326	228	222	141	192	102	73	97	47	71	74	32	34	26	27	19	15	12	10	25	20	9	8	9	11	6	8	5	4	13	1	6	1	1	0	2	1	1	5	3	0	10	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2091	816	1392	297	412	163	170	105	137	71	117	47	37	62	27	41	48	16	18	14	13	12	8	8	2	14	10	3	2	3	8	4	5	4	0	3	0	5	1	0	0	1	1	1	5	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4113	1658	2248	633	719	346	339	237	215	134	183	101	79	94	47	79	79	36	34	24	24	23	11	19	11	26	19	7	6	8	8	5	10	8	8	8	1	4	1	1	1	0	0	0	1	3	0	7	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	2080	818	1406	292	411	157	169	117	121	66	104	49	41	54	30	45	51	18	19	12	11	18	7	13	3	15	7	5	3	4	5	3	7	4	5	3	1	3	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4271	1730	2617	642	819	354	344	243	240	157	196	100	75	122	53	81	86	35	34	20	23	21	14	25	14	32	24	6	6	4	8	5	11	10	7	6	5	2	1	3	1	1	1	0	0	9	0	2	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	2242	888	1691	300	501	169	188	116	136	87	114	52	37	65	34	47	61	15	19	9	9	17	8	16	3	22	14	4	4	2	5	2	7	5	5	1	4	2	0	2	0	1	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	4513	1839	3074	674	927	331	395	230	263	149	219	115	81	170	55	77	78	37	32	15	26	23	16	25	15	42	25	8	3	3	12	2	7	10	6	3	6	0	1	5	4	1	1	1	1	7	0	2	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2475	989	2048	326	588	164	225	107	142	80	134	67	40	86	33	43	53	13	18	8	6	17	9	17	3	30	15	5	2	2	6	0	6	4	5	0	4	0	0	3	2	1	0	1	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	4651	1852	3289	695	976	338	401	228	269	163	251	119	81	197	58	79	84	41	21	16	31	30	27	19	14	44	26	7	4	7	13	4	7	8	7	3	7	3	0	5	3	1	1	1	1	7	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	2590	1021	2208	344	627	174	236	90	151	89	159	73	44	105	31	44	60	16	11	10	11	22	15	12	5	30	17	4	2	3	4	0	4	4	4	2	4	1	0	3	2	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	4617	1926	3254	741	881	359	361	232	280	166	194	155	88	190	59	92	71	47	30	24	30	27	21	23	29	21	15	10	1	9	6	4	7	7	1	8	2	3	0	0	2	0	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south31_active	80	2465	995	2129	379	541	183	186	113	149	85	125	87	53	138	33	65	31	25	14	11	12	19	12	11	19	12	11	4	0	5	6	0	4	7	1	2	1	1	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	4591	1982	3247	742	886	367	354	230	283	168	212	136	89	182	60	87	77	44	27	22	30	21	19	19	32	27	22	11	3	10	10	6	5	5	8	20	2	3	1	1	2	0	3	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
0.03	south32_active	80	2453	1026	2149	370	542	190	195	108	149	86	136	78	54	138	34	56	38	26	17	8	11	13	10	6	22	18	17	6	2	6	10	0	3	5	6	13	1	0	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	4626	1967	3239	733	927	374	371	230	281	158	242	126	89	186	51	67	81	47	27	25	37	28	18	16	26	41	20	13	3	7	9	5	4	3	12	22	2	2	1	2	1	0	3	2	1	1	0	9	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	2511	1014	2113	360	546	205	208	104	153	73	157	71	47	136	32	37	45	24	18	7	20	15	8	4	18	24	15	5	3	5	9	1	2	3	7	16	2	0	1	1	1	0	1	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	4668	1962	3333	724	987	407	370	220	293	177	223	134	87	167	54	73	89	36	29	26	27	27	18	20	28	47	25	13	8	6	10	5	3	4	21	22	3	1	2	2	0	0	6	2	1	1	0	9	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2569	1037	2209	362	595	213	211	96	170	84	137	78	45	117	30	37	55	16	17	9	13	11	7	9	19	31	20	5	4	4	8	1	1	1	15	19	3	0	2	1	0	0	3	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	4650	1900	3260	692	1033	410	410	208	265	182	222	131	83	173	52	80	87	37	32	27	25	33	16	18	28	50	23	13	6	5	10	4	3	5	20	21	4	0	1	3	1	0	6	4	2	3	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2572	1001	2170	332	623	211	228	92	157	93	144	78	43	109	27	42	57	13	18	10	13	14	3	7	18	29	15	3	2	4	7	1	3	2	15	19	4	0	1	2	0	0	3	4	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	4501	1832	3003	666	946	401	379	188	268	164	193	124	66	164	54	85	80	35	33	30	27	34	14	24	26	32	24	11	9	7	9	5	4	5	10	7	7	0	1	1	2	0	5	5	1	3	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	south36_active	80	2490	937	2002	293	582	197	204	87	159	81	124	73	35	105	28	51	53	13	17	13	9	14	6	10	20	20	12	1	3	6	4	0	4	1	8	6	6	0	1	1	0	0	3	5	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	4237	1774	2526	653	883	368	368	187	263	158	188	105	67	155	52	84	61	39	30	36	33	27	14	25	18	29	21	10	6	8	9	6	5	4	2	6	8	1	1	1	2	0	2	6	2	3	1	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	south37_active	80	2263	902	1677	266	535	165	205	90	146	81	111	55	27	93	25	52	39	18	12	14	16	10	7	11	12	14	7	2	2	6	4	1	5	1	0	2	5	0	1	1	0	0	1	6	1	3	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	4134	1745	2539	639	809	344	369	191	239	146	178	109	78	149	51	77	60	41	35	34	42	23	15	20	16	29	20	9	7	10	6	4	5	4	4	6	8	1	1	0	1	1	2	2	1	3	1	0	0	2	0	1	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	south38_active	80	2166	888	1648	260	472	152	209	92	131	72	104	56	33	81	22	53	36	24	13	12	21	11	8	9	7	19	7	4	4	6	3	1	4	0	1	3	4	0	0	0	0	0	1	2	1	3	1	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	4238	1765	2650	621	849	338	390	218	245	140	171	106	89	131	55	74	74	41	32	32	42	20	16	21	11	38	21	9	4	9	7	4	3	11	4	9	7	2	1	0	1	1	2	1	4	1	2	5	1	2	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	south39_active	80	2234	880	1727	270	524	138	223	109	137	67	101	53	46	76	26	56	41	25	14	10	25	10	7	9	3	29	12	4	2	4	6	3	2	5	1	6	2	0	0	0	1	0	1	1	4	1	2	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	4358	1793	3054	637	956	359	438	230	256	145	187	118	92	151	63	79	79	50	34	24	35	23	15	17	14	34	20	11	6	7	6	4	5	14	4	14	4	1	1	1	2	1	0	1	4	1	1	6	1	2	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south40_active	80	2323	905	1988	289	617	167	257	115	156	71	121	57	57	92	28	59	43	28	13	9	19	12	5	8	7	26	13	3	4	2	6	3	2	9	2	11	2	0	0	0	1	0	0	1	3	1	1	1	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
