label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120
0.03	north6_all	80	3064	1593	2746	753	748	552	354	327	321	219	152	186	186	110	183	201	100	91	130	112	51	38	60	23	27	33	88	43	22	30	20	17	21	24	33	12	5	7	11	11	22	6	7	6	4	5	5	5	2	4	7	2	9	1	5	1	3	6	3	3	1	1	0	0	0	4	2	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1368	832	1790	385	448	316	164	192	183	124	77	112	108	61	118	128	56	41	91	77	23	14	28	10	12	18	55	25	15	18	13	11	13	14	24	7	3	5	4	2	13	3	1	3	3	0	3	3	0	4	5	1	8	1	2	1	2	4	1	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3105	1603	2803	767	761	575	334	337	338	227	159	190	174	113	188	175	89	74	132	128	61	48	67	26	29	40	84	38	33	32	23	17	17	26	23	14	6	3	11	12	16	8	4	5	4	5	5	5	4	2	13	3	8	3	5	2	2	7	3	5	2	3	0	1	0	5	1	0	1	4	1	0	1	1	1	1	0	0	0	1	1	0	3	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1391	832	1849	400	430	321	143	191	203	121	77	115	96	61	126	116	45	35	90	91	29	18	31	11	11	25	57	25	22	18	17	10	11	16	12	6	3	2	5	3	7	4	0	3	3	2	3	3	2	2	3	1	8	3	3	2	1	5	1	1	1	1	0	0	0	3	0	0	1	4	0	0	0	0	1	1	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3188	1625	2795	732	727	570	361	329	342	237	165	209	170	113	170	168	104	66	127	110	58	38	59	32	35	36	86	42	34	30	12	19	15	19	21	15	9	0	17	15	22	9	5	2	5	4	7	4	3	0	14	4	7	3	7	2	2	7	3	6	2	2	0	3	0	3	1	0	1	9	1	0	2	2	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1448	843	1808	367	404	312	172	169	209	114	83	138	98	61	111	110	57	29	89	81	26	16	30	13	14	26	57	28	17	17	9	11	7	13	9	4	6	0	10	6	11	4	1	1	3	3	1	2	2	0	4	1	6	2	3	2	1	5	2	1	1	0	0	0	0	1	0	0	1	9	0	0	1	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3145	1696	2888	710	752	564	358	322	354	240	171	195	164	114	162	207	103	64	126	142	49	36	50	40	30	32	91	42	37	33	12	18	16	27	18	15	7	5	18	14	22	8	4	2	10	8	9	4	3	1	11	4	4	5	6	2	2	9	3	9	1	2	0	3	0	3	1	1	2	10	0	1	3	1	3	1	0	0	0	6	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1452	863	1918	361	428	307	174	165	217	117	87	120	90	61	103	152	55	31	88	102	22	16	30	19	12	20	54	28	17	19	8	13	7	19	6	3	4	4	12	6	16	3	3	0	8	7	3	2	3	0	2	0	3	2	3	2	0	8	2	4	1	0	0	0	0	2	0	0	1	9	0	0	1	0	3	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3125	1706	2949	715	753	528	357	326	354	227	168	181	152	112	168	201	100	66	123	125	46	30	55	37	32	29	104	46	36	37	17	22	18	27	25	13	9	7	13	13	28	10	3	3	9	8	11	4	3	1	5	5	9	4	5	2	3	7	2	12	1	3	0	3	0	3	2	1	3	6	0	2	2	1	2	0	0	0	0	6	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1428	862	1983	370	437	302	184	160	210	114	83	108	81	50	108	140	63	34	78	88	22	13	38	16	15	16	63	33	17	27	11	14	8	19	11	4	4	5	8	5	23	6	3	2	6	6	4	2	2	0	3	1	6	1	3	1	0	3	2	7	0	0	0	0	0	2	1	0	2	5	0	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2985	1703	2810	767	779	542	320	329	328	209	142	195	198	104	195	215	91	77	107	129	51	51	46	44	37	27	79	36	28	30	14	10	22	21	21	20	13	8	15	5	31	22	7	6	19	7	9	2	6	2	10	5	8	3	1	5	6	6	3	4	3	2	1	0	0	4	0	3	0	3	1	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	1	0	4	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north11_active	80	1433	882	1808	402	446	315	154	189	178	102	63	112	115	55	122	151	48	35	71	77	23	27	27	25	17	15	58	22	19	21	4	5	11	7	14	9	5	1	10	4	25	15	5	2	13	4	9	1	4	0	8	1	4	2	1	4	1	5	2	3	2	2	1	0	0	4	0	3	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2952	1728	2762	769	772	511	338	333	322	211	143	181	209	99	192	210	98	75	131	134	55	44	57	34	33	32	78	37	27	30	16	8	18	25	25	17	11	8	14	4	40	18	7	5	15	7	4	1	4	1	4	7	4	0	2	5	6	7	1	8	2	2	1	0	0	8	2	4	0	2	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north12_active	80	1444	917	1773	395	437	277	170	190	171	97	63	105	128	57	116	144	53	33	87	79	27	24	34	17	15	19	48	19	20	24	4	2	7	11	17	5	4	2	10	3	35	10	6	3	9	3	4	1	4	0	2	2	2	0	1	2	1	6	0	7	0	2	1	0	0	7	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3021	1682	2782	781	759	510	353	347	342	219	146	187	195	96	184	234	100	80	141	113	57	37	49	36	39	35	83	40	21	26	19	7	10	26	27	17	7	12	11	5	41	20	7	4	7	6	4	2	1	1	3	6	4	2	3	5	5	7	1	7	1	0	0	1	1	5	2	5	0	1	2	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north13_active	80	1459	903	1790	426	451	289	187	205	185	92	62	114	125	53	115	164	50	45	93	69	25	20	25	20	27	21	53	20	17	21	7	1	2	12	17	9	3	4	8	3	38	14	4	3	2	2	4	1	1	0	1	1	4	0	1	2	2	7	0	5	0	0	0	0	1	4	1	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2969	1656	2733	758	772	500	336	383	315	207	147	198	208	92	173	202	95	65	138	102	58	38	55	38	38	32	97	47	21	25	30	9	13	21	24	14	5	15	16	6	33	16	9	6	6	6	4	4	1	3	4	5	3	2	3	5	9	3	1	6	1	0	0	1	1	7	2	3	0	4	3	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1415	886	1807	404	450	282	180	224	171	93	65	130	123	51	105	135	49	37	92	69	27	18	28	14	24	17	67	26	14	17	14	3	5	14	15	8	2	5	11	1	29	12	4	3	3	2	4	1	1	0	3	1	3	0	1	1	6	3	0	5	0	0	0	0	1	6	1	2	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2980	1638	2848	743	750	516	348	373	341	202	145	212	194	107	165	187	95	62	142	110	56	40	57	41	38	30	83	56	24	27	31	12	22	16	23	12	6	18	14	7	26	14	10	7	9	3	4	5	3	4	11	4	7	3	2	5	9	2	1	2	1	0	0	2	4	4	2	2	1	8	2	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1343	846	1899	398	431	312	179	204	190	95	66	138	107	58	99	117	46	37	91	68	25	20	31	13	21	15	59	32	12	18	14	4	11	9	10	7	2	5	8	1	22	12	4	3	6	1	4	2	1	0	9	1	6	1	1	1	8	2	0	1	0	0	0	1	3	3	1	2	1	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2944	1639	2891	710	727	529	364	345	330	195	137	209	194	115	194	159	95	57	148	134	52	41	56	45	32	35	74	55	35	30	34	15	25	14	20	8	8	14	13	7	22	11	8	8	16	1	5	4	5	4	16	2	6	3	2	3	8	3	1	2	0	0	0	2	3	12	0	1	1	7	1	1	0	0	1	0	1	0	2	1	1	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	1282	849	1994	390	428	320	164	192	184	101	67	138	106	54	131	92	49	31	95	89	19	20	31	16	12	13	51	32	20	17	18	6	15	7	9	5	4	4	8	1	18	8	4	2	12	0	4	2	3	1	14	0	5	1	1	1	6	3	1	2	0	0	0	1	2	11	0	1	1	5	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2963	1641	2880	700	730	532	357	318	343	186	155	185	204	113	196	178	93	55	152	138	54	46	62	39	31	34	67	50	34	28	26	17	26	11	24	5	11	10	10	7	17	13	7	7	16	3	7	2	7	4	14	3	7	2	3	2	8	2	1	2	0	1	2	2	4	11	1	1	1	5	0	1	0	0	0	0	0	0	2	0	1	0	2	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0
0.03	north17_active	80	1308	853	1949	362	444	314	149	181	180	96	77	113	115	52	137	104	57	28	100	92	21	26	35	17	9	11	37	27	22	14	17	5	16	5	14	4	7	4	7	5	11	7	3	2	13	1	4	1	4	1	11	1	6	1	2	0	5	2	1	1	0	1	2	1	2	10	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north18_all	80	3011	1667	2920	719	704	506	360	304	329	196	159	182	207	112	185	197	107	65	132	145	50	46	64	38	30	33	72	51	30	31	29	19	27	17	19	7	11	10	9	9	18	15	5	4	13	4	7	4	4	4	11	5	7	1	5	1	3	4	2	3	1	2	2	1	3	9	1	1	3	6	0	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0
0.03	north18_active	80	1351	857	1939	374	432	305	148	173	175	93	78	114	126	45	137	121	68	38	97	94	23	23	33	22	10	12	39	22	21	13	17	4	18	9	13	4	8	5	6	7	12	6	1	1	11	1	3	2	3	1	5	3	5	0	3	0	0	3	2	1	1	1	2	0	2	8	0	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north19_all	80	3003	1648	2892	723	741	538	364	298	347	212	166	175	190	98	171	208	98	65	111	135	48	51	67	38	29	27	76	45	21	30	34	19	25	18	16	7	14	9	13	10	19	12	6	8	9	5	6	4	6	4	12	5	10	0	4	1	2	2	1	2	1	2	3	1	2	7	1	1	4	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
0.03	north19_active	80	1397	856	1901	364	447	319	158	166	185	109	71	103	117	43	125	133	64	28	79	86	27	21	35	23	10	10	44	25	11	15	19	5	14	9	10	4	9	4	7	7	13	4	2	3	8	1	2	2	1	1	1	5	7	0	2	0	0	1	1	0	1	1	2	0	1	7	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north20_all	80	3004	1684	2937	753	779	491	369	288	326	211	150	192	191	101	149	194	101	70	126	115	42	47	63	34	26	29	71	50	30	41	32	15	22	19	7	9	12	8	15	7	21	10	8	7	11	6	5	3	5	2	11	6	10	0	3	0	1	2	2	3	1	3	2	0	2	2	2	1	4	1	0	0	0	1	1	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
0.03	north20_active	80	1387	890	1939	385	463	284	181	161	191	109	68	105	114	45	102	129	59	36	90	73	21	16	29	20	11	14	41	27	18	22	16	6	11	12	4	6	6	3	7	3	16	5	3	4	10	1	3	2	1	1	1	6	6	0	1	0	0	1	1	0	1	1	1	0	1	2	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	south21_all	80	3518	1915	1079	866	566	465	586	267	266	632	305	222	95	119	173	94	111	224	82	54	104	56	42	123	36	20	59	22	15	73	13	48	22	17	17	13	27	12	20	6	7	19	9	14	3	11	8	6	2	11	5	9	6	4	1	2	2	2	6	0	9	1	1	1	6	2	0	0	5	2	0	2	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	1845	1062	538	493	304	282	327	126	136	444	199	150	38	47	97	38	70	139	51	27	53	34	20	70	12	8	35	7	8	45	8	25	16	8	9	9	19	6	13	5	5	11	5	11	2	5	5	5	1	5	3	6	4	2	1	0	1	0	4	0	8	0	0	1	4	0	0	0	5	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	3521	1898	1077	849	524	478	555	289	278	677	280	251	100	98	158	86	120	214	70	61	85	61	42	118	35	19	56	18	24	68	16	35	29	16	19	11	27	14	22	6	9	13	9	13	6	10	10	5	3	9	5	9	4	2	0	3	1	4	6	0	9	4	0	0	3	0	1	0	6	2	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	1815	1038	545	461	255	302	307	144	148	481	175	148	43	41	85	36	73	135	46	31	40	35	26	70	14	7	28	5	13	38	9	24	17	9	9	7	18	8	13	3	6	5	7	10	3	5	6	5	1	7	3	6	2	0	0	0	1	1	5	0	7	3	0	0	0	0	1	0	6	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_all	80	3518	1928	1060	847	521	490	531	268	288	607	278	233	100	109	169	81	106	177	75	63	82	66	37	96	26	22	57	22	25	66	17	43	29	14	17	8	29	12	14	5	8	16	8	9	6	11	7	10	3	12	4	9	3	2	1	7	0	4	5	0	3	3	0	0	4	1	1	0	5	0	1	0	2	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
0.03	south23_active	80	1829	1074	555	451	259	296	284	126	156	419	176	127	42	46	91	32	58	117	47	31	48	37	21	61	14	7	35	8	16	35	8	30	18	8	5	3	18	8	7	3	6	6	7	7	2	7	3	7	0	11	2	7	2	1	0	1	0	1	5	0	2	3	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
0.03	south24_all	80	3528	1857	1079	843	552	473	484	274	287	629	288	222	105	110	160	90	110	240	70	64	81	74	46	87	29	20	77	23	28	60	16	50	28	18	16	11	17	9	14	6	7	9	13	7	5	14	5	10	3	18	5	9	4	4	2	7	1	3	4	1	3	4	0	0	3	2	1	0	2	0	2	0	2	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
0.03	south24_active	80	1815	1032	560	449	280	281	259	136	151	438	177	119	52	49	88	41	64	163	42	31	51	47	27	64	11	7	44	9	17	39	8	33	18	9	5	4	7	4	6	3	5	4	11	6	1	11	3	7	0	17	2	2	2	2	1	2	0	1	4	0	2	3	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
0.03	south25_all	80	3507	1830	1069	842	540	469	506	272	282	684	291	244	108	113	175	93	98	231	78	56	80	95	47	85	33	19	77	21	21	58	14	47	29	20	12	12	26	8	18	8	6	11	14	7	4	11	8	8	4	19	5	9	2	3	2	6	1	7	1	1	2	3	0	1	4	2	2	0	1	2	2	0	3	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
