label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124
0.03	north14_all	80	6909	4440	1987	3696	2782	857	1092	588	524	424	402	345	252	241	199	240	178	136	134	184	98	88	76	117	68	137	63	46	45	43	36	35	113	35	27	24	21	18	26	13	21	17	17	16	6	10	7	24	5	11	4	7	5	8	3	3	3	3	2	4	4	6	1	1	2	4	2	2	1	7	4	1	4	0	7	2	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2429	2949	541	3188	2406	274	795	277	190	188	187	201	83	51	71	151	58	41	87	142	31	14	23	80	18	124	36	18	15	15	13	19	102	10	6	14	12	6	14	6	10	9	3	9	3	4	1	23	0	4	1	1	2	6	1	1	3	1	2	1	1	3	0	0	2	2	0	1	0	7	1	1	1	0	7	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6930	4632	2007	4080	3048	851	1191	570	512	414	387	369	246	229	205	269	162	140	167	205	103	94	73	130	63	174	62	43	41	44	33	42	100	29	28	21	24	30	26	17	16	18	15	17	9	8	6	27	7	9	6	8	4	9	6	4	3	7	2	3	10	4	3	2	2	2	4	2	1	1	4	1	3	0	3	1	1	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2608	3245	592	3596	2689	296	893	281	196	195	180	219	89	54	77	181	57	52	115	165	30	15	25	95	20	159	33	20	14	17	13	21	93	8	8	15	11	15	12	7	7	11	3	9	4	3	2	24	2	3	1	2	1	6	2	1	3	3	2	1	7	1	1	1	2	2	2	1	0	1	1	1	1	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6910	5005	1993	4452	3308	834	1263	582	494	420	398	389	250	235	203	278	179	153	180	264	95	90	82	156	63	224	78	37	35	55	34	42	99	30	24	26	24	30	16	15	19	16	12	16	10	12	9	39	7	8	5	13	4	15	7	5	8	7	4	2	11	3	7	3	2	1	4	2	2	1	4	4	1	0	0	1	2	2	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2677	3653	610	3966	2949	300	1012	300	211	205	196	228	85	53	86	182	63	53	128	222	30	16	24	123	21	209	42	15	11	18	14	19	89	4	8	19	11	17	7	5	8	10	3	7	4	5	4	33	4	2	0	7	1	11	2	0	6	3	3	1	8	1	5	1	2	1	2	0	0	1	2	4	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6962	5355	1979	4670	3456	888	1326	628	509	434	406	409	273	235	199	292	170	161	194	289	87	87	91	150	67	248	74	41	40	50	30	42	88	24	26	25	27	30	14	17	18	22	8	14	10	10	9	33	10	6	4	11	2	14	8	5	7	4	5	3	8	3	10	3	4	3	3	3	2	0	1	3	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	2	0	0	1	0	2	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2817	3988	654	4206	3122	329	1061	324	238	225	203	246	92	58	89	204	65	52	142	242	37	19	23	127	23	233	43	18	12	18	14	20	78	5	9	18	14	19	8	6	6	14	1	6	4	5	3	26	5	2	1	7	0	10	2	0	5	2	4	2	8	1	9	1	3	2	2	0	1	0	1	3	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7003	5383	1981	4683	3433	908	1328	645	503	418	425	413	286	233	193	289	169	153	149	277	82	86	88	157	74	223	86	40	38	42	33	43	86	26	27	25	22	30	8	17	12	23	12	11	9	10	10	37	10	6	6	12	3	12	7	4	8	3	3	3	2	4	9	2	4	4	4	4	2	4	2	3	0	1	0	0	1	1	0	2	0	0	0	0	1	1	1	3	0	0	2	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2819	4009	670	4218	3094	355	1058	335	223	218	219	262	96	63	88	209	68	49	98	238	33	19	26	134	30	210	55	15	11	17	15	20	76	2	10	19	14	23	4	7	4	13	1	3	3	6	3	28	6	2	2	7	0	8	1	0	5	1	2	2	2	1	9	0	3	3	2	0	1	4	1	3	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	7063	5298	1975	4610	3465	931	1381	651	491	444	422	385	262	237	223	266	161	143	158	275	85	81	88	142	69	192	83	42	46	33	34	43	101	19	34	28	26	39	13	17	14	19	15	14	13	13	9	40	12	8	5	9	6	5	5	1	2	2	2	4	2	4	13	0	6	5	5	2	2	4	4	1	0	2	0	1	0	3	0	1	1	0	0	0	1	0	1	4	0	0	1	0	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2894	3923	700	4137	3125	369	1100	345	220	233	225	253	89	62	102	200	67	50	106	226	34	19	22	118	22	181	58	19	12	14	13	19	92	3	12	22	16	33	7	6	3	12	1	9	8	3	1	33	7	2	3	4	0	2	1	0	1	1	1	3	2	1	13	0	4	4	2	0	1	4	3	0	0	1	0	1	0	3	0	0	1	0	0	0	1	0	0	4	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	7193	5162	2001	4675	3684	898	1366	682	462	444	405	407	254	231	206	256	194	123	159	260	86	80	83	139	78	169	88	50	51	32	41	43	109	20	39	32	28	42	16	17	13	13	20	14	15	13	8	43	8	8	8	8	7	6	9	2	1	2	10	1	4	6	11	0	5	4	4	1	2	5	3	2	4	2	0	1	3	3	0	1	2	0	2	0	2	0	0	2	0	0	1	0	0	1	0	1	0	3	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2957	3832	708	4213	3337	363	1093	365	209	232	223	271	93	58	91	190	74	41	103	217	26	24	20	111	22	155	59	17	9	14	16	19	105	4	12	23	17	34	7	10	4	9	3	9	7	6	2	38	5	2	3	3	0	3	2	0	0	1	9	1	2	2	11	0	3	4	2	0	1	4	2	1	1	1	0	1	2	3	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6966	4804	1999	3770	3072	824	1118	593	518	409	378	347	232	213	215	238	149	139	168	160	104	82	82	134	62	161	69	51	43	37	43	41	85	37	26	35	22	34	21	21	16	15	11	7	12	15	12	34	11	9	10	6	5	3	7	5	8	3	8	5	5	4	8	2	2	4	1	4	0	3	1	4	1	2	1	3	0	0	0	2	2	0	1	0	0	0	2	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	2521	3328	591	3306	2670	303	834	283	208	190	186	198	87	49	92	158	50	42	99	117	30	17	14	110	17	150	44	15	15	11	17	8	75	9	6	19	7	17	5	15	9	7	3	5	3	7	3	31	3	4	5	3	1	0	1	2	7	0	7	2	5	0	8	1	1	2	0	1	0	3	0	3	1	1	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6817	4409	2010	3474	2715	792	974	610	487	405	378	310	235	204	194	234	150	145	186	182	113	86	90	139	74	143	68	60	50	37	37	37	77	29	25	31	22	27	19	19	16	13	13	9	9	13	14	29	9	5	13	6	3	7	9	5	6	6	6	5	2	2	6	4	3	1	1	4	0	1	2	1	2	2	1	1	0	0	0	1	2	2	0	0	0	0	2	0	1	0	3	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south22_active	80	2303	2919	568	2971	2323	274	703	285	188	173	163	177	92	52	73	152	53	42	101	138	32	23	17	107	18	121	38	15	14	12	12	9	65	9	7	15	7	11	6	9	8	5	3	4	2	6	5	26	3	3	7	3	1	2	2	2	5	1	6	2	2	1	6	2	1	0	0	1	0	1	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6803	4413	1983	3440	2687	811	999	611	455	397	369	307	238	197	186	233	150	145	175	192	104	79	92	124	62	156	69	59	57	38	35	39	87	34	26	27	27	22	14	20	13	15	12	13	8	9	14	30	9	7	10	8	2	9	6	4	2	5	4	4	4	3	6	3	3	1	0	3	0	0	2	0	1	2	1	1	0	0	0	3	1	2	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south23_active	80	2240	2935	546	2925	2309	288	719	273	181	174	164	173	94	51	78	155	50	39	97	147	29	23	25	94	16	128	42	14	13	10	12	12	75	11	6	14	9	11	4	9	7	6	4	6	3	4	4	23	4	5	5	3	0	2	2	2	2	1	3	2	3	1	6	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6759	4430	2051	3481	2752	828	1036	619	459	391	354	278	250	202	192	243	148	136	179	189	106	83	95	139	66	167	67	69	53	40	37	36	99	34	25	25	25	20	15	19	9	8	15	17	7	8	14	28	5	7	8	9	3	8	7	7	3	4	2	3	5	3	5	3	2	1	0	1	2	0	3	2	3	2	0	0	0	0	0	4	0	3	1	0	1	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
