label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120
0.03	north6_all	80	56454	12148	7182	4936	9170	6859	5870	5039	1520	1355	1113	897	984	823	634	646	809	419	997	349	253	294	225	592	206	462	406	121	166	221	87	88	92	100	67	64	86	146	47	80	40	24	33	28	19	16	16	48	72	18	6	12	45	14	6	9	6	9	21	7	3	5	16	2	10	3	17	0	1	4	1	2	0	7	5	2	1	0	0	6	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	48421	5134	2129	1088	8030	5935	5179	4401	505	624	227	270	596	481	317	348	631	178	897	156	71	157	58	535	121	403	364	22	117	188	22	16	61	84	21	42	74	137	36	73	14	9	10	12	5	7	11	39	65	12	0	5	41	7	0	3	4	5	18	3	1	4	12	1	9	2	17	0	0	1	0	1	0	7	5	0	1	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	56512	12260	7176	4985	9154	6772	5947	5123	1521	1363	1131	905	984	823	621	643	773	421	1032	337	253	278	245	553	216	394	394	114	161	228	85	88	101	116	62	73	88	151	45	104	34	27	34	29	20	20	20	46	65	24	7	15	45	17	8	9	7	10	19	6	3	4	17	3	8	1	16	1	1	4	1	1	1	7	3	0	1	1	0	6	2	1	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	48510	5233	2088	1103	7975	5862	5253	4522	495	620	247	299	588	505	302	352	598	170	925	170	68	148	63	503	119	330	354	22	112	196	23	16	70	93	21	46	72	138	31	100	11	10	10	12	7	8	13	36	58	15	3	7	41	11	1	3	5	6	15	3	2	4	13	2	5	1	15	0	0	1	0	0	0	7	2	0	1	0	0	6	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	56690	12230	7159	5005	8985	6682	5811	5039	1549	1330	1113	908	931	806	647	630	758	411	913	328	253	282	242	474	231	407	384	121	165	255	79	87	120	109	64	78	88	151	39	113	30	26	38	35	23	19	20	42	55	28	8	14	21	10	10	6	6	13	20	4	9	4	19	2	8	1	2	3	1	6	0	1	2	7	3	1	8	1	0	0	2	0	0	0	1	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	48664	5287	2045	1119	7830	5743	5151	4475	527	601	243	289	567	494	293	326	590	160	801	159	82	151	75	427	128	350	347	26	116	215	19	21	78	80	17	49	71	132	26	107	10	10	13	14	7	8	11	32	46	17	3	6	18	5	2	0	4	9	18	3	6	4	16	1	4	0	1	1	0	0	0	0	1	7	2	0	6	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	57441	12231	7128	4948	9048	6740	6093	4919	1562	1343	1046	857	962	831	675	597	803	437	929	313	242	302	224	446	204	424	372	129	175	281	83	76	118	112	57	74	88	139	51	111	24	23	35	29	26	18	20	46	32	26	10	14	24	11	11	7	8	15	20	3	11	0	12	1	7	1	2	3	1	3	0	1	4	2	2	1	8	1	0	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	49435	5304	2067	1099	7901	5801	5459	4374	517	583	235	288	589	499	319	314	645	162	824	150	81	161	77	394	114	368	338	28	118	238	16	21	79	78	13	44	72	121	38	103	8	7	9	14	10	5	12	40	25	15	5	8	21	8	2	0	6	7	19	2	7	0	12	1	4	0	1	1	0	0	0	0	3	2	1	0	6	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	57343	12140	7068	4910	8984	6647	6167	4868	1608	1415	1033	853	976	826	707	573	854	436	893	314	247	301	215	471	199	447	399	129	183	258	90	72	126	102	69	59	89	118	66	106	20	15	28	34	30	23	30	45	27	24	10	11	10	11	13	5	6	13	18	6	10	0	19	2	3	1	3	4	2	5	1	2	3	2	2	1	10	0	1	0	0	0	1	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	49255	5252	2059	1090	7832	5719	5531	4309	534	637	221	276	593	466	331	316	667	163	790	150	92	162	74	412	117	400	361	29	122	212	17	17	79	67	19	36	73	98	50	95	5	5	6	18	14	7	20	40	20	14	4	5	7	7	3	0	5	8	17	4	6	0	18	2	2	0	2	1	2	2	0	0	3	2	2	0	8	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	56438	12107	7106	4953	9211	6625	6092	4788	1564	1420	1092	968	1048	798	689	598	859	404	1174	301	264	288	222	573	203	518	326	128	181	163	90	93	80	123	72	56	111	109	75	88	25	30	32	21	29	14	17	28	63	19	16	12	26	20	7	7	12	7	23	6	5	9	13	3	2	4	2	6	4	1	1	6	10	0	0	2	1	1	3	1	2	1	2	1	2	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	48427	5182	2078	1048	8098	5661	5416	4215	515	660	250	319	643	485	309	309	683	174	1046	127	82	159	50	506	116	470	281	32	118	126	15	16	38	97	17	30	91	103	50	67	4	11	8	5	8	2	10	17	59	13	7	2	23	17	1	0	5	3	21	2	4	7	11	3	2	2	2	4	2	1	0	2	8	0	0	0	1	1	0	0	2	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	56679	12307	7092	4881	9078	6727	6131	4816	1528	1398	1085	984	1044	810	664	600	853	384	1049	309	254	275	212	497	204	530	344	125	190	188	86	86	81	117	61	78	89	101	72	73	25	30	27	20	22	20	19	41	45	18	15	9	22	18	10	8	10	10	23	5	8	8	10	1	4	2	8	4	4	1	1	8	10	0	5	2	2	1	3	0	1	1	1	1	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	48590	5270	2061	1066	7950	5779	5441	4220	479	639	239	305	651	491	308	315	693	166	926	138	75	150	53	433	114	485	308	28	126	151	14	20	46	94	8	49	69	95	59	57	3	10	7	3	7	3	13	30	42	12	8	3	20	15	2	2	4	8	20	1	7	6	8	1	2	0	8	3	2	1	0	3	8	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	56986	12553	7087	4876	8944	6846	6086	4877	1536	1373	1072	962	1036	840	673	644	932	377	916	303	259	303	212	477	199	484	334	123	206	175	85	77	87	108	68	80	88	110	64	102	28	33	35	21	21	20	18	41	34	24	13	12	23	19	10	9	8	12	26	5	9	7	11	1	9	4	12	6	4	1	0	8	2	1	5	1	1	1	2	0	1	1	1	0	0	2	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	48922	5427	2023	1066	7776	5912	5386	4298	454	621	226	295	661	505	325	362	757	156	806	144	72	149	59	417	109	446	291	28	146	139	14	23	47	82	18	52	67	102	54	89	8	11	11	1	7	3	14	31	30	18	7	6	20	14	3	3	2	10	22	1	8	5	9	1	2	1	12	4	2	1	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	57269	12455	7123	4912	8945	6869	6072	5016	1548	1347	1051	925	1040	862	674	657	894	371	803	304	255	308	222	505	194	491	380	135	181	179	86	83	93	123	57	80	84	131	44	86	26	35	29	19	25	21	20	49	29	30	16	11	19	18	9	9	9	9	25	5	6	5	5	1	14	3	13	5	3	1	1	7	2	1	6	1	2	1	1	1	1	1	0	1	0	0	0	1	2	0	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	49193	5442	2015	1117	7808	5937	5375	4445	450	604	222	264	649	478	347	361	731	155	709	135	72	145	70	435	110	452	332	29	132	147	18	24	54	97	17	50	67	122	32	76	10	13	9	4	7	7	17	46	27	23	7	6	15	13	2	3	0	8	22	2	5	4	5	1	5	1	13	4	1	1	1	4	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	57212	12443	7030	4927	8922	7029	6154	5238	1551	1336	1060	918	1044	853	690	643	875	385	799	325	268	314	243	459	195	374	348	137	176	182	85	83	78	144	57	77	81	122	37	88	29	36	26	18	23	18	21	51	36	28	10	11	12	18	8	8	9	4	17	3	8	7	5	1	17	6	7	7	6	0	2	7	6	2	2	2	1	1	0	1	1	0	1	1	1	0	0	1	2	0	0	0	2	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	49214	5359	2036	1081	7828	6106	5440	4655	471	588	216	272	649	469	336	349	720	156	690	128	73	142	77	396	115	337	301	31	122	149	20	19	52	115	19	49	61	113	19	77	10	12	8	6	5	6	18	46	34	23	2	6	9	13	1	3	3	3	14	1	5	6	5	1	8	2	7	4	5	0	1	3	6	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	57572	12184	7025	4919	9062	6881	6340	5204	1542	1410	1051	899	1072	867	689	610	875	391	860	309	315	323	226	488	197	394	331	134	175	207	82	88	81	139	63	82	100	164	40	68	28	31	21	21	17	21	20	47	33	20	9	9	23	17	11	8	11	5	17	4	7	9	4	1	10	6	10	2	6	0	2	3	6	1	1	1	2	1	1	1	1	0	1	1	1	0	0	1	3	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	49554	5273	2071	1055	7992	5981	5658	4606	482	639	226	282	650	470	341	328	711	163	754	105	91	156	70	429	117	356	284	28	119	164	18	18	53	119	15	50	82	153	24	57	12	10	8	9	5	6	16	43	30	16	2	3	19	13	3	2	4	3	14	2	3	8	4	1	8	1	9	0	5	0	1	2	6	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	57695	12154	7020	4936	9048	6899	6344	5172	1558	1399	1039	875	1090	837	686	615	784	413	991	317	316	315	228	479	191	420	299	121	156	233	71	89	79	118	70	81	99	216	43	65	35	33	18	18	12	18	32	63	33	22	12	13	23	15	12	12	13	7	23	4	6	9	15	4	6	8	13	3	8	0	1	4	6	1	2	1	3	1	2	0	0	1	1	0	1	0	0	0	3	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	49694	5231	2117	1040	7959	6012	5683	4576	515	647	237	269	680	463	317	336	616	178	892	123	92	152	73	429	111	372	254	28	102	188	15	17	52	100	16	50	76	203	27	53	14	9	6	8	3	4	22	58	30	14	4	4	19	12	4	3	7	5	21	2	2	8	14	4	5	2	12	1	6	0	0	1	6	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	57804	12184	7015	4951	9168	6657	6233	5016	1534	1397	1055	927	1059	831	692	619	828	410	938	337	299	308	226	474	196	441	290	109	157	218	81	84	84	141	73	81	97	221	40	71	32	31	25	16	13	23	31	53	34	19	12	11	24	17	14	14	12	7	23	5	4	9	16	6	2	4	12	2	7	1	1	2	6	2	3	0	3	0	2	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	49912	5149	2066	1047	8061	5776	5579	4458	514	636	249	281	667	465	317	368	625	177	849	139	90	150	68	416	103	393	244	27	99	169	17	14	58	116	17	54	73	207	26	62	15	8	8	9	4	3	21	48	31	13	4	3	20	16	5	5	6	6	21	3	2	8	14	5	1	1	11	1	6	0	0	0	6	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	57001	12166	7014	4986	8905	6802	6152	4953	1580	1412	1039	934	1076	814	684	670	812	419	1015	353	287	320	221	432	203	475	297	106	157	190	89	80	94	120	76	59	87	192	48	88	44	34	26	17	19	18	38	49	44	17	10	12	21	12	10	14	10	10	16	6	6	6	16	6	4	4	10	2	5	3	0	3	8	3	4	0	7	1	1	1	0	2	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	49165	5171	2072	1074	7753	5900	5494	4398	524	630	241	270	692	463	311	390	602	166	923	161	81	174	67	373	109	423	244	22	105	152	25	17	60	90	19	39	64	179	33	78	13	9	8	8	5	3	27	44	39	10	4	4	17	11	3	4	5	8	14	3	5	6	14	5	3	1	10	1	4	0	0	0	8	1	1	0	6	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	56721	12185	7114	4914	8759	6517	6183	4894	1564	1446	1075	978	1054	850	675	632	825	422	932	365	284	308	223	450	218	471	304	118	171	189	88	79	96	117	60	51	78	123	50	110	38	35	28	19	20	16	39	31	34	14	13	12	24	14	12	11	6	16	12	5	4	6	15	2	3	1	1	4	5	3	0	2	8	9	3	0	5	2	0	1	0	2	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	48856	5151	2088	1010	7571	5692	5524	4310	510	642	263	291	667	502	317	354	626	173	830	158	81	178	75	391	124	418	252	30	118	150	26	12	60	90	15	38	59	111	35	102	8	9	11	9	4	2	29	27	29	8	1	3	22	13	2	3	3	8	10	2	4	5	14	1	2	0	1	2	3	0	0	0	8	7	1	0	4	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	25251	11401	7031	5935	6460	3932	2572	2143	1667	1226	1326	1309	1020	673	813	681	926	759	669	326	278	508	216	545	164	224	305	136	93	197	89	133	174	97	86	58	47	115	58	53	32	41	47	29	25	39	36	16	9	11	13	16	29	15	13	15	13	19	5	1	5	2	11	7	5	4	8	9	4	3	4	0	2	2	1	10	8	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	8794	3626	1823	3256	4927	2510	1298	1163	843	257	771	846	606	129	504	403	760	557	544	77	76	423	95	496	37	189	251	42	22	167	38	96	144	50	60	13	15	102	39	35	20	34	38	23	17	33	31	2	3	9	10	13	25	11	3	6	12	18	1	1	4	1	8	5	2	2	8	8	3	0	0	0	2	0	1	9	7	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	25076	11480	7070	5897	6690	3870	2535	2076	1639	1269	1329	1295	1072	666	797	655	882	742	693	341	279	543	226	494	180	225	305	136	115	222	83	119	184	96	101	67	50	113	64	68	43	52	44	35	26	56	32	16	12	22	19	14	22	16	12	15	23	29	5	3	6	4	9	12	5	4	8	8	3	2	4	3	2	5	1	2	7	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	8667	3686	1802	3293	5155	2451	1314	1119	799	251	755	839	651	128	506	354	742	544	564	78	75	452	100	443	38	181	251	42	24	192	33	81	150	54	66	17	13	103	46	46	23	41	35	26	15	50	27	2	2	21	16	11	15	7	2	7	20	27	2	3	5	2	7	6	2	2	8	7	3	0	0	2	2	2	1	0	5	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	25013	11488	7108	5943	6728	3806	2491	2046	1603	1281	1362	1294	1091	687	785	619	900	698	720	338	260	575	216	506	178	248	286	139	122	268	91	112	171	92	89	65	52	105	56	50	47	60	53	35	31	62	28	17	12	41	22	11	20	22	10	14	24	25	11	3	9	4	19	12	2	4	6	1	1	0	5	3	2	7	0	2	4	2	0	1	0	0	0	1	0	0	2	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	8515	3709	1847	3292	5138	2429	1270	1094	758	243	746	860	679	130	486	317	764	512	601	86	59	484	94	457	39	204	248	45	22	240	43	70	136	48	63	18	16	100	41	29	29	45	44	25	22	56	24	4	1	40	21	9	14	9	0	8	21	22	10	3	7	2	18	6	2	2	6	0	1	0	0	2	2	4	0	1	2	1	0	1	0	0	0	1	0	0	2	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	24912	11380	7119	5965	6609	3935	2539	2037	1605	1277	1368	1230	1108	678	779	573	971	623	725	319	282	557	221	541	172	270	268	138	110	293	87	131	153	86	91	63	51	96	51	54	46	64	53	49	36	46	17	17	11	44	23	9	13	21	8	11	26	29	17	8	7	12	20	14	2	2	6	5	0	0	4	4	0	5	0	2	6	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	8487	3704	1838	3351	5108	2529	1266	1079	759	218	782	821	709	127	476	273	803	447	589	81	60	476	98	491	37	222	235	48	19	271	36	85	118	44	59	15	18	85	36	29	28	51	44	36	20	43	14	4	1	43	21	8	7	8	1	7	23	23	12	6	4	10	19	10	2	2	6	3	0	0	0	3	0	4	0	1	5	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
