label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138
0.03	north6_all	80	8698	11158	2142	1821	2446	1947	1631	746	690	952	460	617	306	270	489	215	178	185	141	173	120	282	89	110	67	84	69	141	56	66	52	50	51	53	56	37	44	75	30	36	28	20	18	30	30	15	14	12	25	13	6	7	18	12	17	14	9	9	5	3	6	10	7	3	5	5	2	5	3	7	2	2	1	8	0	2	2	2	2	0	1	2	1	1	0	0	1	0	0	2	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	5024	9994	495	990	1985	1634	1329	406	429	771	246	470	108	104	392	73	67	70	50	95	53	253	26	55	38	32	35	118	35	29	11	17	24	29	21	8	34	52	8	26	14	12	6	27	23	13	5	8	19	5	1	7	6	3	16	14	4	4	3	1	4	8	6	0	3	2	0	1	2	5	1	1	0	5	0	2	2	2	0	0	1	1	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	8596	11315	2158	1814	2400	2064	1668	753	665	921	443	627	301	272	435	209	170	187	161	167	123	293	82	114	89	86	64	132	61	50	45	52	50	56	48	37	47	72	31	41	25	19	19	42	37	16	12	9	23	13	10	15	18	9	32	20	9	8	4	4	5	15	8	6	2	10	5	6	1	6	2	1	0	6	2	3	2	5	1	2	0	2	2	0	0	0	0	0	0	2	2	1	1	2	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	4913	10159	469	985	1952	1758	1396	418	410	765	226	488	93	106	349	69	65	80	64	85	55	267	30	58	47	34	32	110	37	20	12	16	21	35	19	7	40	49	9	29	15	8	4	39	27	11	4	6	19	2	2	13	6	3	30	20	4	3	2	1	4	11	7	1	1	3	1	2	1	4	1	0	0	5	2	2	2	5	0	2	0	1	0	0	0	0	0	0	0	2	2	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8577	11595	2188	1767	2436	2115	1672	746	665	957	464	626	313	291	440	229	189	183	162	157	120	322	96	97	97	77	62	135	62	54	44	41	55	52	36	37	34	55	32	41	25	24	17	41	31	21	18	13	15	15	12	14	15	15	30	16	7	7	6	6	9	24	7	9	2	10	4	5	2	5	2	0	1	5	8	5	1	4	1	3	0	1	2	0	0	0	0	0	0	1	2	1	3	2	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north8_active	80	4876	10420	489	964	1987	1819	1382	404	414	797	238	502	97	118	340	75	64	77	67	83	52	292	29	51	53	32	31	105	42	25	12	12	30	36	18	5	25	31	7	30	12	8	3	39	20	15	5	7	12	1	6	12	8	6	29	16	4	3	2	2	6	21	6	2	0	3	1	3	2	3	1	0	0	3	8	4	1	4	0	2	0	1	0	0	0	0	0	0	0	1	2	1	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_all	80	8562	11657	2178	1789	2381	2118	1697	728	682	988	488	622	340	302	389	231	195	171	163	139	131	334	98	90	108	74	60	122	64	51	42	46	59	53	34	35	46	46	30	32	26	20	18	53	26	30	17	15	19	15	11	19	13	15	27	37	13	6	9	9	11	24	15	6	2	10	4	2	3	3	1	0	3	1	11	6	1	6	1	4	1	0	2	1	0	0	0	0	0	1	1	1	2	2	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north9_active	80	4872	10516	483	963	1911	1809	1427	371	430	814	252	495	104	122	293	79	67	73	66	71	54	301	35	48	50	29	28	90	43	25	11	15	35	36	14	5	32	35	10	23	12	4	3	49	16	21	5	9	17	3	6	15	7	6	23	37	9	1	4	5	8	21	13	2	0	4	1	2	2	2	1	0	1	0	9	4	1	6	0	2	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north10_all	80	8743	11551	2218	1741	2342	2052	1638	723	671	990	473	616	338	279	448	227	201	169	151	129	133	352	96	82	89	74	64	141	64	66	37	53	64	48	37	35	39	45	35	27	24	16	24	47	28	37	20	19	22	13	12	29	11	16	25	38	11	3	13	10	11	19	15	4	1	7	1	2	6	3	1	0	3	3	14	3	2	2	1	3	2	0	1	3	0	0	0	0	0	0	0	2	2	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north10_active	80	5027	10364	501	923	1851	1721	1375	359	433	810	244	497	101	116	347	73	73	74	65	68	51	311	36	41	39	29	36	112	37	33	9	21	37	33	15	5	18	36	7	16	10	2	6	41	18	25	8	12	19	4	8	25	7	5	21	36	9	0	7	7	7	17	11	2	0	2	0	1	3	2	1	0	1	1	11	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north11_all	80	8769	10965	2259	1821	2313	2166	1687	691	681	1017	457	632	288	268	449	220	173	167	143	160	145	301	101	102	97	73	80	144	81	65	43	44	50	29	34	34	17	48	34	31	29	12	22	48	31	33	16	11	27	13	4	18	8	9	25	23	5	6	7	9	14	15	10	4	7	6	6	1	7	2	5	3	1	5	2	1	2	2	1	3	2	0	3	0	0	2	2	3	1	2	4	1	0	1	7	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north11_active	80	5055	9833	535	956	1886	1846	1393	350	439	833	256	493	82	116	356	77	62	62	44	79	56	265	37	62	53	22	41	110	42	40	18	12	34	20	16	10	8	33	10	21	15	5	6	45	16	25	6	6	21	5	0	14	4	3	22	19	4	1	3	5	4	14	8	1	2	2	1	0	5	0	4	2	1	3	0	0	1	2	0	2	0	0	0	0	0	2	1	0	1	1	4	1	0	1	7	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north12_all	80	8729	10977	2229	1836	2370	2171	1694	671	690	957	480	672	302	276	421	221	179	162	135	166	144	307	89	106	108	71	79	140	69	67	41	46	49	41	32	27	23	52	36	30	30	18	26	59	38	32	14	14	31	14	9	18	15	6	17	25	6	5	9	7	11	18	10	4	4	8	7	2	5	3	5	3	1	3	2	5	4	1	1	3	2	2	4	1	0	2	0	3	1	2	4	2	1	2	6	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	4989	9867	520	958	1903	1828	1392	354	435	786	283	539	90	120	335	78	63	69	43	77	54	267	35	60	63	27	39	106	40	42	14	15	29	25	15	7	13	39	11	20	15	6	6	54	22	23	5	8	27	5	3	15	11	1	14	20	4	1	5	4	2	17	6	1	0	3	1	0	3	1	4	2	0	2	0	5	1	1	0	2	0	1	1	0	0	2	0	0	1	1	4	2	1	2	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_all	80	8738	10976	2174	1777	2402	2255	1738	678	682	909	478	653	292	296	488	226	186	171	133	161	143	346	81	110	93	67	70	117	61	75	49	40	51	41	37	27	29	46	30	27	35	22	21	45	35	41	19	14	27	14	10	18	16	5	18	23	5	6	10	6	7	9	10	4	5	10	7	3	4	3	2	1	1	0	5	5	6	1	1	2	4	2	5	1	1	0	0	0	0	2	1	1	5	1	6	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north13_active	80	4979	9879	493	907	1935	1891	1442	355	403	755	266	528	77	124	396	75	65	78	38	75	49	308	30	52	55	30	34	91	34	44	17	13	29	25	19	8	19	37	8	19	20	6	5	40	21	33	9	11	24	4	4	14	10	1	15	20	4	0	6	4	1	9	7	3	2	3	0	1	3	1	1	1	0	0	3	5	4	1	0	2	0	1	1	0	0	0	0	0	0	1	0	1	5	1	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north14_all	80	8735	11150	2145	1768	2317	2137	1754	739	701	875	472	612	320	296	474	228	209	158	139	164	132	345	76	114	99	78	71	109	60	60	54	43	49	52	36	25	33	41	28	24	34	20	17	44	25	42	16	18	22	10	12	14	14	3	21	38	8	5	9	8	4	6	11	3	4	6	4	4	3	4	1	2	1	0	3	9	6	1	2	2	3	2	4	1	1	0	0	0	2	1	1	1	8	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	4956	10034	475	920	1852	1797	1479	401	448	722	263	497	91	130	395	78	80	71	46	68	44	313	29	52	57	36	37	85	32	30	18	16	25	34	16	5	19	32	11	19	20	6	4	40	17	33	10	15	20	3	6	12	10	1	19	37	4	2	7	5	3	5	8	3	2	3	0	1	2	2	1	1	0	0	3	8	4	1	0	2	0	1	1	0	0	0	0	0	2	1	0	1	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_all	80	8677	11333	2114	1795	2399	2083	1743	730	702	931	465	563	304	269	512	235	219	163	142	169	126	329	89	109	97	72	70	99	59	63	55	50	42	49	40	30	42	52	24	22	25	20	14	51	20	37	19	18	16	10	9	17	11	8	20	40	12	4	7	10	4	5	9	6	5	5	3	5	1	2	1	3	1	0	4	5	4	3	3	3	2	2	3	0	1	0	1	0	2	1	1	1	8	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	4905	10205	450	933	1925	1730	1470	391	464	754	232	436	77	106	401	85	85	63	53	77	43	305	32	48	57	30	40	75	27	31	15	17	24	34	21	8	27	42	10	16	15	3	5	46	15	30	10	14	12	2	5	12	7	2	19	40	8	2	5	8	3	4	8	3	2	1	0	3	1	1	0	1	0	0	4	4	3	3	0	1	0	2	0	0	0	0	0	0	2	1	0	1	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	8831	11312	2122	1808	2502	2050	1689	732	688	963	451	561	300	260	494	230	216	167	159	155	117	345	102	119	96	77	71	93	54	65	53	52	41	57	36	32	38	59	21	26	23	25	14	62	28	30	15	21	19	12	5	17	14	10	22	53	12	3	14	9	7	4	6	4	5	3	2	6	0	3	1	3	1	0	7	4	0	3	3	3	2	1	3	0	1	0	1	0	2	6	1	1	7	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	5034	10144	477	950	2032	1708	1407	391	451	793	229	434	86	105	381	79	78	63	67	69	33	314	38	58	53	28	45	73	22	35	17	21	24	43	17	9	23	47	9	22	12	8	5	57	24	24	6	14	12	1	3	12	11	3	20	53	8	2	12	6	4	3	5	1	2	1	0	2	0	2	0	1	0	0	7	3	0	3	0	1	0	1	0	0	0	0	0	0	2	6	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	8765	11155	2193	1800	2515	2068	1674	682	665	987	446	595	273	254	482	223	183	169	165	141	124	351	113	119	99	82	69	89	60	77	52	52	40	59	39	25	51	62	21	33	23	29	19	65	36	40	14	17	33	12	5	29	18	11	31	53	11	3	11	8	8	4	8	7	6	2	2	6	2	1	2	5	2	1	7	0	0	2	1	3	2	1	3	0	0	2	1	1	0	21	2	1	7	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	4995	10036	497	979	2050	1716	1397	352	416	807	223	460	78	109	359	78	71	61	67	66	34	318	41	63	55	25	41	68	30	44	16	20	26	38	18	8	42	54	9	24	11	9	4	58	33	26	4	12	23	0	1	18	14	4	29	49	8	2	9	7	5	3	6	3	3	0	0	2	1	1	0	1	0	1	7	0	0	2	0	1	0	1	0	0	0	2	0	0	0	21	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	8823	11068	2182	1777	2460	2119	1719	643	675	946	469	713	270	246	456	218	185	167	162	142	114	389	110	131	92	76	75	103	65	88	55	44	41	67	30	23	54	46	21	37	24	34	17	61	36	37	15	16	34	12	6	28	12	10	23	60	5	1	12	7	9	24	14	7	5	4	0	6	3	2	4	4	1	1	6	0	1	0	0	0	2	1	3	1	0	2	1	2	0	21	2	1	4	0	1	0	0	0	1	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	5014	9965	508	973	2003	1785	1443	332	410	775	245	579	72	111	356	70	70	63	65	74	38	354	39	81	52	25	36	78	29	52	16	18	24	42	15	8	45	40	5	28	12	12	3	50	32	25	7	12	23	1	2	19	9	3	20	55	3	0	10	6	5	23	12	4	3	3	0	3	2	1	2	1	0	1	6	0	1	0	0	0	0	1	0	0	0	2	0	1	0	21	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	8907	11101	2173	1761	2362	2186	1802	645	684	972	470	718	268	251	442	192	181	166	162	126	133	384	105	119	89	75	76	105	65	83	52	43	47	68	32	28	56	42	21	41	18	30	17	40	33	36	11	17	31	10	9	34	15	10	19	51	6	2	11	6	6	25	12	6	4	3	0	3	3	1	4	4	1	1	7	0	4	1	0	1	2	1	2	1	1	2	0	3	0	16	3	3	3	1	2	0	0	0	1	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	5049	10035	491	960	1923	1831	1513	320	423	784	241	588	69	106	348	60	72	60	62	66	53	354	39	68	49	21	33	74	30	47	18	16	23	40	14	7	49	37	4	30	8	13	2	30	29	23	6	9	19	2	2	24	11	4	17	45	3	0	10	4	3	24	10	4	3	3	0	1	2	0	2	1	0	1	7	0	3	0	0	1	0	0	0	0	0	2	0	1	0	16	3	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	8821	11125	2152	1753	2315	2109	1830	669	728	1046	469	708	293	256	427	192	182	166	149	138	119	382	107	113	95	69	71	102	64	79	49	38	54	62	31	39	54	40	26	40	21	24	17	43	19	32	14	16	22	14	12	19	9	10	16	52	7	3	9	6	4	27	11	5	2	4	1	5	1	2	3	1	1	0	4	0	4	1	0	2	3	1	2	2	2	0	0	4	0	16	1	3	0	1	1	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	5021	10042	486	948	1875	1752	1547	340	486	840	249	574	75	100	339	64	70	65	51	60	46	350	36	63	53	18	27	66	28	39	14	14	23	34	17	5	42	33	4	29	10	9	3	35	16	18	7	7	14	2	4	15	5	2	14	47	5	0	8	5	1	27	10	3	2	3	0	1	1	1	2	1	0	0	4	0	3	0	0	2	1	0	0	0	0	0	0	1	0	16	1	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	7963	7572	2174	1604	1869	1419	1304	695	606	709	439	505	288	262	346	188	165	168	163	147	120	184	96	86	96	79	90	86	78	48	54	47	49	41	36	39	38	50	26	25	27	11	20	40	22	26	8	10	15	9	9	16	6	8	9	13	8	6	4	7	5	20	6	6	8	6	0	4	5	3	3	1	1	2	1	2	8	2	5	1	4	1	3	1	2	2	0	1	1	0	0	1	2	2	1	0	0	1	4	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	3799	6253	648	705	1352	1068	987	289	325	511	181	346	76	76	246	46	54	74	48	43	35	143	34	37	53	23	41	55	29	18	11	9	19	21	16	13	18	31	4	12	8	4	4	36	14	19	4	5	8	3	2	12	2	2	8	13	4	3	3	1	1	19	2	0	3	3	0	2	4	2	1	0	1	2	1	0	8	1	0	1	2	0	1	1	1	1	0	0	0	0	0	1	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
