label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152
0.03	north6_all	80	5691	2571	6147	1678	870	1037	762	529	758	416	444	354	488	204	202	168	325	186	118	147	108	197	130	81	316	130	168	124	53	190	54	71	37	50	41	34	32	74	31	59	74	45	34	23	35	17	15	12	13	7	9	14	12	13	11	8	11	3	4	8	4	5	5	7	5	13	16	2	6	7	5	5	9	2	7	1	4	9	6	5	2	0	1	1	1	5	1	0	0	0	2	4	2	1	1	0	1	2	1	0	0	1	0	0	3	1	1	2	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2711	1064	5594	1146	256	720	516	139	614	206	283	235	382	47	103	45	279	120	33	59	24	164	88	23	298	108	140	103	19	178	29	60	14	23	21	5	13	65	5	49	68	37	27	12	29	12	10	3	7	0	6	10	8	11	5	7	9	1	2	4	2	2	2	5	1	10	14	0	2	6	0	3	8	1	7	0	4	9	6	1	0	0	1	1	0	5	1	0	0	0	2	4	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5668	2658	6158	1700	876	1050	778	518	807	419	448	368	474	211	218	183	336	176	126	137	98	193	157	76	311	133	133	121	58	170	47	78	32	41	39	33	36	79	26	58	72	51	33	24	34	15	19	16	13	9	9	12	11	17	13	11	12	4	5	6	4	6	4	14	6	13	19	1	4	6	5	4	10	4	7	2	4	4	16	4	2	0	1	2	1	5	0	0	0	0	2	5	2	2	1	2	1	1	1	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2732	1106	5599	1140	259	730	537	147	659	224	296	253	370	52	114	70	282	108	34	50	19	158	108	16	292	109	110	103	22	156	23	64	10	18	16	3	17	69	4	47	67	41	28	12	29	10	10	5	6	2	7	7	5	14	5	11	10	2	4	1	3	3	2	12	2	10	17	0	2	4	0	2	9	2	7	1	4	3	16	0	0	0	1	1	0	5	0	0	0	0	2	5	0	0	0	2	1	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5541	2577	5460	1593	860	994	737	509	729	396	413	360	449	215	225	185	322	161	129	123	94	181	174	79	277	129	113	116	56	167	49	79	26	46	44	41	28	69	29	54	59	48	33	22	39	13	21	18	15	5	8	14	12	12	10	10	11	5	6	8	2	5	4	11	5	12	8	0	4	7	3	4	6	2	1	2	2	4	11	4	1	0	0	4	2	1	0	1	0	1	0	5	2	2	0	3	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2527	1011	4885	1014	246	643	501	130	568	199	269	227	338	54	105	69	255	99	27	46	20	144	120	19	263	107	96	94	22	148	23	62	8	19	13	7	13	58	4	39	54	35	24	10	32	5	8	5	8	2	7	8	5	7	4	10	7	2	4	3	2	3	3	10	2	9	7	0	2	3	0	2	5	1	1	1	2	3	11	0	0	0	0	3	0	1	0	0	0	0	0	5	0	0	0	3	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5508	2628	4679	1514	871	897	766	481	686	388	391	348	434	198	210	186	314	177	110	126	91	135	159	72	232	125	90	104	55	123	52	70	32	44	43	48	34	64	26	46	45	49	28	26	36	12	19	18	17	8	9	20	8	14	9	10	7	9	6	9	6	7	6	12	4	5	6	3	3	7	2	2	6	2	1	2	4	3	13	4	0	0	1	3	1	0	0	1	1	1	1	5	0	1	0	3	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	2324	976	4069	943	217	536	514	120	505	189	245	198	318	44	88	64	243	106	20	34	18	106	102	20	213	98	71	83	18	108	23	46	7	13	14	11	14	54	5	32	42	38	20	14	31	4	7	6	13	3	6	13	1	6	4	8	3	2	3	3	2	4	5	12	2	5	6	2	0	4	0	2	5	1	1	2	3	2	12	1	0	0	0	2	0	0	0	0	1	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5477	2537	3955	1438	840	848	700	500	619	348	368	336	435	223	185	179	246	160	116	123	93	131	121	75	168	115	97	88	56	106	53	63	34	35	44	40	36	72	24	49	35	39	24	23	27	13	22	15	18	8	8	24	10	13	9	10	6	9	4	10	6	5	5	6	2	4	1	3	5	6	2	1	6	1	2	2	4	2	14	4	0	1	2	2	1	0	2	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	2140	854	3357	858	201	470	441	117	434	160	229	182	308	49	73	49	187	88	22	36	19	103	68	26	146	83	78	75	18	90	24	44	12	10	15	12	13	62	5	37	31	29	15	13	21	5	11	5	15	2	5	14	2	5	2	7	4	2	2	3	2	3	4	5	2	4	1	2	0	4	0	1	5	1	2	2	3	2	11	1	0	0	1	2	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5594	2555	4748	1512	841	933	801	491	649	396	413	329	425	229	220	163	298	137	115	126	89	134	115	64	224	153	122	85	37	121	60	63	39	37	39	32	29	68	20	51	58	38	22	13	41	17	18	13	14	13	8	16	9	14	9	17	14	3	6	10	6	5	5	6	9	6	9	2	5	4	1	3	0	7	7	2	7	1	5	4	0	4	2	1	3	10	1	2	0	2	1	0	2	0	0	0	3	0	0	0	2	0	0	1	5	4	0	0	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north11_active	80	2367	933	4221	917	195	564	536	139	485	179	251	200	316	52	92	41	237	70	30	54	27	97	70	19	201	117	93	55	16	109	27	46	15	17	14	6	19	60	5	47	52	35	15	8	24	11	4	7	3	4	2	15	6	9	3	15	8	2	2	3	2	2	1	4	2	5	6	0	1	4	1	0	0	2	4	1	6	1	5	4	0	0	1	0	0	9	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	5	4	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north12_all	80	5786	2607	5296	1621	873	1003	848	502	695	373	433	348	443	230	219	165	322	137	112	121	81	156	121	61	234	167	122	81	37	146	59	63	34	35	35	35	18	115	14	46	66	34	24	10	48	16	18	8	11	10	7	12	8	18	10	14	29	4	7	9	6	4	7	4	9	7	9	2	6	4	1	1	1	5	9	2	6	1	5	4	0	3	3	1	2	7	1	3	0	2	3	0	1	0	0	0	8	0	0	0	2	1	0	1	5	4	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north12_active	80	2615	1011	4784	1045	233	642	587	142	548	183	271	217	335	57	96	45	267	70	28	63	21	113	77	15	210	124	91	57	16	133	26	49	11	15	18	5	12	105	3	43	56	31	15	8	33	10	5	4	4	3	3	10	5	12	5	12	21	2	3	3	2	1	1	2	3	6	6	0	2	2	1	0	0	0	8	1	5	0	5	3	0	0	1	0	0	5	0	3	0	0	2	0	1	0	0	0	8	0	0	0	0	1	0	0	5	4	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north13_all	80	5882	2606	5930	1716	951	1079	883	512	803	410	450	351	467	222	223	164	397	148	115	127	85	181	158	62	264	148	155	96	47	178	61	68	38	39	35	29	25	140	14	48	81	47	22	15	50	14	23	6	13	12	10	10	6	18	10	19	32	5	6	3	8	5	5	8	11	6	15	1	4	2	0	1	6	1	8	2	3	1	6	7	0	3	3	0	2	11	0	3	1	3	3	1	1	0	1	2	6	1	0	0	2	1	0	1	4	4	0	2	0	1	0	0	0	0	1	0	2	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north13_active	80	2831	1090	5433	1153	273	707	624	157	646	221	308	218	370	61	98	50	342	85	26	66	16	140	111	13	234	111	126	71	23	169	31	57	16	11	22	4	15	130	4	44	68	42	12	12	35	8	7	4	6	3	5	9	3	12	5	17	23	2	5	3	4	0	0	7	3	5	12	1	1	0	0	0	5	0	8	1	1	0	5	4	0	0	1	0	0	8	0	3	1	1	2	1	1	0	1	2	6	1	0	0	0	1	0	0	4	4	0	2	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north14_all	80	5901	2596	5977	1692	982	1064	876	487	797	418	418	383	471	232	212	154	415	151	113	129	97	183	156	76	235	141	134	97	52	160	52	63	37	38	38	32	31	123	17	60	55	46	32	21	36	13	23	8	15	13	7	10	8	15	9	14	33	6	6	3	10	7	6	9	7	6	19	2	2	3	1	2	6	3	6	4	2	1	7	4	0	3	3	1	1	5	0	1	1	2	2	1	0	0	2	2	6	1	0	0	3	1	0	0	0	0	0	2	0	1	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2868	1088	5477	1134	287	709	618	141	641	239	274	236	382	73	89	49	366	95	30	61	19	151	117	20	204	106	107	78	24	150	29	55	13	14	27	9	19	114	7	56	46	40	25	14	31	9	10	4	10	5	4	6	4	12	7	12	26	3	4	1	6	2	0	8	1	6	17	1	1	0	1	0	5	1	6	0	1	0	6	1	0	2	1	1	0	3	0	1	1	1	2	1	0	0	1	2	6	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5897	2655	6147	1663	970	1049	810	470	790	414	428	373	459	224	196	156	409	156	114	111	93	161	146	84	321	136	135	106	48	172	52	69	35	35	43	26	37	100	19	52	49	47	37	25	24	15	25	9	19	14	6	18	8	11	9	15	20	6	9	2	12	6	6	9	5	8	15	2	3	12	2	3	5	3	4	5	7	0	7	3	1	4	2	3	0	4	0	0	1	2	0	1	0	0	2	2	0	1	1	0	4	1	0	0	0	0	0	2	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2793	1109	5615	1121	291	697	562	130	608	239	290	229	374	79	85	50	354	103	26	40	16	132	116	22	297	109	111	82	24	158	30	58	15	8	33	9	22	93	6	47	44	39	30	14	19	8	12	3	13	6	4	13	4	9	7	13	15	3	6	0	8	3	0	8	1	8	14	1	1	11	1	1	5	1	4	1	6	0	6	1	1	2	1	3	0	3	0	0	1	1	0	1	0	0	1	2	0	1	1	0	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5989	2756	6102	1646	928	1052	829	467	786	414	445	393	460	216	188	158	394	183	117	124	98	171	159	81	299	135	120	111	46	178	50	75	30	24	47	25	26	80	18	72	55	36	41	22	23	20	21	14	20	18	5	22	11	9	10	17	6	9	12	6	12	8	6	5	5	12	7	1	4	15	2	2	0	3	4	5	7	1	7	3	1	5	2	5	0	5	1	1	1	2	0	0	0	0	1	1	0	1	1	0	4	0	0	1	0	0	0	0	0	0	2	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	north16_active	80	2824	1161	5578	1092	291	705	588	135	617	221	299	240	355	71	93	56	341	116	24	48	19	138	113	26	277	116	97	88	20	164	26	60	14	9	35	10	17	74	7	67	51	30	32	9	19	12	12	7	12	8	3	15	8	8	8	13	5	5	6	2	8	5	0	5	1	10	7	0	0	14	1	1	0	1	4	1	6	1	6	0	1	3	1	5	0	4	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north17_all	80	5792	2726	6111	1607	892	1061	861	468	784	403	445	376	409	220	190	162	384	190	128	127	106	160	166	69	301	114	118	98	39	189	42	64	30	28	44	26	29	98	17	52	55	58	44	21	35	17	20	11	22	15	7	21	12	6	8	16	4	10	10	8	12	5	5	6	5	12	11	5	5	16	2	2	3	1	4	4	7	3	5	2	1	3	2	7	0	4	1	1	0	1	0	1	1	0	1	1	2	1	3	0	4	0	0	2	0	0	0	2	0	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	north17_active	80	2671	1178	5593	1062	293	716	642	119	608	199	307	230	301	67	105	54	326	119	23	53	23	124	122	25	285	98	97	75	15	170	20	51	13	7	30	8	20	92	5	46	47	53	28	9	33	8	11	7	12	6	3	15	6	4	6	11	4	4	5	4	9	3	0	6	1	10	8	1	0	15	1	2	3	1	3	2	6	3	4	0	1	2	2	7	0	4	1	0	0	0	0	1	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north18_all	80	5698	2674	5746	1628	895	1018	885	444	759	421	437	331	436	209	181	173	367	212	121	138	110	175	144	68	262	127	142	104	46	226	44	58	30	38	37	32	23	91	22	50	55	57	36	15	48	13	16	14	17	14	12	21	9	6	12	19	11	11	7	8	8	4	4	5	5	8	7	5	4	6	1	2	5	3	7	3	11	4	11	2	0	2	3	7	1	4	1	1	0	2	2	1	1	0	0	1	2	1	3	0	0	1	0	2	0	0	0	2	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	north18_active	80	2623	1119	5215	1079	296	695	646	112	594	192	298	212	311	48	92	55	310	137	21	60	30	136	96	22	242	108	125	74	14	208	24	44	13	14	20	9	17	80	6	43	45	47	20	5	40	6	8	8	9	8	2	15	5	4	7	14	9	4	2	4	4	3	0	5	1	6	3	2	0	5	0	2	5	0	3	2	10	4	10	0	0	1	3	7	1	4	1	0	0	0	2	1	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north19_all	80	5646	2635	5145	1575	865	979	797	451	679	403	419	308	413	194	189	177	320	223	124	125	108	186	142	60	223	99	144	102	41	185	46	49	33	43	35	34	22	77	28	39	47	55	43	19	40	13	12	16	16	10	13	18	8	8	6	17	12	7	3	8	8	4	3	4	4	6	11	6	2	7	1	2	6	4	5	2	5	3	6	1	0	2	3	6	1	5	1	2	1	1	4	2	1	0	1	1	2	0	3	0	0	1	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	2451	1034	4592	1025	267	652	548	108	500	172	267	192	304	44	92	55	255	145	19	55	30	143	100	18	204	76	130	74	15	166	21	36	13	15	17	8	15	65	5	31	38	47	26	7	31	7	4	5	9	6	2	11	3	6	3	12	10	2	2	2	4	3	1	3	0	6	7	3	1	6	0	2	6	1	1	1	5	3	6	0	0	2	2	6	1	4	1	0	0	0	4	1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
