label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76
0.03	north16_all	80	8637	5217	1702	1185	2237	774	957	816	309	263	543	145	188	123	192	131	67	127	124	131	91	73	51	27	32	25	28	22	17	20	11	13	7	10	10	11	7	12	21	3	2	7	7	3	1	3	0	0	0	4	0	0	3	0	1	0	1	2	0	0	0	0	2	1	0	1	0	0	1	0	0	0	1	0	0	0	0
0.03	north16_active	80	5101	3342	863	613	1432	410	595	520	150	148	361	69	109	57	119	79	40	73	77	79	68	49	29	14	14	15	14	8	8	8	5	5	3	3	4	10	7	11	14	1	1	5	5	3	1	2	0	0	0	2	0	0	3	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	8595	5327	1662	1197	2124	769	985	821	299	266	487	148	182	123	187	134	72	124	127	137	87	75	61	24	23	23	28	20	15	19	6	11	7	12	7	9	5	15	12	2	4	6	3	1	1	1	0	3	0	4	0	0	4	2	3	0	1	2	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	5073	3384	833	623	1359	410	605	523	140	138	294	73	115	59	124	79	40	63	80	77	66	56	34	14	12	9	12	7	7	6	3	8	2	5	3	8	4	14	4	1	2	5	1	1	1	0	0	3	0	2	0	0	4	2	0	0	1	2	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	8454	5084	1653	1168	1899	739	971	737	289	268	467	146	186	122	177	143	73	118	121	124	104	81	59	22	20	17	27	18	22	15	9	12	8	10	8	7	12	12	7	1	6	6	5	1	1	3	0	3	0	2	1	0	2	2	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	4999	3196	816	610	1226	385	608	451	141	141	293	78	117	59	118	85	34	62	85	75	79	63	36	13	12	6	13	9	10	5	4	10	2	3	2	6	9	10	3	0	4	5	2	1	1	2	0	3	0	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	8116	4758	1646	1189	1820	686	900	674	285	276	480	153	212	111	153	141	71	104	115	106	77	73	56	21	17	21	32	16	20	8	11	11	10	5	11	3	15	14	8	3	8	2	5	3	0	2	0	4	0	0	1	0	4	2	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	4692	2983	802	615	1154	354	560	396	136	139	290	78	134	51	97	82	34	55	82	69	55	54	34	9	10	9	15	10	9	1	7	9	3	2	4	2	10	12	3	3	5	1	3	3	0	2	0	4	0	0	1	0	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	7735	4472	1620	1165	1735	669	838	659	277	288	455	147	202	117	129	126	68	93	103	99	66	90	43	17	18	21	30	11	21	10	14	10	11	10	9	6	13	6	4	10	6	0	4	4	4	2	0	3	0	0	1	1	3	1	1	0	5	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	4363	2763	820	594	1092	336	491	388	135	153	288	73	123	42	80	62	34	53	70	65	45	68	27	7	10	12	18	7	9	5	8	6	4	7	4	5	7	4	1	9	4	0	2	4	3	2	0	3	0	0	1	0	1	1	0	0	5	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6503	2690	1592	2168	932	743	420	470	283	386	348	287	197	176	129	175	111	88	64	48	42	39	86	25	28	47	66	32	20	13	10	16	10	21	8	10	23	7	7	5	4	4	0	5	5	6	3	1	4	2	3	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_active	80	3501	1242	825	1371	488	395	197	272	122	249	219	166	110	100	80	98	66	51	24	23	19	20	59	11	13	36	42	17	14	4	3	10	5	14	8	5	20	4	6	3	3	4	0	3	5	5	2	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6484	2660	1553	2258	948	737	420	418	288	406	366	268	196	174	127	162	123	91	66	48	43	38	88	24	24	36	59	37	16	8	10	12	16	18	9	7	23	8	3	5	3	4	2	1	2	3	3	1	3	1	3	0	2	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_active	80	3410	1219	810	1429	490	407	195	238	123	261	220	160	105	104	70	101	74	56	30	23	20	20	64	9	8	30	39	25	12	1	4	7	12	10	8	2	21	2	1	4	2	4	1	0	2	2	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6484	2513	1536	2291	911	720	420	430	274	393	347	262	199	171	120	159	121	89	73	49	37	46	78	29	28	39	57	38	9	11	11	15	23	12	8	8	28	7	2	7	4	4	3	1	2	2	1	2	6	1	2	1	6	0	1	0	2	2	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	3405	1135	754	1443	457	421	196	223	122	243	201	151	111	101	62	104	73	52	39	21	17	22	54	11	16	29	37	26	5	2	6	7	19	3	5	4	27	2	1	4	3	3	2	0	2	1	1	0	4	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6506	2408	1511	2345	915	736	397	418	290	398	348	256	198	170	111	160	109	94	58	48	36	38	73	27	28	34	48	37	7	11	9	14	16	15	6	6	17	6	6	7	5	5	4	1	4	1	1	2	4	1	1	2	6	0	0	0	2	2	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0
0.03	south24_active	80	3381	1113	702	1464	450	429	191	213	128	239	196	152	111	100	57	112	68	54	33	22	19	18	48	9	16	24	28	25	3	2	4	4	14	8	3	3	12	1	5	4	4	3	2	0	2	0	1	0	2	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	6526	2386	1548	2268	909	753	417	446	302	436	329	286	191	168	120	161	117	101	54	35	34	41	90	32	36	40	40	29	8	13	12	17	14	16	8	7	16	6	8	6	6	7	3	2	4	0	2	1	5	2	1	2	6	0	0	0	1	2	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0
0.03	south25_active	80	3402	1158	712	1407	462	444	200	219	137	276	201	160	106	95	65	111	77	63	33	12	17	21	52	12	23	26	23	16	4	4	7	4	12	11	4	5	11	2	8	4	5	4	1	0	1	0	1	0	3	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6631	2447	1558	2221	865	774	420	459	283	417	315	316	197	180	116	149	123	107	60	37	37	32	99	28	38	45	45	24	9	11	10	21	14	25	10	7	7	5	12	5	4	6	3	2	5	1	2	0	2	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0
0.03	south26_active	80	3500	1196	730	1332	449	445	200	219	127	272	196	188	112	100	63	89	74	67	39	18	20	16	60	11	24	34	27	9	5	5	6	8	9	20	6	5	2	3	11	4	4	4	0	0	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6618	2517	1524	2195	848	758	417	496	272	448	337	316	193	175	120	140	127	99	67	34	36	32	97	32	45	44	34	25	15	15	13	24	12	29	8	6	7	5	14	3	2	3	2	1	4	2	2	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	3489	1192	726	1309	450	431	188	245	120	298	208	188	106	99	64	77	76	64	37	18	20	15	66	13	29	25	20	9	9	7	8	12	7	22	5	4	4	2	13	2	2	2	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	6635	2552	1489	2142	898	768	410	501	262	418	335	305	194	175	111	127	129	89	76	45	41	32	118	29	45	52	33	31	15	11	10	21	13	24	7	8	8	4	13	4	4	2	2	2	3	2	1	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	south28_active	80	3490	1194	706	1274	482	431	176	260	109	267	209	201	111	98	58	70	74	57	45	27	20	17	78	14	27	35	22	19	9	4	5	15	7	14	4	5	3	2	11	2	4	1	0	2	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south29_all	80	6608	2560	1492	2065	917	729	424	485	249	383	345	269	180	181	115	155	117	72	71	47	40	39	83	29	45	61	39	33	13	8	10	19	12	20	6	8	16	3	10	5	5	6	1	3	1	1	0	3	2	2	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1
0.03	south29_active	80	3463	1191	701	1249	499	393	190	252	91	232	202	171	99	102	59	99	65	41	34	29	20	19	48	15	28	45	26	21	5	4	5	12	5	11	2	4	8	1	8	2	5	3	0	2	0	1	0	2	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
0.03	south30_all	80	6657	2540	1520	2084	927	743	418	456	242	343	366	250	184	184	121	165	109	80	73	50	34	39	92	29	36	70	51	31	11	7	11	21	13	18	7	7	21	4	10	10	4	5	2	5	3	0	0	4	2	3	1	1	0	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
0.03	south30_active	80	3439	1224	724	1290	497	413	180	246	74	208	215	159	110	101	69	109	66	38	35	31	16	21	63	12	21	43	31	18	3	4	5	15	8	12	4	5	12	2	6	8	4	2	1	2	3	0	0	3	1	1	1	1	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
0.03	south31_all	80	6502	2544	1598	2273	898	791	438	470	254	345	346	255	193	167	127	190	91	85	66	36	40	33	121	18	32	55	56	34	14	12	12	18	16	33	9	7	13	3	7	9	3	2	2	2	1	12	0	0	2	2	1	2	1	0	0	0	1	1	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_active	80	3453	1234	772	1486	478	434	190	242	104	219	195	137	107	90	67	120	61	41	34	12	21	15	83	3	15	31	33	25	8	6	5	10	9	33	8	4	8	0	4	7	1	0	0	0	1	8	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	6498	2517	1583	2273	893	820	446	480	234	418	354	270	185	160	113	185	84	88	69	32	39	36	86	17	36	48	61	30	10	13	12	17	16	32	8	8	12	3	8	9	10	2	3	3	0	11	0	0	5	2	1	1	1	0	3	0	1	1	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	3411	1195	759	1485	471	472	191	244	105	259	201	146	103	86	60	117	58	38	32	9	23	17	63	8	16	27	39	22	7	8	4	10	7	31	7	4	7	0	4	7	8	0	0	1	0	7	0	0	2	0	1	0	1	0	3	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	6523	2533	1623	2186	869	798	450	466	237	433	334	276	179	167	112	151	87	85	71	31	36	46	65	19	33	52	50	25	21	16	15	15	14	40	8	6	14	3	8	16	11	4	3	2	0	6	0	0	4	3	2	2	1	1	3	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	3457	1203	778	1391	477	474	196	239	121	242	194	173	102	82	62	96	57	47	32	14	24	20	46	10	18	30	34	14	10	9	5	12	6	37	7	3	9	1	5	14	8	2	0	1	0	4	0	0	2	0	2	0	1	1	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	6608	2482	1606	2133	904	770	450	463	260	417	345	272	191	156	131	170	98	94	57	39	32	44	75	18	31	65	46	25	23	15	10	15	10	40	8	9	8	4	6	14	15	5	3	2	0	1	0	1	5	3	2	1	3	1	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	3505	1166	783	1348	498	438	212	239	132	213	213	172	103	84	71	112	57	50	25	19	20	21	50	12	17	37	34	12	10	7	4	12	4	36	5	5	4	2	4	12	10	4	1	1	0	0	0	1	2	0	2	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6685	2423	1602	2150	937	747	455	424	276	397	339	266	195	170	137	150	110	102	60	42	36	29	103	18	28	64	40	26	25	12	14	13	9	20	8	8	17	5	9	17	9	6	2	7	0	3	0	1	2	1	1	1	3	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	3562	1120	751	1348	504	398	224	232	132	211	213	170	104	96	79	99	61	55	34	22	19	12	67	10	17	38	29	15	8	5	5	11	3	17	5	5	10	3	4	15	5	4	1	5	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6801	2333	1550	2238	931	780	423	445	277	388	336	262	205	166	138	157	109	104	60	40	50	26	106	20	26	65	41	27	19	16	10	12	11	26	10	5	15	4	10	14	7	5	4	7	0	5	0	1	1	1	1	1	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	3616	1085	742	1412	497	411	203	259	116	210	196	162	116	95	82	105	57	58	35	18	25	13	74	11	17	35	28	20	4	7	4	8	6	19	6	3	10	3	5	8	4	2	2	5	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_all	80	6748	2383	1529	2287	918	814	394	424	276	414	340	269	197	166	129	147	108	102	66	45	54	22	113	16	24	55	36	34	20	10	12	16	13	29	8	7	19	3	6	14	5	3	3	10	0	6	1	2	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south37_active	80	3542	1101	725	1434	467	437	176	237	116	250	202	154	114	93	76	92	55	65	37	15	28	11	79	8	16	25	21	23	12	6	7	8	7	16	6	3	13	3	2	8	3	0	1	7	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south38_all	80	6700	2410	1551	2329	857	826	413	418	255	445	344	259	196	159	119	146	94	98	71	48	51	26	96	24	18	47	34	36	17	9	10	21	15	28	6	10	10	3	3	14	3	2	4	9	1	8	1	1	2	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south38_active	80	3496	1141	736	1464	443	465	183	220	109	284	190	147	116	86	68	95	48	63	36	18	25	12	68	10	11	25	20	24	13	6	5	12	9	16	5	4	5	1	2	9	0	0	2	6	0	5	0	0	2	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south39_all	80	6554	2462	1554	2187	844	787	422	401	269	444	338	251	183	171	115	140	99	98	69	51	42	29	77	31	14	53	33	35	18	9	12	24	12	33	6	13	12	5	2	7	5	2	1	3	1	6	1	2	2	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	3455	1129	736	1337	424	460	184	209	124	280	196	153	105	88	64	90	49	62	30	17	16	13	40	10	9	30	19	22	12	6	7	15	6	24	4	6	4	2	2	5	2	0	1	2	0	6	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
