label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85
0.03	south35_all	80	31626	13481	8282	5934	6991	2970	2500	2226	1532	1169	954	943	666	1048	930	718	470	278	345	269	162	197	193	86	118	101	141	59	74	45	29	49	28	37	36	18	16	18	29	3	11	15	7	15	2	5	4	3	10	1	1	5	2	2	4	7	8	5	3	0	0	7	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	south35_active	80	11876	2865	2469	2650	5349	736	1276	1339	722	425	373	591	169	876	738	549	338	72	261	183	45	130	153	23	69	67	119	23	46	19	6	39	12	30	27	9	8	10	17	1	3	5	3	13	0	1	1	1	4	0	0	3	1	1	0	7	7	3	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	31395	13477	8227	5983	6859	2999	2545	2270	1577	1192	968	942	685	1052	859	678	459	261	359	260	148	208	231	82	116	97	123	58	75	37	37	66	34	39	40	15	21	21	20	12	14	16	7	9	2	5	3	5	9	1	1	1	2	3	2	4	8	2	3	0	0	7	3	0	3	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	south36_active	80	11691	2885	2434	2638	5304	790	1323	1353	730	409	369	569	164	866	689	533	330	73	274	171	34	142	188	26	60	66	98	21	47	16	7	55	11	29	29	4	11	15	11	8	5	4	2	7	0	1	1	2	4	0	0	1	1	1	0	3	7	0	0	0	0	6	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	31551	13512	8243	6068	6994	2986	2550	2263	1591	1191	976	941	649	995	859	649	466	261	391	258	148	188	233	95	118	100	132	56	67	49	33	74	38	49	35	20	23	22	16	17	14	15	13	6	2	2	4	4	8	1	2	2	1	2	1	4	8	0	3	0	4	0	3	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	11811	2902	2433	2716	5428	822	1357	1334	722	388	375	574	140	810	697	518	329	76	319	171	30	126	195	34	65	74	103	21	45	22	8	58	15	39	23	7	11	17	7	10	6	5	4	4	0	1	3	1	4	0	0	2	1	1	0	3	7	0	0	0	4	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	31435	13438	8086	6166	6899	2939	2612	2241	1576	1213	1019	902	621	1017	883	668	500	271	411	263	149	189	226	94	127	101	124	46	63	49	36	87	35	39	21	22	28	12	13	20	13	16	12	5	2	2	3	4	7	2	2	2	2	2	0	1	1	0	0	0	5	0	3	3	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	11810	2837	2358	2811	5370	840	1380	1319	704	360	377	522	143	845	707	521	365	75	340	168	26	123	190	32	67	73	95	14	38	25	9	65	14	30	12	7	13	12	6	13	7	4	3	3	0	1	2	2	0	0	0	2	1	0	0	0	0	0	0	0	4	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	31368	13441	8088	6168	6837	2961	2573	2191	1547	1191	1017	927	601	1007	894	678	531	269	432	282	140	169	203	94	143	101	148	51	61	48	37	83	41	36	19	22	27	8	17	16	7	14	13	5	3	3	3	6	8	4	3	3	4	4	0	0	1	1	1	0	5	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	11794	2833	2365	2863	5297	836	1327	1320	670	345	372	545	138	831	728	531	371	75	356	177	27	103	172	28	84	61	122	12	39	21	15	62	16	22	12	7	12	7	10	10	6	3	5	3	2	2	2	2	0	0	1	2	3	1	0	0	0	1	0	0	4	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	31280	13367	8080	6049	6748	2985	2513	2183	1539	1219	1008	966	611	1051	904	726	482	258	428	290	154	151	202	96	133	106	144	62	65	44	35	79	39	31	23	22	28	10	12	11	7	12	10	6	4	2	5	6	6	6	9	2	4	4	0	1	1	2	1	2	1	2	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	11760	2804	2391	2844	5228	832	1268	1296	679	373	368	559	142	867	751	567	336	71	339	187	35	85	163	29	75	59	121	15	39	18	16	62	12	16	13	9	11	6	9	5	6	1	5	2	4	1	2	3	0	0	9	1	3	1	0	1	0	2	0	1	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
