label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36
0.03	north8_all	80	4414	2484	1300	1338	511	339	212	145	113	100	56	58	65	28	15	11	10	20	7	2	19	2	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0
0.03	north8_active	80	2070	1388	725	910	281	193	113	85	66	59	27	34	36	12	7	5	6	17	4	1	9	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	4421	2436	1272	1351	469	329	199	164	122	105	55	68	67	30	14	8	12	21	9	3	17	1	6	3	2	2	0	0	2	0	0	0	0	1	0	0	0
0.03	north9_active	80	2097	1351	718	905	254	184	113	98	79	56	30	47	32	14	7	5	7	19	6	1	7	0	5	2	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	4379	2327	1339	1358	454	312	201	174	136	116	58	68	71	20	13	8	9	19	8	8	10	1	6	3	1	0	0	0	2	1	0	0	0	1	0	0	0
0.03	north10_active	80	2081	1306	754	863	238	167	115	106	88	61	36	47	37	7	8	4	3	17	5	5	2	1	3	2	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north11_all	80	4549	2415	1280	1411	430	328	255	159	147	91	62	72	84	27	16	11	6	11	7	3	6	6	6	1	5	2	1	1	0	0	0	0	0	2	0	0	0
0.03	north11_active	80	2160	1377	716	846	233	178	145	93	93	48	26	40	54	15	7	6	2	6	4	2	4	3	5	1	2	1	1	1	0	0	0	0	0	2	0	0	0
0.03	north12_all	80	4443	2474	1298	1400	430	347	230	176	142	108	61	57	92	28	13	13	8	10	8	2	4	4	4	1	4	3	1	0	1	0	0	0	0	2	0	0	0
0.03	north12_active	80	2112	1425	697	866	229	187	136	98	86	61	26	41	63	15	6	9	2	7	4	2	3	3	3	0	1	1	1	0	0	0	0	0	0	2	0	0	0
0.03	north13_all	80	4419	2488	1289	1348	470	339	214	159	146	111	53	59	81	28	13	10	8	9	7	3	5	5	5	1	1	3	1	0	2	0	0	0	0	0	0	0	0
0.03	north13_active	80	2132	1420	705	840	265	176	120	84	87	63	26	41	47	12	6	9	2	4	3	3	2	4	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	4393	2558	1301	1370	460	335	219	145	126	110	46	59	69	24	9	9	9	8	6	2	5	2	3	2	1	2	0	0	2	0	0	0	0	0	0	0	0
0.03	north14_active	80	2068	1462	693	894	262	174	120	70	79	64	21	44	44	13	5	7	3	4	1	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	4344	2517	1260	1357	463	331	225	144	131	97	48	50	71	28	10	9	9	7	7	4	5	2	3	8	2	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	2059	1441	681	894	258	173	121	73	82	58	23	37	43	14	7	5	4	3	1	3	1	2	1	6	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	4437	2530	1217	1343	429	355	227	160	113	93	59	61	75	31	11	11	9	13	7	5	2	2	2	8	2	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_active	80	2105	1470	687	889	229	191	122	87	73	49	30	42	45	18	6	6	5	6	2	4	0	2	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	4501	2408	1189	1374	432	349	210	180	123	100	55	73	95	34	19	10	16	10	9	5	2	0	3	9	1	2	1	0	0	1	1	0	1	0	1	0	0
0.03	north17_active	80	2166	1373	680	889	218	182	110	104	75	53	32	48	65	17	9	4	10	5	2	4	0	0	2	6	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_all	80	4557	2426	1197	1372	438	320	214	196	114	100	61	86	92	33	20	9	16	16	8	5	1	1	3	4	1	1	1	0	1	1	1	0	4	0	1	0	3
0.03	north18_active	80	2211	1364	674	869	214	180	110	110	59	52	34	57	63	15	11	4	10	11	6	4	0	0	1	2	0	1	0	0	1	0	1	0	3	0	0	0	3
0.03	north19_all	80	4473	2406	1273	1368	454	314	236	173	123	109	62	82	86	32	23	10	14	14	9	3	3	2	3	3	2	1	1	0	1	1	1	0	3	0	1	0	3
0.03	north19_active	80	2169	1352	712	848	224	174	122	89	64	59	34	57	59	11	12	7	8	11	7	2	2	1	2	2	2	1	0	0	1	0	1	0	3	0	0	0	3
0.03	north20_all	80	4516	2439	1329	1303	483	320	240	159	126	110	58	68	85	25	15	9	12	18	8	5	4	3	4	4	5	0	0	0	1	1	1	0	3	0	0	0	3
0.03	north20_active	80	2178	1384	756	787	242	181	118	84	66	67	32	51	56	10	10	7	6	14	5	4	3	1	2	3	3	0	0	0	1	0	0	0	3	0	0	0	3
0.03	south21_all	80	8962	2208	2071	888	367	315	205	168	75	127	48	38	25	34	14	12	17	24	7	5	2	7	2	1	0	2	1	1	0	0	1	1	0	0	0	0	0
0.03	south21_active	80	5516	1185	1324	526	171	184	99	99	34	81	22	25	14	16	9	6	6	8	2	3	1	6	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	8958	2219	2103	907	373	293	199	179	90	117	50	41	19	31	15	9	20	29	10	5	4	7	3	0	0	1	1	1	0	0	1	1	0	0	0	0	0
0.03	south22_active	80	5542	1179	1362	534	178	165	89	97	46	69	29	24	11	12	10	4	10	19	5	3	3	7	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	8975	2156	2073	863	368	291	200	185	99	97	46	41	15	30	15	12	21	32	10	7	4	12	2	1	0	0	1	2	1	0	2	1	0	0	0	0	0
0.03	south23_active	80	5614	1125	1338	521	180	160	87	101	50	51	25	27	10	13	11	6	12	24	5	4	3	12	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	9077	2109	2082	860	356	298	188	189	83	107	42	39	17	29	17	10	29	35	11	5	11	15	1	1	0	1	2	3	1	0	2	0	0	0	0	1	0
0.03	south24_active	80	5792	1097	1326	517	171	155	86	112	43	56	24	26	6	15	11	3	19	22	7	3	7	14	1	1	0	0	2	1	0	0	1	0	0	0	0	1	0
0.03	south25_all	80	9560	2193	2276	883	353	318	201	190	95	117	40	44	21	31	19	12	30	23	7	4	9	19	0	1	0	2	2	2	1	0	1	0	0	0	0	1	0
0.03	south25_active	80	6129	1170	1431	528	157	171	100	117	56	56	19	27	9	19	12	3	22	9	4	3	6	16	0	1	0	1	2	0	0	0	1	0	0	0	0	1	0
0.03	south26_all	80	10021	2222	2518	942	342	346	200	206	95	126	31	40	26	32	20	13	32	18	6	5	9	8	1	0	2	2	2	1	2	0	0	0	0	0	0	1	0
0.03	south26_active	80	6472	1208	1590	559	155	188	109	124	56	60	15	28	11	20	11	2	19	2	3	4	6	5	1	0	2	1	2	0	2	0	0	0	0	0	0	1	0
0.03	south27_all	80	10840	2307	2777	995	334	343	209	217	100	142	34	50	28	28	19	15	36	13	6	3	7	9	1	0	2	2	1	0	2	1	0	0	0	0	0	0	0
0.03	south27_active	80	7015	1281	1793	620	150	205	117	122	62	66	13	33	13	16	13	4	24	2	3	2	6	5	1	0	2	1	1	0	2	1	0	0	0	0	0	0	0
0.03	south28_all	80	11151	2404	2818	1041	323	350	216	208	92	154	32	43	34	23	18	19	22	13	4	3	1	5	2	3	3	0	1	0	2	1	0	0	1	0	0	0	0
0.03	south28_active	80	7261	1309	1819	645	152	199	122	114	49	79	11	29	21	11	10	6	12	3	2	2	1	3	1	3	2	0	1	0	2	1	0	0	1	0	0	0	0
0.03	south29_all	80	11179	2491	2798	1091	337	314	235	202	84	156	43	38	36	18	17	14	16	16	3	4	2	2	2	3	2	1	0	0	3	1	0	0	1	0	0	0	0
0.03	south29_active	80	7350	1385	1808	712	158	184	128	114	38	81	15	22	22	7	10	7	9	8	2	2	2	1	1	3	1	0	0	0	2	1	0	0	1	0	0	0	0
0.03	south30_all	80	11087	2485	2826	1108	358	336	231	191	87	146	44	34	39	18	14	14	20	12	5	5	6	6	4	4	1	1	0	0	1	1	0	0	1	0	0	0	1
0.03	south30_active	80	7242	1354	1826	711	168	196	134	113	43	87	19	17	21	8	7	6	16	7	4	3	5	4	2	3	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south31_all	80	9039	2201	2131	882	351	308	190	122	88	111	42	38	17	21	17	12	25	31	1	2	4	4	1	1	2	0	1	1	1	1	0	1	0	0	0	0	0
0.03	south31_active	80	5570	1154	1275	520	169	163	90	62	37	71	13	16	4	13	7	9	18	15	1	1	2	1	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0
0.03	south32_all	80	8974	2147	2073	880	364	309	166	134	71	102	42	32	28	20	21	11	29	19	4	3	2	3	1	1	2	0	1	1	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	5576	1115	1263	495	174	172	83	69	27	59	15	14	11	11	9	10	20	14	2	2	0	3	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south33_all	80	8990	2203	2049	929	387	323	174	158	77	94	43	36	31	23	21	14	26	23	8	4	3	3	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south33_active	80	5665	1165	1271	526	188	169	91	81	32	54	18	21	16	10	9	10	17	18	5	3	1	3	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south34_all	80	9027	2173	2060	891	397	322	180	137	81	94	39	42	36	23	17	12	22	10	10	5	3	3	3	0	3	0	0	1	1	2	0	0	0	0	0	0	0
0.03	south34_active	80	5689	1128	1286	525	196	189	91	65	31	52	19	25	22	10	9	7	13	6	7	3	2	2	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south35_all	80	8893	2197	2043	869	403	302	178	142	95	89	38	43	32	23	19	13	25	14	10	5	5	2	2	0	2	0	0	2	1	2	0	0	0	0	0	0	0
0.03	south35_active	80	5552	1118	1252	530	197	175	93	67	36	48	21	25	21	9	9	7	18	7	7	2	3	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south36_all	80	8998	2203	2072	858	391	306	180	145	94	83	37	38	29	24	14	14	17	11	8	7	5	2	2	1	3	0	1	2	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	5599	1112	1250	530	187	174	93	73	39	43	20	19	20	9	8	8	14	6	5	0	3	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	9383	2238	2261	894	387	303	169	166	103	95	36	38	28	23	21	15	22	16	8	7	5	4	2	2	2	1	1	1	3	0	0	0	0	0	0	0	0
0.03	south37_active	80	5918	1174	1424	535	167	166	82	86	40	50	21	22	18	9	11	10	14	7	5	0	2	4	1	1	1	1	1	0	3	0	0	0	0	0	0	0	0
0.03	south38_all	80	10133	2363	2460	1013	365	346	194	186	99	103	38	34	38	23	19	16	21	23	7	10	4	5	0	2	2	2	1	1	3	0	0	0	0	0	0	0	0
0.03	south38_active	80	6490	1288	1601	595	155	176	99	100	44	49	22	20	24	12	10	10	12	16	3	2	2	4	0	1	1	2	1	0	3	0	0	0	0	0	0	0	0
0.03	south39_all	80	10842	2395	2589	1023	345	347	193	199	95	118	41	39	40	25	23	13	18	26	10	9	5	5	3	2	2	2	1	0	3	0	0	0	0	0	0	0	0
0.03	south39_active	80	6988	1335	1671	583	152	176	99	114	44	63	27	22	24	14	15	7	9	15	6	3	3	4	1	0	1	2	1	0	3	0	0	0	0	0	0	0	0
0.03	south40_all	80	10931	2505	2593	1084	320	355	198	181	85	114	40	32	41	20	16	11	14	35	14	7	7	3	3	1	1	1	0	0	3	0	0	1	0	0	0	0	0
0.03	south40_active	80	6945	1425	1636	646	143	184	99	105	38	60	25	16	24	12	10	5	11	18	7	3	5	2	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0
