label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149
0.03	north6_all	80	26084	20393	17338	7022	4374	6988	6142	2517	2130	2026	1468	2222	2411	964	844	738	1435	1122	561	975	434	831	306	338	543	360	230	258	226	405	239	216	197	120	135	165	112	86	94	72	90	86	56	65	83	55	52	49	40	74	31	26	37	32	13	31	63	47	37	12	24	19	15	11	10	13	13	18	12	17	7	7	6	9	6	7	2	6	3	7	4	3	2	5	4	5	1	1	1	3	1	2	3	1	3	1	1	3	10	1	1	2	2	0	0	0	2	1	0	0	7	0	0	0	0	3	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_active	80	8284	15284	14637	4169	1742	5807	5285	1168	1181	1208	452	1714	2060	236	236	316	1200	909	273	793	244	709	95	135	415	253	73	162	114	350	145	129	127	38	51	126	33	29	49	17	45	54	16	39	62	29	23	26	10	58	10	15	14	5	6	15	54	43	31	4	10	13	14	6	5	8	9	10	6	11	3	4	1	6	0	5	0	3	1	3	0	3	1	3	2	4	0	0	0	1	0	0	2	1	2	1	0	1	9	1	1	2	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_all	80	25926	19232	16339	6685	4276	6601	5575	2374	2090	1934	1422	2048	2256	980	849	738	1233	1075	540	923	419	800	299	316	503	338	219	271	215	373	220	215	171	137	130	144	109	92	96	75	80	88	65	70	60	65	54	49	45	67	36	23	38	29	14	27	43	36	25	14	24	9	15	13	5	15	10	19	11	16	8	7	8	7	6	5	2	4	3	5	3	2	2	4	2	3	2	1	2	3	1	2	1	0	2	1	1	2	11	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	3	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north7_active	80	7729	13819	13573	3771	1592	5382	4673	1028	1100	1059	406	1501	1876	245	224	281	983	856	232	746	214	666	88	120	375	234	67	161	100	310	128	117	113	36	49	105	31	31	50	16	37	52	17	38	36	25	22	24	9	47	11	13	14	9	7	12	32	32	18	2	8	5	11	6	2	10	6	11	5	11	2	4	3	6	1	4	0	1	1	1	0	2	1	2	1	2	1	0	0	1	0	0	1	0	1	1	0	1	10	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_all	80	25824	18243	14785	6516	4200	6234	5011	2368	2054	1916	1380	1912	2000	951	841	755	1116	1004	520	843	409	692	316	300	468	337	225	278	215	343	185	222	160	136	133	159	102	86	82	79	80	82	66	75	72	52	53	43	39	52	39	20	36	29	17	21	34	33	22	12	19	8	12	11	13	14	10	9	9	10	10	5	9	5	9	4	3	4	5	3	2	13	3	4	4	3	3	3	2	5	1	3	1	3	2	1	0	1	3	1	1	1	0	0	2	1	0	0	0	0	0	1	0	0	0	3	1	0	0	2	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north8_active	80	7119	12641	11943	3478	1421	4909	4054	982	1013	1000	354	1384	1613	242	206	267	867	780	203	666	192	550	90	105	333	234	63	157	92	281	89	120	94	29	48	114	26	25	39	18	33	43	23	43	43	16	24	13	8	34	16	10	17	11	7	12	20	26	16	2	5	3	6	4	7	9	3	5	4	5	2	3	3	3	4	4	0	1	3	1	0	12	1	1	1	3	1	2	0	1	0	0	0	3	1	1	0	1	3	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_all	80	25995	18826	15311	6672	4313	6422	5016	2386	2147	1933	1405	1924	1905	916	852	761	1129	1075	543	924	451	705	335	315	507	338	223	260	200	401	189	203	166	138	129	143	94	95	85	75	70	79	69	84	71	65	61	46	29	56	37	31	32	27	18	23	32	27	19	10	15	15	14	13	17	16	14	7	5	6	15	17	13	4	9	4	5	3	5	3	1	15	3	3	4	1	3	4	3	2	0	3	4	5	1	1	0	1	2	2	1	0	0	0	2	3	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north9_active	80	7561	13335	12517	3671	1561	5139	4087	1014	1103	1061	371	1427	1539	225	225	289	897	849	222	771	223	559	93	104	371	240	62	155	83	343	97	118	100	25	42	103	21	32	46	18	24	40	24	52	46	23	30	19	6	33	23	17	15	12	8	12	22	19	16	1	6	10	5	7	10	11	4	4	4	2	3	13	3	2	4	4	4	0	2	1	0	12	2	1	1	1	1	2	1	0	0	0	2	4	0	1	0	1	2	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	26079	20051	16526	6970	4333	6611	5355	2419	2242	2018	1437	2148	2048	894	846	757	1169	1091	586	970	471	783	363	341	516	386	242	230	222	361	169	223	179	137	123	136	102	93	91	78	85	77	63	81	78	64	60	47	29	51	39	34	37	24	16	25	35	41	21	12	10	21	14	12	21	15	18	4	10	5	13	17	11	4	9	4	6	3	6	4	1	14	4	3	7	4	1	3	3	2	1	1	5	7	0	1	1	1	0	1	1	17	3	1	2	2	2	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north10_active	80	8145	14818	13882	4035	1666	5420	4470	1087	1252	1214	405	1687	1710	210	234	310	961	871	270	830	247	653	113	136	386	272	70	143	99	313	91	142	106	32	39	93	20	38	54	20	44	39	24	55	47	25	29	22	7	36	27	18	14	10	8	11	23	32	19	0	5	15	6	7	11	10	7	2	8	4	3	14	1	1	3	3	4	0	2	0	0	11	1	2	4	4	0	2	2	0	0	0	2	5	0	1	0	1	0	0	0	17	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	26761	21314	18356	7182	4340	7607	6425	2500	2400	2144	1425	2257	2645	879	828	743	1369	1139	576	1041	484	989	379	320	517	420	249	313	209	427	249	230	202	122	122	189	80	92	102	68	71	85	64	91	79	56	49	50	46	73	49	48	37	39	30	22	23	62	36	21	16	27	19	32	8	6	5	16	12	25	11	23	4	9	5	7	8	5	6	5	9	4	7	10	6	4	2	2	3	1	1	0	4	3	0	1	0	1	1	2	1	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	9443	16599	15882	4571	1828	6496	5551	1275	1414	1323	484	1820	2308	165	245	332	1147	975	285	892	263	873	137	128	429	301	79	194	107	374	161	164	145	22	56	150	18	37	68	23	31	47	17	65	56	25	22	23	9	52	29	27	14	14	14	6	13	55	26	4	5	24	15	26	1	3	1	11	10	15	2	22	2	6	2	7	4	1	2	3	3	2	2	5	3	2	2	1	0	0	1	0	4	2	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	26963	21450	18373	7271	4430	7789	6456	2506	2409	2133	1368	2287	2524	884	795	766	1306	1167	565	1018	463	1003	347	311	444	416	263	272	219	411	229	249	202	120	126	187	89	98	112	65	75	87	61	97	76	61	48	48	37	50	48	49	36	40	31	27	30	68	31	20	17	37	24	25	13	10	7	17	11	21	8	18	6	6	11	15	5	3	7	7	11	5	5	6	5	3	2	1	3	2	2	1	3	0	1	0	1	1	0	2	1	0	0	1	2	0	0	0	2	0	1	0	2	1	0	0	1	1	2	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	9475	16679	15812	4568	1845	6637	5544	1291	1424	1315	470	1853	2211	168	220	348	1105	970	264	864	256	885	127	128	345	317	82	167	108	368	155	174	139	31	55	142	25	41	81	19	37	48	17	60	54	32	20	23	5	32	29	29	11	10	15	10	18	62	20	3	4	35	19	18	1	4	1	10	9	9	3	13	3	5	6	12	0	1	3	4	2	4	1	2	2	2	2	0	1	1	1	0	3	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	26965	21457	18719	7316	4480	7851	6434	2537	2366	2145	1343	2348	2574	876	825	794	1284	1136	583	1037	474	929	366	323	440	414	261	251	199	427	212	252	208	119	119	185	82	103	106	69	83	77	56	107	93	67	57	48	41	56	41	49	33	37	36	23	25	71	31	25	16	41	17	26	15	9	10	13	14	20	12	18	6	5	12	14	6	3	8	7	12	4	4	4	4	1	1	0	5	3	2	1	5	0	1	0	1	2	0	2	1	0	3	0	2	2	0	0	2	0	1	0	2	1	1	0	1	1	2	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	9438	16784	16162	4674	1873	6708	5543	1307	1396	1321	452	1885	2236	189	255	338	1075	925	284	876	260	803	133	138	338	321	78	158	98	375	134	170	143	32	48	142	25	43	72	13	39	43	11	71	79	38	33	26	7	36	24	34	8	10	17	10	14	65	20	3	3	36	12	20	3	5	3	6	12	8	5	13	5	5	7	11	1	0	4	3	4	3	0	2	2	1	1	0	1	1	1	0	4	0	1	0	0	1	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	26924	21423	18205	7302	4558	7753	6211	2546	2337	2165	1351	2272	2573	930	806	839	1384	1092	574	1002	480	1048	372	352	456	406	266	260	207	375	200	270	211	119	124	182	92	105	108	66	86	75	54	90	91	68	57	47	41	49	34	42	30	35	35	23	28	64	37	30	14	44	20	21	15	13	12	10	16	19	11	19	8	7	12	14	6	4	10	9	10	7	5	3	4	1	2	0	6	2	1	1	4	1	1	1	3	3	0	0	1	1	3	0	0	2	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	9329	16742	15664	4580	1915	6622	5347	1309	1414	1331	457	1788	2233	206	248	359	1171	899	295	825	249	912	121	166	349	303	78	163	104	321	121	183	136	38	52	137	29	47	72	15	38	38	11	57	78	41	32	24	8	28	15	27	8	4	17	10	17	59	28	3	2	41	15	16	4	10	4	6	13	7	3	13	4	4	6	10	1	0	5	2	4	6	2	1	2	0	1	0	1	1	0	0	3	1	1	1	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	26663	20445	17254	7081	4459	7141	5721	2518	2178	2037	1377	2187	2523	933	788	836	1347	955	553	906	478	923	378	370	471	420	270	250	205	397	191	246	194	127	110	171	85	96	93	73	85	64	53	77	92	70	55	46	41	54	35	35	29	27	31	19	24	66	48	32	15	31	16	19	10	12	11	12	14	12	14	19	9	7	13	5	5	5	5	7	5	5	4	2	2	1	1	1	3	1	1	1	3	1	1	1	2	4	1	1	0	1	3	0	0	4	0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	8699	15591	14631	4246	1812	6026	4841	1229	1256	1208	436	1705	2167	239	237	343	1118	757	276	746	233	792	108	159	348	289	71	148	87	337	108	156	131	45	45	131	24	40	50	13	35	26	12	56	75	42	26	25	8	34	16	21	5	4	12	7	11	61	35	5	2	26	11	14	3	10	4	9	11	6	3	17	3	2	7	2	1	0	3	1	3	4	2	1	0	0	0	1	0	0	1	0	2	1	1	1	0	1	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	26163	19233	15918	6757	4438	6649	5525	2430	2162	1996	1341	2022	2361	930	803	793	1342	969	558	879	461	870	348	359	459	409	264	257	194	388	195	235	180	138	127	158	103	97	98	81	74	65	49	75	66	66	42	50	41	44	32	25	26	22	26	17	26	44	45	29	13	28	18	18	5	11	13	16	13	8	10	18	9	7	10	8	7	5	5	7	2	6	5	2	4	2	2	1	2	4	4	1	2	4	5	1	2	4	2	1	1	5	2	0	0	2	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	7941	14161	13219	3862	1676	5487	4585	1098	1178	1149	402	1529	1997	253	224	326	1095	765	255	730	239	741	96	141	337	270	59	151	86	321	114	143	110	39	56	109	24	37	47	16	32	29	10	46	41	40	17	26	8	28	13	10	6	6	9	5	10	39	34	7	3	22	12	13	2	9	3	10	11	4	1	14	2	1	6	5	1	0	2	1	1	4	2	1	1	1	0	1	0	2	4	0	1	4	5	1	0	1	2	0	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	25887	17955	14936	6528	4368	6253	5138	2383	2087	1923	1361	2001	2095	922	815	805	1141	881	548	829	444	767	338	325	478	383	254	262	218	324	183	203	179	120	127	145	114	92	92	80	64	76	49	70	80	58	39	51	34	43	25	24	28	24	25	18	26	45	38	28	16	28	26	21	10	13	10	13	10	5	8	18	12	9	8	11	8	4	3	5	4	5	4	2	9	1	2	1	2	3	5	4	0	3	6	0	0	3	3	1	2	4	1	1	1	2	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	7207	12705	12236	3543	1518	5004	4134	977	1061	1094	380	1500	1737	271	200	333	905	663	218	684	222	636	92	105	354	239	52	147	97	251	97	119	113	29	51	99	23	25	31	17	29	41	10	37	51	32	13	29	5	31	10	11	8	9	8	6	12	40	25	10	4	21	20	15	1	8	1	6	3	0	0	13	3	2	4	7	1	0	1	3	1	2	2	1	2	1	0	1	1	2	4	1	0	3	5	0	0	0	3	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north18_all	80	25859	17758	14582	6492	4328	6126	5111	2370	2138	1894	1433	2018	1936	919	832	754	1119	862	570	882	459	718	326	316	450	364	248	268	207	330	194	197	185	128	128	140	124	82	94	83	64	78	59	66	85	53	37	48	36	54	30	27	28	25	24	16	31	49	24	24	17	28	30	21	9	14	14	10	14	3	4	14	10	10	8	10	10	4	4	4	5	7	6	2	8	1	2	2	2	3	7	5	1	3	7	3	0	1	2	1	2	4	1	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	7027	12303	11925	3499	1448	4871	4068	941	1042	1065	360	1530	1566	257	207	281	886	631	243	723	234	590	80	100	341	212	61	154	93	252	105	122	114	29	43	95	25	19	36	20	29	43	16	33	59	30	20	25	5	36	18	14	10	10	7	6	16	41	18	9	4	20	19	15	1	6	1	3	7	0	0	9	4	3	3	7	1	1	1	3	1	4	0	2	2	1	0	0	1	2	6	2	1	3	5	3	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	26109	19152	15733	6736	4375	6350	5624	2372	2153	1986	1495	2111	2086	919	860	756	1249	932	591	964	465	780	333	297	497	382	261	266	213	351	209	206	194	118	123	129	118	90	98	78	64	93	63	60	95	56	49	44	38	70	43	24	33	27	26	15	40	58	54	24	22	19	35	18	13	14	17	11	14	10	4	12	11	14	7	13	6	5	3	6	6	5	4	2	8	1	2	2	2	1	3	4	1	0	7	4	1	1	1	1	1	5	1	1	2	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
0.03	north19_active	80	7693	13785	13134	3819	1569	5144	4627	1059	1116	1183	421	1641	1715	230	227	304	1022	716	272	792	244	658	97	99	375	245	71	152	93	277	119	139	123	27	44	87	24	29	45	21	26	57	23	32	74	34	23	20	6	48	27	12	11	9	9	6	26	48	47	10	4	15	22	12	1	6	3	2	8	7	1	7	5	6	2	9	0	4	1	3	3	3	0	2	2	1	0	0	1	0	2	2	1	0	5	4	1	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
