label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191	Otu192
0.03	north6_all	80	943	394	292	234	137	244	124	237	70	70	142	85	41	121	78	53	67	36	42	20	43	34	20	17	21	13	15	24	16	18	10	10	11	15	28	11	20	17	9	7	10	2	10	6	15	6	23	7	9	6	4	12	2	12	6	20	5	5	2	17	3	10	0	1	6	1	3	10	2	2	1	1	3	1	6	9	2	2	1	4	2	0	9	1	4	0	0	2	1	1	0	1	2	0	1	1	4	6	2	10	0	0	1	1	0	1	1	2	2	1	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	3	0	2	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	470	191	141	133	68	145	60	157	29	29	87	45	19	91	35	18	48	19	18	9	30	17	10	11	11	7	10	14	11	7	5	4	5	8	16	5	14	7	3	4	7	1	6	2	6	4	15	5	3	1	3	7	2	9	2	4	2	2	1	17	2	3	0	1	5	0	1	3	2	2	0	1	1	0	5	7	0	2	1	4	0	0	5	1	3	0	0	2	1	0	0	0	1	0	1	1	4	3	0	8	0	0	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_all	80	938	396	290	242	118	222	138	254	73	71	117	80	37	112	65	51	48	44	52	23	32	39	16	23	24	13	13	16	17	17	12	6	13	13	29	15	26	14	11	7	10	4	13	7	10	7	18	8	18	5	5	8	2	12	6	9	4	6	2	14	3	7	0	1	6	1	3	8	2	2	2	2	4	1	5	12	3	0	1	3	2	1	9	0	3	0	0	2	0	1	2	2	2	0	0	1	0	5	1	5	0	0	1	0	0	1	2	3	2	1	3	0	0	2	0	1	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_active	80	451	191	143	134	59	137	70	178	30	30	70	39	14	84	32	25	30	24	27	11	22	23	7	11	13	5	7	8	12	6	5	3	5	8	19	6	18	6	4	5	7	2	9	2	6	6	13	3	11	2	4	5	1	9	2	3	2	2	1	14	2	4	0	1	4	0	0	1	2	2	1	2	1	0	5	8	1	0	0	2	0	1	5	0	2	0	0	1	0	0	0	0	1	0	0	1	0	3	0	3	0	0	1	0	0	0	1	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_all	80	913	381	293	248	124	192	161	238	67	64	109	76	36	105	73	57	66	51	50	19	30	35	14	25	24	18	15	16	17	20	12	7	14	10	24	12	35	11	9	8	6	3	13	11	15	7	11	10	16	5	4	12	4	15	6	10	2	6	3	13	5	6	0	1	6	1	2	5	0	2	2	3	5	0	4	5	2	1	1	5	4	2	13	0	8	0	0	2	0	0	2	2	2	0	3	1	3	3	0	3	0	0	0	1	0	1	2	1	1	1	1	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	436	198	142	126	65	114	87	177	29	29	63	40	15	68	32	28	37	26	30	9	17	18	4	11	14	8	8	8	11	8	5	4	5	5	17	6	19	4	5	6	4	1	7	4	7	6	6	2	11	2	3	9	1	8	2	6	1	2	1	12	3	2	0	1	3	0	0	4	0	2	1	2	1	0	4	1	1	1	0	3	0	1	10	0	2	0	0	1	0	0	0	0	1	0	3	1	3	1	0	2	0	0	0	1	0	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	887	388	274	262	130	177	162	225	71	76	103	77	36	121	73	46	81	57	44	16	27	45	20	28	22	18	15	18	17	20	11	8	9	12	25	14	36	9	10	12	8	4	10	11	11	3	5	9	21	5	5	11	6	17	2	4	0	7	5	5	14	4	3	3	4	1	2	6	0	1	3	4	3	0	1	6	1	1	1	4	3	4	5	0	10	1	0	2	3	0	2	2	1	1	3	1	3	3	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	3	0	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	426	200	131	131	64	109	93	158	31	39	57	40	17	85	36	27	50	31	27	8	15	22	6	15	9	7	6	10	9	10	5	5	4	7	19	8	19	4	4	8	5	1	6	4	5	3	4	0	18	1	4	10	1	10	0	3	0	5	2	3	5	1	2	2	0	0	0	5	0	1	1	3	0	0	1	2	1	1	0	2	0	2	5	0	4	0	0	0	2	0	0	0	0	0	3	1	3	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	876	375	278	247	156	204	153	215	67	76	121	68	46	129	79	55	82	49	29	16	23	37	22	24	22	15	17	15	13	23	11	13	13	12	20	14	26	7	8	11	12	5	4	9	12	6	10	11	17	5	6	14	12	17	2	11	0	5	5	6	14	4	3	3	3	0	2	6	0	0	2	5	2	0	1	8	3	1	0	6	4	4	6	0	11	3	0	2	3	1	0	0	1	1	3	1	3	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	434	174	128	119	79	122	90	137	32	41	66	36	23	94	44	39	51	27	22	7	7	20	8	12	11	8	6	9	7	13	5	4	9	6	12	10	12	3	3	6	7	0	2	4	5	5	9	3	13	0	6	11	4	9	1	11	0	5	2	4	5	0	2	2	1	0	1	5	0	0	0	4	1	0	1	2	2	1	0	3	0	2	6	0	5	2	0	0	2	0	0	0	1	0	3	1	3	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	894	388	285	226	163	208	147	196	53	59	107	67	47	100	60	48	50	38	24	28	25	40	20	20	19	18	16	25	15	15	8	17	14	16	17	11	21	8	9	6	2	6	11	6	14	8	20	3	7	5	8	23	7	5	7	13	5	7	5	5	8	6	2	3	5	4	2	11	2	2	3	6	6	3	4	9	3	0	2	3	2	3	3	0	4	5	3	2	1	2	0	0	3	1	2	0	1	0	0	7	0	1	0	0	1	1	2	0	0	4	1	0	0	0	0	4	0	0	0	0	3	0	4	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	432	160	126	111	72	128	77	139	22	26	56	31	21	59	33	24	22	19	10	14	13	25	13	10	11	6	7	11	10	12	7	9	6	7	6	8	10	6	2	4	1	3	8	2	10	7	16	2	5	2	3	18	3	1	3	9	1	7	5	4	7	4	0	2	3	0	1	4	1	0	1	2	4	2	3	8	1	0	1	0	1	1	2	0	4	5	2	1	0	1	0	0	2	1	1	0	1	0	0	7	0	1	0	0	1	0	2	0	0	4	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	926	398	277	228	171	204	138	181	66	54	118	60	38	99	59	44	56	43	29	22	19	40	16	20	20	22	18	29	18	14	4	15	13	14	24	7	20	6	8	7	6	11	9	10	10	9	24	3	8	6	10	18	7	5	9	13	3	7	2	6	3	4	1	4	5	4	2	4	1	3	3	6	5	1	6	9	2	2	1	3	1	3	4	0	3	3	1	2	1	1	0	0	2	0	2	0	0	0	0	5	0	0	1	0	1	1	1	0	0	2	0	0	0	1	0	4	0	0	0	0	3	0	4	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	442	164	125	112	74	123	76	123	25	24	63	25	16	59	37	23	30	23	12	11	10	24	10	11	10	8	10	14	12	8	4	9	5	6	15	3	10	5	4	6	2	4	9	2	7	8	16	1	6	3	2	14	3	1	4	9	1	7	1	5	2	2	0	2	3	0	0	1	0	0	1	1	3	1	4	8	1	1	1	0	1	1	3	0	3	2	0	1	0	0	0	0	2	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	950	394	275	237	170	210	139	175	70	56	111	58	32	98	69	52	51	38	36	23	20	44	19	21	19	21	16	30	23	19	7	12	13	12	22	8	23	8	9	6	8	9	2	9	7	8	17	5	9	5	7	16	8	4	9	12	2	10	1	6	4	3	1	3	6	5	3	9	2	3	4	6	2	1	2	4	1	2	1	0	1	5	3	0	6	3	1	2	1	0	0	0	2	0	2	2	0	0	0	9	0	0	1	0	1	0	2	0	0	2	0	0	0	1	0	2	2	0	0	0	3	0	4	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	452	173	127	119	76	125	72	129	27	22	67	22	15	64	41	31	31	18	16	13	10	26	10	10	8	8	12	14	13	8	4	8	4	5	15	4	13	6	4	4	3	3	1	2	5	7	9	1	6	2	1	13	3	1	6	8	0	8	0	2	3	1	1	1	4	0	0	2	0	1	1	1	0	1	1	2	0	1	1	0	1	3	2	0	6	2	0	1	0	0	0	0	2	0	1	2	0	0	0	6	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	994	382	272	235	155	225	148	188	72	67	119	61	38	100	65	52	58	47	36	22	36	35	22	17	24	21	24	29	17	21	12	9	12	12	22	11	31	8	8	8	9	8	6	10	7	6	22	7	11	8	10	13	7	2	6	7	2	6	2	6	6	4	1	2	4	3	2	8	3	3	2	3	6	1	2	5	1	2	1	4	0	4	14	0	3	2	0	0	0	0	0	0	1	1	1	2	0	0	0	15	0	0	6	0	1	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north14_active	80	487	158	129	118	68	129	77	131	29	28	73	22	18	74	37	27	42	28	18	10	23	22	10	11	10	11	18	17	9	11	7	5	6	4	15	7	22	5	4	5	3	2	4	5	5	6	9	1	8	4	3	11	4	1	4	7	0	3	0	1	4	2	1	0	2	0	0	2	1	1	0	0	4	1	1	2	0	1	0	0	0	3	13	0	3	1	0	0	0	0	0	0	1	1	1	2	0	0	0	6	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north15_all	80	988	380	279	215	143	239	139	186	71	71	116	66	45	106	69	54	64	47	33	24	45	40	23	19	23	18	22	27	17	28	13	8	7	10	22	15	37	13	10	7	7	7	7	7	7	9	16	8	13	5	6	9	6	2	11	10	2	8	2	8	5	2	4	2	3	2	2	9	5	1	2	3	7	2	3	6	0	3	1	5	0	5	22	1	3	1	0	0	0	0	0	3	1	1	1	2	2	0	0	14	0	0	5	0	0	0	2	2	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north15_active	80	496	166	136	110	70	139	77	123	32	35	78	30	23	77	39	29	46	22	18	12	28	24	10	14	9	7	16	19	10	15	6	3	3	2	16	10	23	5	6	5	3	4	4	7	5	6	4	2	9	3	4	7	3	1	5	7	0	4	0	2	4	1	3	0	3	0	1	2	3	1	0	1	5	2	2	2	0	2	0	1	0	3	21	0	3	0	0	0	0	0	0	0	1	1	1	2	2	0	0	5	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
