label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58
0.03	north18_all	80	38380	19791	9038	5310	3721	3219	1762	3101	1094	1151	1590	1166	528	554	371	280	209	175	105	86	88	84	55	51	36	20	25	12	10	7	7	7	4	2	1	9	1	3	0	1	13	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2
0.03	north18_active	80	18233	12861	3994	1685	1231	1929	453	2634	403	832	1389	1005	348	450	263	181	152	118	26	43	50	74	27	42	10	3	11	3	3	2	1	4	4	2	1	8	1	3	0	0	13	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2
0.03	north19_all	80	39742	21154	9324	5405	3771	3435	1815	3565	1109	1271	1701	1266	545	648	406	286	240	182	110	84	93	100	69	63	36	23	20	13	12	6	6	5	6	4	2	11	5	3	0	0	13	0	0	2	0	0	1	0	0	1	0	2	1	0	0	1	0	0	2
0.03	north19_active	80	20485	14701	4539	1896	1406	2185	405	3124	437	980	1524	1119	386	551	310	196	182	131	32	49	61	90	31	54	7	4	10	3	6	1	1	3	6	2	1	9	4	3	0	0	13	0	0	2	0	0	1	0	0	1	0	2	1	0	0	0	0	0	2
0.03	north20_all	80	39981	21535	9456	5366	3795	3510	1807	3624	1147	1274	1596	1199	543	712	416	349	259	169	106	91	99	88	68	86	44	26	23	12	12	6	4	20	6	3	3	9	5	0	0	0	13	2	0	2	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0
0.03	north20_active	80	20877	15164	4606	1909	1398	2259	391	3226	453	980	1443	1068	393	608	326	256	205	106	29	47	62	72	43	79	10	5	12	3	6	3	1	14	6	1	1	7	3	0	0	0	13	2	0	2	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0
0.03	south21_all	80	33907	31516	12031	6525	3566	2741	2021	2130	1246	847	673	507	932	288	587	494	202	139	120	79	111	48	48	50	23	32	12	23	19	51	5	9	3	7	3	4	0	8	0	4	1	2	1	0	0	2	1	0	0	0	0	1	0	0	0	0	2	0	0
0.03	south21_active	80	9705	26636	8231	3837	1144	1174	934	1524	717	394	328	234	805	78	516	455	153	39	75	15	67	16	25	32	7	11	5	20	16	49	4	7	0	7	0	3	0	6	0	4	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	south22_all	80	34147	31651	11957	6597	3555	2722	1955	2200	1269	865	682	485	905	292	579	501	210	127	125	94	96	57	51	40	32	26	16	23	31	41	5	4	4	8	3	5	1	7	0	4	0	2	0	1	0	3	1	0	0	0	0	1	0	0	0	0	1	0	0
0.03	south22_active	80	9806	26678	8244	3857	1153	1193	851	1558	742	380	331	218	787	85	504	461	155	35	85	21	61	22	29	24	10	12	5	20	27	37	4	2	0	8	0	3	0	5	0	4	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	south23_all	80	34337	31930	11888	6662	3518	2761	1955	2163	1275	859	694	467	995	268	638	518	246	131	127	91	95	72	49	43	39	32	15	27	37	33	8	5	7	12	1	4	3	8	1	7	0	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	9789	27010	8225	3961	1160	1231	880	1515	767	368	331	210	866	73	570	474	181	33	96	21	63	21	28	29	15	18	5	23	33	29	7	1	1	11	0	2	2	6	1	6	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	34288	32327	12063	6522	3548	2778	1982	2084	1191	898	682	475	938	265	644	503	261	125	128	95	97	60	47	50	36	27	13	39	31	22	8	8	8	17	3	4	3	6	5	3	0	0	1	1	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	9693	27335	8445	3773	1170	1242	892	1466	712	394	334	197	835	75	574	460	192	33	91	23	61	17	28	26	11	15	5	33	28	17	6	4	1	16	1	1	2	5	5	2	0	0	1	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	34225	31396	11762	6395	3572	2790	2027	1978	1225	880	707	489	810	263	601	436	261	119	110	89	111	57	36	59	34	28	15	34	21	21	10	7	6	20	3	4	4	3	5	3	0	0	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	9341	26422	8075	3615	1142	1241	887	1377	706	392	336	215	708	65	538	385	194	35	74	18	65	11	18	30	12	12	3	26	18	16	6	3	1	19	2	1	3	2	5	2	0	0	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	34227	29445	11374	6276	3639	2608	2016	1981	1241	925	656	462	743	277	493	388	249	110	114	85	104	44	32	53	28	18	15	31	11	23	11	4	6	17	3	5	5	3	5	0	0	0	2	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	8650	24228	7488	3367	1058	1056	822	1319	700	393	304	188	660	67	423	336	178	35	70	14	57	7	16	28	8	7	3	25	7	19	7	3	2	17	2	2	3	2	5	0	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	34398	27529	10977	6184	3509	2519	1934	1864	1244	879	597	445	767	290	461	370	195	110	96	91	92	46	32	46	31	22	19	15	8	26	14	2	7	10	4	6	3	1	10	0	0	0	2	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south27_active	80	8104	22018	6909	3231	920	931	737	1212	664	354	268	176	667	69	392	305	131	32	60	16	48	9	17	24	9	10	4	12	6	20	7	0	1	9	2	2	1	1	10	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	34217	25839	10589	6185	3543	2468	1856	1758	1231	836	600	434	838	300	432	314	203	106	86	94	74	49	36	33	26	22	23	13	10	20	12	4	7	11	3	5	2	0	9	0	0	2	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south28_active	80	7604	20133	6321	3115	899	878	694	1096	630	297	257	148	724	75	362	266	130	27	57	18	41	6	20	21	7	11	5	12	6	17	8	1	1	10	1	1	0	0	8	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south29_all	80	34010	27601	11091	6213	3534	2561	1939	1789	1264	829	620	452	857	308	555	304	200	110	109	84	89	42	39	38	30	28	25	14	9	12	11	6	5	7	4	3	2	0	9	0	0	2	0	1	1	1	0	0	1	0	0	2	0	1	0	0	0	0	0
0.03	south29_active	80	8191	22034	6999	3329	935	1033	784	1192	705	317	289	165	723	83	478	264	135	24	74	16	58	6	25	21	9	14	5	12	7	9	7	3	0	6	2	0	1	0	8	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	south30_all	80	33934	29458	11460	6359	3716	2636	1947	1899	1307	849	630	453	884	314	603	310	206	108	139	82	94	34	53	47	27	28	28	13	26	9	8	6	6	2	4	2	2	0	3	0	1	2	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0
0.03	south30_active	80	8829	24242	7561	3495	1065	1169	800	1338	791	348	299	186	762	94	533	275	141	22	97	19	64	4	36	23	10	12	2	11	24	7	7	4	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
0.03	south31_all	80	34527	31409	12014	6589	3657	2787	2056	2005	1330	830	710	472	1019	296	712	479	216	109	125	73	69	47	55	47	38	28	11	20	21	7	17	6	3	8	5	1	3	1	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	9620	26396	8274	3870	1170	1270	964	1465	800	377	371	193	911	81	638	429	135	29	87	17	45	20	27	21	17	19	2	14	19	6	12	4	2	7	1	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	34374	31578	11925	6501	3714	2804	2017	2057	1340	859	701	519	1021	286	742	546	230	115	142	77	75	54	54	56	46	21	18	14	23	10	16	5	5	8	4	1	4	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	9611	26595	8177	3877	1162	1239	962	1495	803	403	359	211	918	85	656	496	151	25	101	24	49	19	21	29	26	13	3	10	20	8	11	4	2	6	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	34158	31805	11981	6467	3688	2775	1976	2141	1269	856	699	548	1023	287	691	433	224	113	132	73	86	49	41	55	44	23	18	15	19	10	13	6	5	13	3	2	4	3	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	9655	26878	8217	3821	1174	1224	900	1539	759	392	345	222	911	94	604	381	154	27	93	20	58	16	15	30	26	15	2	12	16	8	10	4	0	11	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	33886	31898	12035	6498	3649	2772	2000	2201	1236	869	713	512	998	298	589	383	236	115	126	70	78	50	39	57	44	25	19	10	16	14	6	5	4	11	4	2	4	3	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	9517	26949	8221	3838	1156	1205	910	1581	737	395	341	217	892	93	501	328	159	30	88	18	48	15	20	32	23	15	1	7	13	12	5	3	0	10	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	33885	32444	11958	6551	3730	2763	1946	2028	1226	842	694	492	997	299	475	380	206	116	107	70	62	45	54	44	36	26	18	20	18	20	4	7	6	8	5	2	1	3	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
0.03	south35_active	80	9569	27414	8231	3846	1184	1266	850	1455	711	380	319	212	891	93	401	323	146	32	65	20	34	17	33	24	18	16	1	17	14	17	1	4	1	7	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south36_all	80	33977	32533	12129	6673	3690	2779	1923	2022	1267	881	701	497	978	287	517	416	203	116	114	73	67	54	54	54	36	23	16	24	25	47	2	11	6	7	4	1	2	2	34	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	south36_active	80	9565	27534	8323	3888	1179	1261	878	1440	757	400	336	225	860	81	451	353	134	35	71	17	39	18	35	31	19	13	1	20	22	44	0	6	2	5	1	0	2	0	34	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south37_all	80	33745	32300	12154	6621	3689	2706	1950	1923	1288	881	642	479	910	286	610	471	191	119	106	81	71	51	59	56	28	22	11	25	32	48	2	11	8	4	4	1	3	4	34	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south37_active	80	9602	27232	8408	3811	1205	1227	893	1359	778	404	316	202	802	78	554	408	133	39	68	16	34	16	37	35	14	14	1	19	30	46	0	4	2	2	0	0	2	2	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south38_all	80	33875	32178	12226	6545	3672	2687	1991	2016	1307	860	631	491	886	273	643	465	215	125	140	87	80	50	57	49	30	25	15	24	19	41	4	12	8	7	2	1	4	4	35	1	2	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south38_active	80	9552	27113	8413	3796	1222	1208	904	1402	804	390	315	199	775	72	573	409	158	43	105	13	46	15	32	33	15	13	2	20	17	40	1	4	2	3	0	0	2	3	35	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	34119	31925	12049	6520	3695	2639	2021	2116	1240	854	622	496	934	278	619	479	212	114	143	91	91	50	59	41	30	31	17	34	14	27	8	13	7	6	5	2	5	8	1	1	1	0	1	1	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0
0.03	south39_active	80	9679	26894	8215	3855	1221	1172	899	1480	771	386	308	206	816	82	559	424	159	39	104	21	53	16	38	29	14	15	4	21	13	26	6	6	0	3	1	0	3	7	1	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	34221	31967	11930	6560	3699	2683	2062	2188	1215	853	686	506	1003	280	554	478	221	116	151	85	76	48	45	32	33	24	22	30	6	19	17	10	5	6	5	3	5	8	4	0	1	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	9633	26978	8214	3896	1216	1226	917	1544	752	395	355	235	873	84	495	419	170	38	107	21	47	17	27	23	11	7	6	20	4	17	10	6	0	2	1	1	3	7	3	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
