label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80
0.03	north6_all	80	30855	13533	7970	6004	3815	6485	5022	3381	1628	1174	1918	715	715	512	402	388	282	433	271	559	230	153	140	123	78	91	55	89	61	38	56	68	30	24	84	24	13	7	14	27	51	17	7	5	21	13	6	5	3	6	4	1	8	8	0	2	1	0	0	0	0	0	0	0	1	1	4	0	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north6_active	80	11218	4216	2216	2909	973	5575	4249	2717	867	251	1607	198	392	116	78	125	62	315	177	504	180	45	70	48	18	58	34	66	35	18	40	59	8	4	79	21	4	3	8	20	46	15	4	1	21	9	2	2	2	4	4	1	6	7	0	1	1	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	30604	13502	7939	6012	3806	6601	4957	3503	1635	1179	1908	703	684	503	410	388	299	391	304	601	230	142	134	117	82	79	67	92	59	47	46	64	32	18	77	31	14	5	14	23	54	21	4	5	7	10	6	5	4	7	0	1	6	8	0	22	2	0	0	1	1	1	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	11089	4173	2188	2879	965	5707	4180	2836	874	251	1615	202	366	124	76	134	57	277	192	546	181	39	63	43	19	47	35	64	34	24	37	52	10	3	67	28	3	1	6	16	52	20	1	1	7	7	2	2	3	4	0	1	6	6	0	21	2	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	30586	13382	7948	6030	3831	6635	4928	3523	1675	1142	1828	731	695	478	406	388	304	380	312	518	243	144	119	124	84	87	91	89	54	52	49	65	33	18	47	39	12	11	11	21	49	19	2	6	6	7	3	3	2	4	1	0	0	7	0	21	3	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	11054	4080	2196	2889	908	5697	4205	2865	899	237	1538	220	372	118	79	142	69	266	196	461	195	35	52	41	16	54	56	67	28	26	41	48	15	2	37	33	2	3	2	16	47	18	0	1	5	7	2	1	2	2	0	0	0	6	0	20	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	30423	13203	7873	6034	3847	6643	4744	3593	1611	1134	1852	722	687	493	439	358	300	380	321	521	250	150	113	123	88	94	98	87	50	49	65	60	28	16	50	32	12	10	16	15	36	14	4	6	3	2	1	4	2	3	7	3	4	1	0	21	3	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	10929	4036	2226	2853	897	5730	4007	2966	868	219	1552	233	385	118	91	126	69	266	180	462	189	42	47	45	17	60	62	66	30	23	57	47	12	4	41	25	2	4	7	8	34	13	3	2	2	0	0	1	2	0	6	3	4	0	0	20	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	29941	13147	7668	5909	3841	6401	4508	3409	1579	1116	1803	725	653	486	434	354	297	389	296	513	245	137	113	119	96	97	91	86	49	41	61	70	31	18	47	34	12	13	14	8	31	18	20	10	7	2	4	3	1	2	8	4	4	3	3	2	1	2	1	2	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	10795	4097	2115	2802	892	5474	3812	2793	838	227	1493	244	372	112	95	129	65	291	178	455	182	36	43	51	20	60	60	65	29	19	54	61	15	5	39	22	4	5	8	4	28	17	19	2	6	0	3	0	1	0	7	3	4	3	3	1	1	1	0	1	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	31409	13700	8289	6218	3946	7090	5098	3515	1655	1126	2036	767	720	536	415	363	296	414	278	613	267	133	126	95	85	126	70	105	49	40	55	52	25	22	61	37	15	9	11	14	24	43	6	9	13	5	4	3	10	0	5	5	1	6	2	2	1	1	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	11250	4297	2324	2968	1003	6122	4302	2897	884	247	1685	254	385	133	80	123	75	306	173	570	212	55	52	39	14	76	40	88	33	10	42	36	7	2	52	27	5	5	6	7	19	39	1	3	11	3	3	1	9	0	4	2	0	4	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	31331	13806	8334	6341	3990	6918	5133	3647	1710	1160	2017	770	747	519	394	371	284	420	291	629	283	129	105	102	82	98	75	116	60	45	64	63	29	22	41	36	18	13	12	15	25	28	11	10	9	4	7	2	8	1	3	6	0	4	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	11260	4313	2339	3050	1005	5974	4327	2981	888	262	1648	251	397	125	77	137	60	320	185	581	221	50	43	40	17	54	39	86	44	14	51	36	9	2	33	28	4	6	7	8	21	24	5	4	7	2	4	0	8	0	2	3	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	31588	13783	8323	6289	3977	6857	5185	3672	1659	1163	1978	780	749	508	391	368	288	416	306	708	284	136	103	109	76	85	81	112	58	38	58	89	29	20	35	42	14	14	12	11	29	29	13	8	6	5	7	1	3	1	3	2	0	2	1	2	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	11287	4326	2274	2908	991	5924	4409	3004	859	283	1601	238	383	108	78	136	63	326	200	658	216	44	43	46	12	55	45	84	45	13	41	59	10	2	29	35	4	6	6	6	26	24	10	5	1	4	5	0	3	0	2	2	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	31695	13955	8318	6287	3894	6972	5070	3606	1720	1190	1992	790	723	517	405	364	299	416	297	720	274	135	119	107	84	86	95	125	62	42	61	104	35	15	41	42	16	11	13	10	26	10	17	7	7	6	6	3	3	2	7	2	1	1	0	0	3	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	11408	4366	2236	2976	982	6061	4288	2934	947	285	1627	250	397	108	73	122	54	331	189	671	205	33	48	51	12	60	58	94	41	14	42	82	14	3	36	36	4	3	5	7	23	7	14	5	2	4	3	0	2	0	7	2	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	31788	14010	8181	6110	3897	7152	5029	3747	1660	1164	1953	799	727	528	399	355	315	445	292	696	241	117	136	108	86	89	101	102	53	43	74	103	34	21	59	40	16	14	15	17	17	14	14	4	6	10	6	5	4	1	7	1	2	0	0	0	3	1	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	11446	4500	2241	2840	970	6196	4252	3077	933	272	1621	248	385	116	84	118	72	339	192	652	175	26	57	52	9	59	61	68	30	12	58	79	15	5	54	34	3	2	6	12	15	9	14	4	1	8	3	1	3	0	7	1	1	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	31547	13953	8161	6123	3949	7310	5038	3603	1680	1148	2096	767	733	507	436	364	316	458	285	578	260	116	129	111	78	89	82	84	69	50	71	82	27	22	57	27	16	16	15	13	27	20	12	5	4	8	6	5	5	1	11	1	4	0	1	4	3	1	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	11477	4400	2301	2931	1002	6317	4208	2908	931	251	1777	240	401	118	95	123	73	338	186	529	183	25	53	48	9	55	47	62	33	14	52	73	10	5	51	19	0	4	8	8	24	16	11	3	3	6	3	1	3	0	11	1	3	0	1	3	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	31395	14017	8073	6184	3985	7117	4885	3610	1719	1138	2107	774	769	509	389	388	304	467	294	550	255	106	118	112	80	103	79	80	60	41	73	59	25	27	51	27	17	15	20	22	32	33	9	9	4	8	4	4	6	2	9	7	5	1	1	4	0	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	11337	4451	2272	2937	1015	6122	4043	2903	962	246	1805	230	412	121	85	137	81	347	196	507	174	27	53	46	14	60	40	54	28	8	61	49	8	5	46	21	1	5	10	17	29	29	8	4	2	7	2	1	4	0	9	7	5	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	31365	14039	8174	6242	3998	6957	4885	3458	1749	1114	2041	803	749	520	409	387	305	455	288	619	264	105	109	111	77	107	80	72	66	32	71	63	22	28	51	20	16	12	20	23	28	32	5	8	4	5	4	2	5	1	10	7	4	1	1	5	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	11325	4340	2250	3073	1024	5970	4026	2768	946	229	1755	232	390	132	93	137	76	332	189	568	180	28	50	48	17	60	43	47	34	8	54	55	5	5	44	12	1	4	9	20	26	31	3	3	3	4	2	1	3	0	10	7	4	1	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	31253	14044	8072	6294	3928	6777	4895	3493	1725	1121	2081	792	757	537	405	373	278	429	276	702	245	96	123	119	79	98	81	75	53	31	93	73	23	29	50	22	10	8	17	21	53	44	12	5	4	4	1	4	4	2	12	8	4	2	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	11218	4468	2258	3109	987	5769	4030	2823	942	228	1786	232	408	135	90	126	73	309	180	657	175	28	54	49	16	53	42	50	31	14	70	64	7	2	43	16	1	4	8	19	52	43	9	2	3	3	1	0	2	1	12	7	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	30712	13769	7937	6144	3814	6670	4649	3431	1617	1066	2003	744	739	531	411	346	279	401	254	803	250	103	115	114	76	87	79	83	56	40	90	81	27	26	60	20	11	10	14	14	40	25	13	4	5	4	0	6	4	2	4	1	1	2	0	2	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	11047	4391	2277	3038	979	5694	3836	2805	867	209	1708	224	404	133	89	112	61	290	162	765	179	30	50	45	17	48	43	64	37	25	70	77	8	2	54	16	2	6	6	11	40	23	11	1	2	3	0	1	2	1	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	31533	13602	8054	5998	3897	7171	5298	3495	1765	1134	1897	739	822	488	441	385	295	391	298	558	243	151	149	114	92	112	87	89	63	38	55	84	25	21	56	33	22	14	19	13	25	16	21	8	4	1	4	2	6	3	2	0	1	1	2	4	3	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	11439	4186	2247	2835	979	6169	4522	2855	968	223	1583	218	454	111	101	126	57	283	193	509	176	40	59	58	15	66	60	71	34	15	37	74	4	3	50	23	6	5	15	7	23	13	16	1	4	0	2	0	5	2	0	0	1	0	2	2	3	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	31681	13681	8107	6006	3839	7480	5444	3349	1728	1123	1780	773	822	511	416	368	305	435	300	553	258	146	132	111	93	106	91	95	68	36	40	94	30	25	65	29	25	13	16	9	27	23	13	11	10	11	3	2	8	4	3	2	1	1	4	4	3	0	1	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	11404	4270	2258	2868	979	6508	4691	2731	939	223	1502	245	472	112	93	128	57	302	186	499	165	41	64	58	14	59	59	74	35	14	26	81	7	3	59	16	9	3	12	5	24	18	9	3	9	9	3	0	7	2	1	1	1	0	4	2	3	0	0	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	31608	13609	8062	6061	3862	7084	5196	3232	1726	1105	1690	737	796	501	398	362	304	417	286	541	277	148	126	104	86	104	83	93	67	46	47	93	31	26	82	27	23	8	13	15	17	24	4	10	10	10	5	4	7	3	4	2	0	0	4	3	3	0	2	1	0	0	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	11244	4178	2240	2899	954	6106	4445	2587	923	232	1397	235	457	96	90	124	55	288	169	489	175	42	67	52	9	59	56	73	30	15	29	80	5	3	76	13	8	3	6	10	13	21	2	4	9	9	3	1	7	1	1	1	0	0	4	2	3	0	0	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	31366	13674	8109	5888	3829	6745	4873	3078	1649	1110	1666	736	759	494	372	335	307	405	275	626	273	129	124	106	85	102	86	70	59	48	46	76	33	24	56	41	14	7	14	19	17	21	7	7	10	18	5	5	8	2	3	2	0	0	4	1	1	1	2	2	0	0	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	10387	3906	2060	2593	847	5697	4009	2355	860	226	1326	220	396	87	83	114	56	275	157	560	166	29	55	47	12	50	46	47	29	19	30	67	9	2	50	26	5	1	7	14	14	18	1	3	8	17	2	1	7	1	1	1	0	0	4	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	31283	13677	7923	5816	3866	6217	4432	3070	1595	1107	1664	736	730	483	371	345	295	402	262	593	255	131	137	104	90	92	90	64	55	45	47	47	25	23	51	29	12	6	10	19	13	21	7	2	18	17	5	7	2	2	3	2	1	2	4	0	1	2	1	2	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	9615	3655	1861	2416	771	5069	3523	2271	803	228	1295	202	360	84	78	107	53	265	148	526	148	28	43	39	18	44	49	36	25	12	30	43	7	4	45	17	3	0	3	15	7	19	1	1	17	17	1	2	0	2	0	1	1	2	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	30856	13492	7913	5635	3890	5524	4166	3043	1527	1100	1648	716	720	492	388	350	302	383	227	514	211	127	127	109	87	97	81	65	46	39	54	30	25	27	30	36	16	12	13	13	12	15	11	1	11	13	4	6	3	2	3	0	1	2	1	0	2	2	1	1	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	8753	3250	1660	2186	688	4325	3162	2205	688	221	1272	167	330	91	75	101	60	245	138	435	112	24	34	29	25	45	35	34	24	13	34	25	8	7	24	22	6	0	3	10	5	13	5	1	9	9	0	2	0	2	0	0	1	2	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	30673	13587	7886	5575	3905	5489	3944	2981	1513	1131	1651	741	720	523	411	350	296	364	237	394	206	129	141	113	91	80	70	80	42	41	54	46	26	24	43	29	16	14	8	17	13	12	8	3	11	13	1	3	4	2	1	0	1	2	1	1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	8716	3318	1609	2162	690	4283	2968	2164	660	223	1298	187	336	99	84	89	57	237	143	333	124	25	40	36	23	42	34	53	24	13	35	37	8	7	36	16	5	0	1	13	4	9	6	2	9	9	0	1	1	1	0	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	30812	13545	8008	5733	3946	5859	4128	3106	1568	1121	1717	755	714	510	413	357	282	383	224	480	220	149	136	115	90	87	64	91	51	43	58	50	25	23	31	27	22	17	11	20	11	4	12	10	10	13	1	3	4	3	2	3	1	1	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	9478	3509	1844	2395	778	4762	3224	2346	738	219	1392	204	348	109	83	104	57	259	133	425	136	37	47	45	20	48	33	63	33	14	39	38	9	6	26	18	9	0	2	17	6	1	10	8	7	9	0	1	2	2	2	3	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	30934	13654	7933	5847	3875	6332	4471	3293	1621	1117	1789	790	746	517	413	374	281	367	281	551	233	164	135	128	86	78	83	100	56	48	64	57	28	20	42	31	18	20	5	33	13	6	8	10	6	9	1	1	3	2	2	4	5	1	0	1	3	0	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	10225	3776	2019	2602	848	5285	3634	2580	803	212	1471	250	388	110	80	108	49	251	162	509	161	49	48	55	19	45	43	72	36	15	42	45	10	2	35	24	5	3	2	25	11	4	6	8	4	8	0	0	3	1	2	3	5	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	30602	13468	8031	5993	3836	6706	4654	3446	1621	1127	1892	778	736	482	417	396	266	379	301	612	248	153	128	130	77	86	86	107	52	43	47	61	33	19	49	38	19	20	7	31	10	5	17	8	7	7	4	1	3	1	3	4	5	2	0	2	5	1	3	2	0	0	1	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	10829	4059	2212	2777	919	5707	3898	2795	867	219	1595	261	404	106	86	128	56	273	181	562	174	45	43	49	11	49	49	77	33	13	31	49	11	2	41	31	4	5	2	24	10	3	15	7	5	7	2	0	3	1	3	3	5	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	30426	13353	8131	6052	3741	6853	4691	3375	1611	1121	1986	720	686	485	416	359	293	416	292	552	257	133	98	115	86	71	80	110	54	37	50	70	35	17	36	29	12	9	15	21	25	66	28	10	14	10	3	0	13	2	7	4	4	3	2	4	0	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	10886	4089	2288	2893	964	5904	3906	2741	841	244	1681	222	375	103	89	109	53	304	200	511	181	40	33	41	15	43	49	91	29	14	41	63	8	2	27	23	5	1	6	13	24	64	27	5	13	10	1	0	11	1	6	2	2	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south32_all	80	30357	13415	7990	6000	3680	6442	4602	3180	1545	1091	1972	718	669	519	424	364	295	425	290	439	205	138	100	111	93	68	69	118	49	41	40	65	24	18	37	32	16	7	12	21	32	28	23	10	16	9	1	0	8	3	3	5	3	3	1	2	2	2	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south32_active	80	10312	3893	2132	2754	853	5492	3773	2510	758	235	1658	198	373	109	88	113	57	285	183	391	144	40	33	44	18	42	40	88	21	15	30	58	4	5	30	25	4	2	3	15	32	27	22	4	15	8	0	0	6	2	2	3	1	2	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south33_all	80	30449	13191	7988	5742	3748	6001	4344	3091	1516	1099	1772	720	659	518	424	372	313	406	273	438	183	137	105	118	87	75	79	98	53	34	37	64	19	19	33	29	15	9	10	22	23	22	26	11	13	11	2	2	7	4	1	3	2	2	0	2	3	0	0	0	1	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0
0.03	south33_active	80	9539	3545	1993	2495	777	4990	3484	2372	705	244	1440	186	347	96	92	113	59	254	154	381	120	37	36	46	19	40	50	70	18	11	30	53	4	4	30	21	1	2	1	15	21	20	24	4	12	9	0	1	6	2	0	3	1	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south34_all	80	30282	13212	7926	5631	3776	5329	4049	2953	1488	1074	1711	745	616	552	428	382	290	415	256	451	178	132	109	119	100	79	73	85	56	43	50	72	13	21	29	33	15	13	9	10	25	30	19	6	15	4	4	2	2	4	0	3	0	1	1	0	3	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	9065	3365	1848	2348	736	4274	3121	2242	653	233	1349	181	313	97	92	100	58	261	129	386	111	28	44	51	23	41	49	63	20	14	39	58	5	5	27	21	2	5	3	7	20	27	17	0	12	2	2	1	2	1	0	3	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	30230	13292	7936	5621	3768	5160	3946	2951	1530	1056	1696	711	627	564	435	366	271	410	252	443	184	138	119	124	80	83	83	53	58	38	52	77	16	23	19	38	13	14	12	13	29	28	14	3	8	9	4	3	2	3	0	4	0	3	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	6	0	0	0
0.03	south35_active	80	8981	3360	1805	2296	719	4098	3040	2220	699	234	1320	191	299	115	99	85	65	271	132	387	111	30	50	56	25	39	60	37	25	15	41	61	6	4	17	22	3	4	6	9	20	24	11	0	5	7	2	1	2	1	0	4	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0.03	south36_all	80	30277	13277	7883	5704	3761	5472	4135	2976	1575	1060	1756	712	653	545	413	378	292	366	236	489	187	133	107	117	88	86	77	67	63	39	40	88	20	23	12	38	12	12	15	9	14	53	14	3	11	10	3	2	0	2	1	4	2	4	1	16	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0.03	south36_active	80	9561	3572	1844	2415	780	4374	3308	2275	772	224	1404	199	319	107	95	98	69	242	128	437	115	30	43	58	23	41	51	52	40	15	29	72	7	5	11	22	3	7	9	5	5	48	11	1	8	8	2	1	0	0	0	2	2	3	0	16	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
