label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179
0.03	south33_active	80	17055	20806	3438	1800	1003	843	1869	5085	396	2524	838	1077	1111	293	265	295	139	1214	153	1280	204	232	148	551	130	73	560	294	297	113	40	467	46	85	57	166	204	77	70	137	56	77	37	24	32	27	28	107	79	28	99	23	65	26	14	31	35	7	1	24	8	28	10	5	13	6	4	13	16	8	3	6	9	6	32	6	4	4	8	2	2	24	26	0	0	7	2	5	2	1	1	1	3	4	1	7	10	7	4	0	0	1	5	1	0	0	2	0	0	0	1	0	0	3	1	1	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	29104	24541	7830	5156	3806	3037	3189	5758	1717	3083	1580	1711	1538	938	830	816	674	1527	560	1288	450	458	384	700	350	299	646	377	397	229	198	549	170	169	129	229	240	138	119	191	101	120	89	67	77	67	81	90	111	65	97	51	83	54	31	47	62	35	19	36	13	30	26	18	13	25	20	27	19	11	6	7	13	9	28	16	11	13	15	8	7	24	24	2	1	5	6	8	3	7	1	3	4	12	3	10	11	9	6	3	0	2	1	1	0	1	4	1	1	1	2	0	2	3	1	2	0	2	1	0	2	1	0	0	1	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	16908	20910	3441	1796	977	809	1898	5070	381	2583	831	1174	1113	301	236	317	138	1299	150	1169	190	241	149	601	133	77	568	275	302	92	41	495	34	91	58	183	198	82	63	145	51	80	33	22	40	26	29	76	85	35	85	16	65	25	11	36	51	7	1	20	3	23	14	7	6	6	4	15	15	8	2	4	8	4	24	4	4	5	8	3	1	23	23	0	1	4	1	4	0	0	1	1	3	4	1	9	10	9	4	0	0	2	1	1	0	0	2	0	1	1	1	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	29080	24560	7660	5123	3755	3069	3268	5682	1729	2951	1582	1805	1564	894	807	804	673	1497	542	1251	482	487	380	652	333	310	595	377	410	223	206	517	174	174	115	207	215	156	142	190	98	116	82	67	72	76	77	98	113	74	106	57	91	50	30	49	58	34	23	35	14	29	29	23	17	22	17	21	35	11	9	7	7	10	17	14	11	13	15	9	10	13	24	5	4	4	6	7	8	4	2	2	2	14	2	10	2	11	11	3	0	2	1	3	0	2	4	0	2	1	2	0	3	3	1	1	0	1	1	0	3	0	0	0	1	1	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	16940	20950	3352	1813	944	816	1948	5014	374	2433	853	1232	1139	282	238	331	139	1264	139	1122	203	250	163	554	118	78	518	278	319	91	39	468	37	89	52	156	173	93	81	146	50	80	28	17	39	25	25	84	87	41	83	17	75	23	12	40	48	6	2	18	4	22	14	7	8	4	3	12	29	6	4	4	4	6	14	5	6	6	7	4	3	10	21	1	3	1	2	3	3	0	2	0	2	5	1	9	1	10	9	0	0	2	1	2	0	0	2	0	2	1	1	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	28910	24282	7614	5216	3770	3047	3274	5744	1757	2942	1631	1771	1548	876	783	787	673	1389	523	1222	486	489	372	616	304	318	616	359	422	214	196	469	164	167	130	199	227	158	135	202	98	123	75	68	78	67	74	119	122	75	89	56	71	53	31	56	65	37	23	28	18	35	27	28	23	26	14	20	37	16	10	13	6	11	12	9	9	12	14	8	10	15	22	9	6	5	10	4	8	5	1	2	1	11	6	8	3	5	10	2	1	3	1	2	2	2	2	0	3	1	3	1	4	0	1	1	0	0	1	0	3	0	0	0	1	1	1	0	6	0	0	0	0	5	0	0	0	0	0	2	0	0	1	3	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	13	0	0	0	0	0	0	0
0.03	south36_active	80	16925	20659	3298	1885	934	829	1956	5087	372	2394	892	1205	1127	255	252	307	149	1182	131	1086	216	235	159	510	107	75	540	267	329	92	34	411	39	86	57	145	180	83	79	151	45	84	25	19	43	21	32	101	95	44	66	19	56	22	10	48	53	5	3	15	6	27	15	13	10	4	2	9	30	7	6	7	2	4	11	7	6	4	6	3	2	11	19	2	4	1	5	1	4	1	1	0	1	2	3	8	2	4	9	0	0	3	1	1	2	0	2	0	2	1	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	13	0	0	0	0	0	0	0
0.03	south37_all	80	29236	24401	7563	5249	3763	3053	3347	5948	1762	2996	1670	1812	1612	903	800	714	689	1296	516	1311	503	497	339	574	293	288	627	403	402	221	192	430	185	164	139	217	224	157	136	206	88	129	67	70	84	60	74	118	116	80	78	60	77	42	33	59	53	34	23	27	19	42	23	30	25	21	17	18	45	15	13	21	14	13	16	23	12	9	12	13	6	18	21	12	5	5	10	10	8	4	1	0	1	8	5	14	3	3	9	3	2	1	0	4	2	1	0	0	3	0	3	1	3	0	2	1	0	0	1	0	5	0	0	0	0	1	0	0	6	0	0	1	1	3	0	0	0	0	0	3	0	0	1	3	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	13	0	0	0	0	0	0	0
0.03	south37_active	80	17289	20690	3242	1931	925	848	2006	5302	371	2426	942	1232	1186	269	254	269	164	1093	129	1173	221	243	136	457	97	64	557	299	313	104	34	375	48	82	61	159	179	74	86	157	43	87	30	20	43	22	29	99	91	50	55	24	66	19	14	47	41	6	5	11	6	33	8	15	12	4	3	8	35	7	6	15	10	4	14	20	7	2	4	3	2	14	19	3	3	2	4	4	5	1	1	0	1	2	3	13	2	2	8	0	0	1	0	1	2	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0
0.03	south38_all	80	29225	24458	7562	5269	3877	3015	3305	6029	1743	3124	1648	1743	1599	942	819	753	660	1228	523	1378	472	502	349	597	304	286	669	387	421	218	193	413	179	143	147	232	218	146	117	201	88	132	62	70	98	67	94	116	110	68	60	60	57	53	42	51	52	33	21	28	19	39	21	33	23	21	16	12	45	14	15	22	16	16	29	24	15	15	11	12	9	19	21	10	7	10	12	12	2	3	3	3	2	5	7	20	5	2	4	3	3	1	2	3	3	1	5	0	2	0	1	1	2	0	2	2	1	0	1	0	2	0	0	0	0	0	0	0	7	0	0	1	1	0	2	0	0	0	0	3	0	0	1	2	0	2	0	1	0	0	1	1	3	0	1	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	13	0	0	0	0	0	0	1
0.03	south38_active	80	17329	20667	3309	1907	975	872	1973	5368	382	2559	895	1169	1158	256	256	292	153	1040	139	1233	210	261	125	461	103	56	591	280	336	104	31	365	39	61	62	170	173	65	76	154	39	86	27	17	51	29	43	100	84	43	47	26	50	31	21	36	40	6	5	14	7	33	7	19	11	4	4	5	37	8	8	15	10	3	26	22	8	6	4	0	2	17	21	2	5	6	7	5	2	1	2	0	2	4	5	19	5	1	4	0	1	1	1	1	3	1	5	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	1	0	3	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0
0.03	south39_all	80	29656	24458	7635	5225	3907	3092	3304	5980	1746	3187	1637	1714	1632	916	839	746	662	1229	523	1359	456	473	346	653	306	289	622	409	430	225	194	415	196	154	125	244	245	135	134	189	84	119	79	70	96	72	86	134	72	79	65	62	52	45	34	39	56	25	20	33	17	35	21	28	22	17	17	13	40	12	14	19	17	16	32	28	19	14	11	9	10	26	41	8	7	12	8	10	2	1	6	4	3	6	4	21	6	3	4	3	2	0	2	4	4	2	5	0	4	0	0	2	1	0	1	2	1	0	1	0	2	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	1	0	0	7	0	0	2	0	1	0	0	1	0	3	0	1	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south39_active	80	17511	20726	3362	1907	951	883	2007	5311	426	2639	906	1166	1187	263	254	285	158	1034	142	1197	194	254	114	530	109	60	548	296	346	121	39	364	44	68	50	174	187	70	89	149	33	74	35	20	49	32	36	119	53	50	52	25	48	25	15	23	44	5	4	17	7	29	7	15	4	3	3	7	31	6	5	15	11	3	29	23	11	7	3	0	2	25	41	1	5	8	4	6	1	0	4	0	2	5	3	20	5	2	4	0	1	0	1	0	3	1	5	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	7	0	0	2	0	0	0	0	1	0	3	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	29633	24636	7663	5150	3917	3077	3256	5785	1771	3121	1585	1634	1562	890	817	755	651	1269	493	1436	495	448	395	673	312	296	677	417	411	199	206	497	178	147	126	221	229	140	119	160	89	96	90	71	95	72	85	110	68	75	70	60	41	48	35	42	49	25	18	30	23	26	27	23	22	16	19	12	48	11	12	9	15	19	29	25	22	12	11	10	12	28	33	7	10	11	7	10	3	1	9	5	4	5	2	19	4	2	5	3	2	0	2	5	3	2	7	1	4	1	0	1	0	2	0	2	2	0	2	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	1	0	0	0	0	0	7	0	0	2	0	0	1	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south40_active	80	17324	20932	3391	1877	969	886	1926	5109	412	2578	846	1111	1124	269	236	305	132	1083	136	1273	206	256	148	555	117	62	594	311	334	107	47	444	48	64	52	163	173	88	78	125	36	55	47	22	43	31	31	99	51	45	54	21	35	26	13	28	38	6	4	16	14	21	14	12	7	5	2	6	41	2	3	6	9	8	25	21	13	6	5	2	2	26	33	0	7	8	5	7	1	0	5	1	2	4	2	18	3	1	5	0	1	0	1	1	2	1	6	0	1	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
