label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191
0.03	south31_active	80	5076	494	551	2962	970	367	147	495	119	75	67	238	173	47	103	139	45	72	160	31	25	42	179	58	16	22	28	67	93	15	13	38	12	16	10	22	36	11	6	9	11	12	45	9	40	4	9	14	13	10	5	9	6	3	2	19	4	16	9	15	5	1	5	0	5	27	42	9	5	6	11	17	4	1	0	4	2	2	2	0	3	1	3	2	4	1	2	3	2	5	2	0	0	1	1	0	2	0	7	3	0	0	1	0	0	2	2	1	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south32_all	80	7492	2075	1474	3658	1389	738	491	740	375	297	266	350	296	160	216	216	174	146	230	122	98	101	226	103	70	70	68	97	130	54	50	58	42	54	50	49	41	30	29	25	35	39	66	15	52	13	21	28	21	23	21	14	19	14	11	22	16	34	12	22	6	9	9	4	7	41	50	8	9	9	13	20	10	10	1	5	5	6	7	3	7	1	3	4	8	7	1	6	4	4	4	4	0	1	3	4	2	0	12	2	1	0	1	2	1	2	4	1	0	1	2	1	0	2	2	2	0	0	0	0	2	1	0	1	0	5	4	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	9	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south32_active	80	5601	539	635	3372	1065	424	162	554	137	82	70	227	191	42	112	144	49	76	184	31	31	40	188	69	14	23	29	70	103	13	15	36	11	21	13	28	22	13	6	12	16	12	61	7	42	5	9	18	18	13	5	10	5	4	3	18	4	28	9	18	2	0	4	0	5	39	45	5	4	6	12	18	6	3	0	4	3	2	3	1	7	0	1	2	6	4	1	4	3	4	2	1	0	0	1	0	1	0	11	1	0	0	0	0	0	2	3	0	0	1	1	1	0	2	2	2	0	0	0	0	1	0	0	1	0	5	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	9	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_all	80	7704	2173	1491	3977	1482	782	492	792	388	320	257	330	341	169	225	240	170	150	256	123	100	85	242	133	71	64	71	113	171	55	48	71	39	48	48	51	58	36	30	28	34	34	77	17	59	13	14	36	42	25	20	13	16	12	13	16	13	36	11	19	5	4	5	3	11	36	52	6	7	4	21	23	10	8	0	3	5	6	7	5	5	1	7	8	7	7	1	10	2	4	3	3	1	1	2	3	2	0	15	4	0	0	2	1	6	2	3	1	0	1	1	2	0	2	2	0	0	0	0	0	1	1	0	0	0	7	2	0	0	1	1	0	0	0	3	0	1	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	9	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_active	80	5893	593	678	3687	1145	466	181	620	143	105	80	206	229	50	125	166	43	75	206	32	38	39	205	97	18	21	28	84	146	19	13	48	9	19	10	27	43	20	5	16	20	10	74	8	43	5	5	28	38	17	5	8	4	3	3	13	4	30	9	16	2	0	1	0	5	33	47	4	4	2	19	19	5	3	0	2	2	3	3	2	5	0	5	2	6	3	0	8	1	4	2	1	1	0	1	0	1	0	14	1	0	0	1	0	5	2	3	0	0	1	1	1	0	2	2	0	0	0	0	0	1	0	0	0	0	7	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	9	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south34_all	80	7745	2172	1519	4119	1553	853	475	795	393	307	264	323	344	160	219	243	170	148	277	118	102	99	265	139	71	73	73	91	185	57	45	86	40	49	45	53	65	42	24	35	29	35	80	27	65	13	14	33	50	24	14	10	9	12	10	18	11	40	17	18	9	4	5	5	6	29	19	4	7	8	22	10	10	7	0	2	3	8	6	7	12	3	7	8	4	6	2	9	1	2	3	5	1	1	1	3	0	0	7	4	0	0	2	1	5	2	3	0	0	0	3	1	1	2	2	0	0	0	0	0	1	1	2	1	0	11	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	9	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south34_active	80	5981	585	696	3797	1197	513	160	630	146	101	83	214	225	49	119	176	43	70	223	26	36	49	231	108	20	22	31	68	163	17	12	62	10	22	9	31	52	24	5	20	17	14	75	14	48	4	7	26	42	19	5	6	3	3	2	15	4	34	13	14	3	1	2	1	1	25	15	4	3	4	19	6	7	3	0	2	1	5	2	3	10	1	5	0	3	3	0	7	1	2	1	1	1	0	0	0	0	0	7	1	0	0	2	0	5	1	3	0	0	0	2	0	0	2	2	0	0	0	0	0	1	0	2	1	0	11	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	9	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south35_all	80	7622	2130	1515	4127	1528	829	504	767	409	309	274	345	325	174	205	255	165	160	282	123	111	98	260	157	73	73	75	104	180	58	45	88	39	42	44	48	67	49	27	33	30	28	103	29	60	14	16	46	46	18	16	13	10	13	12	31	9	37	18	20	9	3	6	5	9	20	16	8	8	5	10	8	8	6	0	3	11	9	5	6	8	2	7	7	3	3	2	20	2	5	3	4	1	2	2	3	1	0	6	2	3	0	10	2	6	2	3	1	1	1	9	1	1	0	2	0	0	0	0	0	1	0	2	1	0	6	1	0	0	0	2	1	0	0	1	0	1	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south35_active	80	5881	585	677	3801	1208	491	167	599	143	96	88	221	211	51	107	180	40	74	234	29	40	54	235	122	22	21	29	86	167	14	12	62	9	19	10	32	56	30	7	22	17	11	97	16	42	3	4	36	37	13	5	8	4	1	2	26	3	32	14	15	3	2	3	2	4	16	13	6	2	2	8	5	5	3	0	3	2	5	2	3	6	1	6	0	3	1	0	19	2	5	1	0	1	0	2	0	0	0	5	0	3	0	10	0	5	1	2	0	0	1	8	0	0	0	1	0	0	0	0	0	1	0	2	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south36_all	80	7726	2108	1440	4149	1462	782	517	782	408	300	284	374	312	175	201	240	155	147	299	124	112	125	214	135	73	62	72	103	180	47	51	79	53	34	36	38	53	38	25	35	30	26	98	32	60	16	12	52	38	20	13	17	10	11	10	30	12	34	14	21	10	5	9	7	6	20	29	12	13	6	7	5	7	1	3	4	18	6	5	3	10	6	4	6	4	7	2	24	4	7	4	4	2	3	2	2	3	0	7	1	4	0	9	1	1	2	1	1	1	1	9	2	1	0	4	0	1	0	1	0	0	0	2	1	0	4	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	5931	564	642	3817	1155	458	149	605	153	86	91	257	197	54	108	173	35	70	248	32	45	64	191	105	21	19	25	86	161	11	13	54	10	18	10	23	41	21	6	23	15	14	91	18	45	4	3	37	28	13	6	9	5	1	2	26	3	29	12	17	3	3	4	3	4	16	27	10	6	4	5	3	5	0	0	4	8	4	1	2	8	3	2	0	3	5	0	24	3	7	0	0	2	0	2	1	0	0	6	0	3	0	9	0	0	1	0	0	0	1	8	1	0	0	2	0	1	0	0	0	0	0	2	1	0	4	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_all	80	7710	2054	1451	4155	1488	715	502	743	405	315	300	386	325	184	226	235	162	140	280	114	106	121	211	143	78	59	63	112	175	46	51	74	51	37	38	38	55	40	27	31	29	24	96	33	54	18	14	53	40	19	15	20	9	11	11	35	14	39	9	27	9	7	13	5	8	26	38	27	14	7	3	7	5	1	3	3	18	6	3	2	17	5	2	4	4	6	2	23	4	9	5	2	1	3	3	3	4	0	7	1	4	0	10	3	1	1	1	3	1	1	10	2	0	1	5	0	2	0	1	0	1	0	2	0	0	7	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_active	80	5914	532	638	3840	1181	416	151	555	143	83	103	256	201	58	115	166	31	73	237	33	47	59	187	115	19	20	21	97	153	8	16	53	10	21	12	22	40	21	9	23	16	14	90	20	42	5	4	36	29	12	6	11	5	3	4	31	3	34	8	24	4	2	9	3	4	22	35	24	7	5	2	6	4	0	0	2	8	2	1	1	17	2	1	1	3	5	1	23	3	9	2	0	1	1	3	1	0	0	6	1	3	0	10	2	0	1	0	1	0	1	8	1	0	0	2	0	2	0	0	0	1	0	2	0	0	7	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south38_all	80	7806	2005	1418	4105	1412	721	477	757	390	310	303	383	339	190	214	223	157	136	274	112	108	131	200	163	73	54	57	120	174	39	53	62	52	43	40	41	70	38	27	25	25	19	71	25	58	16	11	45	41	21	21	22	11	15	10	24	17	31	19	27	12	7	13	5	14	19	34	28	12	6	6	5	13	1	4	2	11	2	5	2	13	6	3	4	1	6	2	24	3	9	4	0	2	4	4	4	3	1	5	3	1	0	13	4	1	1	0	2	0	1	1	2	0	1	3	3	3	0	1	0	1	0	0	1	0	3	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south38_active	80	5964	510	640	3812	1124	415	154	583	146	70	106	253	227	65	110	157	32	69	236	35	45	64	176	128	18	16	16	103	148	7	12	39	10	26	13	24	56	19	6	17	15	11	65	14	50	6	4	35	34	14	7	11	5	4	5	21	4	28	15	23	6	1	9	2	5	14	30	25	8	4	4	5	11	0	0	1	6	0	1	1	13	2	0	1	0	6	1	24	2	8	2	0	1	1	4	1	0	1	4	3	0	0	11	3	0	0	0	1	0	1	0	1	0	0	1	3	2	0	0	0	1	0	0	0	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0
0.03	south39_all	80	7737	1956	1438	4141	1471	746	474	757	399	315	289	386	340	191	237	244	157	138	263	108	116	126	205	139	78	65	53	109	190	53	45	68	53	53	41	42	59	38	24	33	26	22	46	27	60	18	15	44	47	24	22	23	14	15	11	23	12	34	25	30	15	8	13	8	12	17	31	34	13	7	6	6	12	4	2	2	4	3	3	2	12	4	3	3	0	3	4	4	1	8	6	0	1	3	4	2	2	1	7	3	1	1	12	6	0	1	0	2	0	1	1	1	0	2	2	3	3	0	1	0	1	1	0	1	0	3	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south39_active	80	5937	491	655	3845	1163	422	148	598	149	72	98	247	227	66	127	169	30	76	225	39	46	64	180	108	18	21	13	95	163	12	11	50	8	28	13	21	48	17	7	18	15	12	41	14	53	6	5	37	37	15	7	10	7	5	4	20	2	34	21	27	4	2	12	1	4	13	28	31	9	4	3	6	11	2	0	1	1	1	0	1	12	0	0	1	0	3	3	4	1	7	3	0	0	1	4	0	0	1	7	3	1	0	9	5	0	0	0	1	0	0	0	0	0	1	0	3	2	0	0	0	1	0	0	0	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south40_all	80	7682	2022	1440	4214	1431	736	482	757	388	309	271	347	310	187	253	242	150	141	245	98	119	116	248	145	83	62	58	111	167	64	44	73	49	44	37	50	58	34	19	32	28	30	69	25	60	15	15	39	40	20	25	24	15	12	15	21	11	34	28	21	14	8	14	13	11	13	32	30	7	3	7	10	9	4	2	3	1	2	6	6	7	3	3	5	1	2	4	3	2	7	2	1	1	1	3	1	0	1	4	2	1	1	13	4	1	1	1	1	0	1	1	1	0	1	0	3	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	south40_active	80	5785	490	631	3901	1126	410	164	601	132	68	97	225	209	58	158	178	32	68	206	34	47	59	218	108	20	16	15	95	146	15	7	52	5	22	15	27	51	17	4	14	15	16	65	10	55	3	4	32	32	11	9	11	6	3	6	17	2	33	24	16	2	2	12	1	3	10	29	28	5	1	5	10	8	2	0	1	0	2	3	2	7	0	0	3	1	2	3	3	2	5	1	1	0	0	3	0	0	1	4	2	1	0	9	3	1	0	1	0	0	0	0	0	0	1	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
