label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170
0.03	north6_all	80	9773	3006	1469	1081	1044	632	1931	1450	410	346	381	243	234	205	178	170	181	449	138	109	261	77	337	83	78	169	77	60	145	65	92	94	41	97	202	35	67	42	32	28	24	27	12	16	24	21	45	10	15	7	14	19	23	30	23	7	9	9	12	8	10	7	8	20	7	2	4	3	18	8	3	5	3	4	5	3	3	20	3	3	11	2	0	1	1	3	0	0	3	1	1	3	1	2	2	1	1	1	1	1	1	0	2	0	1	5	5	1	0	1	1	2	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	7882	1918	344	380	638	146	1746	1320	199	132	235	87	147	118	92	64	80	403	81	26	211	20	312	31	41	149	52	24	123	48	70	82	19	87	185	17	58	36	23	18	14	22	2	5	8	12	33	3	5	5	4	8	18	28	18	1	0	4	5	2	6	5	6	19	2	1	1	2	16	2	1	1	0	4	1	1	1	19	1	2	10	0	0	0	0	0	0	0	2	1	0	3	0	0	2	0	0	0	0	0	1	0	1	0	0	5	4	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_all	80	9760	2982	1513	1051	1127	634	1930	1547	407	330	373	245	257	218	197	164	183	491	146	105	213	80	377	88	84	165	87	65	176	72	88	108	43	85	171	28	73	48	26	29	29	30	15	18	25	18	27	10	13	8	18	14	20	25	31	3	9	19	10	11	10	7	6	21	6	5	4	4	17	8	5	3	5	4	3	6	5	19	5	3	11	2	1	1	10	4	0	1	4	1	2	2	1	2	3	2	1	1	1	2	1	0	2	0	2	0	4	1	0	1	2	2	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	7834	1878	348	355	708	132	1742	1411	206	130	236	85	158	128	108	57	83	444	78	23	170	25	350	34	37	142	56	25	148	53	70	97	23	76	152	15	61	36	20	16	18	23	4	4	6	10	18	3	4	5	4	7	15	22	27	1	4	10	5	5	9	4	3	20	2	4	2	2	16	1	2	1	0	4	0	1	3	18	1	2	10	0	1	0	8	0	0	1	3	1	0	2	0	0	3	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	9700	3009	1442	1060	1045	614	1776	1609	406	336	358	243	286	229	210	166	183	492	156	101	243	76	380	83	93	140	96	70	169	64	77	105	45	87	148	31	102	48	31	40	27	32	18	21	20	17	17	16	14	10	12	15	15	35	37	3	10	20	9	13	7	13	6	14	5	6	4	1	12	7	6	4	8	11	2	6	5	6	5	3	7	3	1	2	9	4	3	2	4	1	2	3	1	3	1	1	6	1	1	2	1	0	2	0	2	5	2	1	0	1	2	3	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	7786	1899	318	368	656	127	1584	1463	215	125	221	81	170	133	118	52	91	454	95	24	202	24	351	29	39	116	59	28	144	48	62	97	24	76	133	20	81	37	27	21	15	25	4	3	2	9	7	3	8	5	2	7	13	32	35	0	6	10	3	6	7	8	3	12	2	5	1	0	11	2	2	2	2	9	0	2	4	5	1	2	6	1	1	0	8	0	2	1	3	1	1	2	0	0	1	0	5	0	0	0	1	0	1	0	0	5	2	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	9638	3011	1478	1035	1065	580	1888	1615	416	346	352	249	305	238	192	178	172	510	150	96	240	77	370	71	93	144	92	75	165	67	98	102	42	94	120	33	93	33	34	42	25	38	23	21	19	13	32	19	14	11	14	11	19	34	37	5	11	19	9	9	7	11	5	16	2	7	5	1	14	6	5	6	8	13	3	7	4	4	4	4	14	3	1	1	14	2	4	2	2	0	2	3	1	2	1	5	6	0	0	2	5	0	1	0	3	5	1	0	0	1	2	3	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_active	80	7739	1912	321	351	670	125	1710	1466	220	127	209	78	202	118	101	53	78	468	84	23	203	21	332	24	40	119	54	40	140	49	76	89	19	84	106	20	75	22	28	26	10	31	7	4	4	6	21	4	7	5	2	5	17	30	35	0	7	9	4	5	6	6	4	14	2	7	2	0	11	3	2	3	3	11	1	3	4	3	1	3	14	1	1	0	11	0	2	1	1	0	1	1	0	0	1	0	6	0	0	0	5	0	1	0	0	5	1	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	9820	2990	1440	1046	1031	602	1814	1521	462	379	347	240	308	263	189	177	184	532	157	99	259	79	379	66	99	163	92	82	130	80	117	99	39	82	113	35	95	31	39	45	18	55	18	24	15	10	27	18	15	9	14	13	23	35	32	9	12	12	9	12	4	9	5	13	5	6	6	1	14	5	3	6	6	13	3	4	4	2	5	7	22	1	2	2	13	2	5	4	1	0	2	4	0	2	1	4	6	0	0	2	6	0	1	0	1	5	1	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	7857	1903	327	358	622	125	1649	1376	243	153	202	82	205	125	96	47	86	495	83	22	220	20	345	20	44	137	60	43	111	55	97	83	18	75	98	19	74	26	30	26	8	48	4	6	3	5	21	3	6	3	4	5	19	32	30	0	6	5	3	8	3	5	3	12	5	6	1	1	11	3	2	3	3	11	1	2	4	1	0	6	21	1	1	0	11	1	2	2	0	0	2	2	0	0	1	0	6	0	0	0	6	0	1	0	0	5	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	9828	3125	1521	1042	1106	640	1969	1510	444	364	366	278	299	241	208	176	167	489	176	102	245	87	344	91	84	179	95	74	170	95	87	98	44	118	117	39	47	49	45	30	22	54	14	20	16	21	33	18	14	13	17	14	46	43	28	8	13	17	16	14	5	8	3	15	10	5	7	2	15	6	7	5	3	13	4	3	5	10	2	16	18	3	4	2	9	0	2	2	5	2	6	1	6	0	1	1	0	1	0	0	2	2	3	2	2	2	0	0	3	0	1	0	0	0	0	1	2	0	0	4	0	0	2	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	8043	1960	315	377	701	129	1805	1361	245	143	231	104	187	124	100	55	85	443	94	34	207	18	316	33	45	145	58	35	154	68	70	83	21	96	105	23	35	29	35	21	14	47	1	2	4	16	26	3	1	6	5	7	41	39	21	3	2	16	5	7	4	3	1	13	6	5	1	2	14	3	2	1	2	12	1	2	3	7	2	15	18	3	4	1	8	0	1	1	4	0	2	0	6	0	1	0	0	0	0	0	2	1	3	2	1	2	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	10009	3087	1439	1049	1061	607	1897	1468	427	356	378	269	308	235	198	154	175	443	148	97	236	87	334	84	72	187	84	75	208	100	85	79	36	124	112	40	66	48	45	32	25	62	14	20	15	19	33	20	13	17	13	17	38	41	28	11	10	19	14	12	5	9	9	20	3	7	6	2	21	6	5	6	2	15	6	3	6	12	2	18	17	1	4	1	8	2	2	2	3	3	4	1	16	0	2	0	0	3	0	1	1	1	0	2	1	4	0	0	3	0	2	0	0	1	0	0	1	0	0	1	0	0	2	0	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	8170	1942	295	386	664	130	1718	1319	239	136	237	98	198	123	98	51	86	399	82	30	191	21	311	23	39	144	50	34	193	70	69	67	19	103	102	26	54	32	35	23	16	52	2	4	2	13	27	3	2	7	4	7	33	39	21	2	1	19	3	4	3	4	4	17	1	6	1	2	19	2	1	0	1	15	0	1	4	7	0	18	17	0	4	0	6	1	1	0	3	0	2	0	16	0	2	0	0	2	0	0	1	1	0	2	1	2	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	9990	3050	1431	1049	1079	606	1988	1429	436	346	378	249	322	246	180	161	150	403	144	101	242	84	328	68	79	161	98	71	186	92	82	86	39	110	125	36	85	50	45	38	22	60	17	20	13	19	31	15	12	16	12	11	41	39	17	14	13	21	11	9	6	9	9	17	4	9	6	0	20	4	3	6	3	16	3	3	4	8	2	20	16	2	4	0	3	5	0	2	4	3	3	1	15	1	2	0	0	3	1	1	1	1	0	1	0	2	0	0	4	0	1	0	0	1	0	0	0	0	0	4	0	0	3	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	8171	1880	296	389	670	139	1814	1294	236	128	238	98	202	130	83	51	63	359	83	34	196	21	302	19	43	128	65	37	168	64	63	74	22	90	114	24	78	31	33	32	11	49	4	3	2	11	24	3	2	5	6	6	38	36	12	1	5	19	5	2	4	3	4	15	2	7	2	0	18	2	1	3	1	16	0	1	4	3	0	20	16	0	4	0	1	3	0	0	3	0	2	0	15	0	2	0	0	2	0	0	1	1	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	4	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	9940	3039	1407	1051	1055	624	1952	1459	433	372	367	256	323	222	170	152	146	458	140	105	218	78	311	67	86	185	91	62	207	73	90	102	33	92	140	46	82	48	46	43	23	58	17	21	13	25	26	12	10	16	16	15	36	57	15	14	11	18	7	8	9	11	18	17	3	11	6	0	18	4	2	7	4	14	3	3	3	9	4	18	16	2	2	0	2	6	0	1	3	3	1	0	11	1	1	0	0	2	3	2	0	1	0	1	1	2	1	0	4	0	1	0	0	1	0	1	0	1	0	4	0	0	1	0	0	3	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	8110	1909	323	386	663	148	1776	1315	228	124	235	90	201	115	70	52	65	415	79	35	178	19	285	19	46	153	60	29	189	55	70	90	17	79	133	30	76	27	33	36	11	48	6	6	3	12	19	1	2	5	9	6	32	52	13	1	4	14	3	1	6	5	13	14	2	9	2	0	17	2	1	3	2	14	0	1	3	3	0	17	16	0	1	0	1	3	0	0	1	0	0	0	10	0	1	0	0	2	2	0	0	1	0	1	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	4	0	0	1	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	9968	3070	1437	1069	1057	646	1977	1522	449	384	364	252	352	233	166	169	159	519	157	110	250	87	313	64	86	185	91	64	210	72	89	102	40	78	179	49	92	43	38	36	24	48	20	16	19	24	28	12	12	15	21	12	40	47	24	10	10	13	8	7	8	16	20	17	5	7	5	0	15	4	2	5	3	12	3	4	4	6	2	5	16	2	2	0	1	6	0	1	3	2	3	0	10	1	1	0	3	0	3	2	0	0	0	0	1	9	1	0	3	0	0	0	0	2	0	1	0	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	8119	1942	330	394	662	161	1802	1381	228	142	223	90	227	124	63	53	69	476	96	31	213	20	289	21	46	158	60	31	191	54	72	90	16	68	170	28	85	25	27	33	9	40	6	6	2	11	23	1	3	3	9	3	35	41	22	1	4	9	3	3	7	5	14	12	3	5	1	0	15	2	1	3	1	12	0	2	2	2	0	3	16	0	0	0	1	2	0	0	1	0	1	0	9	0	1	0	3	0	2	0	0	0	0	0	1	9	0	0	2	0	0	0	0	1	0	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	9888	3002	1459	1095	1091	648	1925	1585	415	398	367	266	317	211	195	163	155	533	153	111	251	91	316	66	83	171	80	60	198	68	96	124	45	65	150	46	91	48	47	28	17	39	13	16	18	26	26	12	13	13	19	17	35	48	16	3	10	10	9	7	7	15	13	13	7	6	6	1	22	4	3	4	4	15	2	2	5	6	3	5	16	5	3	1	2	5	0	0	4	3	4	0	8	1	1	0	3	0	2	2	0	0	0	0	1	10	1	0	3	5	0	0	0	2	0	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	8034	1879	340	402	677	151	1753	1420	209	161	228	92	206	106	80	50	68	487	94	35	213	24	298	25	42	144	52	27	177	46	73	110	22	57	137	24	79	29	37	25	6	31	3	6	2	10	22	2	5	2	5	3	30	43	15	1	2	7	3	3	5	5	11	9	4	5	2	0	22	2	2	3	1	14	0	2	1	3	0	3	16	1	0	0	2	1	0	0	2	1	2	0	6	0	0	0	3	0	2	0	0	0	0	0	1	10	0	0	2	5	0	0	0	1	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_all	80	9898	3049	1427	1070	1071	666	2054	1601	423	389	395	255	321	206	217	158	153	440	159	117	244	89	350	79	95	157	80	69	180	80	102	99	58	86	159	45	97	56	40	29	18	41	14	23	19	23	28	17	16	6	16	12	25	24	24	8	8	8	6	4	5	15	6	13	7	10	8	3	22	4	4	0	4	11	4	2	5	7	2	3	13	5	2	1	1	3	0	0	3	2	5	1	7	1	1	0	3	0	0	1	0	0	0	1	1	10	3	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	north17_active	80	8027	1886	315	382	657	156	1873	1437	219	180	247	91	212	113	104	50	70	394	94	33	205	29	327	30	51	130	53	31	167	58	83	83	31	76	145	17	82	37	30	21	5	33	3	4	4	10	24	2	7	1	5	1	22	21	21	3	0	6	2	2	2	6	3	10	4	9	3	1	22	3	2	0	1	9	1	2	1	4	0	2	11	1	0	0	1	0	0	0	1	1	2	1	6	0	0	0	3	0	0	0	0	0	0	1	1	10	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
