label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132
0.03	south23_active	80	3350	760	398	309	302	264	155	132	90	102	290	59	64	49	54	88	74	47	36	67	113	52	25	39	15	51	33	15	26	19	7	30	13	11	15	7	13	8	3	10	8	15	7	3	3	3	1	2	5	3	11	16	3	7	3	3	1	3	0	4	0	1	0	4	4	1	1	1	10	1	4	0	1	0	0	1	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	5872	1562	885	718	570	517	319	289	186	190	499	160	113	101	111	153	127	80	71	127	209	96	50	76	29	95	56	35	42	50	26	39	23	17	24	18	18	21	5	17	16	30	10	15	8	5	6	4	8	7	13	20	3	3	8	4	3	7	3	7	7	3	1	3	6	2	3	0	10	3	3	0	1	2	0	1	1	1	2	4	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	3554	776	397	336	291	281	146	150	85	91	319	62	47	50	56	99	75	42	37	66	132	50	21	45	12	64	26	13	28	32	10	26	11	13	14	10	12	10	4	12	8	22	6	4	3	1	1	2	5	3	8	17	2	3	5	3	1	4	0	5	0	2	0	1	4	1	1	0	10	0	2	0	0	1	0	1	1	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	6253	1623	939	720	571	498	303	310	202	180	543	157	110	107	103	162	125	77	72	126	226	117	36	90	36	108	52	37	38	71	38	35	28	17	19	17	18	18	9	16	13	28	14	19	12	3	7	4	6	5	11	7	6	8	6	5	5	5	3	9	10	10	1	2	5	4	2	0	10	1	2	1	1	4	1	1	3	1	1	4	2	0	1	3	0	1	1	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	3812	815	440	342	297	268	148	153	99	85	347	63	42	52	48	109	81	36	32	62	140	71	13	54	12	79	27	16	22	47	16	19	15	12	12	11	11	9	5	11	8	17	10	9	4	1	1	0	4	2	5	6	4	5	3	4	3	2	1	5	1	3	0	1	3	2	2	0	10	0	2	0	0	3	1	1	3	1	0	2	0	0	0	3	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6249	1650	931	728	568	503	299	325	202	199	507	153	126	102	97	181	118	75	67	130	257	135	36	86	36	86	42	32	47	60	36	36	29	16	15	17	16	18	10	16	16	33	15	18	14	3	7	5	3	5	8	9	4	7	4	5	6	3	4	4	12	10	2	1	2	4	3	2	1	2	0	1	1	4	1	2	2	1	2	1	2	1	1	3	0	1	1	0	2	2	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	3829	826	435	362	293	286	147	156	91	87	327	61	55	54	44	114	70	37	30	65	180	96	12	56	11	63	22	15	31	40	19	23	15	9	12	13	13	10	4	9	5	21	11	10	7	1	2	2	2	2	3	8	3	4	2	3	5	1	1	2	3	2	0	1	0	2	2	2	0	1	0	0	1	3	1	1	2	0	1	1	0	1	0	3	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6334	1620	960	708	598	476	296	327	195	201	493	152	139	99	88	177	127	82	71	116	263	127	33	91	40	81	39	36	44	44	34	33	29	15	20	19	15	10	11	9	14	28	14	20	13	6	9	8	1	3	6	12	4	12	2	5	4	4	3	4	10	8	3	3	3	3	3	2	2	3	0	3	1	4	1	2	2	1	1	1	2	1	1	3	0	2	0	1	2	1	0	4	0	0	1	0	1	2	1	0	1	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south27_active	80	3975	792	462	357	319	265	145	152	87	84	329	69	66	52	36	109	76	40	28	63	199	90	9	59	12	60	23	22	27	26	18	19	14	9	13	15	10	4	5	4	3	19	10	13	6	4	4	2	1	2	3	11	3	8	0	3	4	2	1	2	3	1	0	2	0	2	2	2	1	2	0	2	1	3	1	1	2	0	1	0	0	1	0	3	0	1	0	0	2	0	0	1	0	0	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south28_all	80	6393	1583	938	682	609	520	294	305	203	208	483	156	132	105	85	174	126	76	69	127	229	117	36	100	38	74	44	36	44	37	26	36	24	16	19	18	18	13	11	13	18	30	12	15	13	9	4	6	7	5	10	9	3	10	1	5	5	4	6	3	6	3	5	3	2	1	2	2	3	3	0	3	1	1	0	3	0	1	2	1	1	1	0	0	0	1	0	1	2	0	0	4	0	0	0	1	1	2	1	1	1	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south28_active	80	4033	778	437	339	320	296	122	138	84	87	330	75	64	59	40	101	75	33	24	70	167	89	14	63	14	53	19	25	26	23	14	25	11	8	11	15	10	5	6	8	5	21	8	8	8	4	3	2	4	3	6	8	3	7	0	3	5	2	3	1	3	0	3	2	0	0	1	2	2	2	0	2	1	1	0	2	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	2	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south29_all	80	6278	1563	929	694	596	529	296	284	205	215	468	154	136	94	85	175	134	81	70	120	195	90	40	102	42	74	48	35	45	39	26	44	24	15	23	17	14	16	11	10	15	34	15	16	7	10	5	4	8	3	12	12	3	11	1	3	6	5	5	2	3	4	4	4	2	1	1	0	3	6	2	3	1	1	1	1	0	4	2	2	0	0	1	3	0	1	0	1	0	0	1	7	0	0	0	1	0	2	1	1	1	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0
0.03	south29_active	80	3996	785	421	348	322	302	115	130	87	95	329	77	60	49	39	100	76	43	25	74	136	62	15	64	16	54	23	21	20	24	14	29	12	6	11	12	6	7	7	6	5	25	10	11	5	5	3	0	4	2	5	10	2	7	0	1	6	3	3	0	1	2	3	2	0	0	0	0	3	4	2	2	1	1	0	1	0	2	1	1	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
0.03	south30_all	80	6127	1578	926	717	608	566	320	271	218	209	462	165	140	98	94	162	129	82	66	119	193	109	52	104	31	77	54	35	41	41	20	45	21	16	24	19	17	17	13	14	13	38	14	19	13	11	3	7	11	3	21	10	3	7	2	1	5	4	5	4	3	6	3	5	1	1	0	0	4	4	3	1	1	1	1	1	1	4	3	1	1	1	2	3	0	1	0	0	1	0	1	4	0	0	0	1	0	0	3	2	0	0	2	1	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	3862	796	424	359	336	322	133	123	93	93	315	86	66	41	46	90	77	45	26	76	125	69	24	66	17	59	26	21	18	23	10	31	12	7	14	11	10	7	7	9	8	28	9	9	9	6	1	4	6	2	6	7	2	4	0	0	5	2	3	1	0	3	3	2	0	0	0	0	2	2	3	0	1	1	0	1	1	2	0	1	1	0	1	2	0	1	0	0	1	0	0	3	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5834	1566	854	678	602	534	321	274	232	179	452	156	126	101	96	149	126	88	70	136	233	137	43	103	42	72	47	35	31	56	25	35	18	20	23	27	13	15	16	21	9	20	16	15	21	7	7	16	5	7	14	13	7	8	5	6	4	8	2	5	3	11	6	5	6	1	0	2	4	3	0	1	1	7	2	2	1	1	0	3	2	1	0	5	0	2	0	1	2	0	0	8	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	3593	769	402	312	315	290	138	142	96	77	296	87	60	46	47	89	60	40	30	87	136	96	20	70	11	42	30	17	14	30	9	17	8	7	15	13	9	6	14	13	5	18	7	11	17	5	3	8	3	2	8	7	2	6	4	2	3	6	2	3	3	9	4	1	0	0	0	0	1	3	0	0	0	5	2	1	1	0	0	1	1	0	0	4	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	5966	1635	875	658	628	491	332	275	223	175	504	160	137	105	100	149	122	94	65	129	226	122	46	104	47	85	40	38	31	57	26	35	17	21	19	22	16	13	14	22	8	18	19	16	15	9	9	16	5	5	16	18	10	12	6	5	3	8	1	4	9	11	6	5	6	1	0	0	3	3	2	0	2	6	1	2	2	1	0	5	1	1	0	8	0	5	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south32_active	80	3697	797	413	312	326	258	145	135	97	72	342	89	66	50	48	78	63	44	25	81	140	89	19	69	15	56	25	21	14	34	10	15	8	9	14	12	10	6	12	16	5	14	10	14	13	7	3	8	3	2	10	11	4	10	5	2	1	6	1	2	9	8	4	1	1	0	0	0	1	3	0	0	1	5	1	1	2	0	0	2	1	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_all	80	6227	1648	848	665	628	503	337	275	228	185	533	171	130	112	103	169	114	96	70	123	184	118	52	117	39	106	43	34	34	46	27	31	13	22	27	22	17	13	12	26	7	14	17	17	18	9	10	10	4	5	17	17	12	14	6	6	3	4	0	2	7	7	4	3	5	1	0	0	5	2	3	1	2	6	1	3	1	1	2	6	0	1	0	4	0	4	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	3831	826	413	324	326	271	156	123	99	82	349	89	58	51	54	83	62	43	27	77	124	90	17	82	16	74	25	21	13	25	9	12	7	8	19	9	11	7	7	20	5	9	10	11	14	6	3	2	3	2	11	10	8	13	5	3	0	2	0	2	7	4	4	0	2	0	0	0	4	2	0	0	1	5	1	1	1	0	2	3	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_all	80	6167	1628	854	682	594	485	349	261	220	203	509	171	145	115	93	164	101	89	65	113	160	115	46	109	39	128	43	38	24	41	24	25	10	27	24	22	19	17	12	20	13	11	13	19	15	5	7	10	6	4	10	14	10	11	3	4	3	3	3	5	7	2	2	2	3	2	0	2	6	0	3	3	2	4	0	3	1	1	2	4	0	1	0	4	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	3820	804	413	333	295	271	175	122	91	104	329	88	65	48	44	76	57	40	24	65	114	78	19	65	21	87	29	22	8	19	7	10	5	14	17	10	14	11	6	16	10	5	7	13	10	3	1	5	5	2	6	10	8	11	2	2	0	1	1	4	7	0	2	0	2	1	0	2	4	0	0	1	1	3	0	1	1	1	2	3	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_all	80	6062	1607	822	717	564	511	346	251	243	219	508	161	135	113	87	172	115	85	73	103	168	117	43	102	33	137	51	32	29	23	22	31	18	23	31	24	22	20	19	15	14	14	6	14	14	4	5	17	6	5	11	18	9	14	5	2	6	3	5	6	3	1	3	1	2	2	1	3	6	0	4	3	3	2	2	3	0	1	2	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	3757	822	398	351	289	274	176	122	105	112	333	73	59	47	37	83	73	40	31	61	122	75	19	57	20	98	31	16	10	11	6	16	9	10	19	11	19	12	11	9	9	9	4	5	8	3	1	7	3	3	5	15	7	12	2	1	1	2	2	4	3	0	1	0	2	1	1	3	4	0	1	1	2	1	1	1	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6152	1620	837	735	533	533	341	261	220	218	453	155	144	114	78	160	130	92	71	131	172	118	49	106	36	130	44	32	31	34	24	39	17	22	28	25	21	19	20	17	16	19	7	16	9	3	4	15	5	3	13	14	8	9	5	0	5	1	7	4	6	3	5	1	0	2	1	3	6	0	2	3	1	3	2	1	5	1	1	3	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	3884	821	377	359	291	291	177	129	97	107	287	65	62	49	35	93	83	44	35	87	113	80	23	63	21	89	27	12	14	21	9	18	9	9	15	11	18	12	13	10	10	11	6	9	6	2	2	6	3	3	8	12	5	5	0	0	1	1	3	2	5	1	2	1	0	1	1	3	5	0	1	2	1	1	1	0	5	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	6246	1652	877	729	559	524	337	275	217	212	454	162	142	96	90	177	123	91	72	126	200	126	57	108	39	105	51	36	37	42	27	41	17	12	27	20	23	23	17	14	10	24	7	16	7	6	6	18	7	2	13	11	9	16	4	2	5	3	7	2	10	2	4	1	1	5	2	2	6	0	1	2	1	1	2	1	8	0	0	2	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	3998	844	391	371	330	287	166	140	99	97	300	74	59	42	36	105	80	45	35	84	128	91	23	75	20	73	25	13	19	23	11	22	7	3	17	8	18	13	11	7	5	16	6	11	6	3	4	11	4	2	8	10	7	11	0	0	2	2	2	0	5	1	1	1	0	3	2	2	5	0	1	1	1	0	1	1	5	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	6206	1641	852	695	557	501	309	272	199	205	476	170	132	98	97	222	117	86	64	126	224	129	56	159	36	81	53	33	34	53	30	43	16	20	22	18	16	18	14	18	10	25	10	18	7	8	13	17	7	4	18	3	7	13	3	4	4	3	10	2	14	6	5	1	2	5	2	2	6	0	3	2	1	1	0	2	13	1	4	0	0	0	0	0	3	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	3949	816	374	338	336	275	156	130	90	99	325	84	54	37	41	133	75	42	32	87	140	94	19	117	20	48	24	16	21	35	15	22	7	11	12	8	10	10	8	9	4	17	8	13	6	4	4	13	2	4	13	0	6	10	0	0	2	2	5	1	9	3	1	1	1	2	2	2	5	0	1	1	1	0	0	2	10	0	4	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6169	1581	904	687	563	506	304	255	212	200	468	167	133	90	93	214	114	75	58	114	227	156	53	140	42	63	60	29	36	58	29	36	15	25	17	15	15	14	9	18	12	18	12	17	10	8	13	14	10	5	12	13	4	12	3	5	1	4	10	3	9	10	6	0	4	4	1	1	1	1	4	1	1	0	0	4	8	1	4	0	0	2	0	0	3	0	2	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south39_active	80	3898	779	403	321	327	270	142	123	94	102	311	88	61	35	42	121	71	38	26	72	134	104	20	108	20	37	29	13	24	36	12	21	6	13	9	8	9	7	3	10	5	13	10	10	9	3	4	12	4	4	9	8	3	9	1	0	1	3	6	1	5	7	3	0	2	2	1	1	0	0	1	0	1	0	0	2	5	0	4	0	0	2	0	0	1	0	2	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south40_all	80	6098	1556	914	726	555	528	308	254	213	211	508	152	126	88	87	215	121	70	58	119	225	151	52	132	44	79	49	20	40	57	20	36	22	24	16	18	13	14	7	23	10	25	15	20	13	9	13	11	8	4	14	14	3	22	6	5	0	6	12	5	10	16	5	0	3	3	1	1	1	1	5	1	2	0	1	4	14	1	4	0	0	3	0	0	3	0	1	1	3	1	0	4	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south40_active	80	3862	782	417	342	310	284	137	119	98	116	323	87	66	33	38	124	77	34	25	79	135	88	25	96	20	55	25	11	27	35	8	27	10	14	9	11	7	8	2	14	3	15	13	12	12	6	6	7	2	3	11	8	0	18	3	0	0	5	6	1	6	13	2	0	2	1	1	1	0	0	2	0	2	0	0	2	5	0	4	0	0	3	0	0	2	0	1	0	3	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
