label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134
0.03	north6_all	80	22593	12609	6044	4389	5078	6095	3720	1735	3250	1259	1235	1322	1313	679	519	912	593	798	340	296	305	312	606	288	312	299	144	316	121	167	178	193	99	77	113	86	87	171	135	62	42	90	47	65	37	19	41	38	37	67	14	29	29	24	18	11	10	21	11	7	3	5	12	15	4	9	7	3	9	4	3	4	2	1	4	2	1	1	9	2	7	3	4	3	2	0	0	1	2	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	10929	6584	2673	1953	2833	3773	2275	781	2037	556	643	746	779	299	226	529	316	490	162	130	138	166	317	161	168	175	56	185	53	85	109	120	52	36	68	46	50	89	90	37	21	54	20	34	18	9	28	27	19	46	7	20	19	11	7	6	7	16	6	3	1	4	5	8	0	7	6	1	5	2	2	0	1	1	3	1	0	0	8	1	4	2	3	2	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	22588	12694	6063	4384	5103	6170	3855	1702	3249	1239	1272	1359	1381	661	509	865	558	760	338	308	289	315	678	300	325	257	156	314	118	155	213	158	107	76	142	77	87	149	130	61	51	89	45	55	51	27	44	44	35	54	15	28	27	21	16	17	10	18	14	5	7	4	11	19	8	6	5	5	10	6	5	6	3	2	4	2	2	1	9	2	2	2	3	2	2	0	0	0	1	2	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	11113	6681	2687	1911	2883	3842	2407	760	2019	561	666	744	830	289	225	492	292	462	142	143	147	168	409	161	185	137	67	180	45	79	136	91	53	39	91	43	51	65	84	34	25	61	20	27	26	14	26	26	19	34	9	18	19	12	5	10	7	14	11	2	3	3	5	10	1	5	4	2	7	3	3	1	0	2	3	1	1	0	8	1	1	2	2	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	23160	12978	6133	4317	5176	6780	3958	1688	3338	1264	1312	1351	1396	651	546	928	609	765	332	299	293	303	695	305	311	297	143	328	112	151	228	158	102	94	165	81	89	133	141	72	67	70	37	62	41	33	40	42	42	57	10	28	31	24	23	14	11	23	14	3	8	3	9	39	6	5	4	6	10	7	4	11	4	3	3	3	2	2	9	2	2	1	2	0	3	0	0	1	1	2	0	1	1	0	0	0	0	1	1	2	0	2	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	11640	7004	2749	1901	2944	4337	2455	747	2067	601	699	718	873	284	255	531	321	445	127	137	146	158	444	158	185	146	63	199	48	76	146	84	54	51	114	54	52	63	96	42	38	53	16	17	19	20	20	24	21	42	5	13	15	14	12	9	6	18	10	0	3	1	4	11	1	5	4	4	4	4	1	5	0	2	2	2	1	1	8	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	23822	13340	6119	4214	5497	7149	4122	1665	3513	1306	1363	1395	1444	669	577	955	654	741	344	299	320	316	683	309	306	308	160	313	109	129	263	142	105	105	169	79	100	129	130	81	76	111	28	66	40	38	39	51	50	49	10	25	35	28	20	18	14	31	21	6	8	6	7	32	8	4	2	6	10	7	5	11	3	2	3	3	2	1	1	1	2	3	1	1	1	0	0	2	1	2	0	1	1	0	0	0	0	1	1	1	0	2	0	0	0	2	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
0.03	north9_active	80	12178	7182	2801	1912	3137	4613	2552	734	2184	639	730	768	896	303	273	573	332	472	130	129	162	157	458	173	194	152	71	180	54	64	173	74	54	58	102	53	57	71	85	47	45	82	16	25	16	24	20	33	28	25	5	9	18	17	13	13	11	28	16	1	3	2	4	7	2	3	1	4	4	4	1	5	0	1	2	2	1	1	0	1	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north10_all	80	23529	13070	5985	4091	5381	6901	4161	1621	3468	1291	1321	1315	1363	649	565	966	667	711	346	285	344	318	550	286	301	297	153	269	110	123	233	164	89	105	152	79	97	133	126	68	71	100	32	81	37	34	49	38	50	48	12	22	37	18	24	15	15	35	23	5	7	5	8	35	12	6	2	6	7	7	5	22	2	3	5	3	1	1	2	1	2	3	1	1	1	0	1	2	1	1	0	0	2	1	0	0	0	1	1	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
0.03	north10_active	80	11990	7086	2754	1868	3087	4539	2543	733	2181	640	701	739	840	304	280	600	346	453	150	130	171	160	368	152	191	155	62	158	56	68	149	89	52	52	85	48	52	80	80	38	44	68	18	37	10	22	28	28	29	22	7	8	19	14	16	8	13	25	16	3	2	2	3	13	5	3	1	4	3	4	2	18	1	1	1	2	0	1	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north11_all	80	22273	11704	6353	4701	4699	5592	3635	1825	2779	1226	1133	1189	1235	693	544	883	613	709	391	337	306	285	498	289	270	273	185	209	128	146	182	142	83	90	130	73	98	152	139	52	39	88	39	60	40	26	42	39	30	41	19	19	19	19	12	20	35	14	15	10	8	8	11	10	12	5	12	4	5	3	2	14	3	3	4	2	0	5	4	1	3	2	2	2	0	2	2	0	3	1	5	0	6	1	0	1	0	0	1	2	0	0	1	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north11_active	80	10233	5893	2970	2271	2604	3334	2090	888	1719	559	585	634	714	317	241	497	312	403	195	147	146	152	293	165	130	158	77	94	54	70	93	83	31	45	79	36	58	93	88	31	16	58	19	33	18	14	19	19	13	29	7	12	9	7	7	11	11	9	7	3	4	2	5	2	6	4	5	1	3	2	1	3	1	2	3	1	0	1	3	1	3	1	1	1	0	2	2	0	2	0	5	0	5	0	0	1	0	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	22902	12249	6302	4586	4957	6084	3859	1801	2888	1251	1195	1281	1293	682	582	1002	592	699	409	312	335	295	513	305	304	281	169	249	142	165	185	168	102	90	127	82	100	157	137	43	44	83	38	75	35	26	36	40	40	48	25	21	18	16	13	18	34	20	15	10	8	8	15	10	15	4	14	5	6	6	3	10	3	3	4	1	1	4	3	2	8	3	2	2	0	2	0	0	2	2	5	1	5	1	2	0	0	0	1	2	0	0	1	0	2	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	10697	6268	2867	2147	2843	3804	2315	858	1796	564	632	687	765	309	266	573	321	420	208	133	169	170	301	190	165	157	73	119	64	84	110	100	49	41	73	42	60	95	95	25	18	62	18	43	17	14	19	18	21	38	9	12	7	9	7	8	14	13	11	3	4	3	9	2	6	2	6	2	3	1	1	2	0	2	3	1	0	1	2	1	8	1	2	1	0	2	0	0	2	0	5	0	5	0	2	0	0	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	24150	13217	6209	4458	5372	6673	4305	1729	3247	1273	1282	1433	1389	691	584	991	636	792	395	317	353	326	629	345	328	315	173	308	144	142	188	173	109	93	161	92	101	170	147	54	59	79	43	70	28	27	35	48	44	62	29	19	27	14	19	17	47	23	18	9	5	3	17	9	17	6	12	4	7	6	2	10	5	3	3	1	2	5	4	3	9	3	2	5	0	1	0	1	2	2	2	1	5	1	2	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	11630	7031	2819	2037	3133	4202	2710	803	2004	606	687	787	861	300	266	570	364	525	186	120	175	181	399	208	195	174	67	170	60	72	111	92	65	39	108	49	48	115	94	32	27	51	20	41	12	18	16	25	27	39	10	11	13	7	10	9	25	14	15	4	4	1	9	2	7	2	6	1	5	2	1	2	0	2	3	1	1	1	3	1	8	1	2	5	0	1	0	1	2	0	2	0	5	0	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	24203	13267	6194	4432	5369	6585	4299	1658	3441	1283	1320	1473	1436	676	599	1054	640	798	379	299	350	342	671	337	317	333	161	326	150	133	217	181	124	101	149	91	128	124	119	69	66	70	55	57	25	28	33	35	40	52	27	25	40	17	21	21	45	23	24	10	7	8	15	7	18	7	8	3	7	5	3	3	7	0	1	2	2	3	3	2	9	2	4	5	0	0	0	2	1	3	1	2	5	0	2	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	11750	7027	2763	2006	3127	4164	2683	745	2169	607	724	824	887	301	265	653	371	541	180	117	170	179	414	197	181	192	58	193	61	75	127	104	79	45	104	49	67	81	67	36	33	45	31	34	12	18	14	22	25	33	10	13	21	10	13	8	29	14	21	4	4	5	9	3	8	3	4	1	5	1	1	2	3	0	0	0	1	1	3	0	8	1	3	4	0	0	0	1	1	1	0	0	5	0	2	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	23936	13094	6164	4388	5338	6560	4206	1666	3514	1232	1351	1481	1450	682	619	1013	662	789	373	320	305	365	687	334	323	338	154	326	140	114	209	161	122	97	170	88	120	125	138	71	67	94	44	56	24	27	33	36	35	47	28	24	41	13	25	19	36	18	29	7	8	10	23	4	12	7	7	1	7	4	4	6	6	2	4	2	3	3	2	1	1	0	2	5	1	0	1	2	1	1	1	2	0	0	2	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	11600	6883	2750	2044	3088	4111	2676	732	2215	577	721	831	877	312	274	667	379	521	170	126	141	206	430	179	186	186	51	206	59	61	115	93	72	44	105	46	60	82	86	32	31	49	25	34	9	17	14	19	21	25	12	14	22	5	17	8	28	12	18	2	4	5	16	2	7	3	3	0	5	2	1	3	3	0	1	0	3	1	2	0	0	0	1	4	0	0	1	1	1	1	0	0	0	0	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	23397	12633	6203	4484	5153	6184	3967	1721	3485	1198	1313	1415	1361	650	599	1006	622	748	362	318	304	346	621	307	313	319	154	291	127	128	211	156	110	94	151	81	107	111	121	69	68	116	39	61	25	26	36	49	37	33	19	28	33	15	20	21	20	15	22	7	6	10	27	10	13	9	5	3	6	3	3	13	8	4	4	2	3	5	0	0	0	1	2	1	2	0	1	1	1	1	1	3	0	2	0	0	0	1	0	1	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	11257	6598	2704	2064	2967	3754	2435	763	2176	557	679	795	804	312	250	654	342	489	173	125	143	192	392	155	176	182	61	171	52	67	126	90	55	40	79	44	61	69	74	34	30	53	24	41	8	13	19	28	16	21	6	16	19	5	15	9	14	9	10	2	2	5	14	6	8	4	3	2	3	2	1	9	3	0	1	0	2	3	0	0	0	0	1	0	0	0	1	0	1	1	0	2	0	2	0	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	22955	12431	6133	4442	5074	6025	3755	1805	3213	1197	1239	1362	1318	661	607	908	595	747	377	328	302	346	563	282	283	287	147	277	115	120	186	156	96	72	187	71	97	116	129	49	53	117	40	55	23	23	35	48	42	40	21	28	28	12	14	18	18	17	16	5	7	8	24	11	10	6	5	4	4	8	4	13	6	5	5	0	4	5	3	1	1	2	1	1	3	0	1	0	0	1	0	3	0	4	0	0	0	1	0	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	10911	6422	2692	2036	2911	3631	2247	812	1929	570	612	758	740	306	254	593	304	450	181	136	148	202	351	145	151	164	68	170	46	56	109	94	41	26	85	43	55	71	81	24	21	54	24	38	6	9	19	25	19	31	8	16	15	3	9	10	12	11	5	3	3	4	13	4	4	2	3	3	2	6	2	8	3	0	2	0	2	3	2	0	0	1	0	0	1	0	1	0	0	1	0	2	0	3	0	0	0	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	23628	12845	6218	4383	5217	6238	4032	1702	3305	1228	1262	1365	1338	667	576	932	631	754	362	344	314	347	526	272	281	262	144	324	114	130	175	174	92	77	184	76	91	127	137	55	55	111	43	64	27	30	39	59	44	41	20	28	32	12	15	13	17	21	14	8	4	3	14	14	17	9	4	4	4	8	3	11	6	4	4	1	7	4	3	3	1	4	0	1	2	2	0	0	0	0	2	3	0	5	0	0	1	1	0	0	1	0	0	1	2	0	1	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	11385	6717	2775	1960	2979	3881	2375	783	2054	584	657	749	769	325	249	601	329	450	165	143	152	192	326	139	158	148	71	197	39	60	111	124	47	30	90	50	49	73	85	24	24	58	25	43	9	17	17	33	24	31	8	14	18	6	7	9	11	14	8	5	2	0	3	8	9	4	2	3	2	5	1	8	3	0	2	0	3	3	2	1	0	1	0	0	1	1	0	0	0	0	1	2	0	4	0	0	1	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	24171	13322	6227	4319	5378	6572	4120	1685	3423	1269	1291	1396	1389	675	586	927	628	754	365	347	319	390	561	297	323	271	147	319	119	162	205	167	89	87	183	92	105	106	161	54	60	98	49	66	38	28	39	65	53	51	18	25	28	17	18	9	12	21	11	7	3	5	19	20	16	8	2	4	2	7	5	5	8	3	4	1	8	2	4	3	3	5	0	2	1	2	0	1	1	0	4	3	0	5	0	0	1	0	0	0	1	1	2	1	3	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	11720	7063	2800	1926	3103	4236	2441	778	2199	615	714	788	806	324	251	587	344	441	162	158	160	203	335	164	179	144	67	198	38	76	128	117	46	38	94	45	54	46	104	30	24	62	32	43	18	16	16	48	34	40	6	13	17	9	8	6	5	14	9	4	1	2	9	13	8	5	0	2	0	4	2	3	7	0	2	0	3	1	2	1	1	2	0	0	1	1	0	0	0	0	3	2	0	3	0	0	1	0	0	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	24274	13544	6201	4268	5662	6835	4337	1610	3570	1322	1350	1390	1431	684	616	956	607	733	372	336	329	372	595	310	322	278	148	333	110	167	228	180	97	93	153	120	98	109	164	62	59	97	43	70	42	25	47	54	50	55	19	31	25	27	26	7	20	17	11	6	4	5	14	27	16	10	3	5	2	2	4	6	7	2	4	1	7	1	4	2	2	6	1	2	1	2	0	1	1	0	4	0	0	3	1	0	1	0	0	1	1	1	3	0	3	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	11985	7296	2818	1897	3342	4456	2574	725	2350	627	757	775	859	336	283	582	348	433	161	160	157	189	333	173	173	136	64	198	43	86	156	125	49	38	86	57	48	52	97	36	30	56	27	43	22	16	24	40	34	38	6	20	14	18	12	3	12	12	6	2	3	2	9	22	9	6	0	3	0	0	1	4	6	0	2	0	4	0	2	1	1	1	1	0	1	1	0	0	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	25047	13964	6344	4364	5789	7077	4498	1682	3641	1323	1398	1500	1559	678	591	1042	695	804	322	357	332	345	677	286	286	321	164	305	124	138	240	233	110	79	165	119	98	171	238	80	56	118	49	73	36	36	47	81	29	74	24	39	23	20	19	15	13	12	23	9	6	7	6	29	12	11	9	7	2	15	6	7	3	8	7	3	3	3	2	2	1	5	0	1	1	4	0	0	0	0	4	3	1	1	2	2	1	6	1	0	0	4	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
0.03	south21_active	80	12518	7691	2964	1947	3406	4644	2722	740	2300	647	747	876	969	297	270	643	387	496	135	163	154	168	441	172	173	192	75	184	54	64	136	149	57	38	103	82	55	118	166	43	30	69	30	51	12	19	30	42	17	53	15	19	15	8	11	10	6	11	10	5	1	5	3	15	6	6	3	2	1	9	2	4	1	3	7	1	2	1	2	1	1	2	0	1	0	1	0	0	0	0	1	1	0	0	2	1	0	6	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
0.03	south22_all	80	24748	13613	6270	4485	5660	6666	4350	1726	3413	1304	1370	1446	1562	670	617	1014	689	804	334	343	334	318	681	298	282	338	172	317	114	147	191	223	99	93	147	103	97	165	252	74	66	67	47	64	37	33	51	79	29	35	23	32	17	22	17	11	11	10	19	11	7	7	13	19	12	6	8	6	4	11	6	5	6	8	8	3	6	1	2	1	1	4	1	1	1	4	0	0	0	1	7	2	2	1	1	2	1	2	2	0	1	2	0	0	0	0	0	2	4	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
