label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138
0.03	north6_all	80	20946	21038	10741	4350	4083	4700	2588	1729	1453	1648	1801	1424	910	1186	641	1152	486	549	462	606	289	280	249	509	224	223	200	240	145	230	140	78	116	119	86	61	50	59	64	33	66	35	60	89	20	98	32	66	30	34	14	31	23	16	17	9	16	21	7	15	7	9	9	9	12	7	15	14	7	3	2	6	3	3	3	4	2	2	2	6	5	8	0	1	1	2	1	1	1	6	0	1	1	2	0	0	0	0	1	2	0	1	0	1	4	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	9450	12951	6336	1943	2143	2797	1364	775	630	903	1037	812	457	675	287	680	257	301	234	397	141	130	117	323	116	127	100	142	59	141	75	29	68	67	49	28	21	26	28	17	29	13	37	52	9	68	15	41	18	17	9	21	11	4	5	3	9	15	4	5	2	5	7	4	6	6	12	4	5	2	2	2	1	2	3	4	2	1	0	4	2	7	0	1	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	4	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	21034	21048	10574	4312	4135	4617	2587	1735	1396	1599	1832	1464	932	1252	627	1108	493	567	490	583	279	304	257	535	200	208	172	227	145	244	150	84	105	122	86	76	47	60	51	44	63	48	45	83	21	98	32	70	24	28	16	18	26	16	19	10	18	32	6	13	9	5	7	11	12	13	17	6	6	2	2	3	3	2	3	4	2	3	3	7	7	7	0	1	1	2	2	2	2	4	1	2	0	0	0	0	1	0	0	1	1	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	9617	13054	6209	1928	2169	2712	1351	782	625	864	1064	826	479	723	281	675	242	291	248	362	124	156	123	354	103	109	82	147	64	140	80	32	67	65	41	34	16	26	26	19	26	21	28	45	12	58	16	54	14	13	10	8	14	7	7	1	11	26	3	4	2	3	2	5	7	9	13	3	4	2	1	0	1	1	3	3	2	2	1	6	3	6	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	21153	20933	10683	4427	4102	4633	2593	1743	1405	1584	1896	1386	907	1259	610	1100	507	553	521	581	265	292	258	549	221	210	189	234	152	234	139	100	128	108	88	91	50	62	53	44	58	44	57	70	20	76	25	67	27	46	15	18	21	16	22	11	16	26	6	11	11	6	6	5	9	13	16	6	5	2	2	2	3	1	1	4	5	5	4	6	7	7	1	2	1	2	2	2	1	4	1	2	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	9659	12857	6278	1956	2121	2759	1350	798	627	865	1123	781	478	737	265	665	236	273	267	339	112	150	126	378	118	106	95	124	80	137	64	43	76	57	41	40	19	28	30	17	31	24	33	48	12	42	10	55	17	30	10	8	13	7	10	3	9	24	2	5	3	2	2	2	3	9	12	2	4	2	1	0	1	1	1	3	5	3	1	4	1	6	1	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	21205	20880	10636	4412	4140	4647	2576	1723	1381	1545	1924	1383	932	1205	605	1099	511	518	515	529	269	307	270	512	177	194	184	228	155	224	130	115	129	99	98	96	61	52	50	48	54	44	58	84	17	68	27	52	22	56	21	33	15	13	21	13	16	35	9	13	11	4	7	6	9	22	9	5	4	3	3	2	1	0	3	7	4	8	3	6	9	2	2	3	1	1	2	3	2	0	1	1	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	9650	12951	6209	1936	2146	2771	1323	807	614	806	1156	776	464	710	279	674	228	254	265	274	107	154	132	346	90	107	98	133	89	138	61	51	76	47	42	42	22	20	29	20	32	25	38	57	8	39	14	43	14	35	14	20	8	6	10	5	9	27	4	5	3	1	2	2	3	19	7	2	3	3	1	0	0	0	2	2	4	5	1	4	3	1	2	3	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	20961	20267	10423	4337	4052	4597	2530	1686	1354	1552	1798	1342	906	1244	589	1026	488	505	514	504	277	277	254	510	177	202	182	243	141	200	131	114	121	94	90	86	55	52	47	53	52	38	53	87	21	60	30	46	26	60	25	40	12	15	16	13	8	37	12	9	7	6	6	5	9	26	5	8	3	3	6	2	1	0	6	6	9	6	5	6	7	3	2	4	0	1	0	2	1	2	0	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	9533	12462	5998	1937	2076	2795	1319	791	590	820	1109	737	443	792	260	596	227	269	270	263	109	141	132	316	96	122	97	121	78	127	62	47	67	44	41	42	21	18	28	26	31	17	31	64	7	40	13	36	18	40	17	29	5	6	8	6	5	29	5	2	2	1	3	1	4	16	3	4	1	2	2	2	0	0	5	2	7	3	2	5	2	1	2	3	0	0	0	1	1	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	22495	18974	9779	4710	3812	4310	2424	1868	1489	1441	1659	1382	913	1169	654	1027	515	554	434	588	301	284	267	500	170	220	175	241	143	222	165	96	127	104	75	76	70	43	54	52	54	32	50	57	32	55	26	67	27	40	23	49	21	19	15	17	8	31	14	16	5	4	15	7	10	12	13	9	5	6	4	3	5	6	6	0	1	1	2	4	0	3	0	6	2	1	1	1	3	1	4	9	1	0	5	0	3	2	1	0	1	0	1	0	0	1	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	10498	11449	5519	2209	1854	2476	1226	878	717	740	959	770	427	687	303	621	231	302	242	343	149	142	126	338	91	104	97	149	66	133	91	48	88	53	34	37	28	11	21	21	28	14	32	29	15	17	10	36	11	25	15	37	14	6	6	8	2	22	4	9	3	2	5	5	5	9	12	6	3	3	2	2	2	1	1	0	0	0	1	3	0	1	0	4	1	0	0	0	2	0	2	0	1	0	5	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	23209	17482	9146	4815	3654	3945	2378	1878	1555	1350	1590	1277	838	1115	657	901	509	505	409	534	312	270	269	481	174	187	164	232	129	229	157	103	126	114	77	73	74	52	59	56	60	29	46	52	29	35	32	52	28	29	23	39	16	15	16	12	8	27	17	17	11	6	14	4	9	5	12	7	3	4	5	9	6	4	3	0	2	1	2	2	0	0	0	6	2	0	0	1	1	1	3	2	1	0	5	0	1	2	1	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	10954	10391	4988	2295	1727	2214	1163	861	757	681	909	682	397	633	302	523	227	266	216	283	154	131	130	303	88	78	84	136	61	148	90	46	75	67	34	33	29	21	28	20	33	12	32	24	17	11	17	19	12	15	14	25	13	8	10	5	3	20	5	10	5	3	5	2	8	3	11	5	2	3	2	8	2	1	0	0	0	0	1	1	0	0	0	4	1	0	0	0	1	0	1	0	1	0	5	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	23172	17762	9534	4845	3718	4074	2363	1850	1552	1365	1617	1287	811	1073	637	900	482	503	436	529	297	269	248	469	188	195	168	230	120	229	148	122	133	109	71	72	73	54	58	66	49	32	52	61	29	37	29	50	26	40	24	29	23	18	21	13	9	14	15	19	13	8	17	7	11	6	20	7	2	4	2	24	3	3	5	0	1	2	3	2	2	1	0	2	4	0	0	0	1	1	3	2	1	0	8	0	1	4	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	10848	10623	5278	2284	1818	2346	1164	847	761	694	901	692	371	575	302	506	223	245	225	281	145	136	120	290	94	84	86	126	53	147	86	44	81	61	34	36	28	22	27	27	22	9	39	33	19	13	20	29	16	14	14	23	16	7	14	5	6	6	6	9	5	3	7	3	10	3	19	4	1	2	0	12	1	1	2	0	0	0	1	1	2	1	0	1	4	0	0	0	1	0	1	0	1	0	5	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	22577	19455	10286	4720	3944	4373	2587	1799	1522	1460	1763	1394	870	1131	606	1011	520	508	434	572	273	265	269	473	206	209	189	269	141	225	162	123	166	140	69	78	74	56	57	70	52	34	59	45	35	42	30	40	23	45	23	30	23	18	25	15	13	18	12	14	15	8	12	9	20	15	13	2	4	5	1	25	3	4	6	2	2	1	4	1	5	2	0	0	4	0	0	1	2	2	5	4	1	1	4	0	0	4	1	0	0	1	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	10323	11840	5925	2196	1982	2560	1343	791	723	746	1021	778	420	629	286	594	248	245	213	309	124	131	132	281	103	110	94	152	61	141	89	41	99	81	34	45	28	29	27	29	20	12	41	31	23	19	26	24	12	19	14	21	14	10	17	6	11	8	3	7	6	2	8	5	10	13	12	0	2	1	0	12	0	1	4	1	1	0	2	1	4	2	0	0	4	0	0	0	2	0	3	2	1	1	1	0	0	4	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	22018	21483	10988	4525	4189	4808	2703	1799	1510	1582	1888	1524	883	1209	614	1162	525	539	465	627	261	296	240	526	230	232	202	288	159	242	158	110	173	150	80	75	71	51	52	71	43	36	71	63	42	46	41	42	37	64	22	37	23	15	24	15	18	31	9	12	12	7	14	12	25	16	11	3	5	6	1	19	2	4	7	2	3	2	6	1	8	3	0	3	6	0	1	2	3	5	2	5	2	2	4	13	0	3	0	0	1	1	0	0	0	1	2	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	9845	13351	6533	2051	2183	2910	1435	771	697	798	1121	879	416	721	287	693	256	281	246	329	114	145	126	317	117	137	98	149	72	159	91	41	102	79	42	45	31	22	21	30	20	12	47	42	24	20	30	30	22	41	13	26	13	8	17	8	12	8	3	5	4	1	8	8	8	14	10	0	2	1	0	7	0	1	5	1	1	1	3	0	6	2	0	2	5	0	1	0	2	3	2	4	1	2	1	13	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	22188	21165	10973	4462	4374	4873	2787	1806	1482	1580	1882	1547	881	1256	627	1085	514	545	460	666	264	301	258	521	251	223	232	285	167	242	155	102	141	141	85	68	70	56	47	63	41	38	65	77	39	56	38	49	35	71	14	36	21	17	22	16	17	44	10	12	10	6	19	12	27	15	4	5	5	7	1	4	4	4	4	2	5	2	6	2	10	3	1	4	5	0	1	2	4	4	2	4	1	2	4	13	0	1	0	0	1	0	0	3	0	1	2	1	0	0	1	0	2	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north16_active	80	9952	13052	6572	2021	2288	2892	1462	810	676	819	1142	874	432	774	287	663	243	291	245	371	114	142	130	337	125	130	119	144	69	160	82	48	80	74	46	38	30	25	20	25	17	12	39	43	20	36	26	34	17	47	8	19	13	8	12	8	9	20	3	4	4	1	11	8	9	15	3	2	2	2	0	3	0	2	3	1	1	1	5	1	8	2	1	2	4	0	1	0	2	3	2	4	0	2	1	13	0	1	0	0	1	0	0	2	0	1	0	1	0	0	0	0	2	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	22225	21020	10939	4437	4248	4830	2654	1797	1469	1529	1892	1485	888	1251	629	1077	511	556	491	658	277	298	255	498	251	242	222	285	141	236	184	95	125	123	89	65	67	54	50	57	52	41	60	111	36	72	37	46	42	72	23	38	15	12	24	19	12	53	10	12	7	5	19	12	14	15	5	5	4	2	3	6	6	3	4	3	4	2	5	2	9	5	2	4	3	0	2	1	2	3	0	2	1	2	0	13	0	0	0	1	1	0	0	3	0	1	2	0	0	0	1	0	3	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north17_active	80	9932	12914	6518	2009	2219	2884	1383	851	665	780	1154	867	438	761	277	636	251	295	275	379	120	125	130	321	117	148	117	164	64	158	105	42	66	69	42	37	26	24	20	22	30	16	33	69	18	52	20	34	17	52	10	20	7	4	14	12	5	24	3	7	2	1	11	6	4	11	3	3	3	1	1	4	2	1	2	3	0	1	3	1	8	4	2	2	2	0	1	0	0	3	0	2	0	1	0	13	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	3	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	22128	21035	11000	4381	4188	4865	2602	1791	1439	1589	1905	1449	885	1267	611	1005	518	574	495	631	275	300	248	538	256	248	210	299	137	232	176	101	117	119	80	62	66	61	37	61	52	47	55	98	31	72	29	35	32	64	27	44	24	14	24	15	13	46	11	11	5	4	21	13	12	7	8	6	4	4	3	6	6	3	3	4	6	1	5	2	8	7	2	4	2	0	2	2	1	0	0	3	0	2	0	19	0	0	0	1	0	0	0	3	0	0	1	0	0	1	0	0	1	0	2	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north18_active	80	9953	12984	6554	1950	2141	2889	1339	826	636	837	1175	837	443	731	288	594	251	303	269	385	117	124	114	338	109	153	113	185	62	148	107	42	60	73	41	30	30	31	21	29	26	24	33	60	15	55	13	26	14	45	9	20	12	4	13	8	8	25	5	8	2	1	17	6	4	1	7	4	2	1	1	5	2	2	0	3	0	0	4	2	7	6	2	2	1	0	0	0	0	0	0	2	0	0	0	19	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	21901	21316	10895	4362	4130	4899	2601	1748	1384	1605	1921	1493	892	1240	570	1083	534	551	507	576	279	310	263	545	236	248	209	295	129	222	187	107	130	123	74	67	57	69	48	62	61	43	81	74	30	57	30	30	30	43	27	38	28	8	23	18	10	29	14	16	7	7	16	12	5	14	12	6	5	6	4	6	8	3	4	5	4	0	5	2	4	7	2	1	1	1	3	3	0	0	1	3	2	2	1	6	0	1	2	1	0	0	0	2	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	9841	13151	6435	1934	2126	2917	1380	806	600	821	1163	868	450	701	275	652	268	282	272	336	125	132	123	331	94	152	114	173	59	133	110	56	69	80	39	31	28	33	27	26	30	22	57	47	16	37	14	22	17	28	9	21	14	3	12	10	7	13	7	9	3	3	16	5	3	7	8	4	2	1	2	5	4	1	0	4	0	0	3	2	3	6	1	1	1	1	0	2	0	0	0	1	2	0	0	6	0	1	2	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	21444	21046	10729	4362	4062	4747	2582	1755	1367	1581	1878	1466	896	1256	560	1092	559	562	479	566	280	326	248	511	211	232	204	260	130	216	168	91	136	116	65	60	51	64	46	68	51	40	93	105	44	64	31	36	28	34	24	42	31	9	21	13	11	26	11	13	11	8	12	9	6	16	15	6	6	6	4	2	5	3	3	7	10	0	8	2	3	9	2	1	1	1	3	3	0	0	2	3	2	2	1	6	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	9642	12911	6283	1952	2060	2807	1345	812	584	819	1107	846	451	740	271	656	276	275	247	339	126	160	109	300	93	139	109	155	61	133	89	47	74	68	34	23	26	26	27	27	23	22	56	81	22	43	13	25	16	22	12	25	17	2	12	7	8	9	6	7	4	4	11	5	3	9	6	3	3	1	3	2	2	2	0	6	0	0	5	1	2	8	1	1	0	1	0	2	0	0	0	1	2	0	0	6	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	20950	22731	6263	10562	3796	2703	3419	4124	4042	2696	1345	1736	1006	723	1280	669	710	973	633	882	304	296	351	459	623	333	167	297	203	201	121	108	170	112	126	127	101	84	70	49	125	43	43	39	46	40	26	28	22	27	57	29	15	23	17	6	15	11	15	8	8	7	10	14	24	8	8	4	7	3	6	16	4	15	4	2	6	1	6	10	3	1	2	4	2	4	1	1	2	0	1	1	1	1	0	1	2	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
