label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135
0.03	north6_all	80	39955	11884	7422	9195	7478	3147	2865	4416	4484	1608	1173	1124	1192	1142	694	623	515	1024	434	529	888	335	268	334	267	219	197	317	160	282	121	122	181	92	80	196	67	61	61	149	60	51	45	49	60	69	52	41	43	30	67	84	14	39	10	54	13	15	12	14	20	22	9	12	7	28	8	12	12	9	10	6	6	5	1	4	9	1	11	2	2	2	3	4	5	4	3	4	2	3	2	1	2	0	1	2	0	1	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	29073	3991	1936	7093	5992	776	1518	3677	3967	698	316	404	696	792	143	208	118	842	100	342	784	157	94	207	132	109	93	250	40	221	34	44	151	29	19	162	27	24	10	133	32	39	19	24	32	58	40	11	25	19	59	77	5	32	2	50	5	2	11	6	10	22	5	0	6	27	5	7	6	5	9	6	3	3	0	0	9	1	11	2	1	1	0	2	4	1	2	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	39563	11937	7365	9279	7597	3138	2837	4389	4338	1575	1190	1104	1183	1189	716	659	504	1028	427	502	887	343	278	318	274	228	211	337	138	283	125	118	233	93	82	199	70	62	51	172	68	62	47	54	55	129	50	32	42	29	65	65	15	43	12	27	15	18	19	14	22	13	10	11	8	30	13	12	7	6	10	6	6	8	1	3	4	1	19	3	3	4	2	4	1	3	3	5	2	1	1	4	1	0	1	1	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	28649	4040	1953	7117	6067	795	1497	3660	3787	696	321	401	671	840	145	234	117	850	116	325	772	152	106	202	128	123	98	279	39	234	35	50	200	33	16	166	32	27	8	157	35	39	22	30	29	113	37	11	27	17	55	57	6	37	1	24	6	2	18	5	9	10	8	0	7	28	10	6	3	3	9	6	3	6	0	0	4	1	19	2	1	1	0	3	0	1	2	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	39333	12062	7293	9056	7452	3101	2840	4185	4218	1598	1219	1110	1170	1235	724	653	521	1013	404	525	821	356	268	318	254	227	199	313	145	252	135	101	265	97	90	196	79	60	53	147	59	71	51	51	50	136	45	31	45	30	71	59	11	24	15	32	15	18	18	19	17	9	10	11	12	9	13	10	8	4	12	5	6	9	1	1	3	0	19	4	2	3	4	4	0	3	2	1	1	1	2	3	0	0	1	1	2	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	28324	4088	1932	6941	5938	792	1493	3446	3667	701	304	415	653	862	163	221	127	835	114	342	697	146	90	214	119	122	93	248	44	211	41	36	227	30	22	169	33	24	11	133	30	52	29	28	26	123	31	11	32	17	62	51	4	18	1	27	5	1	16	13	7	5	7	0	10	8	10	5	5	2	10	5	3	8	0	0	3	0	19	3	0	1	0	3	0	1	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	38950	12082	7316	8924	7190	3069	2860	4181	4203	1598	1244	1090	1215	1219	738	638	504	1013	447	490	806	336	270	323	239	217	220	319	140	226	135	112	274	90	95	184	73	47	57	134	52	72	52	52	53	138	53	26	32	30	70	88	14	26	22	36	20	13	20	16	17	9	10	8	10	10	13	10	9	2	10	2	6	6	1	0	4	0	10	2	2	2	2	1	0	2	1	1	1	2	2	3	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north9_active	80	28091	4097	1925	6849	5685	779	1477	3438	3659	699	332	387	687	863	143	201	119	861	126	309	683	145	97	209	110	114	110	253	37	192	43	48	231	27	22	160	28	16	9	120	27	51	31	31	29	124	43	10	23	20	60	78	5	21	4	32	7	0	17	13	6	4	7	0	6	7	12	7	4	1	8	1	3	6	0	0	4	0	10	1	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north10_all	80	38472	11914	7245	8787	7083	2989	2822	4173	4092	1546	1228	1091	1192	1162	692	623	512	978	429	477	833	336	268	312	249	185	211	343	124	193	140	114	269	98	95	181	66	54	58	123	44	50	46	54	47	102	68	31	31	27	61	89	16	18	21	58	16	7	13	17	17	8	6	9	10	13	7	13	9	4	4	6	5	5	2	2	5	0	0	1	1	1	3	1	1	1	3	1	0	2	1	0	0	0	1	0	2	1	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north10_active	80	27658	4071	1920	6800	5588	748	1426	3456	3571	670	345	389	682	825	139	178	120	816	113	309	721	147	89	192	128	87	109	274	35	151	44	55	227	33	25	162	17	18	10	105	22	36	28	28	29	87	58	11	20	16	49	80	5	14	6	53	8	0	10	13	8	6	5	2	6	9	5	10	4	3	2	4	1	4	0	1	4	0	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north11_all	80	37657	12431	7639	9063	6890	3147	2876	3947	4006	1581	1206	1080	1081	1156	696	649	542	908	444	506	849	336	307	337	234	245	214	343	172	244	125	111	210	95	78	167	71	62	54	101	55	59	71	57	26	89	101	21	31	30	75	56	22	43	21	44	24	8	17	29	6	12	12	8	10	12	10	4	3	10	4	8	1	6	1	4	4	11	2	2	1	2	2	2	6	0	1	1	1	2	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	25788	3639	1682	6706	5326	709	1341	3120	3377	664	290	315	580	780	156	181	106	692	109	272	723	138	85	182	104	115	96	290	49	189	38	54	168	38	13	139	16	14	11	80	23	31	36	24	16	78	87	4	20	15	65	54	5	40	3	38	5	2	14	21	1	10	8	0	7	11	10	1	3	4	4	6	1	2	0	0	3	10	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	39846	12509	7613	9689	7329	3187	3042	4026	4343	1587	1214	1117	1096	1155	730	673	530	972	442	483	865	335	290	355	261	246	230	355	167	255	128	133	232	108	74	197	77	59	57	116	70	59	59	51	28	110	102	22	47	31	54	76	26	46	20	52	18	9	12	28	6	19	10	5	9	12	12	5	6	9	2	8	3	6	1	8	4	11	0	1	3	2	3	1	6	0	1	2	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	28106	3939	1858	7467	5787	786	1534	3260	3734	681	292	333	616	808	162	220	122	762	121	276	747	145	90	218	126	118	105	304	49	198	39	60	184	45	13	169	20	16	11	95	39	34	28	24	19	98	93	8	32	14	46	72	5	42	4	45	6	6	8	21	2	16	8	1	7	10	9	1	5	3	2	6	1	3	0	2	3	10	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	41556	12506	7575	9938	7687	3150	3062	4301	4476	1606	1254	1137	1194	1301	706	640	529	1034	471	516	865	328	286	366	281	256	226	380	160	295	137	136	219	97	70	186	67	59	53	151	70	62	56	52	33	113	135	23	57	28	55	82	24	54	19	46	11	9	21	24	7	19	7	7	12	19	20	4	9	2	21	5	4	5	1	6	3	15	0	0	4	1	4	1	7	1	1	2	0	1	0	0	1	1	1	0	0	0	3	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	30145	4164	1945	7835	6203	800	1632	3574	3931	716	334	352	689	942	150	218	140	839	131	320	745	151	89	230	135	129	100	326	54	246	48	60	176	36	17	160	17	18	11	136	38	42	26	34	27	99	129	8	37	14	49	78	6	51	4	39	6	6	15	17	3	17	6	1	7	16	15	2	5	1	20	3	1	2	0	2	3	14	0	0	3	1	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	41753	12389	7472	9737	7600	3181	3009	4207	4317	1575	1268	1126	1188	1305	676	661	552	999	461	501	834	326	297	350	251	231	242	359	160	287	138	129	191	92	65	205	68	61	52	155	69	66	49	50	36	79	121	31	49	27	55	68	25	52	22	39	11	11	24	14	9	17	6	9	8	23	17	5	14	2	28	6	6	4	2	6	1	6	1	3	3	0	4	0	3	2	1	2	1	0	0	0	3	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	30280	4139	1917	7668	6125	791	1564	3474	3738	691	350	349	673	931	141	218	151	827	130	314	706	162	89	218	122	121	102	291	58	238	55	47	144	32	23	179	17	18	12	140	38	45	25	31	28	69	117	8	32	13	50	65	4	46	3	36	6	5	16	8	2	14	2	2	3	18	11	2	7	2	27	3	1	2	0	2	1	4	1	2	2	0	1	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	41290	12429	7411	9551	7605	3154	3013	4399	4311	1668	1259	1113	1212	1402	686	624	552	1005	461	511	856	330	289	347	241	241	232	311	172	297	139	132	176	88	64	188	71	63	61	182	69	83	51	50	39	59	131	35	39	21	50	35	25	39	20	43	13	7	27	9	6	20	7	11	9	31	13	8	13	5	27	15	6	2	2	4	1	7	7	4	2	1	4	0	5	3	1	2	1	1	0	2	3	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	29975	4141	1893	7479	6085	795	1585	3654	3722	723	363	352	684	1004	137	194	144	836	117	327	723	160	79	214	122	135	101	238	61	245	58	45	137	28	28	158	20	20	14	169	39	56	28	30	27	50	123	8	27	11	44	32	2	32	3	42	7	2	20	5	1	17	0	3	5	27	7	3	7	3	26	12	1	1	0	2	1	5	6	2	0	0	1	0	4	0	0	1	1	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north16_all	80	40793	12406	7419	9524	7524	3168	2964	4396	4433	1652	1258	1096	1188	1378	690	623	538	1007	477	510	908	336	302	338	223	240	233	302	166	286	135	138	189	93	69	193	69	58	60	177	71	88	61	45	48	42	109	32	30	24	61	56	26	41	22	54	18	8	29	7	6	17	13	13	9	27	16	13	11	6	11	18	6	4	3	5	1	2	8	5	1	1	2	1	5	4	1	2	1	1	1	2	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north16_active	80	29783	4079	1915	7493	6006	802	1550	3584	3830	705	352	332	668	998	140	193	136	839	101	329	783	151	85	198	112	139	116	230	50	228	59	53	144	22	35	158	24	15	12	161	41	54	32	30	30	30	100	8	22	12	51	54	0	35	4	53	7	1	24	3	2	14	3	5	7	23	11	3	6	4	10	15	2	3	0	4	1	1	6	2	0	0	1	0	4	0	0	2	1	0	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north17_all	80	40741	12470	7427	9644	7621	3183	2977	4382	4505	1707	1253	1117	1196	1379	719	606	534	1109	479	524	886	356	306	321	244	264	226	288	165	280	130	133	196	107	82	158	77	65	66	154	73	85	60	44	53	41	72	29	44	26	63	55	19	26	17	47	21	11	21	15	5	26	15	13	8	34	15	11	12	6	3	15	5	5	1	6	1	2	8	4	2	1	2	1	4	4	0	2	0	1	2	2	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north17_active	80	29698	4158	1889	7613	6079	837	1586	3581	3920	751	362	361	691	986	147	193	135	921	96	334	756	153	97	194	132	151	112	225	47	228	47	53	158	29	39	124	31	17	15	134	42	52	30	26	31	31	60	7	34	14	50	51	0	22	4	43	9	3	20	7	2	23	3	6	5	31	9	2	8	3	3	14	1	4	0	4	0	2	5	1	0	0	1	0	4	0	0	2	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_all	80	40302	12375	7531	9863	7889	3249	3006	4312	4657	1657	1264	1134	1206	1297	707	614	538	1067	485	541	804	329	312	357	252	251	206	270	156	262	131	132	226	116	97	153	83	71	63	140	64	65	49	45	54	55	43	38	44	38	70	45	13	30	19	51	20	12	22	14	3	20	17	10	10	22	15	10	6	4	7	7	5	10	5	4	6	5	9	2	1	3	1	2	4	2	2	2	0	1	2	2	0	0	3	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	29212	4089	1939	7752	6316	822	1581	3512	4110	736	361	393	685	920	156	202	132	874	100	349	680	135	103	225	132	132	101	212	39	210	43	50	189	37	43	118	30	15	11	121	30	39	24	26	29	45	34	12	32	22	57	41	0	24	3	45	7	2	22	7	2	16	8	5	4	20	9	2	3	3	6	6	1	10	2	2	4	4	6	1	0	1	1	1	4	0	0	1	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	40443	12212	7519	9741	7750	3167	3007	4286	4474	1590	1271	1117	1201	1280	687	611	553	1100	473	580	801	323	307	330	271	265	202	311	164	264	141	130	224	108	106	156	99	71	75	127	65	74	45	39	54	64	69	36	45	37	74	45	14	24	16	32	15	12	11	23	5	19	14	9	9	14	8	3	4	3	7	5	5	11	4	6	9	6	16	2	2	7	2	3	3	1	2	1	1	1	4	1	1	0	4	1	1	3	1	0	1	1	1	0	0	1	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north19_active	80	29237	4021	1938	7580	6229	816	1574	3533	3929	699	352	406	672	930	151	209	132	893	104	381	685	137	102	202	131	132	94	258	42	208	35	55	183	39	37	127	36	15	15	113	28	48	23	18	31	54	56	10	33	22	65	42	3	20	1	24	5	3	9	15	3	16	6	2	3	14	4	3	2	2	5	3	1	10	2	3	7	5	13	1	1	1	2	1	3	0	0	0	1	1	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	40060	11991	7523	9379	7440	3064	2892	4178	4412	1571	1235	1130	1184	1254	678	616	546	946	466	550	861	343	281	336	282	251	195	314	161	296	152	144	224	105	101	145	93	58	72	121	60	75	53	43	40	62	71	35	43	38	42	58	13	22	13	24	13	13	14	33	7	15	11	4	6	22	4	6	3	2	7	3	5	12	5	2	19	7	15	1	2	7	1	2	1	0	3	1	2	1	2	1	1	0	3	1	1	3	1	0	1	1	1	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
0.03	north20_active	80	28863	3944	1952	7231	5941	798	1484	3436	3892	705	333	421	673	910	141	214	135	756	108	358	742	157	91	207	141	132	94	264	43	238	41	63	179	37	32	118	29	17	15	103	29	45	36	19	23	54	64	10	31	22	37	53	4	16	1	16	5	2	9	18	3	13	6	0	2	19	2	5	1	1	4	1	1	9	2	1	17	6	13	0	1	1	1	1	1	0	1	0	1	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	35797	12166	7553	8419	6445	3210	2821	3693	3787	1651	1230	1084	1076	1070	761	705	504	1002	408	464	693	326	268	293	285	223	219	277	168	253	132	123	196	117	82	153	86	69	60	132	58	52	47	57	55	74	39	30	35	17	53	47	21	37	16	27	11	12	15	21	9	22	9	6	7	5	8	10	6	7	3	5	2	10	4	0	5	0	8	2	2	4	0	2	0	2	4	1	0	1	0	2	0	0	1	1	0	0	3	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	23270	3331	1541	5978	4666	611	1213	2772	3186	643	272	285	554	686	182	154	99	788	79	263	576	139	65	140	129	92	97	203	36	184	27	47	147	37	20	121	19	21	12	111	20	26	24	25	24	54	30	5	19	9	43	42	3	30	0	24	2	4	11	16	5	15	5	1	3	3	6	5	4	2	2	4	0	10	1	0	4	0	8	0	1	2	0	1	0	0	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
