label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186
0.03	north11_all	80	7413	2687	1212	959	1319	1585	764	590	396	452	351	457	223	236	399	182	193	191	124	211	122	103	98	99	72	117	155	79	63	102	52	117	56	42	82	79	23	91	71	28	58	32	32	41	32	21	22	19	31	13	36	13	8	11	21	15	8	10	10	10	10	19	9	9	10	9	8	3	4	5	15	10	6	4	8	13	4	4	3	15	3	7	4	4	18	9	5	1	4	0	6	7	2	2	2	0	2	2	5	1	1	0	5	0	2	0	2	0	3	1	2	1	1	1	1	0	1	2	0	0	2	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	4548	1503	587	495	793	1041	441	362	204	284	191	303	115	135	251	101	113	95	66	135	56	52	50	60	32	75	106	40	27	61	27	79	24	19	55	43	9	64	51	10	34	22	19	25	16	6	13	11	16	5	15	6	6	6	13	7	6	3	5	4	4	12	2	2	7	5	4	2	1	3	9	6	5	2	5	10	2	2	1	4	3	2	2	2	10	6	5	0	1	0	4	7	1	2	2	0	2	0	4	1	1	0	3	0	1	0	0	0	2	0	2	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	7276	2606	1168	939	1289	1456	774	551	405	427	345	462	209	227	375	163	199	188	136	216	134	121	89	103	66	114	134	72	63	100	42	116	65	33	79	74	19	83	68	28	59	35	33	43	32	20	19	24	26	15	23	13	9	14	17	12	7	7	7	6	5	15	13	10	10	9	7	4	3	3	17	10	6	3	7	14	4	2	3	7	2	6	4	0	8	9	4	2	4	0	7	11	3	2	2	1	2	2	2	0	1	1	2	0	1	0	2	0	3	2	2	1	1	1	0	0	2	1	1	0	1	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	4480	1464	582	477	762	913	447	311	199	263	190	292	101	128	241	84	124	90	67	137	68	72	42	51	32	67	89	33	27	61	19	76	29	15	53	46	7	57	39	13	43	16	20	26	13	5	9	11	17	8	11	8	6	5	9	7	4	3	2	2	2	6	3	4	8	7	5	3	1	2	11	7	5	3	4	7	2	1	2	1	2	1	2	0	1	7	4	0	1	0	5	8	2	2	2	1	2	0	2	0	1	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6881	2519	1162	916	1265	1267	752	548	400	423	333	453	196	210	347	163	209	191	136	207	142	129	82	101	69	124	159	85	68	97	44	109	61	26	67	68	23	74	64	26	61	37	28	29	27	22	17	27	27	17	21	11	10	12	14	15	9	10	6	6	8	20	12	12	7	10	9	6	5	3	13	9	5	4	7	11	5	2	3	5	1	5	3	3	7	11	4	1	3	1	6	11	4	5	1	3	3	2	2	1	2	2	2	0	1	0	0	1	3	2	1	1	1	0	0	0	2	0	1	0	1	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	4169	1425	576	477	761	809	422	305	190	271	188	270	95	118	241	75	128	95	70	139	75	72	37	53	34	78	95	44	29	53	19	69	30	15	37	45	12	51	37	10	41	16	12	19	10	5	11	12	14	7	12	6	4	6	6	8	4	6	2	2	4	13	2	4	6	6	7	4	3	1	9	7	5	3	4	4	3	2	1	1	1	0	1	0	1	9	3	0	1	0	5	8	2	3	1	3	3	0	2	0	1	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6661	2473	1136	910	1208	1149	688	530	376	415	333	401	214	175	343	180	200	192	124	182	125	120	82	99	69	115	147	82	62	97	51	104	48	27	68	63	25	55	60	31	51	29	34	34	25	13	11	20	20	17	19	15	13	13	18	18	7	7	8	6	9	18	10	14	4	8	8	7	3	3	12	8	7	4	5	7	4	2	4	7	2	3	2	3	2	8	3	1	1	1	2	6	3	6	0	4	1	0	3	2	2	2	1	0	0	3	1	1	1	1	1	1	0	0	0	0	2	0	3	0	2	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north14_active	80	3976	1367	541	467	740	723	398	295	188	249	193	211	101	90	239	80	117	112	60	112	64	71	39	53	35	72	92	44	27	49	23	59	25	11	48	45	16	36	34	15	34	11	14	21	8	2	4	9	12	9	6	10	7	8	12	12	1	5	4	3	4	12	3	3	2	4	5	3	2	1	10	7	6	2	2	2	3	2	3	2	1	0	1	0	1	6	2	0	0	0	1	2	1	2	0	3	1	0	2	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north15_all	80	6756	2501	1124	894	1204	1156	685	538	401	421	337	409	234	188	344	193	197	189	100	187	112	100	92	84	74	96	150	94	59	96	53	95	40	34	68	61	30	63	64	27	47	20	32	34	28	16	11	19	21	13	21	15	9	14	20	17	10	9	10	7	9	18	10	9	3	9	6	7	3	2	13	9	11	5	3	5	6	2	5	3	5	3	4	4	3	7	2	2	1	1	1	3	3	6	0	5	1	0	3	4	2	2	2	0	0	3	1	1	1	0	1	1	0	0	0	0	1	0	2	0	1	0	2	0	0	2	0	2	2	1	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north15_active	80	3989	1365	500	457	739	726	397	299	204	251	204	227	107	105	228	94	111	106	48	117	56	50	47	46	38	52	88	56	25	61	23	54	23	14	41	42	20	41	40	13	33	8	9	23	9	5	5	11	12	7	9	6	5	8	15	11	3	5	7	3	5	14	2	0	1	5	4	2	3	1	12	7	9	1	1	2	6	1	3	2	1	0	2	1	2	5	1	1	0	0	0	1	1	1	0	4	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north16_all	80	7046	2518	1154	935	1212	1234	648	566	422	439	352	421	236	206	366	185	190	195	118	207	104	101	88	88	72	94	128	87	53	90	49	110	39	33	61	68	29	62	54	33	39	24	43	31	27	12	14	20	27	12	17	14	7	11	19	20	13	12	12	10	7	19	9	14	4	6	6	6	4	5	15	8	18	6	5	4	5	3	4	7	7	3	7	5	4	9	1	2	0	1	6	4	2	3	0	4	3	0	2	6	3	1	2	0	0	4	1	3	4	0	1	1	0	2	0	0	1	0	2	0	1	0	1	0	0	2	0	1	0	1	0	2	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
