label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186
0.03	south33_all	80	7363	2624	1171	956	1353	1462	729	518	450	456	367	467	249	202	383	181	204	207	132	196	98	107	72	80	77	97	164	84	52	81	31	100	45	30	58	69	19	84	53	35	59	28	38	23	40	11	22	10	31	12	22	19	13	12	21	8	8	6	10	9	8	12	8	6	7	11	8	5	6	5	8	8	10	8	4	21	8	4	3	14	3	0	3	5	12	2	3	2	3	1	6	4	0	1	1	3	2	1	0	0	2	0	2	0	0	0	0	1	0	4	1	1	0	0	0	0	2	1	0	2	4	0	3	1	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	4551	1435	543	437	836	950	447	319	251	268	202	310	135	113	229	109	115	133	67	112	52	60	42	35	34	58	99	52	24	49	15	57	21	18	38	46	9	50	34	18	38	12	19	17	29	5	12	5	15	4	15	7	2	3	8	2	4	4	8	6	4	10	3	5	2	6	1	2	1	3	5	5	6	4	3	16	4	3	2	11	3	0	2	3	7	2	3	1	1	0	4	3	0	1	0	1	1	1	0	0	0	0	2	0	0	0	0	1	0	3	0	1	0	0	0	0	2	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	7031	2552	1112	948	1265	1320	700	524	420	423	341	450	250	193	401	170	206	222	115	177	101	94	75	80	70	98	136	71	53	82	36	94	48	32	52	72	18	63	55	30	58	23	46	24	34	13	22	12	41	14	26	20	13	7	21	8	7	5	13	10	7	12	9	8	10	10	8	3	4	5	9	7	6	11	8	20	9	3	7	12	4	1	5	2	3	1	4	2	2	0	3	4	1	1	1	3	3	3	0	2	3	3	3	0	0	0	0	1	0	4	1	1	0	0	0	1	1	1	0	2	4	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south34_active	80	4255	1433	512	441	787	826	423	297	224	236	191	278	145	111	235	97	119	151	62	99	54	52	46	42	31	60	93	45	20	48	21	54	21	16	35	50	10	40	33	16	32	12	24	16	22	5	11	4	23	6	18	7	4	1	11	4	6	1	10	6	5	11	3	6	4	3	3	2	0	3	7	5	3	5	4	15	5	2	5	9	3	0	4	1	1	1	4	1	0	0	1	3	1	0	0	1	1	1	0	1	1	3	2	0	0	0	0	1	0	4	0	1	0	0	0	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6736	2534	1084	886	1177	1247	675	551	358	396	314	378	212	195	414	167	177	208	111	180	105	92	78	80	73	94	130	74	48	96	35	92	49	36	49	57	19	57	56	30	63	24	42	29	35	20	18	15	37	18	17	18	12	10	14	9	10	5	17	7	6	19	11	8	10	7	11	3	4	5	11	7	11	15	7	14	16	3	8	7	2	1	7	4	6	1	7	2	1	0	2	2	1	2	2	2	3	4	0	2	3	3	3	0	1	1	0	0	1	4	1	1	0	2	0	1	0	0	0	2	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south35_active	80	4037	1423	475	416	723	802	370	296	182	214	180	213	120	109	267	92	108	139	54	103	56	50	46	46	30	55	90	46	17	56	20	51	23	13	33	40	10	40	37	20	35	13	22	17	23	10	5	4	23	7	11	8	4	4	8	4	6	1	11	4	3	15	5	5	3	1	5	2	0	4	8	5	10	7	3	9	8	2	4	6	1	0	4	1	3	1	6	0	0	0	0	2	1	1	1	0	1	1	0	1	2	3	2	0	1	0	0	0	1	4	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6541	2481	1068	883	1151	1221	640	558	394	405	320	380	207	197	373	169	175	190	113	200	108	93	67	95	70	111	129	82	40	90	40	81	45	39	44	58	24	54	64	37	64	22	29	34	28	25	20	20	31	18	28	17	10	8	13	13	11	7	13	8	7	19	9	9	8	6	11	4	4	8	10	7	11	11	7	7	13	1	7	11	1	1	5	5	11	3	5	2	1	0	1	5	1	3	2	0	3	4	1	3	3	3	1	0	1	1	0	0	2	3	0	0	0	3	0	3	1	0	0	1	1	0	2	0	1	2	1	0	1	2	0	1	0	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
0.03	south36_active	80	3871	1415	484	431	716	774	343	293	191	222	175	209	116	104	246	89	104	116	64	129	61	48	34	55	29	60	85	50	16	48	23	52	22	12	28	41	11	33	45	26	36	12	16	20	17	10	6	9	22	10	19	8	5	4	8	8	6	2	9	4	3	14	5	4	2	2	7	3	1	4	6	5	8	5	2	7	7	0	4	5	0	0	3	2	9	3	3	0	0	0	0	1	1	2	1	0	1	1	0	2	3	3	0	0	1	0	0	0	1	3	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	6485	2438	1094	863	1160	1276	655	533	402	400	327	406	202	194	362	166	183	180	109	221	110	103	62	100	68	112	124	77	44	92	43	90	47	39	44	65	30	57	47	32	65	23	27	34	24	25	20	16	27	19	29	12	10	9	14	18	12	8	9	7	8	21	6	7	7	6	10	5	5	9	7	7	13	9	2	7	10	1	9	12	1	0	4	3	10	5	8	4	2	0	3	5	0	3	2	0	3	4	2	2	2	3	3	0	1	2	1	0	2	2	0	0	0	3	1	3	4	0	1	1	3	0	1	0	1	2	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	south37_active	80	3897	1369	491	415	714	792	352	289	212	226	177	233	104	99	242	93	109	109	57	149	59	48	29	48	33	57	73	49	16	56	26	59	18	18	23	42	15	30	31	21	39	11	15	19	11	8	6	7	17	11	19	6	3	5	8	11	4	2	5	4	2	15	4	2	1	3	6	4	3	5	3	4	9	5	0	6	6	0	4	7	0	0	2	1	8	4	5	2	1	0	1	1	0	2	1	0	1	1	1	1	2	3	1	0	1	1	0	0	1	2	0	0	0	0	1	2	3	0	1	0	3	0	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	6510	2444	1134	901	1164	1204	635	528	422	423	323	433	199	187	349	156	177	176	119	220	106	118	68	98	69	95	106	78	46	82	40	99	46	32	46	69	33	54	45	29	69	22	28	39	27	20	20	21	24	17	28	12	11	7	14	17	14	5	7	10	9	13	5	10	7	11	12	7	4	10	7	2	13	9	4	4	11	3	6	12	4	1	2	1	10	12	6	3	1	1	5	5	0	2	4	2	2	2	3	2	2	0	3	0	1	2	1	0	2	2	0	1	1	3	1	2	4	0	2	2	4	1	2	0	2	2	1	0	1	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south38_active	80	3905	1343	479	412	693	758	337	283	217	241	175	264	104	94	204	86	104	101	64	142	53	50	33	43	37	45	57	47	19	52	17	73	17	18	19	46	14	30	29	16	40	10	17	26	15	7	5	13	15	6	15	7	5	4	4	9	3	1	4	4	3	10	2	4	0	7	5	4	3	6	4	1	9	5	3	3	8	1	2	7	1	0	1	1	8	11	3	2	1	0	2	1	0	2	2	1	1	0	2	1	2	0	1	0	1	1	0	0	1	2	0	1	0	0	1	1	3	0	1	1	4	0	2	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6724	2454	1132	920	1142	1160	619	521	429	418	324	446	206	186	347	156	182	185	122	206	102	117	79	87	68	88	118	80	51	71	48	106	46	35	50	72	26	63	31	27	85	21	28	31	25	15	26	17	27	18	23	11	8	7	14	17	12	11	11	14	8	12	5	12	7	9	11	7	6	11	9	2	7	7	7	4	7	6	7	12	6	2	3	2	7	11	7	4	2	1	12	2	0	2	3	2	0	2	2	1	2	0	3	0	0	1	1	0	2	2	0	1	1	0	1	0	4	0	2	3	4	2	3	0	2	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	4116	1358	477	410	668	712	350	289	217	250	170	275	105	96	196	81	109	108	66	122	53	51	41	30	35	48	68	46	21	46	16	78	16	15	26	45	9	46	17	14	53	10	19	19	14	7	10	12	17	6	10	7	3	4	4	10	2	5	6	4	3	8	1	7	2	7	4	4	4	8	6	1	4	5	5	3	6	3	4	8	2	0	1	1	5	9	2	2	1	0	10	0	0	1	1	1	0	0	2	0	1	0	1	0	0	1	0	0	1	2	0	1	0	0	1	0	3	0	1	3	4	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	7116	2572	1142	934	1217	1203	648	556	426	463	344	457	212	204	343	171	200	177	129	207	86	123	85	95	78	87	116	80	50	66	47	126	44	38	55	70	23	72	39	29	76	22	31	31	26	15	24	17	28	19	26	14	8	11	15	17	12	15	16	12	6	12	9	15	8	9	9	6	5	7	8	5	8	5	8	9	10	7	9	7	7	3	5	1	4	10	7	2	2	2	16	0	0	2	2	2	1	2	1	1	2	1	2	2	0	2	1	1	1	3	0	1	1	0	1	0	2	0	2	3	2	2	2	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	4389	1396	492	430	700	781	386	299	213	266	182	286	112	108	193	88	115	104	70	122	37	53	52	43	42	40	70	46	23	43	13	93	20	13	32	44	8	52	29	14	46	11	20	19	19	9	9	10	15	5	15	9	6	5	5	8	3	8	9	3	3	7	2	10	3	7	4	2	3	5	5	1	4	4	5	8	6	4	7	5	2	1	2	0	3	9	3	0	1	0	10	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	3	0	1	0	0	1	0	2	0	1	3	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
