label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179
0.03	north6_all	80	4554	1548	1114	712	489	511	786	297	251	215	149	278	148	205	105	93	130	173	107	229	130	195	105	64	144	110	51	107	40	24	36	114	47	30	58	22	62	77	29	21	23	36	16	39	15	13	32	32	19	27	10	12	13	11	16	9	23	27	11	7	11	15	7	6	5	3	4	8	14	1	9	2	14	4	3	4	4	0	4	2	5	7	7	4	3	4	1	4	4	1	4	1	1	2	1	1	2	1	5	0	3	2	2	0	0	1	1	3	2	1	1	1	0	1	0	2	0	0	1	1	1	0	2	0	5	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2720	798	620	348	242	268	535	152	117	103	61	158	60	118	42	52	82	111	58	137	89	130	55	33	83	67	25	67	16	11	17	77	33	10	35	14	46	55	14	7	14	19	10	19	4	6	14	21	16	13	4	8	4	5	11	6	15	18	6	4	7	8	4	4	2	2	3	6	11	1	4	1	14	2	1	2	3	0	1	1	1	7	5	4	1	2	0	2	3	1	2	1	1	0	1	0	0	0	2	0	0	0	1	0	0	1	0	3	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4638	1531	1100	728	508	530	783	305	274	248	162	305	160	221	101	94	148	157	115	265	136	195	91	52	159	108	47	93	35	23	34	89	45	30	71	23	52	79	33	12	18	36	20	37	17	19	34	17	14	41	11	10	13	12	13	11	19	16	11	15	11	14	8	8	5	3	3	7	16	3	10	5	9	7	3	3	7	1	7	5	4	7	4	4	4	4	3	3	3	2	1	0	0	2	1	1	4	0	3	2	2	2	2	2	0	1	1	0	1	0	1	3	1	1	0	2	0	1	1	1	1	0	1	0	5	0	1	1	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north7_active	80	2807	762	614	365	248	292	534	161	138	117	64	170	69	133	42	54	95	97	61	173	96	127	48	29	98	61	24	48	15	10	17	75	33	10	39	10	34	53	19	3	10	18	10	13	5	9	19	13	10	29	4	5	6	6	8	6	14	8	6	4	7	13	3	4	3	1	2	5	10	3	6	1	8	3	1	2	6	0	4	4	1	7	3	4	2	2	2	1	2	2	0	0	0	0	1	0	1	0	2	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	3	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north8_all	80	4692	1479	1068	753	515	513	819	310	276	249	172	305	164	218	107	85	146	144	114	273	150	195	104	48	170	116	35	88	33	27	37	94	42	30	65	26	53	81	32	13	29	32	24	35	18	18	29	18	11	48	14	12	12	10	11	18	21	31	6	12	7	11	6	8	5	2	5	7	14	3	10	5	2	7	1	2	6	1	6	5	4	7	2	2	5	3	4	2	4	2	1	0	0	1	2	0	4	3	5	2	2	1	1	2	0	1	1	0	0	0	0	3	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north8_active	80	2793	726	576	378	260	297	518	161	142	120	78	164	74	122	47	37	96	90	59	186	103	128	51	22	97	71	17	46	18	12	21	69	34	11	38	9	27	52	23	6	18	14	12	12	5	8	22	12	3	36	7	5	6	3	8	10	14	13	5	2	4	7	2	4	3	1	4	4	8	3	6	2	1	3	0	1	6	0	4	4	1	7	1	2	2	1	2	1	2	2	0	0	0	0	2	0	1	3	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north9_all	80	4679	1440	1049	714	509	488	797	315	280	263	171	266	156	221	106	89	154	162	118	256	140	205	105	48	175	105	41	89	28	26	34	115	40	30	58	30	56	63	41	13	25	38	31	29	18	17	35	32	13	51	14	10	19	11	8	13	16	41	6	18	4	13	7	5	2	3	6	7	9	4	12	4	5	6	5	1	6	3	3	4	2	10	3	2	4	3	5	1	4	1	2	1	2	1	1	3	4	3	5	3	1	0	0	3	0	1	1	1	1	0	0	2	1	1	0	1	0	1	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north9_active	80	2786	692	561	367	237	270	489	162	158	124	79	145	70	131	53	34	102	110	60	180	88	148	58	27	117	65	22	48	17	14	17	88	30	14	32	8	28	42	28	7	15	17	15	13	6	8	28	15	3	39	7	4	11	5	5	5	11	23	4	6	2	8	2	1	1	2	4	5	2	2	8	1	3	2	0	1	6	2	3	3	0	10	1	2	1	1	2	1	0	1	0	1	1	1	1	2	2	3	1	0	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north10_all	80	4476	1443	992	667	495	447	751	298	259	238	171	224	151	211	111	96	135	152	114	239	125	201	97	55	180	90	41	101	24	30	32	100	34	35	48	32	58	63	37	18	33	24	26	27	15	18	24	45	16	37	14	9	15	11	16	17	8	59	7	10	4	11	7	5	7	3	10	4	11	2	12	4	12	3	6	2	5	3	3	4	3	10	4	1	2	1	3	4	3	0	2	2	4	1	1	4	3	3	4	2	2	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north10_active	80	2607	675	520	353	242	234	459	141	136	100	89	126	69	128	49	36	80	99	58	166	75	145	50	27	130	42	23	59	15	16	16	73	21	15	27	10	28	44	22	9	18	12	13	16	7	8	17	19	6	27	8	5	11	4	9	7	6	36	5	6	2	6	2	2	7	3	5	2	3	0	8	1	10	0	0	1	4	3	2	3	1	9	0	1	0	1	0	2	0	0	0	1	2	1	1	3	2	3	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north11_all	80	4612	1432	1082	714	482	514	808	282	262	232	166	237	147	264	101	101	155	147	100	236	86	180	105	39	195	107	48	95	39	23	47	110	39	25	56	34	49	50	30	24	22	27	18	54	13	16	37	35	10	31	6	5	18	9	21	16	8	15	13	25	8	11	9	8	6	3	3	3	6	3	10	1	27	4	15	2	5	5	3	11	6	5	3	1	0	6	2	1	3	0	4	1	7	3	3	2	3	7	6	0	1	0	3	0	2	0	1	3	3	1	0	4	1	1	0	0	0	0	0	0	2	2	1	0	3	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north11_active	80	2774	721	575	354	238	271	514	142	134	131	82	132	80	160	40	45	94	83	60	158	52	110	67	15	140	72	15	58	23	14	22	82	22	10	38	17	36	26	22	10	12	16	12	34	8	10	29	23	8	19	1	5	11	3	12	9	6	11	8	11	4	4	7	5	3	0	2	1	5	1	4	0	19	3	10	1	3	2	1	5	4	0	1	0	0	4	2	0	1	0	3	0	6	3	3	1	1	5	6	0	0	0	1	0	0	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	2	1	1	0	3	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north12_all	80	4643	1421	1102	718	485	537	861	281	260	222	139	231	152	249	118	123	137	163	107	244	107	148	108	41	191	116	57	87	36	34	38	102	40	30	50	27	31	64	45	26	20	32	25	46	14	19	31	40	12	40	9	7	17	9	19	18	7	15	13	24	8	10	12	7	4	4	0	4	8	6	8	6	27	3	10	1	6	5	2	8	4	4	4	1	0	3	3	3	2	2	2	1	8	2	1	2	3	5	6	2	1	1	1	0	1	0	1	3	2	0	0	5	1	1	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2759	719	612	363	238	292	539	131	133	119	60	136	78	151	52	61	75	94	71	178	65	81	67	13	135	72	21	56	20	18	18	75	22	15	31	10	21	35	38	13	12	17	18	31	8	13	25	22	7	24	3	7	11	3	11	10	5	11	8	9	4	4	10	2	3	1	0	1	6	3	2	5	19	3	5	1	3	2	0	3	4	0	1	0	0	3	2	1	2	2	1	0	6	2	1	1	1	4	6	1	0	1	0	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4598	1424	1163	702	482	547	858	307	261	210	143	246	149	220	116	125	145	148	113	234	105	148	107	54	196	96	59	108	33	38	37	85	49	32	42	23	30	71	45	20	25	36	24	43	15	18	29	37	16	42	10	12	15	12	18	19	17	17	20	21	5	12	9	5	5	5	1	5	12	5	8	7	20	4	5	1	9	2	2	4	3	3	4	1	1	2	3	4	3	2	3	2	8	1	1	3	2	6	8	2	0	1	1	0	2	0	1	2	2	0	0	5	2	0	0	0	0	0	0	0	0	2	1	0	3	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2740	716	652	345	239	316	562	142	126	113	64	152	74	136	51	62	80	83	67	151	64	83	76	24	136	54	22	66	17	22	16	63	26	17	27	9	18	41	37	9	14	20	15	29	10	14	23	20	7	30	4	10	11	4	9	7	14	13	13	8	1	8	8	1	3	3	1	1	10	3	2	6	19	3	3	1	6	1	2	1	3	0	2	0	1	1	2	1	3	2	2	0	6	1	1	1	2	4	8	1	0	1	0	0	1	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4528	1466	1162	697	493	558	816	313	263	210	163	260	129	218	111	120	165	163	107	229	123	162	108	58	181	89	51	105	45	39	23	79	50	41	56	30	32	57	43	17	41	31	21	43	12	16	22	36	19	34	11	12	8	15	17	19	16	18	16	16	5	10	11	6	5	6	1	3	22	3	4	8	24	3	2	1	9	3	4	1	3	2	4	1	1	2	2	7	3	2	3	4	3	2	0	3	3	6	3	2	1	1	1	0	1	2	1	1	1	0	1	4	1	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2709	750	651	344	235	325	512	145	114	108	77	160	55	133	50	59	102	90	58	145	71	111	72	29	116	51	21	70	20	21	10	61	30	21	33	16	15	38	36	14	25	19	12	27	8	14	15	21	9	22	5	7	6	5	7	8	13	13	11	9	1	6	8	1	2	4	1	0	20	2	2	6	21	1	1	0	6	2	4	1	1	1	3	0	1	1	1	1	3	2	1	1	1	2	0	0	3	2	3	1	0	1	0	0	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4522	1455	1193	711	494	551	802	317	263	213	166	274	121	210	117	108	154	171	105	222	120	201	95	57	170	105	51	113	46	42	30	76	53	37	46	25	35	46	48	18	49	24	16	37	14	15	35	37	16	26	14	13	6	16	17	14	21	20	14	14	5	14	5	6	12	4	1	3	29	2	4	7	15	3	4	2	5	3	6	1	5	2	5	0	1	3	1	6	2	3	4	6	2	3	0	3	4	5	3	0	4	0	0	1	2	3	1	0	1	0	2	1	4	1	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2710	726	652	339	224	315	509	167	120	104	76	166	46	127	55	54	96	98	48	137	65	144	59	33	113	59	21	75	22	22	13	60	28	21	27	15	18	33	39	14	31	15	7	23	8	11	20	22	9	16	11	7	4	5	7	6	18	16	10	8	1	9	2	0	7	3	1	1	19	2	2	6	13	1	2	1	4	2	5	1	2	1	4	0	1	2	1	1	2	2	3	2	1	2	0	0	4	1	3	0	2	0	0	0	2	3	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4553	1512	1145	686	482	547	759	334	269	218	167	293	139	220	127	112	143	174	106	207	145	234	96	55	149	103	50	115	48	29	32	82	49	34	56	28	30	59	43	34	49	23	15	29	13	15	37	30	13	20	20	12	8	11	14	11	22	20	6	17	7	11	7	4	18	4	0	1	24	2	5	3	14	2	8	2	5	3	5	4	5	2	4	0	3	2	2	5	2	4	3	6	2	3	1	2	2	3	1	0	4	1	0	1	2	3	1	0	1	0	2	3	3	1	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2695	750	613	338	225	319	484	173	119	104	88	178	55	131	54	58	91	105	49	126	87	153	57	30	98	53	23	82	27	15	11	58	25	19	35	19	14	48	33	22	29	13	9	16	7	9	22	15	10	14	12	4	4	3	5	6	21	14	2	8	0	6	3	2	10	3	0	1	12	1	2	0	12	1	6	1	3	2	4	2	2	1	4	0	3	1	1	1	2	2	2	2	0	2	0	0	2	0	1	0	2	1	0	0	2	3	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
