label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141
0.03	north6_all	80	5265	3605	1927	1231	873	643	1027	532	493	336	648	332	197	572	185	144	199	112	106	106	190	246	76	90	122	120	112	59	65	42	44	44	32	35	32	28	19	35	20	20	22	35	10	26	15	12	15	26	15	12	8	4	3	6	11	6	3	10	3	2	2	3	4	3	3	5	1	2	4	2	0	2	2	4	1	1	3	1	2	1	0	0	2	1	0	2	0	0	0	0	3	0	2	1	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1918	2478	1076	496	214	189	779	234	269	117	550	189	37	497	73	39	126	34	26	29	153	216	20	56	106	103	76	23	42	30	5	31	12	5	3	20	4	24	4	4	5	32	3	20	4	4	5	25	12	9	3	1	1	4	1	6	2	9	2	2	2	2	2	1	0	4	1	0	1	0	0	1	0	3	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5301	3899	1964	1254	883	649	1107	547	499	338	761	321	221	629	201	158	209	117	107	89	190	271	77	95	146	165	150	49	80	40	43	49	36	32	32	36	19	35	24	18	19	37	10	21	17	13	13	39	20	10	8	16	3	5	11	13	1	16	3	5	4	2	6	2	5	9	1	3	4	3	1	2	4	2	1	2	5	1	2	1	0	0	0	0	1	1	0	1	0	0	1	1	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2093	2792	1177	543	239	220	868	254	294	126	669	176	53	558	90	44	133	27	26	22	159	242	21	52	128	145	118	21	62	25	9	34	12	6	2	25	6	25	8	3	4	33	3	15	6	5	6	37	15	7	3	11	1	5	3	12	1	15	2	4	4	0	2	1	1	7	1	0	1	0	0	1	2	1	1	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5464	4127	1989	1220	852	665	1153	546	526	338	902	345	214	792	209	156	220	106	95	99	196	313	72	92	163	196	145	45	75	49	37	55	38	27	32	53	23	26	23	21	10	25	15	28	16	10	15	36	13	14	6	20	2	6	10	13	0	21	5	4	8	3	5	0	6	9	1	2	3	2	1	0	4	1	1	3	4	0	2	1	0	0	0	0	1	2	0	2	0	1	1	2	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2315	3028	1237	549	258	249	937	265	319	121	815	204	54	725	99	43	143	25	22	28	159	285	21	54	145	180	121	18	59	33	8	39	10	4	3	41	10	21	10	7	2	20	4	20	7	4	10	35	8	9	4	17	0	5	2	12	0	20	3	3	8	0	2	0	2	7	1	0	2	0	0	0	3	1	1	2	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5442	4396	2029	1229	837	692	1209	537	532	342	1075	344	220	865	211	162	208	102	95	89	245	359	76	97	176	226	152	45	72	58	35	57	32	17	21	64	21	31	22	17	13	24	15	21	17	10	11	30	18	18	6	21	1	8	5	14	3	14	7	11	13	4	4	0	5	8	3	2	3	1	2	0	9	1	0	2	3	0	1	0	1	0	0	0	1	2	0	2	0	1	1	2	1	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2422	3314	1307	577	252	291	992	272	352	116	1000	228	56	802	107	46	135	19	23	31	205	328	20	55	150	211	137	22	58	43	6	39	11	4	2	51	7	25	12	7	3	19	6	15	6	8	9	29	10	12	3	19	1	4	2	13	2	13	4	9	12	1	2	0	2	6	2	0	3	0	1	0	6	1	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5465	4271	2112	1184	841	664	1186	544	526	329	1090	357	214	797	196	143	185	100	89	93	238	312	69	83	164	220	142	48	56	59	33	56	26	21	24	65	22	25	22	21	15	40	20	28	14	9	9	36	13	21	5	14	3	10	5	17	4	15	10	10	12	4	3	0	2	7	2	3	4	2	2	0	9	1	0	2	1	0	2	1	2	1	2	0	0	3	0	2	0	1	0	3	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2460	3249	1351	561	238	287	957	289	335	108	1011	232	53	739	94	39	122	23	24	37	202	285	16	46	137	209	127	20	40	42	3	37	11	4	1	53	9	20	12	9	3	34	10	19	4	6	7	35	5	12	3	13	2	5	2	16	2	14	7	8	11	1	2	0	1	7	1	1	4	1	2	0	6	1	0	1	0	0	2	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5362	4246	2055	1260	822	721	1174	528	508	330	999	302	210	752	185	149	203	103	110	98	167	310	72	92	239	177	179	59	49	68	37	39	36	25	28	37	20	29	12	16	13	31	9	30	21	13	23	22	9	4	8	33	7	4	4	22	2	7	2	5	5	2	0	1	6	10	0	2	5	2	4	2	3	5	1	0	3	3	3	2	0	3	1	0	0	1	0	0	5	1	0	2	5	0	0	3	0	0	0	1	2	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	2312	3248	1321	589	244	272	963	274	312	112	904	187	59	692	87	42	144	29	29	22	134	277	17	63	212	155	166	30	33	42	10	18	13	10	6	32	6	23	5	7	6	28	4	25	9	4	14	21	4	1	3	32	4	1	0	19	1	7	2	3	4	0	0	0	3	9	0	2	1	1	1	1	1	0	0	0	1	0	3	1	0	3	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_all	80	5358	4297	2127	1241	862	678	1155	546	525	351	1002	315	197	841	173	148	206	106	116	84	178	284	63	92	210	198	179	61	59	68	36	38	49	30	24	29	21	27	17	17	9	23	6	23	13	10	27	40	13	6	8	29	7	3	4	18	4	10	6	6	4	7	2	1	7	4	0	2	5	2	3	4	4	4	1	1	2	1	3	2	0	5	1	1	0	0	0	0	5	1	0	2	4	1	0	4	0	1	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2364	3309	1359	608	253	253	946	302	315	113	902	200	56	779	82	48	142	34	28	23	144	256	18	62	181	176	165	36	43	47	9	21	20	13	5	25	7	19	8	6	3	21	4	16	4	4	18	38	7	4	4	27	5	2	0	16	2	9	4	4	3	5	0	0	3	3	0	1	2	1	0	1	1	0	0	0	0	0	3	1	0	5	0	0	0	0	0	0	0	0	0	2	4	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5477	4377	2062	1243	824	642	1189	539	534	325	1026	329	198	846	147	146	196	110	116	86	178	278	59	90	205	175	179	62	73	69	37	39	48	35	19	37	24	19	20	17	11	28	6	25	12	13	18	44	15	8	7	23	8	5	5	26	3	12	7	8	4	11	4	2	9	5	0	3	3	3	1	2	2	1	2	2	0	1	3	1	0	7	0	1	0	0	0	0	3	2	2	2	7	1	0	4	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	2430	3348	1320	587	239	236	972	296	316	105	921	208	46	794	67	47	133	32	31	28	146	255	14	63	178	161	163	37	56	49	8	21	23	12	6	29	7	10	11	4	5	26	3	18	4	5	13	40	8	5	4	21	5	5	0	23	2	11	5	6	4	9	1	1	4	3	0	1	1	1	0	0	0	0	1	1	0	0	3	0	0	6	0	0	0	0	0	0	0	1	2	2	7	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5435	4317	2016	1206	857	652	1204	512	534	386	986	349	182	897	149	151	187	111	118	92	163	288	75	92	146	190	154	53	70	63	38	45	41	34	15	48	26	25	18	17	13	29	13	27	11	16	21	45	15	11	10	23	8	5	9	22	4	12	9	5	3	12	6	4	9	2	0	3	4	3	2	2	1	2	1	3	0	0	1	1	0	8	0	1	1	1	1	0	1	2	3	0	3	1	0	2	1	1	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	2360	3277	1276	566	249	260	971	277	295	127	881	211	38	848	68	50	119	31	35	33	135	267	18	61	127	180	134	28	52	49	7	23	19	7	5	34	8	12	8	5	6	25	10	20	3	6	16	41	9	5	5	19	4	5	0	20	1	11	5	5	3	11	1	2	4	0	0	1	3	0	1	0	0	1	1	1	0	0	1	1	0	7	0	0	1	0	1	0	0	1	3	0	3	1	0	2	0	0	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5515	4295	2052	1197	823	656	1231	535	529	371	959	342	190	942	160	151	194	118	111	104	168	328	73	91	161	204	138	66	80	56	38	47	40	32	17	53	25	25	17	19	14	33	15	25	13	20	15	35	10	11	14	19	7	4	8	17	3	10	9	5	6	11	7	4	6	2	1	2	8	4	3	1	1	2	2	3	0	0	0	1	0	5	1	0	1	1	1	0	0	2	5	0	3	1	1	0	1	0	4	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	2345	3232	1335	552	237	253	1009	279	308	121	864	205	36	894	74	47	121	36	33	33	144	299	16	58	141	195	123	36	62	45	8	23	17	6	6	39	6	13	5	6	5	26	9	20	4	8	10	33	5	5	6	14	4	4	0	15	1	10	6	4	5	10	1	2	1	0	0	1	3	1	1	1	0	1	1	2	0	0	0	1	0	4	0	0	1	0	1	0	0	2	5	0	3	1	1	0	0	0	3	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5398	4264	2097	1230	812	646	1226	496	533	361	910	347	193	833	164	161	180	122	113	106	178	360	78	95	184	172	130	62	84	57	40	41	35	27	20	55	27	27	20	11	13	40	14	27	17	19	11	41	9	6	14	35	6	1	8	16	3	14	12	3	7	9	6	3	5	5	1	1	7	5	5	2	1	2	1	3	0	0	1	1	1	2	1	1	1	1	1	0	0	2	4	0	1	0	1	0	1	0	4	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	2294	3193	1338	562	241	259	1029	250	319	125	814	219	32	785	83	50	101	36	35	37	153	335	22	58	166	162	113	33	68	47	9	22	11	5	5	36	5	17	7	4	4	34	9	22	7	6	6	40	3	2	7	28	2	1	1	15	0	14	6	2	5	7	0	1	1	4	0	1	3	3	2	2	0	1	0	2	0	0	1	1	0	2	0	0	1	0	1	0	0	2	4	0	1	0	1	0	0	0	3	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5432	4355	2159	1234	828	660	1283	494	542	322	1006	335	192	839	174	164	186	130	116	104	204	354	78	86	183	183	118	67	73	59	34	45	47	19	25	48	24	40	15	15	12	33	12	21	17	18	11	57	10	5	12	34	4	4	7	14	1	11	12	3	7	11	6	3	0	5	1	1	9	6	5	3	1	2	1	2	0	0	2	1	1	1	1	1	1	2	0	0	0	2	5	0	0	2	1	0	0	0	5	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_active	80	2383	3313	1408	577	248	250	1090	253	342	113	914	202	28	790	77	55	111	39	41	35	175	335	23	52	165	171	102	36	58	49	9	28	12	6	6	35	4	29	5	5	3	28	8	15	8	6	5	55	4	2	5	28	0	1	1	13	0	11	4	2	5	10	0	1	0	5	0	1	4	4	1	3	0	0	0	1	0	0	2	1	0	1	0	0	1	0	0	0	0	1	5	0	0	2	1	0	0	0	4	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_all	80	5462	4321	2127	1257	831	678	1193	502	532	298	1075	341	210	806	167	149	185	133	105	98	218	312	83	89	203	198	123	60	75	65	39	49	42	22	29	46	22	38	16	16	16	29	12	34	15	15	9	74	8	5	10	30	6	4	7	15	5	12	11	1	3	9	5	3	0	6	4	3	5	5	3	3	2	1	0	1	0	1	5	1	1	0	0	2	1	1	1	0	0	2	4	1	0	2	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1
0.03	north18_active	80	2413	3294	1369	600	254	257	1001	261	337	99	970	204	39	753	75	43	114	36	36	42	186	295	28	59	190	184	106	34	54	51	8	28	10	6	7	31	7	29	5	4	3	26	6	29	9	4	5	71	2	1	3	26	1	0	1	13	0	12	4	0	2	8	0	0	0	6	2	0	4	4	1	3	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	4	0	0	2	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north19_all	80	5419	4394	2144	1200	811	714	1186	493	536	334	1006	328	219	789	179	136	196	117	109	84	218	286	82	83	188	250	151	56	68	65	35	56	36	23	29	46	20	36	14	26	14	24	12	43	17	18	14	70	8	9	9	15	4	5	7	6	6	6	7	7	4	7	4	4	2	8	4	4	6	2	1	2	2	2	1	1	0	3	4	1	1	0	3	1	1	1	1	0	0	1	2	1	3	3	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1
0.03	north19_active	80	2369	3380	1381	577	235	272	983	253	337	105	903	192	44	727	80	37	127	28	32	36	175	272	25	48	174	234	134	29	49	49	12	33	11	4	9	33	7	27	5	8	3	17	6	39	9	6	9	66	2	0	2	14	1	1	0	4	0	5	3	5	4	7	1	0	1	8	2	0	3	2	0	2	0	1	0	0	0	2	4	1	0	0	2	0	0	0	0	0	0	0	2	0	2	3	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0
0.03	north20_all	80	5412	4507	2112	1182	816	735	1086	521	521	323	1066	332	226	737	173	148	196	99	108	76	206	299	73	92	202	236	199	48	70	57	36	47	35	29	28	49	15	29	21	27	15	29	16	46	13	24	13	44	10	8	13	15	5	7	7	6	8	9	3	9	3	11	1	3	3	7	4	5	3	6	0	2	4	1	1	1	2	3	3	2	0	0	3	1	2	0	1	1	0	0	0	1	3	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
0.03	north20_active	80	2343	3447	1363	576	247	284	875	277	321	102	971	216	48	672	84	42	128	23	28	30	168	282	23	57	189	219	180	24	51	40	13	26	15	4	9	38	7	21	6	10	2	20	6	42	6	8	7	41	2	0	3	12	1	3	1	4	1	7	3	6	3	11	1	0	1	7	2	1	1	5	0	2	3	1	0	0	1	2	3	2	0	0	2	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	south21_all	80	5384	3891	1971	1188	827	674	961	503	445	339	918	325	211	669	189	171	168	138	105	101	197	269	82	89	150	171	136	46	63	76	38	41	37	29	23	45	22	33	17	20	18	34	10	20	10	15	10	45	15	12	10	5	6	8	7	8	7	9	3	6	4	7	2	3	2	18	5	2	4	1	1	1	3	1	0	1	0	1	3	1	0	0	1	0	0	0	0	1	0	1	2	0	1	0	1	0	2	1	0	1	1	0	1	0	0	0	0	0	2	1	0	2	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
