label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123
0.03	north6_active	80	2005	512	425	515	196	136	247	228	174	88	168	82	131	83	132	40	46	34	106	55	14	13	60	13	15	20	24	11	27	17	7	28	19	15	16	11	4	7	4	19	8	10	2	5	3	2	9	6	3	1	7	0	1	0	1	8	3	2	0	1	3	2	6	0	1	0	2	1	1	0	2	4	1	0	1	3	3	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north7_all	80	3484	1149	826	850	414	266	431	338	319	188	299	171	188	158	211	82	100	59	177	78	42	28	88	29	29	45	45	26	56	20	19	33	33	25	25	24	14	18	10	31	22	13	4	5	7	5	10	7	5	3	7	2	2	2	8	14	6	2	0	0	3	4	8	0	3	3	4	1	2	0	8	4	1	1	4	3	3	1	2	2	0	2	0	0	0	1	2	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0
0.03	north7_active	80	1987	526	411	525	189	122	251	198	183	92	193	81	104	91	140	36	53	32	120	53	16	10	54	15	15	26	24	11	37	12	5	20	23	14	12	9	8	10	3	23	12	11	2	3	3	2	9	5	2	2	4	2	2	0	1	11	4	1	0	0	3	2	5	0	1	3	3	1	1	0	8	4	1	0	1	3	3	1	2	2	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north8_all	80	3445	1119	834	832	416	255	427	320	313	180	308	166	211	166	203	80	101	63	187	69	49	39	95	22	30	35	41	33	55	22	15	37	38	24	26	20	13	16	16	29	17	7	4	4	5	4	17	7	6	5	7	4	4	1	5	11	4	2	2	0	3	3	5	0	2	4	3	1	1	0	8	4	1	1	4	1	0	0	2	0	0	2	1	1	0	0	2	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north8_active	80	1936	501	421	506	202	122	251	182	189	89	200	82	122	102	134	33	52	33	143	38	24	16	63	11	16	18	21	13	37	14	6	25	28	15	11	6	9	7	7	21	8	7	3	2	0	2	10	4	2	4	5	4	3	0	0	8	4	1	2	0	3	1	2	0	1	3	1	1	0	0	8	4	1	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north9_all	80	3383	1113	853	812	415	263	429	332	299	169	327	158	219	168	185	76	91	59	175	65	54	36	95	20	27	30	31	27	52	20	22	38	36	31	22	12	19	19	16	34	22	5	5	3	8	6	14	8	7	4	6	4	9	1	3	9	2	1	4	1	2	3	3	0	2	5	4	0	1	0	6	2	1	0	3	0	0	1	3	0	0	1	1	1	0	0	2	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north9_active	80	1940	496	429	464	208	118	253	199	169	83	218	85	131	102	117	34	50	28	135	35	29	16	60	11	16	17	13	10	37	11	11	26	27	21	11	4	11	10	8	25	9	5	2	1	3	4	4	4	2	4	3	4	7	0	0	6	2	0	4	1	2	0	1	0	1	3	1	0	0	0	6	2	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north10_all	80	3316	1176	885	785	437	268	432	361	321	158	298	144	209	157	190	75	87	64	190	69	56	37	92	20	26	32	33	28	46	21	21	47	30	27	10	14	9	12	19	33	21	9	7	2	10	4	17	8	7	5	5	2	10	1	3	5	3	0	5	2	2	1	4	0	0	5	3	0	0	0	6	2	2	0	0	0	2	5	2	0	0	0	1	1	3	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	1895	527	442	426	227	121	257	219	184	80	196	84	126	93	122	39	42	31	150	38	32	20	61	13	12	15	16	15	30	14	10	35	21	19	2	8	3	5	9	23	7	6	3	1	6	3	5	5	3	5	2	2	7	0	0	3	2	0	4	1	2	0	1	0	0	3	1	0	0	0	6	2	1	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	3320	1145	876	823	436	264	440	331	303	187	289	167	193	152	203	79	97	57	211	53	30	35	97	29	30	29	31	24	45	18	18	47	34	16	26	8	15	11	13	18	32	10	4	4	2	5	20	16	8	5	2	3	4	2	2	11	3	2	3	2	0	3	0	2	0	0	4	1	3	0	4	2	2	1	0	1	2	0	0	0	2	0	0	0	0	0	1	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1867	518	425	481	211	116	270	193	184	92	192	99	107	98	119	35	52	32	140	30	23	13	67	14	14	15	18	14	28	9	11	36	26	11	15	4	10	6	9	14	14	0	2	1	1	3	12	13	3	1	0	2	2	0	1	7	0	1	0	0	0	0	0	1	0	0	1	0	1	0	3	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3374	1153	856	815	445	275	437	328	271	196	277	140	174	164	217	77	90	60	181	63	32	34	79	33	31	32	30	34	37	19	20	50	29	22	19	8	9	8	13	22	43	9	6	6	4	4	14	12	9	7	1	5	3	3	2	6	3	3	4	2	2	2	0	2	0	1	2	1	3	1	4	1	2	1	0	1	2	0	2	0	4	0	0	0	1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north12_active	80	1890	545	410	473	225	123	271	184	155	99	185	79	100	107	109	35	46	36	120	34	21	14	47	19	14	16	19	14	22	10	12	33	23	16	10	4	4	4	9	17	26	2	4	3	2	3	8	11	3	2	0	4	3	1	1	3	0	2	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	0	2	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3464	1180	868	827	475	295	450	316	254	183	237	141	185	153	230	87	93	56	178	66	42	33	82	27	33	27	24	30	38	20	14	44	29	19	18	13	7	7	14	26	35	6	7	7	9	4	18	13	6	8	1	6	5	4	1	6	3	2	1	3	2	4	1	2	0	1	0	0	3	1	0	0	2	1	0	1	2	6	2	0	3	0	0	0	1	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north13_active	80	1950	541	437	467	229	122	293	165	151	87	133	74	113	93	120	43	50	32	120	36	23	13	51	19	13	10	16	13	21	9	7	26	19	13	11	7	4	2	9	19	23	2	5	2	7	3	9	12	3	4	0	5	3	2	1	0	0	1	0	1	0	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	6	2	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3529	1138	906	794	439	305	424	332	252	186	273	123	192	159	225	79	96	60	150	64	42	38	75	27	38	27	25	33	40	23	14	38	38	13	17	13	7	7	15	32	29	6	7	8	11	5	16	7	5	8	7	7	6	2	1	7	1	2	2	2	3	4	2	2	0	1	0	1	1	2	0	1	2	1	1	0	2	6	2	0	2	2	0	0	1	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0
0.03	north14_active	80	1966	510	469	458	217	135	269	181	146	97	158	64	131	98	115	37	50	37	108	39	20	18	49	16	17	12	17	15	24	12	7	23	25	9	13	7	4	2	11	23	24	3	4	2	7	4	10	6	3	4	5	6	2	2	1	0	1	1	1	1	0	2	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	6	2	0	2	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3527	1155	876	805	449	293	427	353	285	177	296	145	200	146	202	88	100	48	117	64	41	37	65	33	39	31	23	27	47	25	9	47	36	10	22	14	8	6	15	35	20	4	5	8	10	3	15	12	2	5	8	4	7	2	3	6	2	3	2	1	2	2	3	3	0	4	0	2	1	2	2	1	1	0	1	1	3	6	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0
0.03	north15_active	80	1994	522	446	466	224	130	255	203	156	95	187	76	141	86	113	37	55	28	87	36	20	17	42	21	19	14	15	15	28	16	5	37	23	4	13	9	5	0	10	27	15	1	3	1	7	2	9	6	2	4	6	3	2	2	3	1	2	1	1	1	0	2	1	3	0	3	0	1	0	1	2	0	1	0	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3454	1143	865	817	412	283	436	381	288	174	301	138	214	152	204	84	89	44	138	64	49	34	69	33	37	32	26	20	63	27	9	42	34	13	31	12	8	9	14	32	18	6	3	9	13	6	13	23	2	4	10	3	7	3	4	5	2	1	1	3	1	0	2	3	0	4	0	4	2	3	2	1	1	0	2	1	1	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north16_active	80	1962	526	438	485	205	136	256	222	153	89	193	75	150	91	121	41	46	27	108	37	22	16	46	19	19	16	16	12	34	18	4	33	24	7	17	5	4	2	7	23	12	3	2	3	9	4	8	11	2	1	6	3	1	1	3	2	2	0	1	3	0	0	0	2	0	3	0	2	0	2	2	0	0	0	2	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3389	1163	824	788	418	254	409	378	283	193	311	143	232	141	227	88	81	41	160	66	42	36	71	45	25	34	32	22	56	28	9	47	33	16	31	15	7	14	12	23	19	5	5	12	8	7	8	25	3	4	11	5	7	4	4	5	3	1	1	4	0	0	1	3	0	5	0	4	3	2	2	0	1	0	2	3	1	0	0	0	2	2	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north17_active	80	1897	550	390	454	214	115	219	227	153	101	200	70	143	84	139	43	47	23	121	34	18	15	48	29	11	14	17	11	32	16	3	36	26	9	17	8	4	4	4	14	15	2	4	8	6	3	6	11	3	1	7	4	2	2	3	3	2	0	1	4	0	0	0	2	0	4	0	3	0	1	2	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3380	1154	837	766	425	264	427	350	276	188	288	144	221	142	232	93	69	47	169	81	46	44	83	37	22	29	36	23	49	26	13	46	38	23	39	13	9	17	12	22	21	5	8	13	13	7	8	19	2	3	5	5	7	3	3	10	3	1	4	4	0	0	0	1	0	6	0	3	2	3	0	0	1	1	2	2	1	0	1	0	2	1	1	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	1844	560	407	433	208	123	233	202	155	93	187	74	116	88	150	51	35	29	125	44	21	18	53	22	10	12	23	13	26	12	5	39	30	15	27	7	5	7	5	14	16	3	7	9	8	2	7	10	2	0	1	3	3	1	2	8	1	0	3	4	0	0	0	0	0	5	0	2	0	3	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3426	1187	819	779	426	263	410	359	294	180	261	155	215	151	239	91	64	49	195	79	50	42	87	32	27	29	37	25	40	30	15	35	48	24	32	15	7	12	8	33	23	4	8	11	10	6	7	14	3	6	4	7	4	2	5	9	5	1	5	1	0	1	0	1	0	3	0	3	1	4	0	1	0	1	1	2	1	6	1	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1851	575	389	472	205	120	226	210	179	92	163	85	120	98	165	52	35	26	137	45	22	18	52	19	15	11	24	12	20	14	7	25	39	16	25	9	4	7	3	22	17	2	7	7	5	0	5	9	2	1	1	5	2	1	1	7	2	0	3	1	0	0	0	0	0	2	0	2	0	3	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3435	1174	826	794	438	277	416	378	314	162	267	177	203	151	236	80	64	57	161	65	52	44	97	23	27	35	32	23	30	21	17	41	48	27	33	18	9	10	12	33	27	4	11	8	10	6	12	5	4	7	2	5	3	2	5	8	4	2	4	1	0	2	2	0	0	3	1	3	2	4	1	2	1	1	1	1	4	6	1	2	2	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1923	573	404	492	207	126	240	224	191	81	159	100	117	97	162	41	28	25	111	41	24	19	63	12	16	15	22	11	17	9	9	21	41	17	26	11	6	6	5	22	20	1	6	4	5	0	7	3	3	3	1	4	3	1	2	7	2	1	2	1	0	0	0	0	0	2	0	1	0	3	0	2	1	0	0	1	3	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3383	1133	856	842	437	277	405	373	316	176	313	154	203	157	196	68	79	56	212	77	49	46	79	28	27	57	34	21	46	28	19	37	40	18	28	23	14	6	10	14	13	5	6	6	17	5	11	18	3	5	11	7	6	4	2	5	5	3	2	4	5	0	7	1	1	3	3	1	0	4	1	0	2	3	2	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	south21_active	80	1822	527	441	517	200	133	231	232	164	80	210	89	121	98	133	26	38	29	146	47	26	24	52	7	16	35	18	10	23	16	7	19	23	8	19	7	4	3	5	6	6	3	3	2	11	3	8	16	2	3	9	7	3	2	1	4	4	0	0	1	4	0	4	0	0	2	3	1	0	1	0	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south22_all	80	3443	1103	829	861	442	278	404	369	323	181	305	137	193	181	200	67	71	65	225	74	45	41	92	40	33	52	36	19	54	22	23	46	41	21	27	21	10	8	12	22	18	5	7	6	16	4	15	9	4	4	11	3	4	7	1	12	7	2	4	4	7	1	7	1	0	3	2	1	0	1	0	1	0	3	2	0	6	3	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south22_active	80	1890	518	438	530	208	126	222	225	173	84	202	77	103	113	129	24	31	31	150	44	21	20	60	16	15	35	15	9	32	12	12	27	25	15	18	10	3	3	4	11	14	4	2	2	12	3	10	9	3	3	8	2	2	2	0	10	5	0	1	1	5	0	5	0	0	1	2	1	0	1	0	0	0	2	1	0	3	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south23_all	80	3458	1061	848	829	437	311	402	353	306	181	291	145	208	195	233	77	77	63	222	69	50	34	93	41	37	42	39	18	41	26	28	29	48	18	24	19	8	8	11	22	22	5	8	8	21	5	13	12	2	3	5	3	4	8	2	9	10	0	3	6	3	1	8	2	0	3	0	1	0	1	0	2	0	1	2	0	5	2	2	1	0	0	0	1	0	2	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1924	471	448	498	222	141	219	213	171	92	190	82	111	126	147	33	39	27	155	35	27	15	58	18	16	31	19	9	30	14	13	14	28	12	16	9	2	1	3	12	20	4	3	4	16	3	7	8	2	2	3	2	1	3	1	8	7	0	1	2	1	0	6	0	0	1	0	1	0	1	0	1	0	0	1	0	3	0	1	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3522	1074	841	853	449	326	411	328	299	189	269	159	205	179	269	86	76	63	205	69	49	36	84	37	31	38	43	20	38	24	32	36	38	25	26	17	9	8	11	20	24	4	4	9	14	6	14	5	2	6	4	5	6	8	2	11	9	2	3	3	5	1	5	4	1	2	0	0	0	0	2	2	0	0	1	0	4	2	2	1	0	0	0	1	0	2	0	0	0	3	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	2001	474	441	519	235	149	237	182	182	102	163	95	120	119	159	37	39	28	139	36	28	12	52	19	15	27	20	12	25	15	19	14	25	16	20	12	5	2	5	11	21	3	1	4	11	4	7	1	2	3	2	4	2	4	1	10	6	2	2	2	3	0	5	2	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
