label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188
0.03	north6_all	80	4062	3541	1917	1142	837	1055	1104	406	402	333	610	339	398	443	222	159	157	228	235	141	110	133	152	99	85	141	69	117	74	115	68	54	52	57	35	82	61	50	79	23	34	41	26	22	40	20	32	23	16	32	16	24	15	22	19	8	16	9	18	12	11	15	10	24	6	8	3	15	8	6	5	3	11	3	5	5	6	5	3	6	4	0	2	4	6	4	6	2	2	1	1	1	0	6	0	1	3	4	2	1	2	2	3	0	2	2	0	3	1	1	1	1	4	3	4	0	0	0	3	0	1	0	0	1	4	0	0	0	0	2	0	0	0	2	1	1	1	1	2	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1877	2149	1076	595	440	668	685	168	191	159	382	182	267	257	110	79	85	137	158	72	63	65	91	52	53	91	35	66	40	72	40	21	26	20	20	54	38	35	46	10	24	26	13	10	17	13	18	16	10	23	5	14	8	9	9	2	9	7	9	10	4	13	7	17	2	2	0	9	5	4	2	1	8	2	2	1	5	2	1	3	4	0	1	3	4	2	3	0	2	0	1	1	0	2	0	1	1	2	1	0	1	0	2	0	1	0	0	1	1	1	0	1	2	1	3	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4074	3703	1970	1139	875	1177	1094	387	412	330	635	359	422	492	234	168	162	247	234	132	122	158	160	100	88	163	64	122	74	108	81	52	59	57	28	95	56	55	78	20	45	52	30	20	42	33	27	22	20	27	11	28	13	20	22	13	17	10	19	17	11	20	12	26	12	9	3	21	10	6	5	1	7	3	4	8	6	2	2	9	4	0	3	5	5	3	5	2	2	2	2	0	0	4	0	2	3	5	2	0	2	2	2	0	1	2	0	3	0	1	1	0	2	3	4	0	0	0	4	0	1	1	0	1	4	0	0	0	0	2	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	2	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1861	2262	1128	623	450	767	663	168	208	146	396	217	268	295	118	86	87	153	145	73	72	86	95	55	51	107	33	70	42	68	50	20	38	22	13	65	36	37	44	9	29	36	15	9	13	22	14	16	11	22	2	21	8	10	12	4	10	6	9	12	4	16	8	19	7	4	0	13	8	5	1	0	6	3	0	4	5	2	2	3	4	0	1	3	4	1	3	0	2	0	2	0	0	0	0	1	1	2	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4032	3939	2045	1165	960	1266	1164	403	425	322	652	373	482	506	209	169	166	259	247	122	117	150	166	101	97	167	80	108	72	100	90	59	66	50	33	113	58	62	85	19	52	39	25	20	50	36	27	23	22	23	11	35	10	20	21	10	13	13	15	14	7	20	9	36	14	14	2	27	13	5	3	2	6	2	1	6	13	3	1	7	2	3	5	4	7	4	4	1	0	1	3	2	1	3	1	2	2	6	1	2	1	2	4	0	1	2	0	1	0	1	0	0	1	2	3	0	0	0	3	0	3	1	0	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1809	2472	1214	645	500	832	744	183	235	143	417	236	310	330	111	91	89	158	153	64	77	89	104	55	51	112	45	50	46	65	51	24	47	22	15	75	39	40	53	10	34	29	13	7	20	25	14	15	11	17	3	22	6	10	15	4	7	7	6	5	3	14	5	26	8	9	0	21	9	4	0	0	6	1	0	4	10	1	1	2	2	0	1	2	6	1	2	0	0	0	2	1	1	0	0	1	0	4	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3978	4109	2116	1196	965	1402	1206	408	449	327	676	380	519	571	202	158	160	285	290	123	109	158	185	109	114	169	76	99	71	104	94	51	77	51	31	114	54	50	83	20	55	48	27	18	47	31	25	28	20	18	13	36	10	22	24	10	10	11	17	20	9	21	7	31	17	14	4	23	10	4	2	2	16	2	1	8	17	2	2	13	4	3	8	2	4	3	3	1	1	2	2	3	2	2	1	2	1	7	1	3	1	0	4	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	3	1	0	1	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_active	80	1796	2550	1265	658	492	908	782	195	258	154	432	246	331	404	114	74	77	165	187	69	69	86	118	62	60	103	46	49	48	69	57	18	62	23	13	71	38	28	49	12	34	36	11	7	25	21	15	16	8	12	7	23	5	11	21	5	5	5	6	9	3	14	4	24	10	10	1	20	6	2	0	0	16	1	0	6	14	0	1	8	3	0	4	1	4	2	1	0	0	1	1	1	2	0	0	1	0	4	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3977	4063	2156	1191	932	1355	1314	416	446	320	706	361	501	559	205	162	164	264	290	128	108	155	188	113	116	174	66	99	70	120	94	50	76	46	36	100	57	44	68	22	41	58	23	21	43	31	21	27	21	13	17	30	11	18	20	10	12	11	14	18	8	17	8	30	21	17	9	20	7	4	0	5	17	2	1	10	17	4	2	18	5	3	8	1	3	2	4	0	1	2	1	3	2	0	1	1	1	6	0	3	0	0	3	2	2	0	0	1	1	0	0	0	1	1	0	1	1	0	3	1	3	0	0	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_active	80	1813	2550	1280	672	482	861	845	190	250	138	465	218	322	380	117	78	79	151	196	70	69	87	124	66	72	104	39	56	45	76	55	24	55	21	17	56	36	23	37	10	25	44	7	11	26	21	16	13	8	8	12	18	5	10	18	3	7	3	3	8	3	14	3	22	12	12	3	19	5	2	0	2	17	0	0	7	14	0	0	11	2	0	5	1	3	1	2	0	0	2	0	1	2	0	0	1	0	3	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3930	4035	2103	1203	973	1328	1138	389	472	292	804	378	497	519	203	157	165	239	247	129	127	158	170	98	125	181	70	95	77	125	79	41	68	43	43	85	59	41	104	18	35	44	39	29	39	26	25	27	15	19	15	14	14	24	11	10	18	8	13	25	6	27	7	30	12	5	9	16	17	1	10	5	10	2	4	2	10	1	5	5	9	1	5	6	4	3	0	4	3	0	2	4	4	7	1	4	0	3	2	1	1	2	0	1	0	1	4	2	1	0	1	2	1	2	0	4	1	0	3	0	0	1	2	0	8	0	0	0	5	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	1806	2457	1243	679	520	864	725	185	260	133	510	226	340	362	112	78	86	142	113	62	57	79	131	51	73	113	30	58	42	76	49	22	32	23	23	59	37	22	70	10	19	22	24	16	21	15	12	15	8	9	8	4	4	15	8	3	12	5	7	19	1	23	5	15	6	3	3	11	17	0	7	3	10	1	0	0	10	1	3	2	5	0	2	2	1	2	0	2	0	0	1	2	0	6	0	2	0	2	1	1	0	1	0	0	0	1	2	1	0	0	0	2	0	1	0	2	1	0	0	0	0	1	2	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3985	3992	2136	1216	946	1296	1223	403	490	318	812	356	480	491	201	152	170	224	267	128	153	157	181	101	115	162	79	106	82	143	84	50	76	42	40	87	73	37	97	18	41	50	40	27	40	26	32	28	14	16	14	16	16	25	11	14	21	16	12	23	6	44	11	24	9	4	9	15	18	4	11	6	10	4	5	2	11	3	3	7	7	1	4	3	3	4	0	2	2	0	3	3	4	8	0	4	0	4	3	1	2	2	0	1	0	1	2	2	0	0	1	1	1	2	0	6	2	0	3	0	0	1	2	0	8	0	0	0	4	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	1826	2417	1264	664	509	837	779	192	278	150	503	199	330	321	105	76	97	138	142	58	71	88	133	53	64	97	37	63	48	90	60	26	45	26	17	51	50	22	62	12	26	28	27	12	27	12	21	13	7	7	7	5	4	17	6	4	12	7	6	17	0	42	6	8	3	3	3	10	17	1	5	3	10	1	2	0	11	3	2	2	2	0	2	2	1	3	0	0	0	0	1	2	2	5	0	3	0	4	2	1	1	1	0	0	0	1	2	1	0	0	0	1	0	1	0	3	1	0	0	0	0	1	2	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3929	4009	2133	1197	932	1408	1268	408	508	323	761	368	471	471	202	154	190	237	268	134	148	142	207	106	111	174	87	111	80	148	95	57	75	51	45	91	79	49	83	16	39	50	40	29	55	30	36	26	12	16	13	18	17	35	13	15	24	17	9	18	10	27	16	20	10	7	11	9	12	4	7	5	9	4	8	6	11	3	2	8	6	1	2	4	4	1	0	3	1	0	1	2	8	8	1	4	1	4	3	1	2	1	1	1	2	0	2	2	0	1	1	2	0	2	3	3	1	0	2	1	0	1	0	0	3	0	0	1	4	0	1	1	0	0	1	0	0	0	0	1	0	6	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
0.03	north13_active	80	1822	2455	1265	627	511	908	801	202	287	157	487	215	329	311	103	75	101	143	156	59	73	86	151	59	60	111	42	66	45	89	69	34	43	29	17	54	54	31	56	10	26	32	23	12	31	14	18	13	4	10	6	6	3	22	8	2	16	7	5	10	3	27	9	9	3	4	4	4	9	1	2	1	9	2	3	2	9	2	2	3	2	0	0	3	0	1	0	3	0	0	0	1	6	5	0	2	0	4	2	0	1	1	1	0	1	0	2	1	0	0	0	2	0	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3971	3980	2140	1195	946	1415	1316	396	500	321	715	373	501	506	199	144	206	199	280	122	146	158	205	96	102	179	72	121	88	149	98	50	69	56	39	116	71	47	85	24	34	58	42	30	54	34	35	26	14	30	12	17	13	20	19	15	24	19	7	21	12	32	24	13	8	7	9	5	7	4	8	4	5	6	7	7	13	4	4	7	3	0	3	4	4	2	2	6	1	2	4	2	7	3	1	3	1	2	3	1	2	1	1	1	4	1	2	1	0	1	1	1	1	0	3	3	2	0	1	1	1	0	0	2	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	6	0	3	1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	1782	2456	1290	610	532	904	844	194	287	163	456	213	338	333	96	62	114	122	184	55	75	100	148	50	60	122	39	73	45	96	69	28	47	32	15	76	46	27	66	13	25	39	17	10	31	16	15	14	5	20	7	8	3	10	12	4	17	8	3	15	5	26	16	3	3	3	3	3	4	1	2	1	5	1	3	2	10	2	3	3	2	0	2	3	0	2	0	3	0	2	2	1	6	1	0	1	0	2	2	0	1	1	1	0	2	1	1	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4015	3884	2070	1239	884	1446	1274	397	494	320	691	375	463	542	201	140	204	225	267	114	128	149	212	104	108	155	70	128	80	104	95	50	68	56	34	109	57	49	63	24	39	53	36	22	54	34	34	23	18	35	9	17	13	25	22	13	24	18	6	22	11	16	24	17	12	10	7	6	7	3	5	5	5	5	5	6	14	7	4	10	2	0	4	6	3	2	3	6	3	2	5	2	6	1	3	3	1	3	2	1	2	1	1	2	5	2	1	1	0	1	1	4	1	0	3	0	2	0	2	1	1	0	0	2	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	6	0	2	1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	1	1	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	1815	2419	1257	657	483	957	819	183	279	157	442	218	305	383	110	62	111	146	187	60	66	94	149	57	60	105	37	79	42	61	68	28	47	30	16	78	32	26	47	11	20	35	12	7	33	12	12	10	5	25	5	10	5	13	13	5	15	12	3	14	7	8	19	7	10	4	3	4	4	0	1	3	5	1	2	3	11	4	2	7	2	0	2	5	0	2	0	3	2	2	2	1	5	0	1	2	0	3	1	0	1	1	1	2	2	2	0	0	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
