label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191	Otu192
0.03	north6_all	80	7275	2111	3905	1435	922	1050	753	1324	419	595	317	592	253	371	277	538	189	400	156	276	272	86	124	87	91	82	130	137	171	84	63	65	63	68	52	77	101	48	27	88	35	40	32	30	64	25	18	28	37	29	43	18	22	13	25	15	15	20	10	26	13	19	10	4	7	11	23	11	5	13	6	21	23	7	4	2	6	3	3	13	14	7	12	6	3	1	2	3	4	0	4	2	6	8	4	1	2	3	3	7	0	2	1	0	5	0	0	1	1	1	0	0	1	2	1	1	0	2	0	0	0	1	0	1	2	0	0	4	0	0	0	0	1	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	4218	974	2583	820	472	585	421	866	206	365	152	389	131	233	166	357	97	264	88	179	172	43	72	42	38	52	76	83	107	32	26	30	33	32	30	48	63	27	16	57	19	31	19	13	40	15	9	21	23	16	31	5	12	5	12	6	9	15	4	16	9	16	6	2	4	7	15	4	3	6	3	9	11	5	2	0	4	0	1	8	10	6	10	3	1	1	0	3	2	0	3	0	2	8	3	0	0	3	2	5	0	0	0	0	4	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	1	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	7440	2130	3945	1464	946	1066	780	1265	426	633	309	609	264	379	285	563	191	385	146	293	260	90	116	92	88	80	122	157	176	87	54	58	63	80	44	73	95	48	35	98	34	33	36	41	60	30	19	26	26	28	28	19	23	12	23	13	15	19	9	19	10	21	8	7	6	13	21	9	7	18	7	18	20	3	2	9	6	3	1	13	13	6	20	3	6	4	2	2	2	0	3	1	4	5	4	1	2	1	4	4	2	5	1	0	5	0	0	0	0	0	0	0	1	2	0	2	0	2	1	0	0	1	0	1	2	0	0	5	0	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	4315	987	2609	805	513	605	442	825	208	379	140	400	127	225	165	369	89	244	79	189	165	40	62	44	34	51	76	86	108	35	23	29	34	39	24	48	65	25	22	65	19	26	21	17	42	19	7	18	18	20	19	8	12	7	9	7	9	14	5	11	6	13	5	3	4	8	17	3	3	9	4	7	14	2	0	3	4	0	0	9	9	4	14	1	3	3	0	2	1	0	2	0	2	5	2	0	0	1	2	3	2	0	1	0	4	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0	0	1	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	7407	2183	4075	1499	938	1091	773	1260	411	632	300	577	250	350	297	546	198	367	163	294	281	90	132	97	86	89	128	156	169	77	52	51	68	72	41	76	97	52	33	91	24	30	38	48	49	34	25	22	32	20	32	26	23	16	12	14	11	16	11	23	10	22	6	9	9	6	16	8	6	19	8	16	18	3	3	9	4	3	2	10	10	7	14	4	5	3	1	3	2	1	3	0	5	5	2	2	2	5	4	3	2	5	7	0	6	0	1	3	0	0	0	0	1	1	1	3	1	0	1	0	0	1	0	1	2	0	0	5	0	0	1	0	2	1	0	0	2	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	4334	1018	2742	854	539	623	425	842	200	372	131	381	120	204	169	347	98	228	90	195	181	38	74	49	39	54	76	86	98	36	22	26	38	43	25	50	70	27	20	55	15	17	21	25	32	20	10	13	19	16	19	17	14	10	5	6	4	9	7	10	5	15	4	3	6	3	12	5	2	10	4	10	15	2	1	3	3	1	1	7	7	2	9	2	2	2	0	3	1	0	1	0	3	5	0	0	0	1	2	2	2	0	7	0	4	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	7308	2174	3935	1516	935	1088	777	1292	416	635	287	568	241	371	319	496	186	336	175	282	282	97	141	90	99	95	122	154	149	74	43	40	55	72	48	67	107	64	46	86	21	22	33	50	46	28	21	21	37	18	59	22	31	19	10	10	17	15	11	16	11	16	5	7	9	7	17	7	6	15	7	16	13	5	5	8	4	4	4	10	7	6	14	6	5	5	2	3	1	3	4	0	4	2	3	4	1	5	3	2	3	7	8	0	4	2	1	3	0	1	0	1	2	0	1	2	1	0	2	0	0	1	0	1	1	0	0	1	0	1	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_active	80	4299	965	2597	859	543	617	414	887	205	371	123	386	107	235	182	319	80	216	92	185	186	45	81	52	56	58	70	99	86	40	21	20	31	39	27	40	69	37	32	60	10	10	16	30	29	15	9	12	23	13	41	15	21	12	4	5	9	8	4	4	4	9	2	2	8	3	16	4	3	11	4	12	11	4	2	3	3	2	1	7	4	2	7	2	2	3	0	3	0	2	2	0	2	2	2	2	0	1	2	2	2	1	7	0	3	1	0	0	0	1	0	1	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	7324	2145	3876	1530	964	1048	771	1391	403	598	289	528	243	387	286	492	179	324	187	268	307	94	152	80	102	102	105	155	177	71	44	47	51	60	51	67	116	58	56	94	22	27	30	46	50	33	30	15	38	14	57	22	39	17	8	11	11	10	14	12	14	15	5	8	6	5	22	5	5	8	5	12	6	7	6	1	2	5	3	11	6	6	9	5	1	4	1	3	2	7	4	1	4	2	2	3	0	7	2	2	1	3	7	0	1	2	1	3	0	2	0	1	2	0	2	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	4301	966	2595	845	529	569	407	964	205	336	134	337	118	253	163	321	84	211	98	168	202	44	82	45	66	65	51	105	122	36	18	21	29	31	30	39	80	35	33	68	9	11	14	27	26	16	16	8	28	10	41	15	32	9	3	7	5	2	5	4	5	11	4	2	5	2	20	4	3	5	4	8	4	5	3	0	1	3	1	7	4	2	5	1	1	1	0	3	1	5	1	0	2	2	2	2	0	1	2	1	0	1	6	0	0	1	0	0	0	2	0	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	6968	2093	3976	1525	907	1111	786	1283	433	655	289	491	249	392	320	533	169	381	146	273	299	73	163	100	102	82	122	136	137	70	51	46	57	65	51	82	70	58	40	100	23	36	30	40	52	30	27	28	16	23	31	18	18	18	22	24	7	30	12	17	26	15	9	8	5	9	14	13	7	11	6	7	16	3	2	3	5	4	3	4	9	8	6	5	5	4	3	4	10	2	3	3	2	4	2	2	1	3	2	7	1	3	1	1	5	0	9	3	2	3	2	1	1	3	0	0	0	1	0	0	1	1	0	2	1	0	1	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	4011	922	2627	887	458	645	429	859	214	363	147	294	113	232	191	339	73	233	71	174	188	29	96	45	56	36	68	78	77	32	20	24	24	39	27	44	39	36	25	60	9	24	16	32	32	14	16	15	2	16	25	12	7	6	12	13	5	17	7	9	17	11	6	4	2	6	7	5	4	8	3	5	7	1	0	1	3	1	1	2	3	4	3	3	2	0	1	3	8	1	1	2	0	1	1	0	0	1	1	5	1	3	1	1	5	0	9	3	2	2	1	1	0	3	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	7016	2077	4139	1515	934	1065	814	1345	432	703	304	512	259	387	313	481	177	377	170	278	304	79	121	110	102	84	107	138	116	67	42	43	50	66	56	81	65	58	39	96	29	35	31	23	52	25	26	28	26	27	50	20	23	17	23	23	11	20	13	20	17	13	6	6	4	12	15	11	8	5	4	9	18	1	4	4	6	4	1	4	8	6	5	3	3	3	2	1	7	1	4	2	3	6	3	1	2	2	2	9	2	1	2	0	6	0	9	3	3	3	1	0	1	3	1	0	0	1	1	1	1	1	0	2	2	0	1	0	0	2	0	1	0	0	1	0	0	0	1	0	0	3	1	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	4073	929	2788	852	493	635	449	896	230	406	146	310	121	215	194	310	87	233	80	182	201	34	69	51	52	38	61	81	66	30	14	24	21	42	29	47	37	41	24	55	13	25	18	15	29	9	15	13	7	15	34	8	9	7	13	14	8	9	7	13	10	8	3	3	2	5	7	5	5	2	3	4	7	1	2	3	4	2	0	1	3	4	2	1	1	0	1	1	7	1	2	1	2	3	2	0	1	0	1	5	2	1	2	0	5	0	9	3	2	2	1	0	0	3	1	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	7018	2074	4093	1471	950	1122	786	1369	412	691	319	516	260	408	317	450	181	367	181	283	300	82	132	114	110	92	98	158	89	58	34	50	52	64	50	85	57	61	37	80	26	40	38	16	45	24	26	35	30	22	57	21	23	14	20	29	15	21	14	19	15	10	5	6	5	8	12	14	6	5	4	7	22	0	5	6	3	5	0	8	8	8	5	2	3	3	1	2	3	1	5	2	4	6	2	1	2	3	1	6	2	0	5	1	7	0	6	2	3	3	2	0	1	1	3	1	0	1	1	2	1	2	1	2	2	0	1	0	0	2	1	2	1	0	1	0	0	0	1	0	0	3	1	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	4122	951	2650	822	508	675	444	865	218	398	154	316	127	222	187	285	94	231	97	186	200	36	70	58	59	51	56	96	53	32	9	27	22	40	25	51	34	40	24	48	12	27	22	11	24	12	16	17	12	9	35	9	8	8	12	15	9	15	8	15	7	6	1	2	4	4	6	7	3	1	3	2	11	0	2	4	3	1	0	1	3	6	3	0	0	1	0	1	3	1	3	1	2	3	1	0	1	1	1	3	2	0	3	0	6	0	6	2	2	2	2	0	0	0	2	0	0	0	0	0	1	1	1	2	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6970	2119	4013	1414	984	1075	780	1304	405	646	325	516	268	368	325	484	175	364	179	254	300	95	133	112	106	90	95	128	93	67	33	51	52	72	60	82	74	61	43	89	28	40	44	19	39	20	20	31	29	24	61	20	30	13	17	20	18	19	18	21	16	12	10	8	6	9	15	9	7	5	3	8	14	2	4	7	2	4	2	9	2	7	9	1	3	4	2	5	3	1	8	2	4	4	2	1	2	1	0	6	2	1	7	1	7	0	3	2	1	1	2	0	0	2	3	1	0	1	2	3	1	2	1	0	2	0	1	0	0	0	1	2	1	0	1	0	0	0	1	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north14_active	80	4072	972	2588	807	526	630	442	831	213	401	150	293	134	210	198	314	99	224	94	162	199	46	78	55	51	48	56	68	62	33	8	25	21	44	31	51	50	44	20	65	11	24	20	10	22	8	9	16	14	9	31	7	16	8	10	11	10	10	10	17	13	7	2	2	5	3	5	3	5	2	2	2	10	1	2	5	2	1	0	1	1	6	6	0	2	1	1	1	3	0	3	1	3	3	1	0	1	1	0	3	2	0	3	0	6	0	2	2	0	0	2	0	0	1	2	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0
0.03	north15_all	80	7077	2182	3911	1392	992	1065	775	1235	419	672	336	541	259	395	347	475	168	379	147	263	318	92	150	100	93	91	99	143	110	65	36	57	48	68	59	85	80	56	49	99	29	43	44	20	36	28	19	25	30	25	56	27	29	13	11	22	13	22	19	23	22	9	14	10	11	9	18	7	5	5	4	10	11	2	3	7	2	3	4	8	4	5	8	2	3	3	4	5	3	2	10	2	5	1	1	1	1	1	0	6	3	1	7	3	2	0	1	1	1	1	2	0	0	2	3	3	0	1	1	3	1	1	2	2	2	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0
0.03	north15_active	80	4168	991	2541	811	536	639	436	810	222	405	155	325	125	244	212	304	91	240	80	170	216	44	87	40	46	52	51	80	78	34	13	27	18	37	29	54	50	37	23	61	9	25	22	11	19	13	10	14	19	11	25	13	16	9	7	9	8	12	11	17	15	4	4	4	9	4	8	2	4	2	2	6	7	1	1	4	1	1	1	2	2	5	6	2	2	1	1	1	3	0	4	1	4	1	1	1	0	1	0	4	2	0	3	2	1	0	0	1	0	0	2	0	0	1	2	0	0	0	1	2	1	0	2	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
