label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96
0.03	north14_all	80	27132	15153	7442	5106	5081	3180	2941	2879	4184	1886	2092	874	1093	971	825	420	373	487	309	780	218	184	209	300	131	103	97	102	81	76	72	56	114	43	34	28	21	123	32	20	48	51	28	21	9	11	13	8	3	8	3	4	8	5	6	2	5	4	3	3	0	2	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	5625	8730	1568	1095	3148	1510	1834	2104	3760	1385	1731	314	796	679	584	87	89	364	153	715	57	32	147	238	81	50	26	24	26	29	36	39	101	15	20	8	6	115	8	13	40	47	23	18	5	8	5	1	1	1	3	1	6	2	0	1	4	1	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	26816	14614	7409	5146	4921	3137	2814	2765	3843	1841	1938	850	1007	918	787	443	382	442	320	673	206	175	187	255	138	104	102	101	80	75	53	56	74	38	34	35	24	96	28	21	42	50	30	25	13	8	15	7	6	9	3	6	6	5	6	2	4	3	2	3	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	5424	7945	1502	1014	2943	1434	1670	1921	3379	1286	1557	290	724	619	557	94	80	318	160	605	58	33	115	205	86	53	22	21	22	30	28	32	59	12	16	5	9	88	10	10	35	45	22	21	7	5	7	1	1	2	1	1	5	2	1	1	2	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	26933	14580	7391	5111	4973	3122	2820	2651	3831	1829	1821	854	1018	836	745	447	394	419	328	568	216	159	201	267	145	102	103	91	68	76	57	62	68	39	29	36	26	90	28	12	54	44	37	27	17	8	10	9	8	9	9	6	10	8	3	2	6	5	4	1	0	1	2	4	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	5344	7690	1500	967	2946	1352	1660	1812	3381	1223	1411	300	724	567	507	94	80	284	164	500	60	32	131	211	93	55	17	20	17	32	27	33	50	11	13	8	8	81	9	5	46	39	25	19	10	5	6	1	2	1	5	1	7	4	1	0	3	1	4	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	26717	15096	7449	5137	5130	3203	2921	2758	4351	1814	1874	840	1052	878	773	452	407	389	332	538	205	161	231	310	136	116	101	88	78	68	56	60	71	43	39	34	29	74	28	12	46	42	36	25	20	13	6	12	9	7	11	7	9	6	2	4	4	4	5	1	1	1	10	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
0.03	north17_active	80	5323	8312	1586	1047	3180	1475	1781	1887	3897	1252	1500	311	754	628	519	95	94	260	164	470	60	35	160	261	97	65	22	22	18	27	34	35	51	11	21	4	13	67	10	7	40	39	27	19	14	11	3	1	4	3	7	0	4	3	1	1	1	1	5	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north18_all	80	26839	15585	7480	5170	5310	3263	3021	2799	4675	1900	2106	861	1135	852	809	425	398	418	312	519	199	172	236	334	136	115	95	74	76	62	54	61	76	46	48	35	31	92	25	16	39	79	37	25	20	27	6	9	7	6	11	7	10	6	1	10	3	5	5	2	2	1	10	3	0	8	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
0.03	north18_active	80	5449	8934	1687	1138	3397	1632	1910	1976	4272	1339	1741	361	825	640	537	98	102	285	167	448	56	42	170	291	94	63	28	17	19	26	31	33	54	13	29	7	15	83	7	15	34	77	28	19	14	25	2	0	3	4	8	0	5	2	0	3	2	2	5	1	0	0	8	3	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north19_all	80	26940	15833	7469	5224	5474	3309	3151	2854	4765	1956	2170	887	1151	915	863	408	382	426	328	556	205	179	244	322	127	105	95	72	86	56	52	42	104	48	51	39	32	89	32	29	25	81	30	22	21	32	4	9	6	7	11	7	9	6	0	12	2	5	2	2	2	3	9	0	0	8	0	1	0	2	0	1	0	1	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
0.03	north19_active	80	5615	9377	1710	1209	3537	1704	2082	2073	4361	1402	1834	393	850	661	595	102	108	294	189	488	49	36	175	279	87	53	40	20	22	22	30	28	84	13	33	9	17	83	8	27	21	78	25	18	12	31	0	0	3	3	7	1	5	3	0	6	1	3	1	1	0	3	7	0	0	8	0	0	0	1	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
0.03	north20_all	80	26897	15784	7507	5176	5231	3316	3089	2827	4716	1995	2209	904	1177	920	852	379	356	475	293	582	193	180	254	285	153	97	105	76	71	55	51	46	117	42	43	36	35	107	30	39	19	69	29	23	13	39	7	11	7	5	7	8	7	4	2	12	1	5	2	3	1	3	0	0	0	8	0	1	1	2	0	1	0	0	6	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
0.03	north20_active	80	5620	9357	1752	1209	3380	1698	2036	2086	4314	1468	1864	390	863	645	576	93	97	331	156	513	50	31	182	231	102	44	47	17	23	16	25	31	100	15	24	11	13	99	6	35	16	66	25	20	5	35	2	0	3	2	4	1	5	1	1	7	1	2	0	2	0	3	0	0	0	8	0	0	1	1	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
0.03	south21_all	80	26597	14046	7303	5251	4382	3051	2680	2526	3481	1627	1760	844	891	843	637	442	383	448	285	492	171	172	216	227	126	103	88	88	78	61	40	63	81	41	34	24	24	41	22	34	24	80	36	14	13	21	11	6	10	7	17	6	4	6	9	2	1	2	1	4	2	1	2	0	0	0	1	1	0	0	0	1	2	0	0	18	1	2	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	5421	7021	1431	1024	2413	1276	1460	1654	3019	1011	1376	251	587	594	408	98	74	278	120	425	41	48	138	186	59	42	17	15	20	16	19	35	67	11	14	5	6	39	5	26	12	70	28	7	6	17	1	2	4	1	15	0	3	2	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	18	0	1	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	26695	14041	7263	5231	4520	3017	2728	2480	3572	1623	1721	820	948	831	666	441	369	451	268	540	179	165	250	225	125	118	93	90	86	66	48	61	66	34	36	28	20	38	27	33	17	57	35	14	32	28	10	3	12	6	19	6	2	5	5	2	1	3	2	3	2	1	3	0	0	0	0	3	0	0	0	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south22_active	80	5490	7011	1393	1019	2479	1270	1489	1607	3107	994	1349	255	638	577	450	90	66	283	121	462	49	50	151	173	60	48	21	20	20	12	20	21	52	9	12	8	6	36	5	23	9	50	30	8	20	24	2	1	5	2	16	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	26616	14143	7273	5212	4594	3090	2704	2592	3701	1611	1800	859	1044	868	691	460	359	444	291	575	184	166	225	232	110	123	92	86	74	63	53	64	59	37	35	29	28	73	23	33	10	18	43	20	30	24	10	4	10	6	11	5	2	6	2	3	1	2	1	2	0	1	7	0	0	0	0	3	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south23_active	80	5502	7186	1448	1020	2608	1334	1520	1705	3255	1012	1436	269	711	605	467	101	71	266	135	501	51	41	136	179	57	50	17	19	17	10	22	28	46	10	13	12	9	67	5	20	6	13	37	12	19	19	2	1	3	2	7	1	1	2	0	0	1	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south24_all	80	26586	14567	7402	5186	4904	3213	2757	2770	3880	1713	1955	875	1054	907	726	454	345	462	295	588	182	177	226	278	141	146	96	82	68	62	63	61	57	42	37	35	29	77	24	26	17	46	27	24	27	27	9	5	15	4	13	3	1	6	3	4	4	3	1	1	1	1	5	1	0	3	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south24_active	80	5444	7895	1506	1057	2961	1465	1615	1938	3459	1165	1596	314	749	656	509	101	69	307	148	519	55	38	150	232	85	65	21	17	19	10	27	21	45	17	19	12	9	71	7	14	16	43	23	15	18	21	3	0	6	2	8	1	0	2	0	1	3	2	1	0	0	0	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	26699	15125	7494	5153	5070	3264	2934	2875	4196	1827	2197	882	1111	969	754	436	354	501	309	670	196	162	231	310	156	153	97	76	66	65	75	57	64	43	43	30	27	76	21	38	44	65	48	30	15	20	10	4	19	2	12	0	3	4	2	4	4	2	0	1	1	1	9	2	0	4	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south25_active	80	5546	8649	1612	1100	3309	1580	1816	2104	3831	1282	1849	341	779	719	531	101	85	347	154	609	59	32	166	268	100	76	28	16	19	16	40	29	52	18	24	9	9	69	5	26	42	60	32	18	6	13	3	0	8	0	8	0	2	2	0	2	3	1	0	0	0	0	9	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	26716	15772	7472	5131	5232	3337	3090	2978	4366	1963	2281	865	1194	1018	741	418	357	509	317	738	201	166	268	361	161	157	95	68	64	62	74	58	59	39	39	28	29	42	24	41	50	78	35	25	10	24	14	3	16	0	7	1	6	6	1	3	5	3	1	0	1	1	11	4	0	4	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	5562	9466	1669	1140	3545	1710	2005	2273	3990	1456	1968	356	858	752	538	103	82	373	186	668	67	30	207	322	107	90	32	10	20	19	42	34	47	18	29	5	9	39	8	32	47	74	21	17	6	17	5	0	7	0	5	0	5	2	0	2	4	2	1	0	0	0	11	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	26840	15861	7519	4966	5185	3366	3141	2956	4590	1953	2270	873	1168	977	748	401	374	525	311	760	206	171	280	347	156	145	100	62	62	54	66	57	98	42	55	27	22	61	28	38	48	45	36	14	13	19	14	6	10	1	7	3	26	5	1	3	2	3	1	1	0	2	16	5	0	5	2	2	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	5559	9519	1669	1098	3453	1706	2064	2259	4223	1427	1941	349	842	698	541	107	87	393	168	690	62	36	215	296	100	83	39	10	20	19	43	34	84	18	39	3	4	58	11	32	44	40	22	9	6	13	4	1	3	1	7	0	25	2	0	2	2	2	1	0	0	1	16	5	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	26992	15780	7559	5026	5071	3324	3039	2926	4754	1921	2114	894	1161	984	778	402	381	492	297	664	191	167	253	315	152	127	97	70	63	48	57	58	110	41	48	22	19	41	29	36	23	35	9	14	11	15	13	7	2	1	11	4	24	5	3	2	2	3	1	1	1	3	17	3	0	1	2	2	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5648	9313	1667	1105	3263	1699	1924	2153	4368	1420	1758	359	852	721	574	112	85	357	158	594	54	32	184	267	102	75	35	14	14	15	31	35	97	14	32	4	3	35	9	32	19	31	5	8	4	10	3	1	1	1	8	0	23	2	1	1	2	1	1	0	0	2	17	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	27063	14829	7578	5036	4723	3204	2753	2751	4176	1792	1873	842	1039	853	707	423	362	429	264	564	192	158	254	235	153	115	91	77	66	39	48	53	102	36	46	22	18	48	30	28	24	33	8	17	12	13	13	9	2	1	10	5	24	4	5	2	2	3	1	3	1	3	10	1	2	2	3	1	0	0	0	2	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	6195	7950	1766	1183	2716	1486	1586	1875	3734	1254	1454	298	728	596	494	121	84	273	118	503	43	38	173	187	94	57	27	17	13	10	16	29	89	13	26	7	3	43	9	25	19	29	5	12	5	9	3	1	1	1	6	1	22	3	1	0	2	0	1	1	0	2	10	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	27048	14008	7499	5110	4450	3030	2569	2473	3531	1603	1636	794	932	805	706	410	351	372	257	488	175	151	222	191	162	101	83	89	65	59	43	56	97	35	40	25	15	45	28	26	27	32	10	18	7	9	7	6	6	3	8	6	22	3	6	4	1	2	0	2	1	1	1	0	3	2	4	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	6840	6584	1856	1232	2310	1181	1281	1541	3083	1028	1209	249	575	514	464	114	79	209	102	416	30	44	137	146	92	38	19	24	10	12	10	30	81	13	24	9	3	36	5	24	20	26	7	11	3	7	1	1	4	2	4	1	21	2	1	1	1	0	0	1	0	1	1	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
