label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39
0.03	north6_all	80	8273	5685	4412	1813	1712	870	522	225	142	161	67	58	68	38	26	32	20	19	5	15	3	5	6	2	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	1
0.03	north6_active	80	3488	4330	3835	1395	1501	663	393	86	56	115	18	19	55	21	14	22	6	13	1	11	3	3	5	2	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1
0.03	north7_all	80	8297	5665	4269	1799	1736	901	514	257	145	154	72	57	62	44	26	27	13	21	5	12	5	5	6	3	2	0	1	0	2	0	0	0	0	0	1	1	0	0	1	0
0.03	north7_active	80	3440	4327	3672	1383	1537	685	369	105	51	108	17	18	49	24	15	22	5	15	1	9	5	3	6	3	2	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0
0.03	north8_all	80	8311	5602	4224	1763	1720	891	512	235	146	160	74	58	77	37	31	30	11	18	6	10	6	5	6	4	1	0	0	1	2	0	0	0	1	0	0	1	0	0	1	0
0.03	north8_active	80	3470	4233	3617	1348	1522	663	369	103	47	107	17	13	57	21	19	22	5	16	1	8	6	2	6	4	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0
0.03	north9_all	80	8335	5583	4280	1811	1730	857	523	234	144	153	71	51	67	43	37	21	15	9	7	12	7	4	5	2	2	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0
0.03	north9_active	80	3518	4268	3639	1375	1517	628	393	101	49	96	15	11	48	22	21	16	7	8	0	11	7	1	4	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north10_all	80	8205	5635	4343	1837	1754	847	516	219	142	149	71	48	60	37	38	17	17	9	8	13	8	4	3	1	2	1	2	1	0	1	0	0	1	0	0	0	0	0	2	0
0.03	north10_active	80	3497	4302	3718	1397	1556	612	387	87	50	92	19	8	39	16	23	12	6	7	2	12	6	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north11_all	80	8362	5604	4315	1855	1724	850	532	235	146	148	88	45	67	41	21	26	14	13	6	13	6	2	5	2	2	4	0	1	0	0	5	2	0	0	0	0	0	0	0	0
0.03	north11_active	80	3582	4341	3724	1398	1489	654	412	107	45	113	28	8	48	24	13	16	4	10	1	12	3	0	3	0	1	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	8350	5623	4336	1865	1694	808	531	237	157	163	88	45	62	36	23	24	13	15	6	14	4	1	5	2	2	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	3582	4339	3754	1413	1466	597	407	101	46	123	32	9	46	23	15	15	4	9	1	12	3	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	8368	5564	4254	1813	1764	788	509	227	177	159	88	48	59	34	24	25	14	14	6	14	4	2	5	1	3	2	0	1	1	0	2	2	0	0	0	0	0	0	0	0
0.03	north13_active	80	3573	4249	3640	1396	1532	599	397	101	53	122	29	9	45	19	15	15	6	8	2	11	3	1	1	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	8384	5711	4283	1740	1744	738	493	230	191	175	79	59	57	32	29	23	10	12	5	15	3	3	4	2	3	1	0	1	1	1	0	1	0	0	0	0	0	4	0	0
0.03	north14_active	80	3521	4384	3650	1326	1510	567	376	102	55	139	27	11	40	16	19	13	5	6	1	12	3	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0
0.03	north15_all	80	8408	5781	4305	1669	1888	769	530	222	178	185	79	61	63	32	29	21	8	8	8	16	2	3	6	3	1	0	2	1	1	2	0	1	0	0	0	0	0	4	0	0
0.03	north15_active	80	3573	4454	3684	1290	1658	607	398	103	49	148	21	12	46	16	17	12	4	4	4	12	1	1	3	2	1	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0
0.03	north16_all	80	8470	5903	4421	1787	1862	846	518	225	185	181	82	59	68	38	36	18	11	12	10	14	5	5	4	5	1	1	2	0	0	2	0	0	0	0	0	0	0	4	0	0
0.03	north16_active	80	3585	4577	3814	1377	1626	660	376	99	56	135	23	12	46	19	22	10	6	9	5	11	2	3	3	2	1	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	north17_all	80	8410	5787	4510	1838	1850	844	532	232	170	195	68	59	65	37	41	19	10	11	9	10	6	4	6	5	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3568	4463	3921	1422	1607	637	388	103	52	139	16	12	40	19	27	8	5	8	5	6	2	3	5	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	8403	5612	4545	1902	1770	870	481	245	154	168	72	56	52	38	40	15	11	14	9	10	8	5	4	4	3	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	3512	4272	3977	1465	1532	664	342	104	51	114	19	15	30	19	28	6	4	11	5	7	5	4	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	8394	5537	4562	1823	1745	794	505	240	140	192	78	57	55	36	32	16	10	13	11	7	8	5	5	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	3545	4200	3977	1405	1480	613	375	103	38	140	19	16	31	16	21	7	2	11	5	5	6	2	5	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	8447	5524	4566	1772	1758	776	557	235	150	167	90	50	53	33	38	16	12	15	11	10	8	4	6	3	3	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	3607	4171	3979	1354	1498	607	415	92	43	122	24	11	35	16	26	11	4	12	5	8	4	2	6	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	8039	4899	3584	1590	1468	676	468	197	159	140	72	40	58	32	37	21	14	15	11	6	5	3	4	3	1	0	2	0	2	3	3	0	0	1	0	1	0	0	0	0
0.03	south21_active	80	2916	3473	2874	1142	1200	479	338	80	53	80	19	6	35	14	25	12	6	10	3	3	3	2	3	0	0	0	0	0	0	3	3	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	8259	5219	3789	1741	1563	736	475	215	161	151	81	40	56	42	34	12	12	15	10	9	3	5	4	4	0	0	2	1	1	3	3	0	0	2	0	1	1	0	0	0
0.03	south22_active	80	3215	3821	3119	1283	1310	544	345	93	63	91	23	10	35	25	21	7	5	10	3	5	3	3	3	1	0	0	0	0	0	3	3	0	0	1	0	1	1	0	0	0
0.03	south23_all	80	8502	5591	4147	1932	1750	800	513	229	155	151	77	60	47	40	34	14	14	13	10	7	1	4	4	3	0	0	3	1	1	3	8	0	0	2	0	0	1	0	0	0
0.03	south23_active	80	3548	4236	3529	1491	1503	605	386	106	65	96	21	12	33	26	23	8	5	10	3	3	1	1	3	1	0	0	1	0	0	3	8	0	0	1	0	0	1	0	0	0
0.03	south24_all	80	8602	5714	4247	1971	1789	845	535	225	159	159	79	67	36	35	34	11	19	6	7	8	1	5	5	3	1	0	2	1	2	0	8	0	0	1	0	0	1	0	0	0
0.03	south24_active	80	3717	4340	3646	1531	1539	670	388	107	61	104	20	17	25	25	20	7	11	3	2	5	0	1	4	1	0	0	1	0	1	0	8	0	0	1	0	0	1	0	0	0
0.03	south25_all	80	8543	5611	4340	1874	1714	864	522	220	150	152	80	72	53	35	33	19	20	11	6	9	3	3	5	2	1	2	3	1	2	0	5	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	3705	4280	3747	1437	1482	699	380	93	52	95	20	16	40	26	18	13	11	5	2	6	2	0	4	0	0	2	2	0	1	0	5	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	8327	5244	3999	1723	1533	796	465	222	150	145	84	67	58	33	38	25	19	11	5	9	4	3	7	2	1	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	3449	3883	3358	1267	1288	641	329	85	47	78	20	18	40	18	19	15	12	6	2	6	3	0	5	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	8004	4876	3664	1573	1354	703	453	243	154	149	83	60	70	32	23	24	11	11	6	11	4	3	8	3	1	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	3033	3455	2973	1080	1112	512	310	90	49	71	22	15	45	13	12	14	5	8	2	6	3	0	6	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	7876	4534	3143	1482	1233	635	410	245	147	161	80	59	56	33	22	25	13	12	6	15	6	1	5	3	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	2749	3063	2416	948	968	442	268	89	47	79	19	17	30	12	9	14	4	7	1	10	4	0	3	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	7965	4359	3068	1460	1202	639	383	237	140	162	78	65	45	34	18	20	11	12	6	15	4	2	5	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2661	2833	2336	922	937	425	230	89	42	89	22	18	21	13	7	13	5	5	0	10	2	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	8019	4304	3010	1440	1174	648	400	241	138	144	75	57	48	37	17	26	9	14	7	15	3	2	2	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	2680	2806	2293	913	900	435	244	87	38	83	25	16	27	18	9	17	4	4	1	10	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	8308	5553	4419	1762	1737	767	502	206	138	159	82	53	57	37	27	26	14	14	10	11	3	4	2	4	3	1	2	0	1	1	1	1	1	2	0	0	0	0	0	0
0.03	south31_active	80	3444	4214	3837	1353	1527	599	354	85	47	113	23	15	40	16	18	17	7	10	3	11	2	0	2	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_all	80	8396	5538	4515	1790	1757	833	527	213	144	159	87	60	62	34	27	25	22	14	6	9	7	4	2	2	2	1	1	0	1	1	1	1	1	2	0	0	0	0	0	0
0.03	south32_active	80	3520	4243	3933	1353	1544	653	368	91	45	117	31	16	40	15	19	15	7	9	2	9	4	1	2	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_all	80	8399	5494	4459	1771	1786	872	518	231	137	169	74	50	58	40	25	25	20	13	9	8	6	4	4	3	2	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
0.03	south33_active	80	3537	4210	3877	1344	1581	665	383	94	44	125	19	13	37	20	19	15	6	8	2	7	3	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	8472	5607	4440	1820	1769	871	502	233	141	165	76	53	55	42	31	29	19	15	11	8	7	6	2	3	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
0.03	south34_active	80	3637	4295	3826	1384	1547	659	379	93	39	119	27	16	32	19	22	21	3	11	3	6	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	8406	5710	4311	1869	1625	817	495	227	149	169	67	42	50	49	37	28	10	14	10	10	9	5	4	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south35_active	80	3584	4398	3688	1434	1405	618	369	85	41	119	24	13	31	22	30	18	2	10	3	7	4	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	8252	5568	4071	1797	1520	797	501	240	138	169	62	53	48	49	38	22	10	14	5	14	9	4	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south36_active	80	3409	4220	3426	1343	1301	610	364	99	40	120	24	19	33	25	27	15	3	11	1	10	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	8182	5102	3679	1653	1423	742	472	238	144	157	77	45	51	53	33	20	11	14	4	16	8	3	5	0	3	0	1	1	1	0	2	0	0	1	0	0	0	0	0	0
0.03	south37_active	80	3133	3716	3013	1198	1185	555	329	102	37	103	26	14	32	25	21	14	5	9	1	13	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	8044	4691	3363	1446	1287	678	421	252	128	137	80	43	51	49	30	17	9	17	3	16	6	5	3	0	1	0	1	1	2	0	2	0	0	1	0	0	0	0	0	0
0.03	south38_active	80	2855	3193	2671	985	1043	501	269	106	32	81	21	12	30	21	16	10	4	12	1	11	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	7921	4386	3063	1343	1158	591	380	250	128	149	88	49	46	40	26	21	12	11	4	10	7	6	1	1	1	0	1	2	3	0	2	0	0	1	0	0	0	0	0	0
0.03	south39_active	80	2661	2757	2359	875	908	409	234	94	30	82	22	6	19	14	12	12	4	7	1	6	3	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	7925	4437	3003	1310	1189	608	359	243	145	144	86	52	49	28	22	21	10	10	3	9	5	6	0	2	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	2652	2800	2309	887	930	424	231	81	39	82	25	7	23	11	10	10	2	6	0	4	2	3	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
