label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109
0.03	north6_all	80	24410	12404	17906	5047	4041	6781	2143	1998	1771	2769	1647	1974	907	667	562	830	427	385	434	287	313	225	538	547	202	208	233	130	109	145	100	114	251	44	63	43	78	58	43	94	66	19	31	31	18	35	20	30	8	14	16	16	2	9	9	52	7	9	2	5	2	6	4	1	1	5	1	3	2	0	0	1	5	2	1	7	1	4	1	2	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	6000	5494	15753	2117	2035	5871	506	990	886	2375	1154	1689	445	276	161	647	131	180	271	56	179	108	456	470	131	131	188	61	39	89	49	81	238	6	24	23	62	38	25	79	56	2	17	8	7	32	10	24	1	6	13	11	0	4	1	48	2	8	1	4	0	2	2	0	0	0	1	1	1	0	0	0	5	0	0	7	1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	24254	12148	16797	4999	3919	6195	2157	2012	1698	2582	1549	1958	881	690	587	771	436	371	430	271	298	209	493	481	184	203	209	129	107	136	97	119	171	39	53	56	92	33	41	80	51	15	24	37	13	28	15	22	13	11	17	14	4	10	7	35	6	11	2	4	3	8	4	2	1	3	0	3	3	0	1	0	5	2	0	6	2	4	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	5605	5119	14481	2015	1901	5288	473	960	813	2176	1051	1641	433	272	157	588	128	156	246	54	148	87	424	396	102	123	168	57	47	83	42	92	159	6	19	26	76	23	23	69	46	2	12	9	5	25	6	16	6	4	13	8	1	5	2	30	2	10	1	3	0	2	2	0	0	0	0	1	1	0	1	0	5	0	0	5	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	24120	12134	15777	4993	3819	5837	2119	1977	1649	2253	1448	1831	861	704	570	739	438	377	432	281	295	224	476	395	181	199	196	136	105	121	83	123	180	38	55	58	100	32	37	73	50	15	20	32	18	33	16	15	17	13	16	10	4	11	6	9	6	15	2	2	5	7	2	2	2	3	0	2	2	1	2	0	4	2	1	2	2	5	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	5127	4788	13354	1894	1767	4887	437	882	728	1801	958	1492	396	260	129	528	116	141	244	60	143	85	405	314	94	114	154	50	42	74	31	94	163	11	22	18	86	23	20	61	46	2	6	11	5	29	5	11	7	5	9	6	2	4	2	3	3	13	1	2	0	1	1	0	1	1	0	1	0	0	2	0	4	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	24222	11990	15249	4946	3888	5826	2088	1951	1648	2139	1445	1710	828	698	552	716	461	370	417	276	274	212	458	440	193	161	183	138	95	125	80	124	148	39	50	55	106	34	38	68	46	23	19	26	21	49	14	12	16	10	16	7	15	8	4	5	5	10	4	2	5	6	2	2	3	1	2	2	2	2	2	0	3	2	1	2	2	1	0	0	1	0	0	0	1	4	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	4969	4588	12700	1788	1724	4852	404	831	713	1669	943	1370	363	221	117	493	120	127	220	59	122	74	391	380	90	81	148	46	33	81	26	93	126	17	17	13	96	23	17	58	39	7	7	6	5	42	4	8	7	2	7	4	13	3	2	3	1	8	3	2	0	0	1	0	3	1	2	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	24350	12132	15625	5011	3985	6029	2074	1927	1703	2341	1522	1648	785	694	539	730	434	368	384	279	283	224	480	473	211	165	220	130	95	121	83	154	125	45	41	48	92	45	36	44	51	26	23	22	20	51	13	14	10	13	16	4	19	5	3	16	8	18	7	1	5	4	2	2	4	2	4	1	0	2	4	1	1	3	1	2	6	1	0	0	0	0	0	0	2	4	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	5129	4809	13192	1856	1934	5076	431	828	751	1876	1030	1362	359	255	119	531	113	131	205	61	132	84	430	415	107	81	187	35	28	87	30	110	97	19	17	17	83	27	17	35	42	9	11	5	4	45	3	9	2	4	7	3	18	2	2	14	3	14	4	1	0	0	1	0	4	2	3	0	0	0	4	0	1	1	0	1	5	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	24099	12437	18297	5217	4111	6928	2122	2040	1709	2733	1632	1985	916	689	551	785	424	388	385	301	278	226	540	433	216	194	254	110	121	139	89	137	183	64	49	52	111	52	50	99	61	20	28	15	27	36	15	33	11	9	13	26	17	8	9	4	5	22	3	8	8	6	3	1	3	3	8	0	1	1	9	1	0	0	1	0	0	1	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	5903	5612	16216	2128	2091	6050	476	984	895	2312	1179	1683	483	278	151	606	154	151	218	57	146	103	458	384	141	121	213	33	47	113	60	112	161	23	13	28	101	37	30	93	52	4	18	6	13	26	2	26	5	4	9	22	15	4	8	4	1	19	3	4	1	4	2	0	1	2	5	0	0	0	9	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	24144	12312	18598	5226	4172	6758	2094	2042	1722	2591	1551	1968	909	686	549	778	426	399	405	288	305	241	488	429	225	189	265	111	114	158	101	130	211	66	54	50	114	55	29	94	67	21	23	14	24	36	17	36	11	5	12	25	24	11	7	10	6	10	7	5	9	7	1	2	4	2	7	0	0	1	9	1	0	0	1	0	0	1	2	0	0	0	2	1	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	5928	5521	16483	2140	2101	5892	470	1007	908	2160	1087	1674	481	271	161	573	155	166	225	57	165	106	412	367	149	117	214	37	41	124	61	102	180	27	18	26	104	37	17	88	58	4	15	5	10	25	3	28	4	1	11	22	20	5	6	10	1	9	5	4	2	5	1	0	1	1	4	0	0	0	9	0	0	0	0	0	0	1	2	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	24204	12225	18432	5207	4183	6783	2111	2047	1685	2534	1471	1973	917	646	570	777	447	389	385	268	304	234	432	437	217	190	250	123	104	163	100	138	202	65	49	43	116	54	30	93	56	20	18	13	17	43	20	30	14	6	13	22	25	10	5	13	5	8	8	6	8	5	1	3	3	1	4	0	1	1	0	1	2	0	0	0	0	1	3	0	0	1	2	1	1	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	5901	5425	16289	2113	2163	5917	464	1020	843	2074	1018	1681	480	253	153	563	151	173	221	49	179	107	364	367	152	115	198	41	32	113	55	110	171	25	19	24	106	36	16	87	47	5	10	5	8	32	5	19	3	1	10	15	19	5	3	13	1	8	6	4	1	4	1	0	1	0	3	0	1	0	0	0	2	0	0	0	0	1	3	0	0	0	2	0	0	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	24115	12125	18373	5144	4214	6769	2193	1989	1690	2526	1472	1863	918	652	553	804	449	371	399	288	315	228	427	460	227	168	273	107	102	159	93	152	181	58	53	35	136	59	32	84	40	25	19	13	18	49	19	19	17	6	16	18	25	10	5	27	6	11	12	3	8	5	0	6	2	2	3	3	2	0	0	3	2	0	0	20	1	1	1	0	1	1	2	2	1	5	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	5850	5343	16245	2075	2205	5905	490	982	845	2100	1003	1582	485	252	144	598	142	184	237	58	182	100	375	383	163	103	201	39	32	112	39	117	158	18	24	19	124	41	19	81	33	6	8	5	8	41	6	9	3	1	6	10	17	4	2	26	0	10	10	2	1	3	0	1	1	0	2	0	1	0	0	0	2	0	0	20	1	1	1	0	0	0	2	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	24369	12287	18091	5128	4149	6755	2202	1963	1675	2525	1588	1858	897	650	549	800	456	338	401	290	311	220	414	486	221	172	293	117	100	155	89	129	144	54	57	49	124	56	33	76	31	24	25	16	16	56	18	18	17	9	26	14	17	4	5	33	7	13	8	3	6	1	3	5	1	4	19	3	2	0	0	2	2	0	0	21	2	1	1	0	1	1	0	2	1	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	5848	5428	15961	2041	2190	5876	494	938	847	2092	1107	1551	463	252	141	615	139	173	247	59	181	91	349	405	168	114	218	45	34	109	33	98	119	16	27	32	108	45	16	72	24	5	9	5	9	50	6	9	6	1	14	4	11	1	2	32	1	11	8	1	1	0	1	1	1	2	18	0	1	0	0	0	2	0	0	20	2	1	1	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	24393	12368	18177	5233	4131	6739	2252	2003	1723	2631	1629	1846	848	697	538	833	458	354	435	299	291	207	441	533	228	204	279	118	97	155	103	123	171	50	69	55	148	51	26	67	25	22	20	19	22	53	21	45	17	11	26	21	17	11	11	38	8	14	8	5	3	1	3	4	1	4	18	5	2	1	0	2	0	0	0	22	2	1	0	0	1	1	1	3	1	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	5867	5395	16069	2073	2133	5828	510	914	898	2200	1139	1530	434	286	150	656	131	160	276	62	150	81	379	466	163	128	221	39	34	111	47	90	143	12	36	34	133	34	10	63	16	6	7	4	13	50	10	42	6	3	17	9	12	2	2	35	1	11	8	2	0	0	1	1	1	2	17	2	0	1	0	0	0	0	0	21	2	1	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	24327	12436	18217	5152	4204	6688	2168	2020	1729	2608	1627	1843	826	711	561	783	438	386	457	296	298	210	451	507	194	202	242	139	92	127	124	144	169	48	76	69	143	56	38	68	40	24	18	20	21	46	19	46	14	12	31	22	24	11	11	30	6	7	6	10	2	2	6	2	4	5	31	5	2	1	2	2	1	0	0	20	2	0	0	1	0	0	1	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	north17_active	80	5937	5521	16054	2077	2138	5750	476	957	915	2172	1157	1524	412	299	153	618	136	156	291	60	161	77	383	450	140	120	199	46	32	95	61	117	146	12	38	40	128	42	14	63	29	5	10	3	10	42	10	44	5	4	22	12	20	1	2	27	1	4	6	4	0	0	3	0	1	2	30	3	0	1	0	1	1	0	0	19	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	24356	12466	18598	5209	4180	6764	2209	2026	1749	2703	1587	1895	798	694	559	747	454	409	452	283	292	232	408	577	176	203	260	132	100	153	121	140	194	53	64	73	137	54	36	67	47	26	18	16	27	39	24	48	11	9	22	17	13	12	12	29	5	6	2	10	3	5	6	2	4	7	17	4	1	1	3	1	1	0	0	1	2	0	2	1	0	0	1	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
0.03	north18_active	80	5970	5528	16375	2107	2105	5837	480	992	929	2249	1134	1597	396	301	163	585	137	155	289	51	149	82	356	516	127	119	215	40	42	113	66	115	178	15	29	37	116	35	15	59	38	9	11	4	16	34	11	45	3	3	17	12	11	3	2	26	1	4	2	4	0	0	3	0	1	1	16	3	0	1	1	1	1	0	0	1	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	24390	12445	18992	5084	4202	6802	2225	2023	1744	2679	1563	1949	818	718	558	767	427	405	432	275	278	227	463	486	162	195	258	135	110	151	112	150	197	53	51	79	102	62	48	82	63	31	18	18	23	35	20	12	12	8	22	12	16	9	17	20	2	9	4	8	6	6	5	3	4	5	15	2	0	1	5	2	1	3	0	0	1	0	2	2	0	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1
0.03	north19_active	80	5960	5550	16805	2037	2111	5870	499	1005	928	2236	1120	1666	411	299	163	600	122	156	267	46	139	93	405	433	114	123	192	40	46	104	63	128	192	18	18	42	81	45	24	74	50	10	9	5	13	30	9	11	1	3	15	7	15	5	4	16	0	7	2	3	0	0	2	0	1	0	15	1	0	0	3	2	1	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north20_all	80	24267	12460	18653	5086	4156	6724	2189	2002	1740	2694	1560	1986	803	701	567	746	421	417	424	266	258	231	512	485	162	212	261	139	122	158	109	166	181	54	46	74	115	52	46	94	58	28	25	18	24	33	17	9	13	6	18	12	12	10	15	20	2	13	5	7	6	7	4	2	2	5	10	1	2	1	6	2	1	4	2	0	1	0	3	1	0	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	1	0	1	1	0	0	0	1
0.03	north20_active	80	5821	5553	16443	2056	2079	5800	489	996	914	2254	1145	1708	419	273	165	560	131	169	250	52	115	87	447	441	117	132	196	55	55	108	58	140	170	19	15	44	91	39	23	86	49	10	12	3	12	31	7	8	2	3	13	5	11	5	7	17	0	11	2	1	0	1	0	0	0	0	10	0	2	0	6	2	1	4	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0
0.03	south21_all	80	24251	11918	16467	5043	4026	6083	2204	1945	1576	2532	1497	1785	820	683	503	744	422	404	424	279	265	225	503	397	225	156	206	110	115	151	85	88	180	55	49	52	67	40	25	74	71	23	31	21	24	40	19	19	11	15	21	13	27	6	7	4	8	2	6	4	4	3	2	2	6	4	10	4	5	2	14	2	2	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_active	80	5140	4886	14047	1827	1873	5093	427	882	725	2059	968	1496	388	226	109	547	122	146	242	49	123	90	442	341	134	82	153	35	47	116	42	61	164	20	15	29	52	23	10	63	59	5	18	8	11	37	8	16	3	5	16	9	24	1	4	3	3	1	1	3	1	1	1	0	1	1	10	3	2	0	13	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_all	80	24168	11825	15644	4876	3977	5710	2150	1868	1564	2533	1502	1633	853	665	515	720	437	399	378	277	275	211	463	372	211	159	195	106	104	121	94	78	156	54	45	50	58	44	28	81	81	26	32	19	27	38	21	30	12	20	17	13	27	11	8	8	6	4	5	3	4	3	2	2	6	2	2	3	4	2	14	1	1	0	1	12	0	3	1	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	4710	4566	13170	1673	1755	4639	403	816	696	2020	985	1338	380	213	109	527	117	146	197	47	122	78	399	307	113	81	135	34	44	87	47	55	141	21	14	26	47	28	9	71	70	3	17	4	12	35	7	27	2	7	12	10	25	4	2	6	1	2	1	3	1	1	0	0	1	1	2	1	1	0	13	0	1	0	0	10	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	24103	11838	15207	4788	3880	5507	2121	1837	1561	2279	1449	1656	871	689	497	663	407	382	361	273	293	231	434	352	211	175	197	104	100	107	91	75	146	49	44	61	57	42	43	70	91	22	20	20	25	41	24	35	11	19	15	14	18	11	9	14	4	7	6	3	4	4	6	2	6	1	3	1	2	1	3	0	1	0	3	11	0	3	1	0	2	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	4458	4440	12593	1625	1600	4418	398	738	675	1783	918	1348	372	221	103	471	106	146	185	51	116	70	357	287	118	95	125	33	34	64	41	51	130	18	15	34	44	28	19	59	83	1	8	2	11	38	7	29	1	7	11	11	17	4	1	12	0	4	3	2	1	1	0	0	0	0	3	0	0	0	1	0	1	0	2	10	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	24160	11853	14940	4799	3897	5546	2166	1844	1575	2264	1403	1673	837	673	519	651	410	362	341	258	297	220	416	307	194	171	221	119	91	98	93	94	150	48	47	60	85	44	46	89	69	25	27	17	21	39	24	34	10	17	9	10	10	12	7	30	5	6	6	4	3	5	5	6	4	0	3	2	0	1	6	0	0	1	4	11	0	2	0	0	2	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	4580	4362	12365	1642	1648	4520	394	732	708	1750	898	1333	369	221	116	462	108	152	175	51	111	64	349	246	112	103	156	41	30	59	45	62	133	15	17	36	67	28	22	74	59	1	12	0	10	36	8	26	1	5	3	8	9	6	1	20	1	4	5	1	0	1	0	1	2	0	3	1	0	1	5	0	0	1	2	10	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	24138	11860	15362	4909	3898	5627	2132	1931	1557	2334	1396	1652	842	685	515	673	391	355	346	265	290	238	455	334	183	163	229	132	100	96	102	96	148	58	49	55	90	59	48	91	67	23	30	23	12	40	20	28	8	15	8	7	18	10	10	25	7	12	8	13	4	5	5	8	5	0	4	2	0	1	6	0	2	3	5	7	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	4705	4463	12739	1742	1700	4621	415	785	721	1863	915	1324	386	240	116	461	97	145	179	51	125	79	389	283	105	103	165	50	33	56	49	65	128	18	19	33	73	38	22	81	58	0	17	4	5	36	7	21	1	3	3	4	17	3	2	17	2	10	7	9	1	1	0	2	3	0	4	1	0	1	5	0	2	2	3	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	24299	11905	16304	5044	4076	5989	2212	1927	1578	2468	1427	1723	795	647	513	703	429	369	390	294	279	230	437	330	197	165	249	127	108	124	84	122	157	66	55	52	90	53	47	107	93	23	28	25	15	52	15	24	8	12	14	4	28	9	8	23	6	9	7	16	5	2	2	11	5	1	1	2	0	2	5	0	2	3	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	5150	4707	13901	1856	1883	5090	469	837	748	1989	960	1401	388	249	122	487	115	152	213	52	138	85	375	282	123	103	189	47	41	85	39	93	137	20	22	32	76	30	22	94	83	3	14	4	4	49	6	18	3	2	9	2	27	4	2	15	3	8	6	8	3	0	0	4	3	0	1	1	0	1	5	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	24256	12123	16902	5215	4118	6437	2255	1961	1583	2593	1467	1743	823	663	538	775	445	363	441	305	275	229	477	350	201	155	243	112	107	146	76	138	157	67	50	52	73	54	36	91	68	25	24	20	16	52	13	25	14	8	21	4	26	8	10	11	5	9	9	14	5	1	1	8	3	2	6	1	0	2	1	0	2	3	3	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
