label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91
0.03	north11_all	80	5207	2016	1508	1577	697	524	488	385	254	325	323	151	247	172	110	77	194	71	79	61	56	98	32	27	35	57	20	24	36	22	30	11	15	11	4	7	4	9	4	5	6	4	4	4	2	4	1	2	6	4	0	1	0	1	0	1	8	0	0	1	6	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north11_active	80	2588	906	782	984	345	247	253	202	118	191	200	77	162	98	50	41	122	29	46	33	30	61	17	16	19	36	13	18	19	14	22	9	7	8	3	5	2	6	2	2	3	4	4	3	1	4	0	1	5	0	0	1	0	1	0	1	7	0	0	0	6	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north12_all	80	5272	2068	1590	1550	696	537	495	408	262	310	352	166	237	177	117	68	212	63	72	61	52	88	33	24	35	49	27	24	44	28	18	10	12	12	7	12	8	7	5	4	8	6	5	2	4	6	1	5	7	4	0	1	2	1	0	1	8	0	0	1	6	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	2657	931	832	949	330	261	252	207	120	184	228	75	148	101	47	37	132	30	42	30	33	53	15	13	17	25	17	15	30	20	11	9	4	8	6	9	5	5	3	1	4	5	3	1	3	5	0	3	5	0	0	1	0	1	0	0	7	0	0	0	6	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_all	80	5312	2074	1584	1582	698	543	518	412	265	317	331	167	220	189	111	60	215	64	69	60	42	96	38	26	36	43	25	24	52	34	16	16	19	13	7	15	11	7	7	10	5	10	2	5	5	4	0	5	5	5	0	1	3	0	1	4	3	0	0	1	3	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2668	929	844	935	327	260	261	212	117	188	212	80	134	117	47	28	129	32	39	24	22	48	19	15	20	26	15	14	32	21	8	11	10	8	5	9	5	4	4	6	3	5	0	3	3	3	0	3	3	0	0	1	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5230	2072	1570	1586	703	556	518	410	237	311	314	172	217	210	116	70	211	59	70	67	36	101	48	38	39	52	27	16	55	40	15	18	13	16	8	14	10	10	8	11	4	10	2	11	4	4	1	5	3	3	0	0	4	0	1	5	3	0	0	1	4	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	2635	934	807	934	319	265	266	211	104	179	191	82	131	124	52	29	139	30	43	27	16	56	27	20	22	31	14	6	43	23	6	11	7	10	6	9	5	4	4	7	2	3	0	6	2	3	0	4	2	0	0	0	1	0	1	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_all	80	5160	2062	1515	1622	726	549	528	404	245	299	312	158	225	232	126	73	225	60	85	69	48	108	50	36	44	58	28	12	57	34	9	13	12	20	10	16	11	9	5	14	3	11	1	13	2	4	2	3	3	1	0	1	4	0	2	5	4	2	1	2	8	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	2581	886	756	970	339	260	275	215	106	168	183	77	127	143	61	35	148	31	45	29	20	67	31	18	24	37	14	4	36	18	4	7	7	16	7	8	7	4	2	11	3	4	0	5	0	4	1	2	2	0	0	0	2	0	1	0	2	0	1	1	6	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north16_all	80	5120	2105	1499	1649	743	552	561	404	249	301	296	154	239	233	125	86	239	72	78	79	58	125	57	34	44	64	36	14	62	30	4	8	11	25	10	14	11	8	6	13	2	12	3	17	1	8	4	3	2	2	1	1	2	0	2	3	1	2	1	2	7	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north16_active	80	2511	887	749	1003	346	266	301	208	119	173	163	82	141	139	68	45	166	32	36	40	25	85	39	16	25	40	17	6	39	18	1	4	2	20	5	8	7	1	4	12	2	5	3	11	0	7	3	1	1	1	1	0	2	0	0	0	0	0	1	1	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north17_all	80	5205	2083	1519	1624	733	544	557	417	262	312	292	142	270	250	136	88	240	77	74	68	58	115	45	29	53	63	28	18	58	30	6	7	10	25	13	15	17	4	6	5	1	7	3	10	1	8	4	2	3	2	2	1	2	0	2	2	1	2	2	2	5	3	0	6	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	2590	876	749	980	362	257	282	216	137	179	151	74	158	146	69	45	161	33	35	31	29	74	30	13	29	39	13	10	28	21	1	3	2	17	7	9	8	0	4	5	1	6	3	6	1	7	3	0	1	1	2	0	1	0	0	0	0	0	1	1	5	3	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5270	2050	1475	1629	743	534	562	406	257	306	288	158	267	247	135	88	247	78	68	69	51	145	52	31	54	70	30	24	60	37	9	6	14	26	13	12	13	3	7	5	1	7	4	7	2	4	5	3	3	4	2	2	2	1	2	3	1	1	1	2	0	5	0	4	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	2566	895	733	956	373	249	295	207	134	180	146	75	163	144	73	40	168	35	31	36	23	101	30	13	35	38	17	15	29	25	2	2	4	15	7	9	3	1	5	5	1	5	4	6	2	3	2	0	1	2	2	0	1	0	0	1	0	0	0	1	0	5	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5345	2003	1527	1640	736	546	538	410	260	327	289	156	263	236	115	79	232	79	65	71	44	154	54	42	59	76	27	14	53	35	9	8	16	29	10	10	9	3	5	1	1	5	2	1	2	0	4	2	2	3	2	2	5	1	1	3	0	0	1	2	0	5	0	2	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north19_active	80	2676	891	753	974	359	265	271	215	142	186	151	71	166	142	62	28	155	36	39	38	20	111	29	22	34	44	11	10	33	21	2	4	10	16	6	5	2	1	3	0	0	3	1	0	2	0	1	0	1	1	2	0	3	0	0	1	0	0	0	1	0	5	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5340	1995	1528	1649	767	558	549	412	263	304	318	164	237	218	111	85	229	71	70	67	50	139	56	50	74	98	27	13	48	33	20	9	13	33	9	8	6	2	5	1	1	5	3	0	2	2	3	1	1	3	2	2	6	1	3	2	0	0	0	2	0	3	0	2	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2678	904	747	994	375	280	295	228	124	175	174	73	152	133	58	36	161	39	37	35	29	106	30	28	46	57	13	6	33	16	7	6	10	20	4	3	1	1	4	0	0	2	2	0	2	1	1	0	0	2	0	0	4	0	1	1	0	0	0	2	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	10451	2070	2309	1131	2302	640	461	917	612	242	509	140	256	281	145	77	81	155	53	71	67	49	32	94	22	29	40	29	14	22	12	11	15	12	27	9	11	6	6	17	13	9	11	5	2	1	1	7	3	11	1	0	1	4	2	1	0	6	0	1	2	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	6611	964	1404	586	1460	336	229	528	399	107	334	65	161	169	91	36	43	95	26	43	39	19	16	69	7	9	33	19	8	8	5	4	11	1	21	4	10	1	3	9	12	6	10	3	0	1	0	0	1	9	1	0	0	3	2	0	0	4	0	1	2	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	10399	2073	2275	1132	2290	629	475	964	609	234	490	153	240	285	143	82	88	159	59	76	62	41	37	95	21	26	44	30	12	23	13	10	20	11	25	8	10	11	6	8	3	8	10	4	3	2	1	4	1	5	0	0	0	3	3	1	0	6	0	1	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	6588	942	1357	599	1436	322	230	615	396	104	301	75	138	181	92	38	48	94	29	54	31	16	17	79	7	10	35	17	5	8	7	3	10	2	19	4	8	5	3	5	3	6	9	2	0	2	0	1	0	3	0	0	0	2	3	0	0	4	0	1	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	10464	2059	2310	1146	2151	609	485	1021	618	219	506	154	220	289	164	95	87	136	51	81	47	50	38	89	24	30	56	26	20	24	11	11	23	10	16	9	9	9	2	7	4	4	12	4	3	3	1	5	0	4	1	0	0	2	3	1	1	3	1	1	0	2	2	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	6665	957	1409	600	1361	311	238	661	406	101	310	72	127	187	107	48	51	85	24	49	24	19	18	66	8	13	38	13	9	7	7	2	13	4	11	4	6	6	1	3	1	2	10	2	1	2	0	1	0	4	0	0	0	1	3	1	1	1	1	1	0	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	10242	2108	2287	1160	2071	632	502	960	627	213	513	154	230	278	171	92	78	114	50	89	43	53	40	101	24	36	57	23	20	21	15	11	28	8	10	6	8	7	6	11	8	1	4	3	2	3	1	5	0	5	1	0	0	2	3	1	1	2	2	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	6481	970	1393	607	1340	334	254	634	405	97	325	67	141	189	112	49	45	67	25	52	25	25	17	68	7	17	34	12	7	5	11	3	18	3	6	3	4	6	1	6	4	1	3	2	1	2	1	2	0	4	0	0	0	1	3	1	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	9872	2156	2210	1097	1980	637	514	808	593	228	510	159	219	281	156	81	76	93	43	72	42	54	33	86	25	32	65	24	19	17	13	12	19	9	9	5	4	7	4	11	13	1	3	6	2	5	1	3	1	5	2	1	3	2	0	2	1	1	2	1	0	1	2	0	0	0	2	0	1	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_active	80	6307	1013	1340	568	1263	336	264	522	380	107	309	70	134	180	90	44	37	53	16	34	25	25	13	53	8	13	38	13	9	7	10	5	13	5	5	2	2	6	0	8	5	1	2	4	1	3	1	1	0	3	1	1	0	1	0	1	1	0	2	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	9456	2122	2154	1031	1973	605	544	769	562	241	477	144	217	248	164	70	74	96	42	69	39	45	30	69	24	30	61	20	21	13	11	11	14	7	18	4	3	6	5	11	12	5	3	8	2	2	2	3	2	7	2	1	3	2	0	1	0	0	2	1	0	1	2	0	0	0	2	0	1	3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_active	80	5920	979	1244	540	1230	322	276	498	348	109	296	62	133	159	94	36	35	56	18	30	22	21	13	47	6	11	36	8	9	6	8	9	12	2	8	1	1	4	0	9	6	5	2	5	1	1	2	1	0	3	2	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	9187	2122	2126	1018	1875	589	530	713	533	240	434	150	197	242	152	73	76	103	52	91	33	40	27	59	22	22	44	26	16	13	8	15	10	7	17	4	5	6	3	11	10	5	2	8	3	4	1	2	2	6	2	1	5	2	0	1	0	0	0	2	0	0	2	2	0	0	2	0	1	3	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	5743	971	1198	518	1165	307	278	457	324	112	267	67	119	144	79	36	36	62	23	47	16	19	15	39	10	9	29	11	7	8	5	9	6	3	7	1	2	4	2	10	4	5	1	5	2	3	1	2	0	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	9236	2086	2057	1005	1850	595	498	735	536	257	438	139	200	267	159	71	66	102	58	92	37	38	26	60	30	25	35	31	13	18	7	16	15	6	17	8	8	8	3	4	9	6	2	5	2	3	2	1	2	3	3	0	3	3	0	1	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5774	957	1161	513	1194	316	248	480	331	116	277	62	125	160	87	34	31	61	26	51	18	18	14	35	14	12	23	13	6	10	3	8	9	4	7	3	3	4	2	3	4	5	1	4	2	2	1	1	1	1	3	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	9528	2077	2103	1032	1886	636	502	819	544	264	416	144	203	287	151	83	79	104	59	99	41	39	29	95	26	25	36	35	11	17	4	17	13	5	12	10	11	7	5	4	8	6	4	3	2	3	1	3	2	1	1	0	2	4	0	1	0	0	0	3	0	2	0	4	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	5980	928	1225	531	1210	345	259	523	327	125	266	65	118	172	88	37	37	57	27	55	20	13	19	50	15	13	23	16	5	7	2	8	6	3	3	6	6	4	4	3	5	2	1	2	2	2	0	2	2	1	1	0	1	2	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	9946	2038	2182	1060	2048	642	487	814	607	227	501	156	217	289	142	95	83	99	63	81	57	37	29	102	28	23	41	37	12	19	9	22	21	6	18	10	11	8	3	4	13	7	3	5	3	3	3	5	2	5	1	0	2	5	0	1	1	0	0	3	0	5	0	2	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	6238	900	1298	542	1358	341	251	522	371	106	321	76	118	176	80	48	40	46	30	40	28	10	18	50	15	9	22	19	5	7	5	11	13	3	7	6	6	5	2	3	8	2	0	2	2	1	2	1	2	1	1	0	0	2	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	10529	2127	2345	1067	2274	614	497	967	605	241	547	172	269	357	170	91	74	144	49	119	65	35	31	99	18	21	55	32	16	21	10	7	26	6	12	10	10	7	6	7	19	9	2	3	3	4	5	3	2	3	6	0	2	2	6	0	0	1	0	0	0	8	0	1	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	6566	921	1401	566	1510	322	271	659	402	107	321	74	180	253	95	55	41	85	24	68	34	16	16	59	6	10	35	22	9	12	6	3	20	3	3	3	4	2	3	3	13	4	1	1	1	4	2	2	2	2	4	0	2	2	6	0	0	0	0	0	0	5	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	10675	2107	2302	1082	2268	603	481	912	621	244	588	163	253	391	169	103	79	124	51	115	65	35	32	80	22	21	47	20	14	21	11	10	22	7	14	9	13	8	8	8	13	9	4	3	2	5	2	4	2	4	8	0	2	2	1	0	1	1	0	0	0	8	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	6708	916	1389	563	1570	334	247	622	405	122	376	83	156	284	99	56	37	59	25	67	30	17	17	49	12	8	27	11	7	14	5	7	17	3	5	2	4	4	3	2	6	3	1	1	1	4	0	1	2	3	7	0	2	2	1	0	1	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	10682	2069	2301	1125	2216	603	449	879	644	260	599	155	247	366	161	105	75	115	59	109	58	43	37	65	20	20	44	21	11	16	8	6	20	10	12	8	12	6	10	6	10	8	4	2	3	7	3	2	3	3	4	0	1	2	1	0	1	1	1	1	3	3	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
