label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	south28_all	80	8435	4177	3121	1213	812	1944	408	367	275	199	139	146	101	117	61	54	58	37	18	19	16	13	10	26	11	7	8	14	3	6	5	2	5	4	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	4551	2680	2328	441	196	1755	115	181	150	83	54	85	36	84	18	25	21	7	6	5	7	2	5	18	9	1	2	11	3	3	1	1	5	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	8429	4220	3117	1223	827	2057	408	368	293	193	140	148	94	103	59	55	56	34	20	19	16	12	10	19	13	6	8	8	5	8	5	3	4	4	2	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	4475	2752	2358	432	201	1846	122	187	163	76	63	85	36	75	16	30	15	6	6	4	7	4	4	9	11	1	2	6	4	5	2	1	4	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	8389	4226	3099	1188	814	2084	427	369	291	188	152	139	100	101	66	54	46	40	26	24	10	12	10	20	12	8	9	8	6	9	5	4	11	3	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2
0.03	south30_active	80	4468	2784	2370	401	199	1875	106	179	157	74	60	73	40	75	14	26	16	8	6	6	6	5	4	11	10	2	2	7	4	6	2	0	11	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
0.03	south31_all	80	8441	4274	3331	1182	810	1821	434	324	291	214	189	186	91	117	65	49	49	24	20	21	27	13	11	21	21	6	9	9	2	3	5	2	0	0	7	3	1	3	0	1	1	0	0	5	0	2	0	0	0	0	0	0	0
0.03	south31_active	80	4631	2717	2580	399	230	1631	117	184	144	77	90	117	31	80	23	26	29	8	3	7	11	1	1	10	19	2	4	6	1	3	2	1	0	0	7	2	0	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	8461	4343	3242	1165	808	1701	450	356	264	209	169	155	95	108	67	55	48	18	18	19	21	16	12	18	20	7	7	13	2	3	3	3	1	3	7	2	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	4620	2770	2492	389	222	1527	120	195	126	76	80	98	39	71	29	24	30	4	4	7	8	1	3	10	18	4	4	12	1	3	0	2	1	0	7	2	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	8484	4316	3191	1124	800	1756	430	370	266	201	153	154	96	120	68	52	51	19	24	21	21	18	13	18	15	8	7	9	2	2	3	5	1	5	10	0	0	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_active	80	4610	2788	2462	376	214	1580	112	201	127	78	76	91	38	84	33	26	32	5	7	7	7	2	3	12	13	4	3	7	1	2	0	1	1	0	10	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south34_all	80	8566	4300	3154	1131	782	1859	433	378	284	202	147	151	94	121	62	50	41	22	23	25	21	19	14	10	20	7	3	9	3	4	1	5	2	5	15	2	0	1	3	0	3	0	0	0	0	0	0	2	1	0	0	0	0
0.03	south34_active	80	4645	2805	2448	371	193	1698	127	191	138	79	65	84	36	87	29	23	25	10	7	7	4	2	5	5	18	4	0	7	1	3	0	1	2	0	15	2	0	0	2	0	1	0	0	0	0	0	0	2	1	0	0	0	0
0.03	south35_all	80	8460	4278	3204	1130	805	1888	430	375	296	194	159	154	92	122	56	50	45	28	26	24	18	24	13	15	12	6	4	9	1	7	3	5	2	2	15	2	1	1	2	0	3	0	0	0	6	0	0	2	0	0	0	0	1
0.03	south35_active	80	4599	2765	2494	358	176	1730	114	184	132	75	64	84	31	83	22	28	22	10	8	7	5	5	3	7	11	3	0	7	0	3	0	1	2	0	15	2	1	0	1	0	1	0	0	0	6	0	0	2	0	0	0	0	1
0.03	south36_all	80	8208	4138	3034	1137	801	1710	421	353	291	183	168	136	98	113	49	60	38	38	27	22	21	19	10	15	16	5	3	5	3	8	4	2	1	1	14	3	1	1	0	0	3	0	1	0	6	0	0	2	0	0	0	0	1
0.03	south36_active	80	4251	2613	2275	335	194	1542	114	173	139	63	61	73	34	78	18	28	17	9	6	8	4	4	3	7	13	1	0	2	1	3	1	0	1	1	14	2	1	0	0	0	1	0	0	0	6	0	0	2	0	0	0	0	1
0.03	south37_all	80	8034	3973	2869	1179	805	1585	452	346	262	184	169	125	109	107	61	64	49	39	27	24	18	22	12	20	22	7	6	5	3	7	3	0	0	1	3	2	2	0	0	0	2	1	1	1	6	0	0	2	0	0	0	0	1
0.03	south37_active	80	3951	2420	2082	351	191	1378	102	152	120	63	66	73	37	74	27	31	20	6	10	8	4	7	2	11	19	2	1	2	2	2	1	0	0	1	3	0	1	0	0	0	1	1	0	1	6	0	0	2	0	0	0	0	1
0.03	south38_all	80	8112	3899	2793	1224	823	1568	445	362	260	203	162	126	105	110	58	64	46	44	28	22	18	18	15	19	15	11	7	5	4	4	2	1	1	2	2	2	2	0	0	1	0	1	2	1	6	0	0	0	0	0	0	0	0
0.03	south38_active	80	4031	2351	1986	380	206	1360	103	159	126	70	68	68	37	83	28	35	18	6	10	8	6	6	7	11	11	2	1	1	2	1	1	0	1	1	2	0	1	0	0	0	0	1	0	1	6	0	0	0	0	0	0	0	0
0.03	south39_all	80	8228	4010	2934	1237	849	1717	451	380	257	195	166	135	105	111	55	58	51	33	30	21	19	19	13	16	21	10	5	9	3	4	2	1	1	2	1	2	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	4298	2516	2162	397	206	1502	112	165	129	73	81	65	33	89	30	34	22	6	9	4	7	8	7	10	15	1	1	5	1	3	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	8472	4134	3168	1229	831	1832	445	409	272	182	187	136	98	106	52	54	44	32	34	16	18	16	10	12	14	9	4	11	4	2	3	1	3	2	1	0	1	0	4	1	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	4631	2644	2442	411	216	1628	119	204	142	70	86	56	30	80	25	33	20	6	5	4	7	7	7	9	10	0	1	8	1	2	0	0	3	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
