label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35
0.03	north12_all	80	2881	1061	442	403	351	296	111	100	71	32	67	18	10	35	10	7	23	9	7	2	1	1	2	1	1	3	0	0	1	0	0	1	0	0	0	0
0.03	north12_active	80	1553	539	208	208	207	189	52	53	41	14	37	5	3	20	7	5	12	5	6	1	0	0	1	0	1	3	0	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	3039	1115	433	424	362	351	109	96	61	31	72	19	16	34	10	5	20	4	12	1	1	2	2	2	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	1677	564	203	231	222	223	53	48	30	13	42	4	4	26	7	4	10	3	8	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3225	1121	461	449	420	425	111	88	58	34	62	27	19	39	9	5	15	5	9	0	2	2	1	2	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	1854	574	212	258	267	295	60	41	28	13	41	8	5	25	6	3	8	3	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3433	1187	470	471	450	516	127	85	60	38	64	30	21	48	9	3	12	6	8	0	3	2	3	2	1	2	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	1986	634	222	280	293	324	64	44	27	11	38	12	7	31	3	1	6	4	2	0	2	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3472	1190	465	485	475	538	119	100	63	38	64	28	17	48	8	6	8	6	3	2	5	3	3	1	1	1	1	2	0	0	0	0	0	0	0	0
0.03	north16_active	80	2011	645	223	292	303	327	65	66	29	18	35	12	7	32	2	3	5	4	0	1	3	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	3416	1231	447	490	412	596	118	107	64	40	77	30	22	43	5	10	9	7	2	3	3	2	4	0	2	1	1	2	0	0	0	0	0	0	0	0
0.03	north17_active	80	1955	665	215	283	258	357	65	73	33	18	35	15	11	30	1	6	6	4	0	2	2	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	3368	1255	455	462	423	561	118	110	74	43	85	25	18	48	4	10	6	5	3	4	4	2	4	0	9	3	1	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	1922	668	212	247	254	345	64	73	35	19	39	13	8	28	2	7	3	2	1	3	3	0	1	0	1	3	1	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	3361	1220	457	454	385	605	120	115	64	38	94	25	14	41	6	10	8	3	7	2	3	2	2	1	12	2	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1965	657	215	246	229	412	67	73	31	13	47	14	7	27	2	6	3	0	1	2	3	0	2	0	4	2	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3335	1192	482	439	427	588	116	107	64	35	105	34	14	34	7	8	8	2	8	4	8	0	1	3	12	2	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1960	627	233	238	263	400	62	64	30	11	52	16	6	22	3	4	3	0	3	3	6	0	1	2	4	2	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2520	1551	575	280	478	143	85	65	104	37	30	44	11	10	7	4	8	7	7	1	4	3	0	2	0	2	2	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	1288	918	310	133	288	59	36	23	69	11	16	34	3	4	4	3	3	2	3	0	4	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
0.03	south22_all	80	2529	1560	590	271	516	131	96	63	126	39	34	44	15	4	10	5	5	6	5	1	4	6	0	2	1	2	0	0	0	0	0	0	0	0	0	1
0.03	south22_active	80	1306	922	313	127	316	59	43	25	80	19	17	31	8	1	7	4	3	3	3	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south23_all	80	2646	1590	614	281	599	137	108	68	133	39	28	49	19	8	11	4	8	5	4	1	3	5	2	1	1	1	0	0	0	0	0	0	0	0	0	1
0.03	south23_active	80	1397	940	339	130	355	62	44	24	86	22	15	35	11	3	8	3	6	2	2	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south24_all	80	2743	1639	625	278	683	137	116	78	133	40	25	39	17	10	13	5	8	5	5	2	0	3	4	1	2	1	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	1437	958	349	132	431	67	43	33	85	24	12	26	11	5	8	4	5	1	2	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_all	80	2817	1749	633	283	738	149	113	77	122	43	19	42	13	10	10	4	8	6	6	2	0	3	4	1	2	1	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	1490	1068	357	131	493	80	52	38	73	26	8	30	7	7	5	2	5	2	2	1	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_all	80	2766	1725	626	287	697	138	116	81	123	41	18	29	9	17	7	7	4	6	6	4	0	1	2	0	2	0	0	2	0	0	0	0	0	0	0	0
0.03	south26_active	80	1477	1069	334	132	468	72	61	43	79	25	10	18	6	11	3	3	3	3	2	3	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south27_all	80	2727	1829	637	289	675	123	103	75	125	51	20	30	17	23	5	9	4	4	6	4	3	1	1	0	2	0	0	1	0	1	0	0	0	0	0	0
0.03	south27_active	80	1464	1151	333	128	439	60	48	44	83	32	9	18	11	16	3	3	3	3	3	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_all	80	2774	1777	666	286	713	122	98	66	133	52	18	30	17	23	11	9	3	4	4	3	4	6	0	0	0	0	1	1	0	1	0	0	0	0	0	0
0.03	south28_active	80	1487	1089	354	126	445	60	49	31	90	30	8	17	11	14	6	4	3	2	2	2	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south29_all	80	2781	1807	658	302	709	125	105	67	133	48	22	33	18	21	11	5	2	4	5	2	4	6	0	0	0	0	2	1	1	1	0	0	0	0	0	0
0.03	south29_active	80	1490	1103	361	136	430	66	46	29	87	27	8	22	13	12	7	2	2	2	4	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2798	1833	646	314	725	152	115	73	142	55	26	47	18	18	11	3	2	6	5	3	2	6	0	0	0	0	2	1	1	2	0	0	0	0	0	0
0.03	south30_active	80	1478	1110	382	140	452	80	48	33	95	31	10	35	9	9	6	1	2	3	5	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2486	1460	631	311	624	145	101	64	119	34	31	33	12	18	13	9	7	6	1	3	1	9	1	1	1	0	0	1	0	1	0	0	0	0	1	0
0.03	south31_active	80	1284	849	318	151	379	68	43	31	78	16	17	14	7	13	6	8	6	4	1	2	1	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south32_all	80	2541	1496	625	302	610	130	111	58	116	27	35	31	12	17	10	8	6	7	2	1	2	14	1	1	1	0	0	1	0	1	0	0	0	0	1	0
0.03	south32_active	80	1306	870	322	140	396	65	47	28	75	12	20	13	4	12	4	6	5	6	1	1	2	11	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south33_all	80	2601	1583	624	314	583	127	114	68	121	27	33	32	16	11	11	7	6	6	1	2	2	9	1	1	1	0	0	1	0	1	0	0	0	0	1	0
0.03	south33_active	80	1355	927	322	135	397	64	55	30	71	12	19	15	4	9	2	5	5	5	0	1	2	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south34_all	80	2673	1657	614	330	632	120	107	72	118	35	37	25	18	15	8	2	4	6	2	1	4	10	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south34_active	80	1398	1003	327	137	424	65	52	27	71	15	17	12	7	8	1	0	3	3	1	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2685	1700	628	335	628	136	109	78	116	36	28	52	17	18	7	2	6	6	1	1	5	4	0	0	1	0	1	0	0	0	1	1	0	0	0	0
0.03	south35_active	80	1401	1044	337	143	431	71	53	31	66	17	13	32	11	7	0	1	2	4	1	0	5	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	2632	1636	628	324	672	139	100	69	126	38	31	53	18	16	2	1	5	4	1	1	4	3	2	0	0	1	1	0	0	0	1	1	0	0	0	0
0.03	south36_active	80	1333	997	326	131	460	70	40	27	84	18	12	33	14	7	0	1	2	2	1	1	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	2564	1535	671	298	633	154	91	70	109	28	30	49	18	17	5	1	7	2	1	1	6	3	3	0	0	2	1	0	0	1	1	0	0	0	0	0
0.03	south37_active	80	1300	923	358	132	405	78	37	30	74	11	12	33	13	9	3	1	2	1	1	1	5	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	2521	1443	634	297	601	153	95	71	119	31	32	36	16	11	7	5	7	2	1	1	5	2	3	0	0	2	0	0	0	1	1	0	0	0	0	0
0.03	south38_active	80	1268	876	324	136	372	75	43	32	81	13	14	25	7	6	6	5	3	1	1	1	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2575	1453	629	283	634	149	86	81	128	25	30	34	13	10	10	6	6	2	2	0	6	3	6	0	2	2	0	0	1	1	0	0	3	0	0	0
0.03	south39_active	80	1320	883	337	141	400	74	39	33	86	13	12	25	4	7	7	5	1	0	2	0	3	2	2	0	2	1	0	0	1	0	0	0	2	0	0	0
0.03	south40_all	80	2609	1609	631	311	706	147	87	77	134	30	24	43	12	9	10	7	6	4	1	0	7	2	4	0	2	0	0	0	1	0	0	0	3	0	0	0
0.03	south40_active	80	1359	977	350	154	478	66	35	35	79	17	11	32	4	6	7	5	2	2	1	0	3	2	1	0	2	0	0	0	1	0	0	0	2	0	0	0
