label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159
0.03	north6_all	80	4348	1299	730	733	491	358	956	390	191	410	271	144	175	192	90	113	264	128	112	116	143	59	151	153	68	18	42	35	24	59	32	32	14	11	45	16	29	15	36	11	43	32	12	24	37	31	15	14	7	9	2	3	4	6	12	7	15	4	4	6	1	6	7	3	6	3	0	8	3	4	1	4	3	2	2	2	3	5	0	1	4	0	2	4	1	0	1	1	4	0	5	1	0	0	0	3	0	1	0	0	0	0	0	1	3	0	1	1	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2598	635	357	403	275	170	623	228	107	243	171	72	107	110	40	68	150	67	59	79	87	28	98	100	41	6	16	22	12	33	15	24	8	5	37	9	16	8	27	3	23	19	6	14	21	20	10	5	7	5	1	1	2	4	7	5	5	2	2	4	0	3	5	1	4	2	0	4	1	2	0	3	2	1	0	2	1	5	0	1	3	0	2	3	0	0	1	0	3	0	4	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4339	1262	740	752	490	381	903	389	201	393	253	136	153	188	100	100	286	142	99	125	143	63	136	166	93	23	37	36	24	53	22	28	17	15	38	20	35	19	32	11	49	39	11	21	35	19	11	12	10	9	4	2	5	6	10	8	10	4	3	4	2	7	4	4	5	3	2	9	2	2	1	7	4	2	5	2	1	3	0	3	7	0	3	3	2	0	1	1	3	0	3	0	1	0	0	0	0	0	4	1	0	0	0	2	4	0	1	1	1	1	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2566	622	361	430	287	201	578	226	111	221	153	70	98	100	43	55	170	78	52	85	88	34	95	115	59	11	17	22	11	27	10	19	7	6	31	9	21	12	26	6	26	26	6	13	22	12	8	5	10	5	1	1	3	2	5	7	5	2	2	3	1	5	1	1	3	2	0	5	1	1	0	4	2	1	2	2	0	3	0	3	4	0	2	2	1	0	0	0	3	0	2	0	1	0	0	0	0	0	4	0	0	0	0	1	3	0	0	1	0	1	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4345	1327	761	722	490	398	912	342	209	381	261	129	158	177	111	93	297	132	92	130	123	61	143	162	81	28	35	40	23	61	30	38	14	15	47	23	36	10	44	7	50	45	9	21	28	23	14	14	16	10	6	3	3	9	13	8	14	5	1	4	2	7	5	2	3	3	2	8	2	2	1	7	1	2	5	3	2	2	0	3	5	0	5	2	2	0	1	1	0	2	4	0	3	1	0	0	1	0	4	1	0	0	0	2	2	0	1	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2531	674	370	404	282	219	561	181	112	215	145	63	94	107	50	49	210	74	51	93	86	31	95	109	53	13	20	27	9	31	13	25	7	6	34	12	21	5	39	3	25	28	7	12	22	17	8	7	12	6	1	2	2	4	6	7	7	3	1	2	1	7	2	0	2	1	0	4	1	0	0	5	0	1	2	2	1	1	0	3	2	0	2	1	1	0	0	0	0	2	3	0	1	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4432	1313	764	714	488	393	920	361	222	369	251	131	151	157	106	94	298	142	104	121	104	57	147	178	77	37	29	38	26	49	38	25	14	17	44	27	37	14	43	10	53	48	11	14	19	20	16	17	19	12	9	4	8	10	13	9	15	6	5	4	1	7	7	2	3	2	3	5	1	2	2	7	2	1	4	1	1	5	0	2	3	0	6	0	2	0	1	0	1	2	3	0	3	1	0	0	1	0	4	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	2635	661	374	406	289	227	601	196	107	221	124	60	88	92	51	48	209	90	62	81	67	29	96	134	48	17	14	21	13	22	23	13	6	4	24	14	23	8	37	5	35	28	8	9	13	16	8	10	11	9	1	2	5	4	10	8	7	4	4	1	1	6	3	0	1	1	1	2	1	1	2	5	0	0	2	0	1	2	0	2	1	0	2	0	1	0	0	0	0	2	3	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	4469	1339	758	680	505	381	984	370	242	364	273	117	157	166	98	95	257	121	129	115	111	57	136	158	66	28	33	26	28	41	40	26	15	18	49	22	39	16	39	6	33	31	10	20	27	21	15	11	18	14	7	7	10	8	13	10	16	6	9	6	1	7	6	3	4	1	3	2	1	2	3	4	3	1	1	3	1	4	0	1	4	0	11	1	1	1	1	0	1	2	1	0	4	1	0	1	1	0	3	3	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	2722	649	378	378	297	203	641	197	125	223	146	53	87	98	51	50	173	73	78	82	80	23	86	117	38	11	14	12	10	21	25	13	4	7	26	12	24	11	31	3	28	17	8	12	19	16	7	7	9	10	1	3	7	5	10	5	5	4	6	1	1	6	3	0	2	0	1	1	1	1	2	4	2	0	0	2	1	1	0	1	4	0	8	0	1	1	0	0	0	2	1	0	2	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	4477	1235	816	696	504	431	993	389	209	419	263	166	148	181	93	82	279	133	102	95	99	51	124	140	79	24	40	39	32	41	36	34	19	23	51	18	42	23	23	16	17	16	8	17	30	36	12	16	12	8	10	6	11	6	6	6	18	7	9	3	3	15	5	3	5	5	3	13	2	0	1	3	6	3	0	0	3	2	2	2	8	0	0	1	0	1	0	1	0	0	0	3	1	0	0	1	1	0	0	0	0	0	5	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2755	633	380	376	252	235	611	233	102	292	153	89	80	114	39	49	181	89	66	53	70	31	77	92	55	10	15	28	11	23	27	25	8	10	32	9	16	12	18	9	13	11	4	12	19	20	8	5	8	5	7	6	4	2	3	3	14	3	5	2	0	11	3	2	2	3	1	12	1	0	1	3	4	2	0	0	2	1	2	1	8	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4460	1289	809	682	505	410	989	412	205	430	271	163	154	171	88	95	309	127	96	102	113	49	130	133	77	22	27	48	29	47	28	29	17	19	47	19	46	19	20	17	17	20	9	18	22	31	9	13	11	8	9	3	7	3	9	6	22	6	11	2	3	11	6	2	6	6	4	15	1	2	3	5	5	2	0	0	2	2	2	1	8	0	0	0	1	1	0	1	0	1	0	3	2	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2694	658	372	369	260	225	682	251	103	295	161	84	87	106	44	59	210	86	66	56	77	29	81	90	50	7	12	36	11	29	21	18	6	8	29	10	15	9	16	10	13	13	5	11	16	17	6	6	8	6	6	2	4	2	5	3	14	2	4	1	0	7	3	2	2	4	1	12	0	2	3	3	4	1	0	0	1	1	2	0	7	0	0	0	1	1	0	0	0	1	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4503	1305	791	717	479	380	1048	425	212	459	250	150	173	171	95	119	272	110	82	101	114	54	144	119	64	20	31	53	31	37	26	30	19	21	40	15	35	18	26	18	30	18	14	18	27	28	8	14	13	6	7	6	9	5	10	9	16	7	14	1	5	6	8	1	1	3	3	9	1	3	3	7	2	1	0	0	1	1	3	1	8	0	1	0	5	1	0	1	0	3	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2684	650	363	372	244	192	716	262	109	320	142	70	98	101	52	71	185	65	45	55	82	31	102	89	39	6	12	41	12	18	20	20	10	8	27	11	11	8	18	9	23	13	10	11	22	14	7	8	10	5	3	2	5	2	6	6	8	3	6	0	2	3	3	0	0	1	1	5	0	2	2	5	2	1	0	0	0	0	2	0	7	0	0	0	5	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4475	1278	757	741	476	369	1007	406	219	471	241	145	172	173	97	138	264	104	106	91	131	60	128	121	70	23	23	57	24	31	33	28	19	16	29	18	37	17	35	15	36	25	14	19	18	28	7	16	10	8	6	6	9	7	8	8	16	12	14	1	5	10	8	3	1	3	2	8	1	3	4	5	0	1	4	0	1	1	1	1	4	0	2	0	7	1	0	1	0	6	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2689	623	343	390	242	188	669	246	102	314	141	66	92	102	54	86	175	56	70	54	92	33	95	93	42	8	9	43	10	15	18	16	13	5	16	12	15	5	20	6	27	18	10	13	16	18	4	14	7	7	4	2	5	4	4	6	8	5	9	0	3	7	4	2	0	3	1	5	0	2	3	3	0	1	3	0	0	0	0	0	1	0	1	0	6	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4444	1285	742	755	471	370	973	369	208	443	240	147	168	155	92	130	280	97	107	88	131	64	105	139	80	26	27	47	23	27	41	28	17	17	37	22	36	10	35	8	39	29	16	19	29	29	9	18	12	6	9	8	8	6	5	8	16	13	11	3	6	12	7	5	0	2	2	10	2	1	3	5	0	0	5	1	3	4	1	0	5	1	2	0	6	2	2	0	0	6	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north15_active	80	2643	599	346	404	236	182	643	218	102	301	141	69	89	85	49	76	187	55	71	56	87	36	75	105	55	11	13	29	11	12	23	17	12	6	25	15	18	4	20	1	26	17	10	13	16	18	4	16	6	5	6	4	4	2	3	5	10	5	9	0	5	7	4	2	0	2	1	6	1	0	1	4	0	0	3	1	2	0	0	0	1	1	1	0	5	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4416	1305	739	747	509	390	928	360	198	425	233	153	149	152	96	126	246	104	113	82	131	67	105	135	76	26	34	45	23	30	52	25	18	17	60	27	31	13	37	16	40	31	15	12	27	38	9	17	14	6	9	7	8	7	2	8	14	13	8	4	5	11	7	5	1	2	2	11	1	0	4	3	1	3	9	2	3	4	0	0	3	1	2	0	4	3	2	1	2	5	0	0	1	0	1	1	1	1	0	1	0	0	0	0	3	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north16_active	80	2682	598	348	416	255	190	588	203	93	281	149	71	82	88	47	73	156	62	81	50	87	41	68	102	57	11	19	28	9	16	28	13	11	8	41	18	20	6	18	3	27	17	9	7	13	26	2	14	6	4	6	7	3	5	0	4	13	6	7	0	3	6	4	2	0	2	1	8	1	0	2	3	1	3	5	2	2	1	0	0	0	1	2	0	3	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	4445	1340	778	691	530	399	926	345	212	394	243	158	139	169	87	114	239	119	113	78	116	60	111	180	72	27	32	51	30	30	47	27	18	22	71	26	35	19	28	15	33	36	18	17	36	31	10	19	17	7	8	8	9	7	2	9	16	10	10	3	3	9	5	4	2	0	1	24	1	0	2	3	3	3	6	2	3	5	0	0	1	1	1	0	0	4	3	1	2	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
0.03	north17_active	80	2679	651	376	394	275	213	595	199	112	255	153	76	81	94	45	62	151	78	74	50	76	35	71	123	54	15	20	32	15	17	32	15	11	6	49	18	24	10	14	4	19	21	10	10	21	23	3	16	9	5	5	6	3	5	0	2	16	5	8	0	2	7	3	1	0	0	0	21	1	0	1	3	3	3	3	2	2	1	0	0	0	1	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north18_all	80	4477	1342	775	661	540	391	1019	373	218	439	273	158	153	181	84	135	261	126	93	80	129	56	116	171	60	23	38	60	33	42	38	35	20	23	68	26	28	24	24	14	43	35	18	12	37	30	8	8	13	7	13	8	8	7	3	11	11	8	6	2	1	5	5	3	4	0	1	24	2	1	4	3	3	3	6	2	0	3	0	0	2	0	1	0	0	3	2	1	3	1	1	0	1	0	0	2	1	1	0	1	1	0	0	0	3	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north18_active	80	2704	656	370	367	273	199	662	216	114	294	156	73	91	108	43	78	184	85	51	51	89	27	75	107	40	15	22	42	19	27	24	19	11	6	45	17	19	14	12	5	27	25	11	6	20	24	3	5	6	3	8	6	2	4	1	4	11	5	3	1	0	4	2	2	1	0	0	18	2	0	4	3	3	3	4	2	0	1	0	0	0	0	1	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north19_all	80	4487	1319	755	625	530	407	1121	387	213	437	247	145	151	199	87	114	258	110	90	92	137	57	117	173	60	29	32	60	34	37	30	29	26	23	40	22	31	28	24	13	44	37	27	12	26	29	8	9	17	9	12	8	7	12	8	8	12	7	7	4	3	4	5	3	3	1	1	23	1	1	4	4	3	1	6	2	1	1	0	1	1	0	2	0	1	2	1	1	1	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	3	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
