label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165
0.03	north6_all	80	3706	1696	1103	781	678	482	1333	1126	1347	242	221	441	325	340	183	135	111	161	99	62	162	69	94	54	49	51	69	86	125	164	40	115	22	35	40	27	118	49	32	19	20	19	11	14	41	19	43	42	15	9	12	47	7	10	7	10	10	8	16	5	4	5	8	3	7	5	1	3	5	4	1	2	8	7	4	2	4	4	6	4	2	1	1	3	3	0	1	1	1	1	1	0	1	1	0	0	4	1	1	1	1	0	1	0	0	2	0	7	1	1	0	1	0	2	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
0.03	north6_active	80	1591	465	384	206	344	144	1188	1008	1234	88	116	359	252	270	108	68	49	111	45	22	138	44	64	14	22	32	34	72	109	154	15	100	16	9	20	17	109	38	22	11	15	13	4	8	34	7	37	37	8	3	5	41	3	6	6	2	5	1	12	4	1	1	5	1	2	5	1	2	3	0	1	2	5	6	4	1	1	1	5	4	2	0	0	3	2	0	1	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	1	0	7	1	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	north7_all	80	3679	1685	1059	779	676	489	1344	1074	1432	234	229	420	299	344	195	147	133	172	109	67	184	71	92	65	67	44	57	81	107	189	39	104	27	31	43	26	98	69	40	17	24	13	10	17	38	18	36	44	18	9	11	51	6	10	9	9	8	4	18	3	5	8	8	1	6	6	3	5	4	2	2	1	4	3	7	1	5	4	6	5	3	1	1	2	2	0	2	1	1	1	2	0	5	1	1	0	4	1	0	1	2	0	8	1	1	2	0	10	1	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
0.03	north7_active	80	1576	501	372	203	359	145	1202	954	1335	91	119	337	224	282	121	68	62	114	52	28	155	41	60	16	34	30	29	65	89	177	13	91	20	6	20	18	89	59	28	9	19	8	4	8	32	8	31	35	13	2	5	45	2	5	9	0	3	0	15	2	2	1	6	1	0	6	2	5	2	0	2	1	4	3	5	1	1	2	5	5	3	1	0	1	1	0	1	0	1	1	0	0	4	1	1	0	3	0	0	0	1	0	8	1	1	1	0	10	1	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	north8_all	80	3741	1688	1060	787	672	479	1336	1044	1440	253	247	438	321	345	179	123	136	164	96	75	187	79	83	61	64	45	54	74	97	180	34	120	27	27	32	38	108	59	27	19	26	11	11	19	34	14	35	49	18	11	10	51	7	12	9	7	8	4	14	3	5	12	5	4	6	7	3	9	3	1	2	2	4	2	8	2	4	4	1	6	4	2	3	2	1	0	2	0	0	1	2	0	6	2	1	0	3	1	0	0	1	0	11	6	1	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north8_active	80	1582	498	350	192	362	132	1206	907	1352	102	128	365	243	288	115	56	65	106	48	35	155	49	53	15	35	26	34	56	79	167	14	103	20	5	11	23	97	51	19	8	20	7	3	6	29	6	31	43	13	2	6	42	1	6	8	0	1	0	13	2	3	3	4	2	2	6	1	9	1	0	2	1	4	2	6	1	1	2	0	6	4	2	2	1	1	0	1	0	0	1	0	0	5	2	1	0	3	0	0	0	1	0	10	6	1	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_all	80	3743	1677	1094	807	668	477	1328	1064	1474	250	253	468	321	351	179	127	128	179	109	88	205	90	87	59	73	46	44	87	99	176	39	125	31	20	34	39	80	69	25	23	27	10	13	12	25	14	52	52	19	10	8	32	4	17	9	7	5	6	25	3	4	12	4	5	4	5	4	8	4	4	1	2	3	5	8	2	2	2	1	2	2	2	3	2	2	1	2	1	0	1	1	1	7	2	1	0	1	0	0	0	1	0	11	7	1	1	1	4	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	1566	493	349	184	356	127	1183	930	1382	104	126	400	247	297	112	61	58	110	47	39	171	54	55	13	42	21	27	69	72	161	14	107	18	2	18	21	73	60	15	11	20	5	4	3	18	9	48	48	14	3	4	25	2	8	8	1	1	1	23	2	3	4	3	1	2	3	1	8	2	0	1	1	0	5	5	1	0	1	0	2	2	2	2	0	1	1	1	0	0	1	0	0	7	2	1	0	1	0	0	0	1	0	10	7	1	1	1	4	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3780	1696	1113	817	672	476	1285	1197	1544	265	272	479	291	380	175	112	118	181	95	88	199	97	89	59	69	52	44	109	112	192	37	143	31	16	34	43	105	45	21	20	23	17	14	14	29	18	38	49	19	9	6	62	5	15	4	5	8	8	21	4	4	15	5	5	3	6	4	4	4	4	1	1	5	8	7	1	0	2	2	3	1	3	3	2	1	1	0	1	3	1	0	1	3	2	1	0	3	0	0	0	1	0	4	6	0	3	1	1	0	1	0	1	0	3	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1593	513	353	204	351	127	1148	1079	1455	106	131	421	226	331	111	52	40	116	41	32	158	58	51	13	42	18	28	92	84	173	16	128	13	2	15	25	90	39	12	8	17	9	3	2	21	10	34	45	10	3	2	54	2	10	3	2	5	2	20	3	4	7	3	1	2	4	1	4	2	0	1	0	2	8	6	0	0	1	0	3	1	3	2	1	0	1	0	0	3	1	0	0	3	2	1	0	3	0	0	0	1	0	3	6	0	3	1	1	0	1	0	1	0	3	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3706	1688	1144	779	711	467	1447	1067	1290	266	290	469	262	326	195	129	104	150	109	82	168	87	83	54	66	41	50	80	105	217	40	127	31	20	36	33	83	49	39	28	18	28	16	15	30	14	21	47	14	13	9	28	7	8	7	9	18	3	11	6	6	4	3	5	7	5	0	4	4	0	4	7	1	8	3	0	2	5	4	4	7	7	3	1	3	3	0	3	2	1	1	0	0	1	1	1	1	0	0	4	1	5	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1535	511	378	179	375	136	1298	970	1212	112	134	396	177	272	120	55	43	101	48	31	128	51	46	15	33	20	24	61	95	208	14	118	15	7	20	25	73	42	25	8	8	10	4	5	26	5	17	44	8	4	2	27	2	3	5	2	11	0	10	5	3	2	0	2	3	3	0	2	3	0	4	6	1	7	1	0	0	1	3	4	6	5	1	0	1	0	0	0	2	0	0	0	0	1	1	0	1	0	0	4	1	4	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3693	1707	1153	745	677	485	1493	1122	1183	279	287	502	270	362	183	115	108	182	114	75	177	86	74	57	62	38	49	80	107	193	44	158	30	16	42	33	74	27	35	28	26	23	18	12	19	13	30	43	26	12	12	24	9	8	7	7	13	7	26	8	5	4	4	4	1	1	0	2	2	1	6	3	1	7	4	0	4	3	4	8	7	6	2	1	3	3	0	3	2	0	2	3	1	0	1	2	1	0	0	2	0	0	0	0	0	4	6	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1561	519	385	179	347	138	1321	1027	1109	117	136	422	192	306	99	53	43	133	58	29	141	50	38	9	34	17	26	63	96	181	17	147	14	7	28	20	64	20	22	7	15	11	4	4	15	7	28	42	14	4	2	24	4	2	6	2	8	0	24	6	3	1	1	2	1	1	0	2	2	0	6	3	1	6	1	0	1	1	3	8	6	4	1	0	1	0	0	0	2	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	3	5	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3654	1697	1118	722	655	486	1439	1122	1226	288	268	488	277	357	173	134	118	168	113	71	199	76	80	57	55	50	58	82	101	214	44	146	36	14	33	30	68	34	29	25	21	22	20	13	27	8	31	46	20	11	11	23	10	9	4	8	12	11	30	8	4	5	2	3	1	2	1	5	2	2	6	2	1	4	6	2	4	2	4	13	1	0	3	1	7	3	4	3	2	1	2	3	1	2	0	2	0	0	0	2	0	0	0	3	0	2	6	2	0	0	6	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1544	504	346	176	352	138	1269	1030	1153	113	137	401	206	288	94	66	48	119	59	25	166	37	45	12	31	24	38	68	89	197	19	136	16	3	22	17	58	25	17	8	13	14	4	4	17	4	29	44	12	4	3	23	4	4	3	2	6	1	27	5	2	2	2	2	0	2	0	4	2	0	6	2	1	3	4	2	1	1	3	12	0	0	1	0	6	1	4	0	2	1	0	0	1	2	0	0	0	0	0	2	0	0	0	3	0	2	5	2	0	0	6	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3687	1693	1084	696	661	455	1403	1180	1212	275	266	457	275	398	171	138	125	178	111	73	204	87	83	56	50	57	64	79	107	209	36	110	30	26	26	39	71	34	30	19	25	24	15	10	30	14	28	24	24	12	13	42	12	10	3	10	17	11	30	6	3	6	3	1	4	3	1	5	1	4	6	2	1	1	9	5	3	1	3	11	1	1	3	0	6	2	5	1	0	1	1	4	1	2	0	1	0	2	0	4	1	0	2	3	0	2	1	4	0	1	6	0	0	0	0	0	0	0	10	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1606	492	351	176	370	120	1236	1084	1134	101	134	375	197	326	98	68	44	132	63	24	172	45	52	11	24	28	43	64	93	190	17	101	13	6	19	26	65	26	19	4	16	15	4	3	23	11	26	22	16	6	4	41	4	3	3	1	7	1	27	3	2	2	2	0	0	3	0	4	1	1	6	1	0	1	8	4	1	0	2	9	0	0	2	0	5	1	4	0	0	1	0	0	1	2	0	0	0	2	0	4	1	0	2	3	0	2	0	4	0	1	6	0	0	0	0	0	0	0	10	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3728	1703	1059	706	655	430	1334	1188	1262	269	248	492	291	359	171	148	131	164	108	80	203	92	83	62	51	55	68	72	114	223	38	100	36	35	28	36	73	51	33	19	18	25	15	14	36	21	21	26	15	12	12	38	14	11	1	11	15	10	20	2	2	3	9	2	4	5	1	7	1	3	4	2	3	3	7	8	2	3	4	10	1	1	3	1	6	2	5	1	1	1	1	2	1	5	1	1	1	4	0	3	2	0	2	3	2	0	1	4	0	1	3	0	0	0	0	0	0	0	8	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1633	513	344	181	356	120	1191	1090	1177	97	130	415	212	287	106	68	45	116	64	24	168	46	61	14	20	31	44	58	95	204	14	93	15	7	21	25	66	43	19	8	10	13	4	7	29	15	18	23	12	4	4	37	3	4	1	2	6	2	17	1	1	1	4	1	0	4	0	6	1	1	3	1	1	2	7	7	1	1	2	8	0	0	2	0	5	1	4	0	0	1	0	0	1	5	0	0	1	3	0	3	1	0	2	3	2	0	0	4	0	1	3	0	0	0	0	0	0	0	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3730	1734	1063	744	663	417	1336	1147	1298	263	248	498	305	347	179	143	135	170	110	77	203	94	89	62	63	56	48	80	96	204	36	91	35	37	22	31	87	58	35	19	17	28	16	16	36	21	25	23	12	10	9	48	13	9	2	9	16	7	22	4	4	3	10	2	4	8	3	8	1	4	8	3	6	2	4	8	1	4	5	3	1	2	2	1	6	2	3	1	1	0	0	2	1	3	1	0	2	4	1	2	3	0	4	1	2	0	2	3	0	2	3	1	0	0	0	1	0	0	8	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	1611	525	359	177	364	119	1197	1048	1218	92	129	426	220	290	110	66	43	125	60	23	163	48	73	12	29	27	30	70	83	186	15	84	14	8	16	17	76	51	20	9	11	15	3	6	34	14	22	20	9	5	2	47	4	5	1	2	6	1	19	3	3	1	4	1	0	6	0	7	1	1	7	1	4	1	4	7	0	1	1	0	0	1	2	0	5	1	0	0	0	0	0	0	1	3	0	0	1	3	0	2	1	0	4	1	2	0	1	3	0	1	3	1	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3725	1759	1097	763	678	436	1262	1120	1372	261	252	505	319	338	185	136	118	173	96	85	182	81	98	58	72	69	58	64	88	148	35	120	35	37	29	34	81	54	30	22	19	29	14	15	27	16	33	20	14	8	6	35	12	8	4	6	11	5	26	5	7	3	9	2	1	9	3	6	1	3	18	4	6	2	5	5	1	4	4	4	1	1	0	2	1	1	5	1	1	0	0	1	4	3	1	0	3	2	1	1	2	1	4	1	2	0	3	1	0	2	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	1586	523	367	178	353	128	1144	1011	1294	96	118	438	233	282	122	55	42	127	47	27	150	42	77	14	35	27	34	55	71	136	14	108	15	8	20	16	69	48	19	9	13	16	4	8	23	8	30	15	10	4	2	35	6	4	2	2	4	1	25	4	4	2	4	2	0	5	1	6	1	0	16	2	4	1	4	4	0	1	1	3	0	1	0	0	0	0	1	0	0	0	0	0	4	3	0	0	2	1	0	1	0	1	4	1	2	0	3	1	0	1	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3767	1746	1109	763	658	498	1305	1190	1353	267	247	533	329	342	181	137	109	143	93	85	168	73	96	52	67	76	53	84	82	130	29	130	38	42	23	28	77	47	26	21	19	29	15	19	29	13	49	23	10	6	8	40	10	12	4	9	10	4	27	7	7	4	4	2	1	7	4	4	1	3	17	4	5	9	1	3	0	4	4	4	1	2	0	1	0	1	4	4	4	0	0	1	4	0	1	1	3	1	2	1	2	4	2	1	0	0	3	1	0	1	0	2	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
