label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129
0.03	north6_all	80	24106	14570	11137	8912	3838	2992	3861	3726	1537	1643	1191	970	883	1130	728	562	624	502	938	673	331	318	214	229	305	227	387	314	126	265	110	106	87	90	85	63	61	77	75	38	50	40	39	29	25	59	29	24	16	34	38	24	13	24	22	20	8	9	11	9	9	9	6	3	5	2	4	5	4	2	3	1	1	2	9	2	0	3	0	7	3	0	3	2	1	1	1	0	0	0	1	2	2	0	2	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	5740	8856	8101	6918	1346	1135	2922	3032	413	963	433	223	190	772	293	118	356	290	812	535	142	136	64	73	209	106	312	271	34	227	53	41	20	40	55	20	16	51	50	5	11	14	24	13	16	52	7	8	3	28	34	19	9	20	14	18	6	2	5	1	2	8	3	0	4	2	1	0	0	2	1	0	1	0	6	2	0	0	0	5	2	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	24376	15353	11603	9432	3879	3012	4124	4056	1558	1694	1253	989	872	1168	716	569	644	558	997	777	351	313	233	245	315	223	342	300	116	362	114	93	103	98	84	70	55	94	67	37	49	41	42	35	25	69	28	27	12	26	46	20	15	35	17	12	14	10	12	7	7	6	7	2	5	4	5	5	1	1	3	1	2	2	8	3	2	1	0	9	3	0	3	2	0	1	2	0	0	0	0	1	2	0	0	2	6	0	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	5455	9811	8670	7531	1457	1234	3232	3392	471	1047	482	266	189	816	312	131	379	343	868	653	151	143	77	84	221	111	282	264	39	320	58	40	29	44	61	21	19	70	43	4	12	5	23	12	15	59	6	10	6	19	41	18	8	27	13	8	8	2	4	0	2	3	3	0	4	2	1	1	0	1	0	1	0	0	6	2	0	0	0	7	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	24264	15973	12392	9970	3959	3079	4426	4278	1593	1705	1240	961	836	1155	734	578	645	603	977	819	366	301	240	264	302	218	369	345	113	397	130	88	94	89	83	67	54	96	71	39	44	42	38	35	26	75	34	24	18	23	62	37	13	39	16	35	15	7	11	4	9	4	6	2	14	5	3	4	2	2	2	1	6	2	8	7	2	3	2	16	7	0	1	2	0	2	2	0	0	0	0	3	2	0	0	3	6	0	0	1	0	0	2	3	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	5153	10605	9623	8274	1603	1337	3558	3665	528	1099	521	294	207	817	354	147	379	379	863	696	165	135	75	105	225	118	305	312	35	353	82	46	29	42	64	16	15	71	49	6	10	5	21	15	12	67	8	10	11	14	56	37	7	32	11	30	9	1	4	0	3	2	2	1	13	2	0	1	0	1	0	1	1	0	5	4	0	2	2	14	5	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	23939	16618	13115	10782	4004	3151	4541	4329	1632	1819	1214	957	857	1142	759	576	669	610	1053	811	360	287	237	288	295	209	360	385	129	437	125	95	91	90	86	60	50	88	72	45	45	49	36	30	31	80	31	29	29	21	63	98	20	37	15	40	18	7	5	6	14	12	8	4	12	6	9	6	2	2	1	2	6	2	5	7	3	3	3	11	6	0	0	2	0	1	2	0	1	1	0	2	1	0	0	2	6	1	0	2	0	0	1	3	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	4826	11525	10475	9115	1709	1433	3719	3718	576	1231	563	317	201	807	389	160	403	424	943	700	184	141	83	124	228	113	299	353	39	398	78	46	30	43	66	13	15	67	51	12	9	9	18	14	16	70	6	12	14	17	55	98	9	32	11	36	12	0	0	0	7	9	3	3	12	2	4	3	1	0	0	2	1	0	2	4	0	2	3	10	4	0	0	0	0	0	1	0	1	1	0	2	1	0	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	23657	16642	13303	10694	3871	3155	4540	4347	1622	1896	1234	933	826	1092	793	580	692	633	1067	784	354	282	244	276	286	221	340	375	132	422	113	118	76	100	102	60	50	103	77	42	41	47	42	30	36	74	38	30	32	26	65	105	24	23	15	38	16	7	6	7	13	39	7	5	17	4	8	6	3	4	1	4	5	2	2	7	3	3	3	11	5	1	0	3	1	1	0	0	2	1	0	2	0	0	1	3	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	4738	11566	10637	9021	1693	1441	3735	3711	563	1264	581	313	203	768	413	166	432	415	961	672	199	151	87	112	223	108	287	338	43	392	73	52	23	40	73	15	14	75	54	13	7	12	19	15	16	65	7	16	11	19	59	101	6	18	10	35	12	1	1	1	8	35	3	4	16	1	4	3	1	2	0	4	1	0	0	5	1	2	3	9	4	0	0	1	0	0	0	0	2	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	23962	17228	13194	11055	3915	3111	4600	4696	1566	1844	1284	978	851	1218	764	559	717	602	941	760	375	302	279	235	394	242	336	388	135	294	121	111	79	83	118	67	54	73	74	37	45	39	38	32	64	81	25	28	32	34	29	61	16	23	9	26	20	11	6	8	9	11	5	9	5	9	9	3	11	0	6	8	5	3	5	2	1	4	0	12	2	2	1	0	1	3	2	3	5	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north11_active	80	4726	11966	10543	9409	1685	1463	3767	4133	534	1238	622	298	192	913	389	151	426	397	821	654	204	169	106	94	320	128	288	341	34	264	63	57	25	41	92	16	14	59	62	6	9	12	20	15	40	75	6	11	12	22	26	56	8	17	5	25	15	2	5	1	2	8	3	3	1	8	6	2	3	0	1	7	1	2	4	0	0	4	0	11	2	0	1	0	0	0	0	3	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	24005	17315	13382	11118	3904	3091	4539	4699	1576	1874	1298	990	812	1205	730	546	748	629	1049	718	342	314	255	234	392	228	357	408	133	257	119	114	82	79	113	73	50	99	105	36	31	36	46	36	74	83	25	29	26	33	27	37	16	22	10	23	18	12	5	9	8	26	4	9	5	8	10	4	9	1	3	3	5	3	7	3	1	0	0	0	1	1	3	1	1	0	2	2	7	1	0	1	0	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north12_active	80	4740	12047	10671	9438	1731	1426	3723	4167	537	1284	625	297	167	918	382	143	449	404	934	602	193	185	95	105	323	121	310	362	42	230	62	58	22	35	84	16	15	84	90	6	7	6	25	14	41	70	5	11	9	26	25	31	6	17	6	22	14	3	3	2	1	23	3	3	4	6	7	3	1	0	0	2	1	2	4	0	0	0	0	0	1	0	2	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	23943	16802	13267	10459	3911	3103	4388	4445	1568	1835	1327	975	812	1146	710	574	706	614	1100	649	354	321	260	217	366	237	381	376	132	258	140	125	78	88	104	64	66	105	132	50	34	31	50	31	55	68	23	28	25	39	38	49	15	26	13	21	23	5	9	8	12	26	4	5	9	3	7	4	7	3	5	6	5	3	6	2	1	0	1	0	0	1	5	3	0	0	0	2	7	2	1	1	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north13_active	80	4821	11492	10465	8677	1668	1383	3582	3873	530	1233	620	278	172	845	369	136	415	385	978	541	184	180	88	92	289	125	333	330	45	223	65	63	21	43	73	8	20	92	111	11	9	5	30	15	34	52	6	12	10	31	35	45	4	19	6	18	19	2	3	4	3	23	3	2	8	1	4	3	0	2	0	4	1	2	2	1	0	0	0	0	0	0	2	1	0	0	0	2	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	23955	15842	12537	9808	3903	3060	4084	4203	1573	1765	1251	983	806	1104	702	552	629	593	991	621	351	338	258	236	361	236	449	367	120	237	132	119	70	88	88	71	66	91	142	46	37	33	51	30	49	52	24	22	22	29	33	39	14	27	11	20	31	6	7	9	11	26	5	7	11	2	3	1	2	4	5	5	2	2	6	2	1	1	1	0	0	1	5	3	0	3	0	1	3	1	1	1	0	0	0	1	0	2	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	5131	10470	9607	7964	1561	1278	3198	3521	493	1136	555	270	163	794	345	112	358	378	854	513	181	167	77	97	269	114	395	316	31	202	59	52	14	37	53	14	19	76	124	9	5	8	28	15	28	39	4	8	10	23	30	35	5	21	4	18	23	2	0	4	4	23	3	2	9	0	2	1	1	2	0	3	1	1	2	1	0	0	0	0	0	0	2	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	23801	14995	11808	9113	3849	3028	3953	3872	1555	1642	1213	972	814	1056	714	553	610	550	938	578	357	319	279	230	331	217	414	312	137	249	124	106	78	91	98	61	61	79	120	45	38	33	50	32	40	44	26	19	24	22	39	48	14	11	12	14	27	8	13	8	10	24	4	8	15	3	4	0	4	5	5	4	2	2	7	3	0	1	2	1	2	1	3	3	0	3	0	1	1	1	1	0	0	0	0	1	0	1	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	5453	9450	8759	7160	1413	1181	3022	3104	459	960	494	253	166	715	336	98	344	329	796	471	163	144	74	85	243	102	367	254	29	213	53	49	12	35	52	12	17	57	103	10	6	6	27	13	27	28	5	5	9	13	34	45	4	6	3	12	21	3	0	3	4	19	2	2	12	3	3	0	2	2	1	3	1	1	2	1	0	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	23943	14560	11253	8851	3936	2994	3978	3734	1598	1609	1193	982	823	1041	679	564	607	531	858	568	360	310	260	220	285	206	442	288	152	271	108	91	83	92	105	60	57	69	94	48	28	33	45	31	36	31	24	20	26	26	66	29	13	15	14	11	20	7	13	4	5	18	6	8	10	7	5	5	4	2	5	1	2	3	3	3	0	1	1	1	2	0	2	1	1	3	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	5728	8901	8164	6856	1410	1138	2999	2975	444	924	487	255	178	695	309	100	330	315	719	455	164	136	64	71	208	100	391	226	27	236	41	35	10	32	61	14	13	45	71	10	2	8	22	12	26	22	5	4	10	17	61	26	5	12	5	10	10	1	3	2	4	14	3	1	6	5	2	3	3	0	2	1	1	1	0	1	0	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	23774	15446	11792	9437	3961	3037	4237	4060	1551	1764	1272	973	831	1058	677	567	627	549	854	644	365	335	280	213	274	213	450	294	166	255	151	93	81	94	102	48	58	90	79	43	22	37	42	42	52	54	25	15	24	22	78	42	18	20	14	14	20	5	14	5	2	15	4	7	12	9	4	6	4	5	3	2	2	3	3	2	0	0	1	1	2	0	1	1	2	3	0	1	1	0	0	0	0	1	0	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	5372	9966	8892	7552	1526	1222	3293	3364	480	1091	548	283	184	722	307	105	362	339	715	525	177	174	79	74	208	124	401	247	31	220	75	40	10	41	54	8	13	64	58	9	4	6	22	17	33	45	8	3	9	12	73	37	5	17	6	11	12	1	6	2	1	10	2	1	8	7	2	3	3	1	2	2	1	0	0	0	0	0	0	1	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	23787	16024	12561	10138	3937	3109	4569	4323	1522	1893	1307	1011	868	1118	689	555	666	599	947	725	358	331	284	213	262	212	415	405	164	237	140	107	86	89	91	51	65	89	106	42	26	44	60	37	45	62	27	15	24	20	71	41	19	27	16	17	22	11	10	5	6	13	6	5	14	9	3	7	3	4	1	3	1	3	5	5	0	3	3	2	2	0	1	1	3	1	0	0	1	1	0	1	0	1	0	1	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	5026	10747	9820	8335	1651	1352	3701	3707	498	1210	612	321	205	787	326	131	389	399	824	608	178	193	96	85	201	136	373	367	42	202	80	52	15	44	56	8	17	64	87	12	6	10	36	14	27	53	12	4	9	11	65	35	5	25	7	14	14	3	6	1	2	10	3	0	8	5	0	4	3	1	1	2	0	0	3	3	0	1	1	2	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_all	80	23888	16556	13309	10774	3930	3204	4726	4690	1487	1936	1302	977	902	1159	649	563	640	629	1043	829	368	347	272	239	282	231	440	451	152	269	147	126	80	88	92	53	60	109	106	39	31	41	54	41	43	101	28	15	26	17	71	71	17	30	19	31	25	12	10	7	5	11	9	4	9	7	3	8	2	7	1	6	0	3	6	6	1	3	2	3	0	0	1	1	3	2	0	0	1	2	1	1	0	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	4692	11520	10666	9093	1757	1489	3893	4101	511	1294	615	323	212	868	324	149	391	413	910	720	190	206	100	99	221	142	400	411	41	231	88	67	21	47	61	7	15	87	86	11	5	9	33	18	23	93	13	8	12	8	67	63	5	28	8	29	18	2	8	1	2	6	6	1	5	4	0	6	2	3	1	3	0	1	3	3	0	1	1	2	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_all	80	23861	16231	13639	10789	3847	3226	4721	4601	1520	1896	1269	999	876	1200	690	565	631	610	1049	855	356	323	260	248	326	227	437	466	143	339	131	120	75	94	110	60	54	93	109	43	34	41	47	43	32	105	30	16	22	20	31	61	16	26	17	37	20	13	9	8	12	8	8	6	6	6	2	8	4	6	3	5	0	4	8	9	2	3	4	3	0	0	1	0	2	2	0	0	3	3	1	1	0	2	2	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	4761	11236	10986	9123	1750	1505	3904	4024	526	1245	604	314	195	895	356	147	393	400	922	747	194	189	87	101	254	130	396	427	38	299	79	67	24	50	74	4	16	77	95	13	7	10	26	15	17	97	11	6	10	14	27	55	5	25	6	33	15	2	7	3	4	4	5	1	2	3	0	5	3	3	1	1	0	1	5	5	1	1	3	2	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_all	80	23897	16834	13117	10709	3889	3091	4485	4371	1566	1897	1239	951	864	1107	736	582	645	597	1033	775	321	330	254	227	339	247	384	524	128	274	106	102	102	106	127	48	64	109	103	40	39	45	27	38	39	111	19	29	26	45	54	39	16	23	5	22	20	8	13	10	7	13	9	7	7	8	4	3	6	3	4	4	0	4	2	2	2	2	0	3	0	3	1	3	2	3	1	0	1	2	1	0	0	6	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0
0.03	south21_active	80	4755	11602	10543	9099	1720	1417	3670	3766	531	1295	633	283	191	780	373	150	388	411	889	669	153	190	83	99	274	134	329	468	37	242	45	49	24	61	89	16	16	84	79	11	10	10	15	22	25	104	6	16	12	36	47	35	6	18	4	19	17	2	4	2	3	12	3	1	4	4	3	0	4	1	0	4	0	1	1	2	1	1	0	3	0	0	0	2	1	3	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south22_all	80	23835	16883	13158	10952	3911	3132	4593	4370	1605	1831	1242	939	911	1172	715	532	667	556	1125	823	334	331	250	231	374	205	406	422	145	292	128	108	95	97	120	47	60	106	105	48	35	41	33	37	43	73	19	27	26	41	60	40	12	24	8	19	27	7	11	7	12	6	8	4	7	10	5	3	7	5	5	3	0	4	2	2	1	2	0	1	0	2	3	3	3	4	1	0	2	2	1	0	0	6	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0
0.03	south22_active	80	4775	11720	10567	9235	1721	1437	3773	3751	542	1239	638	297	213	842	341	143	396	362	980	720	167	184	89	100	302	99	347	368	38	252	60	53	25	50	84	13	16	84	84	13	9	12	17	17	28	67	6	15	11	33	53	37	3	19	3	16	23	2	2	1	4	4	1	2	6	8	3	0	5	1	1	3	0	0	1	2	1	1	0	1	0	0	0	2	1	3	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south23_all	80	23952	16781	13184	10813	3932	3157	4556	4323	1621	1839	1248	931	919	1215	690	504	672	576	1146	779	338	340	255	239	338	195	444	358	145	426	118	116	95	87	114	54	62	110	98	38	34	37	28	37	38	30	17	33	21	27	55	35	14	22	11	19	47	7	16	4	10	11	6	8	6	12	8	2	4	3	4	5	0	3	0	1	0	2	3	1	0	1	3	6	4	4	1	0	1	1	0	0	1	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1
