label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183
0.03	north6_all	80	8489	2989	1566	1030	1102	1401	2115	463	382	341	312	288	250	240	198	157	152	164	148	150	152	281	361	85	84	76	64	70	60	193	105	125	73	76	37	52	49	58	25	27	33	76	50	30	18	96	16	44	18	33	10	17	10	19	28	12	27	6	18	6	12	6	4	52	8	10	11	5	6	9	0	7	6	4	25	11	25	4	4	10	3	1	5	4	10	2	6	2	1	5	0	1	0	0	2	3	5	1	1	2	1	2	2	4	0	0	1	0	0	2	0	0	1	0	4	1	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	6451	1907	462	264	716	1176	1951	136	154	142	109	84	109	120	52	59	41	33	83	87	103	251	329	27	19	23	21	26	34	170	83	108	58	59	9	34	38	48	6	3	18	66	41	6	5	89	11	36	11	27	2	7	4	1	24	7	21	3	10	3	10	2	1	48	2	7	10	0	5	2	0	6	3	1	22	11	25	1	2	9	1	1	4	3	9	1	5	1	1	0	0	0	0	0	2	3	5	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	8457	3019	1578	1055	1094	1361	2038	461	398	339	334	257	247	240	186	153	170	158	156	133	135	255	344	80	84	66	67	69	56	178	100	144	61	108	42	48	45	72	28	27	40	73	49	30	19	83	16	31	16	35	12	9	12	18	27	10	18	5	18	7	11	5	10	27	9	14	13	7	8	6	4	16	4	3	28	1	31	3	2	6	2	3	4	4	6	4	8	2	4	6	0	1	1	0	7	2	5	1	1	1	1	0	1	1	1	1	1	3	0	3	2	1	1	0	11	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	6454	1903	472	273	694	1114	1875	137	155	144	114	70	97	121	49	56	45	33	88	82	88	218	306	22	15	20	22	21	32	155	81	123	45	88	12	30	32	61	8	4	22	64	38	8	7	76	12	26	11	29	2	5	5	2	24	4	14	2	12	5	7	1	5	24	4	10	11	1	6	0	2	15	2	0	24	1	31	1	1	5	0	2	3	2	5	1	5	1	1	0	0	0	1	0	7	2	5	1	0	1	0	0	1	1	0	1	0	3	0	0	2	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8442	3052	1565	1077	1118	1333	2047	447	414	343	333	246	229	241	189	158	158	150	135	146	150	259	382	90	80	73	66	76	65	174	99	139	56	127	36	44	53	74	35	26	37	73	43	25	25	95	18	33	21	37	13	7	18	20	27	14	14	5	18	6	10	5	11	21	8	15	13	6	11	3	5	19	5	3	9	2	31	1	5	2	3	3	7	4	4	5	9	3	4	3	1	1	3	0	6	1	0	1	0	1	0	0	0	0	1	2	1	4	0	2	3	1	2	1	7	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	6455	1931	481	282	716	1084	1881	137	165	148	119	69	83	119	43	59	47	35	77	93	92	216	342	25	15	18	24	22	40	156	82	119	41	108	11	29	40	65	9	3	19	66	36	7	10	90	10	27	11	32	2	4	10	4	23	4	10	2	12	4	5	2	7	18	4	9	12	1	10	0	2	17	4	0	6	2	31	0	0	2	0	2	6	2	3	1	6	2	0	0	0	0	2	0	5	1	0	1	0	1	0	0	0	0	0	1	0	4	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	8451	3057	1484	1073	1138	1351	2035	463	438	356	329	269	234	217	182	150	152	139	144	149	157	264	387	82	79	69	63	72	73	161	106	129	43	138	39	46	56	79	42	33	39	66	43	27	28	96	19	24	21	33	11	12	15	19	28	12	12	7	17	7	9	5	13	23	9	12	13	7	12	3	7	20	3	3	9	6	14	1	5	2	3	3	7	6	3	5	8	3	4	3	1	1	4	0	7	0	0	1	1	7	0	0	0	0	1	2	1	4	0	2	6	1	1	1	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north9_active	80	6441	1931	441	287	714	1080	1867	150	179	152	106	79	94	100	36	54	40	36	79	88	102	214	336	21	17	18	21	21	42	142	88	107	29	119	14	28	41	69	16	11	18	61	36	8	12	91	10	18	8	28	4	4	8	4	25	2	10	3	14	4	4	2	8	20	5	6	9	3	10	0	2	17	3	0	6	6	13	0	0	2	0	2	7	4	3	0	6	2	0	0	0	0	3	0	6	0	0	1	0	6	0	0	0	0	0	1	0	4	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north10_all	80	8598	3050	1440	1074	1134	1364	1886	464	428	343	319	267	249	222	182	161	151	121	131	145	165	269	358	83	68	78	79	77	67	142	96	88	39	112	33	57	69	58	50	35	30	51	42	22	30	104	18	33	19	41	13	15	21	16	29	10	18	13	15	8	7	4	10	26	8	14	11	7	13	2	5	14	2	3	10	11	4	1	6	1	3	1	6	7	1	2	1	4	5	3	3	2	4	1	5	2	1	0	1	7	1	0	0	0	2	2	0	1	2	1	4	1	1	2	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0
0.03	north10_active	80	6592	1948	412	305	731	1091	1723	147	175	153	111	76	106	103	41	54	46	29	71	77	111	221	314	19	15	19	33	26	35	127	75	69	25	98	12	40	50	47	16	13	13	43	37	7	13	98	7	20	6	34	3	3	13	4	25	1	15	7	13	4	3	1	4	22	5	7	7	2	8	1	1	12	2	1	6	10	3	0	0	1	0	0	4	6	1	0	1	3	3	0	0	0	3	1	4	2	1	0	0	6	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north11_all	80	9114	2968	1471	1030	1038	1381	1960	472	431	348	288	249	258	245	193	179	165	166	161	138	129	281	281	86	75	85	54	65	68	160	86	142	76	115	55	47	61	83	20	20	37	52	51	19	19	91	23	33	27	64	12	29	10	12	54	12	14	14	14	6	14	8	12	22	10	8	5	9	5	6	8	31	5	2	19	8	19	7	4	7	4	0	7	4	3	1	1	10	2	2	2	0	2	0	7	0	2	6	0	2	1	1	1	0	2	1	0	2	1	1	2	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	7042	1826	465	270	648	1118	1777	157	161	126	99	55	107	131	41	62	52	42	75	83	94	230	244	26	17	23	15	27	31	144	68	123	49	88	23	28	46	68	11	5	17	39	45	5	7	84	8	24	13	59	1	10	7	0	47	3	11	10	12	2	10	3	5	21	3	3	5	3	4	0	5	31	4	1	18	6	19	4	3	5	1	0	4	2	3	0	1	8	2	0	1	0	1	0	6	0	2	5	0	2	0	1	1	0	1	1	0	2	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	8978	2990	1506	1037	1047	1404	1979	472	424	343	294	249	240	235	192	192	142	148	164	149	124	268	297	89	74	83	64	67	69	171	83	146	60	101	50	37	60	85	20	22	31	58	53	18	20	88	21	30	23	38	14	23	11	13	34	9	10	17	14	5	13	6	14	32	11	7	2	7	4	5	6	39	1	2	17	19	8	9	4	2	3	1	7	5	8	2	1	9	2	2	1	0	0	1	8	3	0	7	1	1	0	2	1	1	1	1	0	1	1	0	2	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	6890	1879	475	252	639	1120	1817	156	166	126	101	60	112	122	41	71	43	37	83	84	83	224	259	29	21	23	20	24	34	158	59	121	39	80	17	19	47	71	5	5	14	41	46	5	8	85	8	22	9	32	2	8	8	0	28	3	6	11	12	3	7	2	7	28	3	5	2	0	4	1	3	39	0	1	15	19	7	6	4	1	1	0	3	3	8	0	1	8	2	0	1	0	0	0	7	3	0	6	1	1	0	1	1	1	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	8827	3068	1537	1050	1025	1448	1921	475	442	355	281	266	228	240	188	187	139	144	166	146	130	281	314	94	71	80	68	66	61	199	80	164	49	80	46	34	60	82	22	27	33	62	46	24	26	88	24	32	28	30	13	21	12	14	27	9	13	16	7	10	11	4	13	30	12	10	4	5	3	5	5	46	2	2	13	25	10	7	4	1	2	1	5	5	6	2	2	12	2	0	1	1	0	2	7	3	1	2	2	1	0	2	1	1	1	1	0	1	1	0	2	0	2	2	1	0	0	2	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	6725	1960	483	276	616	1160	1758	153	180	144	101	64	108	121	36	74	49	36	93	82	87	237	280	28	18	19	23	18	34	187	60	139	34	60	14	14	46	67	3	8	14	45	34	7	10	85	9	23	16	25	4	5	8	2	22	4	4	9	5	4	5	2	7	26	4	9	2	0	2	1	2	45	0	2	11	25	9	3	4	1	1	0	3	4	6	0	1	10	2	0	1	0	0	0	6	3	1	2	2	1	0	1	1	1	1	1	0	1	0	0	2	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	8646	3087	1500	1029	1077	1462	1888	438	445	375	276	258	234	203	193	168	148	139	171	137	155	274	360	94	67	82	71	63	73	175	78	160	43	76	51	31	56	78	23	28	28	51	36	28	25	89	22	35	30	38	13	16	12	16	27	9	18	16	10	13	9	4	14	27	10	14	9	4	5	4	5	41	2	1	16	24	11	6	4	1	3	1	4	4	6	1	2	7	0	0	1	2	0	2	6	3	1	1	4	1	2	1	0	1	1	0	0	0	2	0	0	0	2	2	1	0	0	1	1	3	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	6630	1968	477	297	641	1172	1724	137	181	143	99	56	108	96	37	55	44	28	105	78	109	225	325	35	22	16	26	14	37	165	63	140	32	60	12	16	43	58	5	9	9	37	26	5	9	87	8	28	20	35	7	4	6	4	22	3	4	9	7	5	2	1	8	23	4	9	7	1	4	1	3	39	0	1	15	24	9	3	4	1	2	0	3	3	6	0	1	5	0	0	1	1	0	0	5	3	1	1	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8589	3063	1496	1027	1088	1515	1951	443	438	385	275	258	229	200	187	167	157	141	160	139	166	311	382	90	71	78	65	66	76	189	79	118	42	76	53	33	53	69	26	28	30	42	48	30	23	95	24	32	28	35	14	10	15	17	36	10	17	10	8	16	10	7	9	11	6	14	14	4	7	6	4	24	5	4	20	21	17	4	2	6	2	2	9	4	6	1	3	6	0	1	0	2	0	1	12	1	5	0	4	2	2	0	0	1	0	0	0	0	2	0	0	0	2	2	0	0	0	0	1	4	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	6614	1933	462	284	647	1232	1768	144	179	149	97	60	103	101	33	57	41	27	90	74	110	266	351	30	20	11	26	13	39	173	62	98	31	64	11	21	42	53	7	10	15	31	40	5	8	90	11	24	19	33	6	1	8	4	31	2	4	5	5	6	5	1	6	8	3	9	12	1	5	2	2	21	0	2	19	21	15	2	2	5	1	2	7	3	5	0	2	5	0	0	0	1	0	0	12	0	5	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	8548	3070	1518	1038	1094	1493	1998	427	436	369	277	257	240	199	198	173	169	146	155	128	160	297	357	79	68	74	68	68	85	183	72	88	42	88	47	36	66	76	23	28	25	42	42	30	20	87	17	33	28	40	13	9	16	14	35	11	11	6	21	15	14	12	9	7	3	10	15	4	6	6	2	24	6	5	21	6	31	3	2	6	2	3	10	2	2	3	3	6	3	1	1	3	0	1	10	2	7	1	4	1	3	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	5	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
