label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88
0.03	north6_all	80	5826	2142	1052	709	500	454	395	834	348	393	206	143	118	102	114	68	94	48	38	100	46	57	23	21	20	30	37	12	14	8	23	12	9	11	18	16	5	4	12	10	6	11	3	2	1	8	3	0	1	3	2	0	2	0	1	1	1	1	0	7	2	1	0	2	0	0	1	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	3354	1200	517	347	254	236	214	536	233	251	121	70	59	62	66	38	52	26	20	63	26	29	14	9	9	19	19	9	8	5	19	7	4	6	12	11	3	2	8	5	3	8	3	0	0	7	2	0	0	1	1	0	0	0	1	1	1	1	0	7	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5882	2151	1086	666	523	449	389	823	361	381	219	141	126	97	94	84	83	50	46	113	56	60	24	23	14	27	36	15	16	11	21	10	12	10	17	15	5	5	9	8	3	12	5	2	1	12	1	2	1	4	2	1	5	0	1	1	2	1	1	7	2	2	0	3	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_active	80	3438	1187	555	340	265	228	203	534	239	244	134	72	67	55	54	43	46	27	23	70	32	28	11	12	7	15	17	9	7	8	17	4	6	6	12	9	3	2	7	4	1	12	4	0	0	7	0	1	0	2	1	1	2	0	1	1	2	1	1	7	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5960	2142	1094	680	537	443	365	863	377	390	223	148	116	103	88	90	78	49	46	115	48	51	26	19	11	24	32	13	18	10	22	7	13	8	13	11	10	8	8	6	5	20	3	4	2	10	1	2	3	3	1	1	4	0	0	1	1	0	2	0	2	2	0	3	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_active	80	3530	1162	570	350	272	227	194	585	263	257	137	75	68	54	42	51	46	28	24	71	24	22	13	10	7	10	17	7	8	7	16	4	6	5	7	7	4	2	6	3	2	17	2	2	1	6	0	1	0	2	0	1	2	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5846	2108	1101	649	556	460	354	845	386	438	228	166	116	107	101	93	80	56	52	100	46	56	25	17	15	23	26	16	15	12	25	7	11	8	13	10	11	7	8	4	6	19	5	5	2	20	1	3	2	1	0	2	6	1	2	1	1	0	2	0	0	1	0	1	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_active	80	3490	1139	577	331	278	252	180	575	254	290	149	94	60	52	48	53	47	28	27	56	29	23	13	11	8	9	13	7	6	7	16	5	7	4	7	5	4	1	4	2	3	16	3	2	1	6	0	2	0	1	0	1	4	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	5876	2097	1043	694	553	436	342	843	369	452	241	175	121	111	116	92	90	57	44	115	34	52	23	21	20	24	20	11	14	9	20	8	8	5	11	7	8	10	7	1	9	21	4	5	2	19	6	1	4	2	1	2	3	2	2	1	0	0	1	1	1	1	0	1	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north10_active	80	3515	1150	552	345	270	228	180	570	222	284	159	98	67	52	55	47	50	29	24	66	23	22	14	9	11	10	13	5	5	4	10	6	4	2	6	3	2	3	2	1	6	18	3	2	1	4	6	1	2	0	0	1	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	5223	1902	990	694	499	402	333	703	347	341	205	161	101	95	93	88	71	55	47	108	46	42	23	31	25	31	28	15	17	9	32	5	10	4	11	10	8	3	9	7	9	8	2	0	1	18	1	3	3	1	1	0	5	1	1	4	2	1	4	1	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3048	1020	456	322	223	210	168	442	203	216	105	95	46	44	37	52	39	25	29	64	27	22	5	15	10	24	13	7	10	3	24	4	6	1	6	7	4	2	5	4	2	7	2	0	0	10	1	2	2	1	1	0	2	1	1	3	1	1	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5357	2030	1034	674	496	406	332	665	365	350	221	168	98	81	94	78	84	55	44	97	56	48	23	30	29	31	26	18	14	12	32	6	12	2	9	8	5	3	6	4	7	5	2	0	1	16	1	2	3	2	0	0	6	0	1	1	2	0	3	5	4	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3139	1084	488	315	212	217	177	404	215	210	115	96	51	43	39	45	44	25	24	67	32	25	6	14	13	23	13	11	9	4	25	5	8	1	4	7	2	2	4	2	3	5	2	0	0	9	0	1	2	1	0	0	3	0	1	0	0	0	3	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5593	2083	1082	700	498	419	348	739	355	356	231	159	103	89	104	80	95	47	48	93	54	58	27	29	32	26	31	23	11	14	28	9	8	2	9	13	5	4	9	2	4	7	6	1	0	12	1	2	2	1	2	0	3	2	1	0	3	0	3	5	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3307	1121	515	325	223	216	189	451	202	198	123	89	54	48	47	41	61	24	23	63	27	30	9	14	15	20	20	12	6	6	23	4	4	1	4	3	4	2	7	1	2	7	6	1	0	10	0	1	1	0	2	0	1	2	1	0	0	0	3	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5662	2102	1074	707	510	427	342	824	369	374	225	147	99	97	103	80	101	39	45	126	47	58	23	26	37	14	33	24	6	14	20	10	9	1	15	14	3	5	12	2	5	6	6	1	0	11	2	0	1	2	2	1	1	2	0	0	2	0	4	7	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3377	1122	516	337	232	219	181	511	219	217	128	93	51	55	62	41	68	20	21	91	24	27	9	14	19	9	20	13	4	6	15	3	6	1	7	3	2	3	9	2	3	5	6	1	0	6	1	0	1	0	2	0	1	2	0	0	0	0	4	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5786	2100	1072	674	522	430	353	841	374	382	229	158	90	102	113	91	96	38	45	138	44	59	26	24	33	15	25	26	8	18	22	14	9	3	14	12	7	4	16	2	3	5	6	1	1	11	2	0	6	1	3	2	2	2	0	0	3	0	4	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north15_active	80	3454	1131	515	324	240	219	193	519	219	217	129	93	44	55	63	52	64	12	21	94	21	26	10	11	15	7	16	11	4	8	17	3	6	2	6	1	5	3	11	1	2	4	6	1	0	6	1	0	5	0	3	0	2	2	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5747	2081	1059	678	535	461	361	883	374	371	228	178	89	104	104	97	96	51	46	155	40	45	16	25	30	18	27	21	13	15	27	19	10	4	13	11	7	3	12	3	6	8	6	2	2	15	3	0	5	1	3	4	2	0	0	5	2	1	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north16_active	80	3420	1139	501	330	239	224	203	544	224	220	137	115	46	59	63	60	59	20	23	108	21	17	6	9	17	6	16	8	6	6	22	9	5	2	7	2	5	3	6	2	3	5	5	2	1	8	2	0	4	0	3	0	2	0	0	0	1	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5736	2114	1046	680	530	472	366	882	368	382	222	206	96	101	113	99	98	58	47	146	46	37	18	27	34	17	32	19	13	15	31	17	11	3	21	7	6	1	16	6	7	9	2	2	2	5	4	0	5	2	4	4	3	0	1	5	2	1	1	6	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north17_active	80	3432	1172	506	337	230	252	216	567	222	239	131	119	46	59	57	60	56	26	23	89	22	15	9	8	22	5	17	7	6	6	26	8	6	1	15	2	3	1	11	3	5	7	0	2	1	2	3	0	4	0	3	0	3	0	0	0	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5787	2122	1008	683	527	487	349	808	388	398	239	207	102	108	121	86	92	60	46	148	48	37	22	30	29	15	32	18	17	12	28	13	11	6	16	9	7	2	10	6	9	12	3	3	2	8	4	1	0	2	5	3	1	0	1	6	1	2	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	3467	1175	496	342	220	265	223	522	225	249	147	123	51	58	66	54	50	32	23	95	26	17	11	9	20	5	16	6	8	3	21	7	5	3	13	5	2	1	9	4	6	8	0	2	1	2	3	1	0	0	4	0	1	0	0	0	1	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5855	2153	1033	714	548	463	340	739	406	376	237	190	116	101	107	85	85	55	50	118	46	35	22	27	26	14	35	18	10	11	23	11	8	5	16	11	8	2	16	7	12	9	2	2	0	5	3	1	3	3	2	1	1	0	1	6	0	2	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	3504	1199	506	358	245	253	192	476	231	242	153	101	57	49	57	55	46	30	26	78	29	21	10	9	17	6	18	9	4	4	14	4	3	2	12	4	2	1	13	4	6	7	0	1	0	2	3	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5840	2071	1022	701	543	461	324	693	398	367	256	177	119	100	109	81	78	57	45	118	51	47	21	28	20	20	29	17	13	10	15	9	7	6	12	11	9	3	15	5	6	10	1	3	1	5	1	2	4	4	3	0	0	3	0	1	1	1	0	0	0	0	0	7	0	0	0	1	3	0	0	0	0	0	1	5	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	3498	1135	500	347	255	240	167	453	226	239	159	95	57	47	59	49	34	31	21	83	29	34	9	11	9	8	16	7	4	4	7	3	3	4	7	6	3	2	11	3	1	7	0	1	1	2	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3750	1665	2861	901	471	465	744	329	660	304	274	136	108	98	180	131	55	72	69	37	31	74	58	23	65	19	24	16	13	16	13	9	11	11	6	9	6	5	22	8	7	2	3	1	1	1	2	3	3	1	2	0	0	0	0	1	1	1	0	0	1	3	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south21_active	80	1861	769	1859	485	226	235	464	185	430	171	169	75	59	51	122	80	28	48	49	22	19	49	28	14	37	10	12	5	4	7	7	4	7	4	3	5	4	1	12	2	3	0	1	1	1	1	1	1	2	0	2	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_all	80	3744	1632	2865	908	480	466	719	300	646	282	290	133	105	93	169	131	50	69	66	29	35	75	48	14	76	20	17	12	13	12	14	6	11	6	4	7	5	4	16	5	4	3	3	2	2	3	2	3	2	1	1	0	1	0	1	0	0	1	0	0	0	4	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south22_active	80	1845	767	1934	508	241	235	415	156	423	155	185	72	60	54	111	80	25	44	46	15	20	52	28	9	44	9	7	5	4	7	7	3	6	1	3	2	1	2	7	1	2	2	0	1	1	1	2	1	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_all	80	3643	1626	2884	923	501	464	639	311	620	275	298	131	113	96	163	122	42	64	70	35	34	60	44	18	77	16	18	12	12	12	15	9	12	8	4	7	4	2	17	6	7	4	4	1	3	3	4	4	1	0	1	0	1	0	1	1	0	3	0	0	1	3	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	1765	763	1903	498	238	236	361	163	388	155	197	68	71	57	106	68	21	39	47	17	17	40	26	11	45	9	9	4	4	7	8	3	4	1	3	3	1	1	7	1	3	3	1	0	1	1	2	2	1	0	1	0	0	0	0	0	0	3	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	3586	1550	2688	925	527	435	588	300	527	270	284	130	104	91	153	114	40	68	58	37	42	45	35	28	66	12	15	10	9	11	14	5	9	8	4	10	4	3	12	5	7	4	6	2	5	2	4	3	1	1	0	0	2	0	1	1	0	2	0	0	3	2	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1728	722	1714	484	255	219	338	157	327	143	180	57	67	52	98	71	19	40	38	19	17	27	22	19	40	7	7	3	4	8	7	0	1	2	2	4	1	1	2	1	4	3	1	1	2	0	1	3	1	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	3493	1453	2384	899	504	415	570	304	506	272	264	120	89	83	150	96	42	69	62	38	37	40	31	35	51	13	14	10	9	13	11	7	13	10	4	13	7	3	6	8	8	3	6	3	5	2	3	2	1	2	1	0	1	1	2	2	1	2	2	0	3	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1671	655	1503	447	239	214	348	149	317	149	157	57	49	45	92	52	19	40	39	19	14	25	16	23	32	8	8	5	6	9	5	1	5	4	1	9	3	1	2	2	4	3	1	1	2	0	0	2	1	0	0	0	1	0	1	0	0	2	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	3490	1445	2415	912	504	426	613	304	486	249	223	126	86	87	133	100	43	52	62	37	40	42	38	36	43	14	15	13	10	13	12	5	13	7	8	12	7	4	8	7	10	4	2	5	5	1	3	1	0	2	2	1	1	1	2	2	1	2	2	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1702	669	1529	446	244	209	406	143	311	140	129	61	40	44	80	61	16	32	39	18	16	24	21	19	23	7	9	7	5	10	8	1	5	4	4	8	5	1	4	4	6	4	0	2	4	1	0	1	0	0	0	1	1	0	1	0	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	3575	1452	2675	912	512	450	673	300	532	244	223	125	105	91	132	97	54	62	64	35	34	50	40	34	45	16	16	12	16	12	11	6	14	8	9	13	8	3	7	11	10	5	1	7	7	1	3	1	0	2	2	1	1	1	3	2	1	0	3	0	2	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_active	80	1764	681	1780	461	256	228	453	144	343	138	135	57	43	47	73	54	27	38	38	17	15	34	23	17	27	9	10	8	10	6	9	1	8	5	5	9	6	1	5	8	8	5	1	4	5	1	0	0	0	0	0	1	1	0	2	0	0	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3720	1503	2913	926	505	485	731	320	594	231	244	125	116	104	131	98	57	56	58	41	28	50	44	29	50	16	14	11	16	15	20	7	13	7	10	8	7	4	11	8	12	3	2	4	5	2	5	1	0	0	1	1	0	0	3	1	0	0	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_active	80	1824	718	1932	492	258	252	480	169	381	144	173	63	58	52	69	52	34	34	32	21	10	35	27	14	32	8	9	6	9	6	16	3	7	6	6	3	5	3	9	7	12	3	2	3	4	1	3	0	0	0	0	1	0	0	3	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3717	1568	3026	943	482	505	729	319	616	263	279	120	128	107	136	102	59	79	60	44	29	47	41	31	62	18	16	11	13	14	17	8	12	9	9	12	6	6	16	5	9	3	3	4	5	2	5	1	0	2	1	1	0	0	2	2	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	1840	747	1997	506	237	268	485	174	392	149	193	57	65	57	70	48	33	46	30	28	12	33	25	18	40	9	13	4	8	6	12	4	6	4	6	8	4	3	12	4	9	3	2	3	3	0	3	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3694	1587	3018	958	487	527	760	321	621	271	296	120	127	101	156	96	52	88	68	44	24	48	45	28	63	23	20	11	9	15	18	11	11	8	4	10	5	4	20	3	12	2	3	4	5	2	5	0	2	2	0	3	0	0	3	2	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south30_active	80	1853	770	1941	500	240	279	497	168	398	149	200	61	66	52	90	51	25	48	42	25	10	28	30	14	41	10	14	4	5	7	11	6	7	3	2	7	3	2	15	3	12	2	1	3	3	0	4	0	1	0	0	2	0	0	2	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south31_all	80	3643	1515	2521	843	489	509	670	332	479	249	245	123	132	114	156	83	55	59	68	56	33	52	33	28	67	9	21	9	17	11	19	13	4	11	8	13	4	1	19	3	4	7	8	5	2	1	2	0	1	1	0	0	1	0	1	3	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_active	80	1789	670	1578	455	235	269	423	170	322	147	151	69	67	65	101	53	24	33	39	28	17	33	21	17	44	5	8	5	11	9	11	10	3	7	5	9	2	0	17	1	3	3	6	3	1	0	1	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3728	1533	2738	885	478	497	673	344	537	250	256	123	127	115	158	87	60	57	70	51	29	56	33	32	78	13	14	7	18	10	12	15	7	9	9	16	2	0	22	3	4	7	7	4	4	1	1	0	0	1	0	1	0	0	2	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	1823	682	1735	487	222	266	441	183	377	141	153	69	60	56	102	57	26	32	43	29	14	36	21	24	52	7	6	3	12	7	7	10	5	4	3	13	2	0	18	0	2	4	5	1	4	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3764	1541	2878	896	501	517	684	345	602	249	258	119	132	106	163	95	58	61	72	58	29	50	34	34	78	15	12	10	15	11	11	12	9	11	6	16	4	3	17	4	5	4	4	3	4	0	0	0	0	0	1	1	0	0	2	3	1	2	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	1846	711	1820	504	247	284	421	177	421	143	156	67	71	47	109	60	26	40	43	31	9	32	25	25	58	7	5	6	8	5	7	7	6	8	2	13	2	1	11	1	2	3	4	0	4	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3670	1493	2786	857	514	492	635	326	590	264	252	118	117	104	148	97	60	63	80	49	28	46	34	37	73	21	9	11	14	11	15	9	8	10	4	15	10	5	19	7	10	2	1	2	5	0	1	0	2	1	1	3	0	1	1	3	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1775	714	1824	473	238	269	384	172	403	160	156	60	58	41	98	56	30	31	48	32	10	36	19	19	57	11	2	7	5	4	8	7	5	7	1	12	8	3	11	4	4	1	0	1	4	0	0	0	2	0	0	0	0	1	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
