label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156
0.03	north6_all	80	2822	893	677	390	413	376	228	236	286	164	210	135	221	139	78	104	65	48	73	37	36	79	34	27	42	25	35	85	33	62	22	39	18	33	15	18	14	18	33	8	8	11	15	14	17	8	3	14	4	7	6	5	7	7	7	5	8	5	4	6	6	10	1	4	1	2	2	4	8	3	6	0	1	1	4	0	6	0	2	1	1	2	1	1	0	2	0	3	1	3	5	0	2	0	2	0	0	1	3	0	1	0	0	5	2	0	0	1	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1625	391	367	169	217	216	120	147	183	89	136	72	137	78	37	61	35	26	50	15	16	50	20	17	15	9	18	59	19	50	14	27	8	22	9	14	7	14	21	4	4	7	7	7	10	0	1	8	2	7	2	1	4	6	4	2	3	3	1	3	3	7	0	1	1	1	0	2	5	0	5	0	0	0	3	0	4	0	2	0	0	1	0	0	0	0	0	1	0	3	5	0	2	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2822	898	700	367	475	371	228	222	287	163	199	126	230	137	73	111	68	56	72	33	31	74	35	30	56	29	27	79	32	81	18	30	19	30	15	17	13	12	22	8	10	10	13	12	14	11	2	10	5	7	4	4	9	7	5	3	8	4	5	6	5	13	1	3	1	3	4	1	11	2	6	0	1	1	4	1	2	0	4	0	0	1	0	2	2	1	0	2	0	2	0	0	4	0	2	0	0	1	2	0	1	0	0	5	1	0	0	1	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north7_active	80	1634	418	373	166	258	204	113	133	172	84	123	72	146	83	35	67	34	30	50	14	15	45	20	20	22	8	12	55	20	58	12	19	11	17	8	11	7	6	17	4	4	6	3	4	5	1	1	7	4	5	2	2	4	5	3	1	3	0	2	4	0	9	0	0	1	1	1	0	7	0	4	0	0	0	3	0	2	0	4	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	2889	880	662	377	472	372	236	251	294	179	208	115	227	127	63	128	69	59	70	32	32	74	28	32	62	36	32	78	31	86	15	30	15	26	17	20	12	14	23	9	11	7	15	10	15	11	4	10	4	10	4	6	10	9	7	4	7	5	4	4	6	9	1	2	0	5	5	1	8	0	10	1	1	0	4	1	1	0	4	0	0	2	1	1	2	2	1	1	0	1	3	0	4	0	2	0	0	1	3	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
0.03	north8_active	80	1711	412	342	166	251	201	114	153	184	95	120	65	141	77	27	86	36	33	51	10	16	39	17	21	29	16	15	45	18	53	11	22	8	15	8	12	5	7	20	5	4	4	8	2	6	3	1	9	3	7	1	5	2	6	4	2	3	1	2	4	1	6	0	0	0	4	1	0	4	0	3	1	0	0	4	0	1	0	4	0	0	1	1	0	0	0	1	1	0	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_all	80	2822	879	695	395	462	351	237	239	310	192	193	111	216	122	67	135	71	64	71	40	32	71	25	40	61	39	32	83	30	95	17	41	21	20	14	22	15	18	21	9	14	5	15	13	20	13	9	12	4	8	2	14	13	11	5	3	10	9	2	2	9	10	2	1	0	4	5	1	5	1	11	1	1	0	4	1	0	0	4	0	0	2	1	1	2	1	2	1	0	2	3	0	2	0	2	0	1	0	3	0	0	0	0	0	1	0	3	0	1	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	1	1	0
0.03	north9_active	80	1682	412	353	162	230	193	114	139	173	98	107	57	143	73	26	90	40	34	43	15	20	35	14	21	30	17	16	47	18	55	10	26	10	10	6	10	5	12	18	5	3	3	9	5	9	5	3	7	3	4	1	10	5	7	2	2	7	3	2	2	3	7	0	0	0	3	2	1	2	0	3	1	0	0	4	0	0	0	4	0	0	1	1	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0
0.03	north10_all	80	2798	877	666	432	429	350	240	264	329	186	187	113	202	130	65	113	78	67	67	46	45	79	32	46	60	39	27	81	34	75	20	36	23	23	14	24	15	22	20	11	12	6	14	8	18	12	9	13	2	10	3	18	14	12	6	4	8	7	2	0	9	9	5	0	1	7	4	2	4	1	9	1	2	1	5	0	0	0	1	1	0	3	1	1	5	1	2	1	1	2	3	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	1	0	0
0.03	north10_active	80	1624	399	341	183	210	190	122	158	199	92	104	52	140	74	25	73	49	36	37	16	29	44	12	19	32	21	12	55	13	43	10	22	10	9	7	14	4	16	18	7	3	4	8	4	11	5	2	6	1	6	1	14	8	8	2	3	7	3	1	0	3	9	1	0	1	5	2	2	2	0	1	1	1	1	4	0	0	0	1	0	0	2	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_all	80	2705	897	690	409	387	327	221	248	336	153	198	93	220	112	93	109	54	63	77	38	36	74	27	54	46	32	26	57	25	56	16	44	22	22	10	27	14	13	16	12	7	12	8	5	15	13	4	11	2	4	7	10	5	11	12	4	6	6	1	3	5	7	1	4	4	3	4	3	6	2	8	2	3	5	3	1	0	3	1	1	0	0	1	2	3	0	0	3	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1545	395	342	173	199	168	99	126	220	85	103	40	153	71	44	65	16	37	39	9	19	42	8	21	20	14	9	35	12	40	6	35	13	12	5	15	8	6	8	6	1	7	2	2	11	5	3	5	1	2	3	6	4	7	8	1	4	2	1	2	2	7	0	0	1	2	2	1	5	0	3	2	1	4	2	1	0	2	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2673	907	670	407	379	307	226	247	294	167	193	89	205	130	73	110	66	70	82	48	44	72	29	49	56	34	26	40	23	63	19	44	19	21	9	23	11	17	30	16	7	8	10	9	15	15	6	15	4	7	8	7	7	6	11	3	6	6	0	7	7	4	1	3	2	2	3	2	6	0	6	3	2	3	1	1	2	4	0	1	0	1	1	2	3	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1527	403	338	173	197	170	95	128	188	98	103	39	150	89	33	67	22	41	42	15	24	39	16	21	27	18	10	21	12	41	8	33	9	12	3	13	5	8	21	7	1	6	3	4	8	4	3	9	2	5	3	3	5	2	9	1	2	2	0	3	4	3	0	0	1	2	2	1	4	0	3	2	1	2	0	1	1	3	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2617	924	666	415	415	315	228	239	285	177	184	104	188	121	63	124	76	58	80	50	36	84	29	50	58	29	20	66	25	70	17	35	19	21	9	24	10	14	30	14	7	6	11	10	14	11	9	14	4	14	5	13	7	8	9	3	6	4	0	9	8	6	1	1	3	1	2	0	6	2	9	3	6	1	2	0	2	5	0	0	0	1	1	1	2	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1526	419	332	177	236	174	103	122	183	104	96	48	118	74	26	85	28	33	43	17	21	51	15	28	33	19	8	43	15	44	8	27	7	11	4	14	6	7	19	7	5	5	4	4	5	3	4	11	1	8	1	8	5	4	5	2	2	2	0	4	4	4	1	0	1	1	1	0	3	1	4	2	4	0	1	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2693	888	686	433	421	343	251	257	285	165	181	125	191	127	66	130	87	63	74	44	36	96	34	40	55	28	22	84	25	71	19	28	23	23	10	30	16	16	36	13	15	6	16	12	14	11	8	16	5	16	3	14	3	7	11	2	3	3	0	6	10	3	2	1	3	2	2	1	6	2	7	4	7	1	1	0	3	4	0	0	0	2	0	1	1	0	1	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1595	401	364	189	240	196	126	148	174	96	102	60	117	77	31	86	38	39	41	18	21	55	16	22	33	20	9	59	14	40	10	23	11	14	5	19	8	10	22	8	7	3	8	7	7	2	3	13	1	7	2	10	1	4	7	1	0	1	0	2	5	1	1	1	0	0	0	1	0	1	2	2	4	0	1	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2703	883	732	448	450	360	274	260	278	168	191	122	193	126	68	150	81	63	66	45	31	89	34	45	36	25	23	119	24	76	20	23	29	24	14	36	18	18	34	12	15	7	16	12	8	9	8	17	4	18	2	13	1	6	11	4	3	8	0	4	6	2	3	1	3	2	2	2	5	4	7	3	6	1	3	0	3	1	0	1	1	2	0	1	1	0	0	1	0	1	2	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5	0	0	0	0	0	2	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1624	413	402	197	261	216	147	138	167	96	121	59	114	74	33	106	40	41	34	19	17	52	12	24	19	16	11	90	15	46	11	13	10	15	5	25	8	11	19	7	7	4	11	6	5	2	3	14	1	9	1	10	1	5	5	2	3	4	0	2	3	1	2	1	0	0	0	1	1	2	2	1	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2806	865	718	471	459	367	270	244	279	155	182	113	229	140	82	119	72	74	72	48	34	76	33	38	41	24	37	112	29	62	16	24	29	26	15	40	19	16	35	10	12	11	17	10	8	11	8	26	6	15	2	12	1	8	12	4	3	9	0	2	4	1	3	1	1	3	1	2	4	3	3	3	4	1	3	1	2	0	2	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	2	0	8	1	0	0	0	5	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1644	407	380	219	268	219	159	126	176	81	111	52	136	79	35	77	42	43	28	21	14	44	11	16	27	13	22	79	15	32	9	12	11	15	5	30	8	10	19	5	2	6	13	4	5	6	2	18	2	8	1	10	0	6	7	2	3	5	0	1	2	1	2	1	0	0	0	1	1	2	2	1	3	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2756	919	713	457	457	355	282	227	297	153	198	99	243	134	71	122	62	76	64	54	35	66	26	41	46	21	33	77	31	56	17	32	23	25	17	24	17	16	35	10	6	10	21	12	9	15	7	22	3	13	4	13	1	6	6	5	6	12	0	7	1	3	4	0	0	2	0	3	2	3	4	1	1	2	3	2	1	0	2	1	2	0	2	0	2	0	1	2	0	0	2	0	1	1	0	1	1	0	0	1	1	2	0	8	1	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north17_active	80	1565	435	370	210	251	196	159	120	177	81	132	50	144	78	34	77	29	38	25	27	12	39	13	13	30	8	23	58	17	25	9	15	5	16	5	18	6	8	21	5	0	5	15	4	3	6	2	14	2	7	2	12	0	3	3	2	5	8	0	3	1	0	2	0	0	0	0	2	1	2	2	0	1	0	1	1	0	0	2	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north18_all	80	2772	921	707	431	440	349	250	222	313	165	196	97	247	144	67	94	67	74	64	56	39	56	29	42	52	27	33	69	34	51	13	44	24	24	11	21	9	15	38	6	5	11	14	18	9	16	8	19	6	11	5	11	1	5	4	6	6	7	0	8	2	9	4	0	0	2	1	4	3	4	4	2	2	2	3	2	0	6	2	1	1	1	2	0	2	0	1	1	0	0	2	0	2	1	0	1	1	0	5	1	1	2	0	7	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north18_active	80	1557	445	357	198	239	191	143	120	192	90	116	53	150	83	32	55	32	36	25	31	13	40	18	17	32	15	20	40	17	23	5	23	8	15	3	14	3	8	20	2	1	4	7	9	4	8	3	10	3	5	3	10	0	2	2	2	5	4	0	4	2	3	2	0	0	1	1	2	3	3	2	0	1	1	3	1	0	3	2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north19_all	80	2807	950	707	408	419	346	260	236	301	165	184	96	237	119	67	104	60	82	55	51	37	64	33	41	68	26	35	56	31	54	11	41	21	23	13	19	6	18	38	9	3	15	14	15	7	17	9	15	5	8	8	13	1	4	1	9	6	7	1	9	5	10	3	0	0	3	6	4	3	4	6	1	4	3	2	1	1	7	1	1	1	2	1	0	2	0	2	1	0	0	3	0	4	1	0	1	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0.03	north19_active	80	1587	475	363	181	224	187	138	136	200	95	110	61	154	66	34	55	31	41	28	29	15	46	23	17	39	15	21	33	12	32	5	25	8	16	4	12	2	10	25	1	2	7	6	10	3	8	3	9	3	3	5	11	1	1	0	4	5	5	0	5	3	4	1	0	0	2	1	2	3	3	4	0	3	1	2	1	0	4	1	1	1	2	1	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
